comparison_id,domain,left_mention_id,right_mention_id,selection,source_candidate_id,left_paper_id,left_raw_phrase,left_proposed_semantic_role,left_quote,right_paper_id,right_raw_phrase,right_proposed_semantic_role,right_quote,proposed_relation,model_reason,evidence_scope,annotation_status,merge_applied,human_decision,human_reason
N1436,iTE,iTE:P0535:n3,iTE:P0339:n4,lexical_cosine_ge_0.6_lt_0.7,pair:573d52fb88a2d132,P0535,thermodiffusion,mechanism_process,The simulations elucidate that the strong hydrogen-bonding network and the presence of multiple mobile ion species facilitate efficient thermodiffusion while maintaining low phonon transport.,P0339,ionic thermodiffusion rate,quantity,"The volume phase transition (VPT) of PNA i-TE cell can generate a substantial ion entropy difference, thereby enhancing both the redox reaction efficiency and ionic thermodiffusion rate.",related_to,thermodiffusion 是传输过程，ionic thermodiffusion rate 是该过程的速率数量。,full_original_quotes_read,model_proposed_pending_human,False,,
N1437,iTE,iTE:P0467:n2,iTE:P1354:n2,lexical_cosine_ge_0.6_lt_0.7,pair:b601e6a240fe13fa,P0467,ion mobility,quantity,"To overcome the thermoelectric performance bottlenecks caused by the strong Coulombic interactions and high viscosity of ILs, based on the selective solvation effect by solvents, this study proposes the idea of low-concentration IL with highly polar organic solvent as diluent to enhance both the ion mobility and the mobility difference between cations and anions.",P1354,mobility,quantity,"Polar intermetallics are an emerging class of thermoelectric materials whose electronic properties can be finely tuned by cation chemistry. Single crystals of Eu5-xYbxAl3Sb6 and Eu5-x-ySrxYbyAl3Sb6 were synthesized by flux methods and their structures determined by single-crystal X-ray diffraction, confirming monoclinic C2/m symmetry and an electron count near 3.5 e(-) per atom, consistent with polar intermetallic classification. The Al content in these phases can be increased from 3 to 4. A comparative study of polycrystalline synthesized Eu5Al4Sb6 and its Sr- and Yb-substituted solid solutions, along with the pseudoquinary phase Eu2.5Sr2Yb0.5Al4Sb6, is presented. Substituting Eu2+ with the more ionic Sr2+ enhances mobility and increases the magnitude of the Seebeck coefficient, while the more covalent Yb2+ drives the system metallic, lowering Seebeck values but improving zT to 0.8 at 873 K. The quinary phase further suppresses bipolar conduction, delaying the high-temperature downturn observed in both ternary solid solutions. Across all compositions, thermal conductivities remain exceptionally low (<1 W m(-1) K-1), enabling promising figures of merit. These results highlight how ionic versus covalent A-site substitution can serve as a powerful lever to control scattering, band overlap, and transport in polar intermetallics, opening design pathways parallel to those of the benchmarked half-Heusler phases and PbTe.",distinct_from,左侧明确是离子迁移率，右侧 mobility 出现在极性金属间化合物电子性质语境中，未指离子；载流实体不同，不能按同一 mobility 处理。,full_original_quotes_rechecked,model_proposed_pending_human,False,,
N1438,iTE,iTE:P0831:n1,iTE:P1728:n2,lexical_cosine_ge_0.6_lt_0.7,pair:a9f6d94cab2f0138,P0831,complex crystal structure,state_structure,"In addition to structural complexity, an overall low sound velocity is found to be helpful for realizing an extremely low-kappa(L). In this work, a new thermoelectric compound Ag5-delta Te3, having both a complex crystal structure and a low sound velocity (similar to 1300 m/s), is shown to be one of the least thermally conductive dense solids (kappa kappa(L) similar to 0.2 W/m.K).",P1728,crystal structure,state_structure,Application of the electron localizability indicator reveals ionic and multi-centre In Pd interactions stabilizing the crystal structure.,narrower_than,complex crystal structure 是具有复杂性限定的 crystal structure。,full_original_quotes_read,model_proposed_pending_human,False,,
N1439,iTE,iTE:P0644:n3,iTE:P0903:n1,lexical_cosine_ge_0.6_lt_0.7,pair:ab4f7691e3f1476e,P0644,high conductivity,quantity,"The origin of this high conductivity is attributed to interactions between PEGDMA monomers and cations and anions of the IL and formation of hydrogen bonds between water and Br- anion, O-H center dot center dot center dot Br-.",P0903,high thermal conductivity,quantity,"The thermoelectric figure of merit, ZT (0.44) of BaAgP at 1000 K is low due to its high thermal conductivity.",distinct_from,high conductivity 未限定传导类型，右侧明确为 high thermal conductivity，分别可能是电/离子传导与热传导。,full_original_quotes_read,model_proposed_pending_human,False,,
N1440,iTE,iTE:P1553:n4,iTE:P0398:n3,lexical_cosine_ge_0.6_lt_0.7,pair:5801c2b9ee5c20bc,P1553,n-type TE properties,performance_function,"The p-type TE properties of the PEDOT:PSS films was drastically converted into the n-type TE properties in the presence of CuCl2 through metal binding with polymers, thus resulting in the formation of Cl- channels.",P0398,ionic TE properties,performance_function,"The OITCs are developed by incorporating inorganic SiO2 nanoparticles (SiO2-nps) in a polyaniline: poly(2-acrylamido-2-methyl-1-propanesulfonic acid): phytic acid (PANI:PAAMPSA:PA) ternary polymer. The incorporated SiO2-nps constructively interact with the hybrid polymer to provide autonomous self-healability and stretchability while augmenting the mobile proton concentration in OITCs, which substantially improves their ionic TE properties (i.e., ionic Seebeck coefficient and ionic conductivity).",related_to,左侧 n-type TE properties 的形成涉及 Cl− channels，不能据 n-type 与 ionic 作互斥划分；两侧载流机制/性质存在交集但证据不足以判同类或相斥。,full_original_quotes_rechecked,model_proposed_pending_human,False,,
N1441,iTE,iTE:P0535:n3,iTE:P1109:n1,lexical_cosine_ge_0.6_lt_0.7,pair:9002cec86ce5cc17,P0535,thermodiffusion,mechanism_process,The simulations elucidate that the strong hydrogen-bonding network and the presence of multiple mobile ion species facilitate efficient thermodiffusion while maintaining low phonon transport.,P1109,thermodiffusion of Cl- ions,mechanism_process,"The present work demonstrates a totally radical change in conduction nature from typical p-type to n-type through ionic transport in FeCl3 doped free-standing poly(3-hexylthiophene) (P3HT) films. The thermodiffusion of Cl- ions generated a giant negative Seebeck coefficient (similar to 2.7 mV/K) and a moderately high electrical conductivity (similar to 1 S/cm); an unprecedented level in polymers. A thermoelectric power generator fabricated using these P3HT films delivered an output electrical power of 25 mW with open circuit voltage of 128 mV for a Delta T of 46 degrees C. Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load. With such a high n-type Seebeck coefficient, free-standing P3HT films show a great potential for energy harvesting from intermittent heat sources as well as in supercapacitor charging for futuristic energy storage devices. (C) 2020 The Author(s). Published by Elsevier Ltd.",broader_than,thermodiffusion 未限定离子种类，Cl− thermodiffusion 是具体离子特例。,full_original_quotes_read,model_proposed_pending_human,False,,
N1442,iTE,iTE:P0565:n4,iTE:P1322:n2,lexical_cosine_ge_0.6_lt_0.7,pair:8f13ad627fd20739,P0565,ionic conductivity and lattice thermal conductivity,quantity,The endotaxial nanostructures decrease ionic conductivity and lattice thermal conductivity by Cu ion suppression and all-scale phonon scattering enhancement.,P1322,reduction in lattice thermal conductivity,quantity,"ZnO is identified as a potentially attractive n-type oxide thermoelectric material due to its abundance, nontoxicity, and a high degree of stability. However, working with ZnO is challenging due to its high thermal conductivity from its strong ionic bonds and low electrical conductivity due to its low charge concentrations. Here, it is demonstrated that the electrical and thermal transport properties of ZnO can be simultaneously improved via the successful doping of Al and ZnS coating. The ZnS coating in Al-doped ZnO is observed and analyzed through microstructure and spectroscopic studies. The power factor for 1% ZnS-coated Zn0.98Al0.02O is increased to approximate to 0.75 mW m(-1) K-2 at 1073 K, 161% higher than pure ZnO. This enhancement in the power factor can be explained by the aliovalent Al3+ doping and modifications in intrinsic defects, leading to an increased carrier concentration. Interestingly, ZnS coating significantly reduces lattice thermal conductivity to approximate to 2.31 W m(-1) K-1 at 1073 K for 2% ZnS-coated Zn0.98Al0.02O, a 62% decrease over pure ZnO. This large reduction in lattice thermal conductivity can be elucidated based on coherent phonon scattering via Callaway's model. Overall, the figure of merit, zT, increases to 0.2 in 2% ZnS-coated Zn0.98Al0.02O, which is 272% higher than pure ZnO at 1073 K.",related_to,左侧为离子电导与晶格热导的复合数量，右侧为晶格热导降低这一变化。,full_original_quotes_read,model_proposed_pending_human,False,,
N1443,TG,TG:P0119:n3,TG:P0226:n3,lexical_cosine_ge_0.6_lt_0.7,pair:38ca02e36eba7c46,P0119,apparent Seebeck coefficient,performance_function,Thermogalvanic (or thermoelectrochemical) systems can convert a temperature difference into an electrical current by exploiting the entropy change associated with a redox process. This work investigates coupling thermogalvanic redox processes with thermogalvanic corrosion. Ferri/ferrocyanide and iodide/triiodide redox couples were investigated at platinum and stainless steel electrodes. Dilute iodine displays a Seebeck coefficient of +0.26 mV K-1 at platinum electrodes and +2.1 mV K-1 at stainless steel electrodes. An apparent Seebeck coefficient of +13.6 mV K-1 could be achieved under optimal conditions. This is demonstrated to be due to a combination of the iodide/triiodide thermogalvanic redox couple and thermogalvanic iodine-induced corrosion of the stainless steel. (C) 2015 Elsevier B.V. All rights reserved.,P0226,Seebeck coefficients,performance_function,"The evaluation of batteries under thermal gradients is essential for safety and longevity reasons, and to investigate power generation via the thermogalvanic effect. The thermogalvanic Seebeck coefficient of lithium metal (+ 1.0 mV.K-1) and solid lithium ferri/ferrocyanide intercalation electrodes (-0.6 mV.K-1) were determined. The measured Seebeck coefficients of identical asymmetric cells containing both electrodes deviated from the expected values, having Seebeck coefficients which also varied as a function of thermal conditions (+ 0.7 to + 4.3 mV.K-1). This work demonstrates that the thermal responses of asymmetric battery assemblies are more complex than predicted based upon their individual half-cell performances in symmetric cells.",related_to,apparent Seebeck coefficient 是受化学平衡等影响的表观指标，Seebeck coefficients 是一般指标。,full_original_quotes_read,model_proposed_pending_human,False,,
N1444,iTE,iTE:P0535:n3,iTE:P0374:n1,lexical_cosine_ge_0.6_lt_0.7,pair:63e1f0d3c001b337,P0535,thermodiffusion,mechanism_process,The simulations elucidate that the strong hydrogen-bonding network and the presence of multiple mobile ion species facilitate efficient thermodiffusion while maintaining low phonon transport.,P0374,thermodiffusion of Na+ ions,mechanism_process,"The high p-type thermopower can be attributed to thermodiffusion of Na+ ions under a temperature gradient, while the movement of OH- ions is impeded by the strong electrostatic interaction with the positively charged quaternary amine groups of PQ-10.",broader_than,thermodiffusion 未限定离子种类，Na+ thermodiffusion 是具体离子特例。,full_original_quotes_read,model_proposed_pending_human,False,,
N1445,iTE,iTE:P0452:n2,iTE:P1393:n2,lexical_cosine_ge_0.6_lt_0.7,pair:441e988654e98e61,P0452,TE performance,performance_function,"Based on the theoretical calculation, it is assumed that the enhancement of TE performance for the doped PDPP-EDOT by DPPNMe3Br is mainly attributed to the increase of energetic disorder for PDPP-EDOT.",P1393,good TE performance,performance_function,"The thermoelectric (TE) properties of the BaM2Ge4X6 compounds, where M = Rh and X = S, Se, Te, were investigated by computational approaches using density-functional theory and semi-classical Boltzmann theory for electronic transport. It was found that these compounds bear good TE properties, in particular BaRh2Ge4Te6, for which the figure of merit was estimated to reach 1.51 at 300 K. As this compound has not yet been proved to be stable, we also investigated BaRh2Ge4S4Te2 by assuming that replacing tellurium by sulphur could stabilize the tellurium-containing structure. It was found that the TE properties are good. The quantum theory of atoms in molecules was used to investigate the nature of the chemical interactions that prevail in these compounds. A wide variety of interactions were evidenced, from van der Waals interactions to ionic and polar-covalent ones, which could explain the good TE performance of these compounds.",broader_than,TE performance 未限定数值评价，good TE performance 仅增加质量评价。,full_original_quotes_read,model_proposed_pending_human,False,,
N1446,iTE,iTE:P0981:n2,iTE:P1263:n3,lexical_cosine_ge_0.6_lt_0.7,pair:236cf931fbae1ced,P0981,entropy difference between the redox couples of FeCN4-/3-,quantity,"Quasi-solid-state ionic thermoelectric (i-TE) cells have attracted increasing interest due to their high thermopower and easy solution processability for flexible and wearable thermoelectric devices. However, many i-TE gels have drawbacks of a narrow working temperature range (Delta T-max) and low power density. In this study, we introduced glutaraldehyde into the gelatin-KCl-FeCN4-/3- matrix, forming strong covalent bonds and interconnected porous structures, which significantly improve Delta T-max from 9 degrees C to 23 degrees C. The formed gelatin/GTA polymer network increases the entropy difference between the redox couples of FeCN4-/3-, thereby enhancing its thermopower. For the first time, a high thermopower of 24.7 mV K-1, a record-high power density of 9.6 mW m(-2) K-2 and a 2 h energy density (E-2h) of 198 J m(-2) are achieved simultaneously in a quasi-solid-state i-TE cell. The i-TE cell exhibits good cycling performance in long-term power generation, corresponding to an average E-2h value of 175 J m(-2) after the whole cycling process. A flexible and wearable device consisting of 16 i-TE cells can generate a high voltage of 3.6 V and an output power of 115 mu W by harvesting body heat. This work provides a general route to increase the working temperature range and output power density of gel-based i-TE cells through a molecular-level approach.",P1263,entropy differences between redox couples,quantity,"Wearable sensing technology has seen widespread use in health monitoring, environmental perception, and human-machine interaction. Among them, sensors that can actively harvest energy from their application scenarios to achieve self-powering are especially favored. In this study, we developed a polyacrylic acid (PAA)-based ionic thermoelectric hydrogel of PAA-K3Fe(CN)6/K4Fe(CN)6-guanidinium chloride (GdmCl) hydrogel (PFGH). Under temperature difference driving, redox reactions within the hydrogel directly convert thermal energy into electrical signals. The introduction of GdmCl induces K4Fe(CN)6 to form thermosensitive crystals, significantly enhancing entropy differences between redox couples. This design enables PFGH to achieve a high thermopower of 3.76 mV & centerdot;K-1 and a normalized power output density of 37.77 mW & centerdot;m-2 & centerdot;K-2. Additionally, hydrogen bonding between PAA and [Fe(CN)6]3-/4-ions enable PFGH with excellent mechanical properties (tensile strength of 90 kPa, and elongation at break of 920%). With excellent thermoelectric and mechanical properties, PFGH demonstrates outstanding application potential in wearable sensing fields, achieving diversified functions including self-powered motion monitoring, real-time respiratory status perception, intelligent fire warning, and machine learning-assisted material identification. This study paves the way for next-generation self-powered wearable devices and unlock new possibilities for body heat utilization in smart sensing applications.",equivalent_to,两侧都指 FeCN4−/3−（K3Fe(CN)6/K4Fe(CN)6）红氧体系的熵差；右侧并非未限定红氧对。,full_original_quotes_rechecked,model_proposed_pending_human,False,,
N1447,iTE,iTE:P1319:n2,iTE:P0873:n3,lexical_cosine_ge_0.6_lt_0.7,pair:d6c40109b19a72e0,P1319,interlayer charge transfer,mechanism_process,"Layered CuCrTi2Se6, a structurally tailored transition-metal dichalcogenide (TMD) derivative, exhibits intrinsically low lattice thermal conductivity but is limited by inferior carrier mobility arising from weak interlayer electronic coupling. Here, we modulate interlayer bonding heterogeneity via a charge-balanced one Cr replaces three Cu strategy to form (Cu1-3 xCrx)CrTi2Se6, achieving electron-phonon decoupling. Structural characterizations and density functional theory calculations confirm Cr incorporation into interlayer octahedral sites, inducing two synergistic effects: (i) Replacing ionic interlayer Cu & horbar;Se bonds with more covalent Cr & horbar;Se bonds facilitates rapid interlayer charge transfer and enhances carrier mobility by similar to 60% without altering the electronic band structure; (ii) The reduced interlayer atomic density induced by non-equiatomic Cr/Cu substitution weakens interlayer mechanical coupling, as evidenced by a suppressed shear modulus and transverse sound velocity. When combined with phonon scattering from Cr/Cu point defects, this synergistic effect reduces the room-temperature lattice thermal conductivity by 22%. The optimized (Cu0.79Cr0.07)CrTi2Se6 achieves a peak thermoelectric figure of merit ZT approximate to 1.0 at 673 K (a record for TiSe2-based TMDs), and its single-leg device reaches similar to 6.1% efficiency at Delta T = 500 K. This work establishes interlayer chemical bonding modulation as a paradigm for high-performance layered thermoelectric materials via electron-phonon decoupling.",P0873,charge transfer,mechanism_process,"The strong interaction between OSM and SWCNT improves the doping level and the excellent charge transfer facilitates the transport of carriers, thus the synergistic effect of OSMs and SWCNT improves the TE performance of the composite films.",narrower_than,interlayer charge transfer 限定发生在层间，charge transfer 是一般电荷转移。,full_original_quotes_read,model_proposed_pending_human,False,,
N1448,iTE,iTE:P0563:n3,iTE:P1428:n2,lexical_cosine_ge_0.6_lt_0.7,pair:d2e4c621aa063142,P0563,low thermal conductivity,quantity,"We particularly highlight the extraordinary low thermal conductivity of Cu7PSe6 below the glass limit, which can be associated with the molten copper sublattice leading to a softening of phonon modes.",P1428,ultralow thermal conductivities,quantity,"Layered LaCuOX (X = S, Se, and Te) have great potential for highperformance photoelectric (PE) applications, while little is known about their mechanical and thermal properties. The lack of this information will hinder understanding their transport mechanisms and applications as high TE/PE energy conversion efficiency devices. This study investigates the electronic, mechanical, and thermal properties of LaCuOX compounds. The investigated tetragonal crystals are all found to be mechanically stable. Besides, the mechanical stability and stiffness of layered LaCuOX weaken from LaCuOS to LaCuOTe, while their shear strain resistances are comparable. All the materials show good ductility and have ionic- covalent bonding. Since the Debye temperature and sound velocity decrease from LaCuOS to LaCuOTe, the thermal conductivity increases following the same order. Due to large Gru??neisen parameters caused by strong phonon anharmonicity, ultralow thermal conductivities of LaCuOS, LaCuOSe, and LaCuOTe are found to be 2.58, 2.20, and 1.90 W/m K at 300 K, respectively. This work deepens the understanding of the physical properties of LaCuOX crystals, which may benefit in promoting their potential PE and thermoelectric applications.",related_to,左侧完整引文为 extraordinary low/below glass limit，右侧明确称 ultralow 且给出不同材料在 300 K 的热导率；没有统一程度阈值，不能仅凭 low/ultralow 短语建立跨论文上下位关系。,full_original_quotes_rechecked,model_proposed_pending_human,False,,
N1449,iTE,iTE:P1013:n1,iTE:P1544:n4,lexical_cosine_ge_0.6_lt_0.7,pair:22c6b6de9bf1f890,P1013,higher electrical conductivity,quantity,"In this work, a simple, cost-effective successive ionic layer adsorption and reaction (SILAR) deposition technique has been used to deposit a high-quality tin selenide (SnSe) thin film onto a glass substrate. Structural, morphologic, and thermoelectric properties have been characterized for the prepared thin film. X-ray diffraction (XRD) results of the SnSe thin film reveal an orthorhombic structure phase. The morphological properties of the prepared thin films have been studied using field emission scanning electron microscopy (FESEM). The stoichiometric composition of the deposited thin film and the elemental binding energies of the Sn and Se elements have been investigated with energy-dispersive spectroscopy (EDS) and X-ray photoelectron spectroscopy (XPS). The Fourier transformation infrared (FTIR) spectrum of the SnSe thin film displays vibrational modes of chalcogenides bonds. These results suggest that the developed thin film is crystalline, uniform, and without impurities and is appropriate for energy harvesting applications. The prepared thin film's Seebeck coefficient and electrical resistivity were estimated through ZEM-3 from room temperature to 600 K. The power factor was evaluated. A substantially high electrical conductivity is observed, which decreases somewhat with temperature, suggesting a semimetal conducting transport-the absolute values of the Seebeck coefficient increase with temperature. The resulting power factor showed the highest values near room temperature and a somewhat decreasing trend as the temperature increased. Despite lower values of the Seebeck coefficient, the substantially enhanced power factor is due to the higher electrical conductivity of the thin film, superior to that reported previously. This precursor study demonstrates promising results for developing high-performance flexible thermoelectric devices via a simple and facile SILAR strategy.",P1544,poor electrical conductivity,quantity,The large Seebeck coefficient and poor electrical conductivity of this compound are ascribed to the existing Cu-Se ionic bonding and heavy band at the VBM.,distinct_from,higher electrical conductivity 与 poor electrical conductivity 分别是高值状态与低电导状态，不能等同。,full_original_quotes_read,model_proposed_pending_human,False,,
N1450,TG,TG:P0045:n4,TG:P0102:n3,lexical_cosine_ge_0.6_lt_0.7,pair:fa5c46805da72f84,P0045,thermoelectric performance,performance_function,"The thermoelectric performance of the proposed hydrogel is highly dependent on the ion concentration, which is attributed to the confined ion transportation in micro/nano channels caused by the salting out effect.",P0102,thermogalvanic and pyroelectric performance,performance_function,"Harvesting of prevalent low grade solar heat from otherwise wasted energy has received tremendous attention. However, extensive and continuous conversion remains challenging due to distributed nature of heat, limited temperature difference with the surroundings, ambient solar heat fluctuation, and night time period of darkness. Herein, a hybrid thermogalvanic and pyroelectric generator for multisituation structured/unstructured, static/dynamic, and day/night waste heat harnessing for continuous operation is reported. Powered by versatile thermal energy harvesting strategies, the hybrid photothermal generator is able to provide a more resilient and adaptive energy system to meet diversified energy demand, irrespective of unpredictable conditions. Taking advantage of the superior photothermal properties and electrical conductivity of carbon nanotubes/cellulose nanocrystals nanocomposite, together with the heat localization effect induced by sponge-confined electrolyte, simultaneous high thermogalvanic and pyroelectric performance is achieved with maximum outputs of 1.86 and 0.9 mW m(-2), respectively. Moreover, a scaled-up hybrid photothermal generator is successfully deployed on both land and water surfaces under natural sunlight, and also the feasibility of nighttime operation is verified. Such hybrid photothermal generators presented here offer an all-day clean energy solution as well as a feasible and cost-effective alternative to capitalize on solar energy and blue energy.",related_to,左侧是 thermoelectric performance，右侧并列 thermogalvanic and pyroelectric performance；复合并列不是已证明的上下位关系。,full_original_quotes_rechecked,model_proposed_pending_human,False,,
N1451,TG,TG:P0144:n3,TG:P0145:n1,lexical_cosine_ge_0.6_lt_0.7,pair:7230776827fee7cf,P0144,thermodiffusion contribution,quantity,"In binary polyvinyl alcohol (PVA)-CuCl2 gels, an interactive i-TE coupling effect driven by ion speciation is validated, which exhibits an enhanced thermogalvanic redox as CuCl2 concentrations increase while suppressing the thermodiffusion contribution.",P0145,thermodiffusion,mechanism_process,"We demonstrate a giant positive thermopower of 17.0 millivolts per degree Kelvin in a flexible, quasi-solid-state, ionic thermoelectric material using synergistic thermodiffusion and thermogalvanic effects.",related_to,thermodiffusion contribution 是对热扩散贡献的数量表征，thermodiffusion 是过程本身。,full_original_quotes_read,model_proposed_pending_human,False,,
N1452,iTE,iTE:P0631:n2,iTE:P0596:n4,lexical_cosine_ge_0.6_lt_0.7,pair:676a67ff0a210cd7,P0631,ultra-low lattice thermal conductivity,quantity,"The strong phonon-phonon scattering in BaAgSb exhibits ultra-low lattice thermal conductivity of 0.59 W.m(-1).K-1 along c-axis at 800 K, and high thermoelectric performance ZT = 0.94 at 400 K.",P0596,lattice thermal conductivity,quantity,"In addition, this chemical bonding engineering induces bond softening and forms multiscale hierarchical structures, resulting in a significant reduction in lattice thermal conductivity.",narrower_than,ultra-low lattice thermal conductivity 增加极低程度限定，属于 lattice thermal conductivity 的特定状态。,full_original_quotes_read,model_proposed_pending_human,False,,
N1453,iTE,iTE:P1513:n1,iTE:P1117:n2,lexical_cosine_ge_0.6_lt_0.7,pair:289259aebbabfc92,P1513,thermoelectric effect,mechanism_process,"Furthermore, the thermoelectric effect improves trapping stability by a deep trapping potential.",P1117,thermoelectric efficiency,performance_function,"Density Functional Theory (DFT) is a powerful tool in materials science, widely used to predict key properties such as mechanical, electronic, optical, and thermoelectric characteristics. This study employs DFT method with both the Generalized Gradient Approximation (GGA-PBE) and the Hybrid Functional (HSE) approaches to explore the potential of CsSnBr3-xClx mixed halide perovskites for photovoltaic and thermoelectric applications. The structural analysis indicates that CsSnBr3 and CsSnCl3 crystallize in a cubic phase with the Pm-3 m space group, whereas the mixed halide compounds CsSnBr2Cl and CsSnCl2Br adopt a tetragonal structure belonging to the P4/mmm space group. The negative formation energy values confirm the thermodynamic stability of these materials. Mechanical property evaluations indicate that the materials are mechanically stable and ductile, with bonding predominantly ionic in nature. Furthermore, electronic band structure calculations show that all compounds exhibit p-type semiconducting behavior with direct band gaps. Notably, the HSE approach provides more accurate electronic properties compared to the GGA-PBE approximation, with band gap values of 1.22 eV, 1.41 eV, 1.50 eV, and 1.62 eV for CsSnBr3, CsSnBr2Cl, CsSnCl2Br, and CsSnCl3, respectively. Optical properties, including dielectric function, absorption, refractive index, optical loss, and reflectivity, were analyzed across the 0-10 eV energy range, highlighting significant absorption in the visible and ultraviolet regions, crucial for solar cell applications. Thermoelectric performance was assessed using the figure of merit (ZT), considering the Seebeck coefficient, thermal conductivity, and electrical conductivity. At 1000 K, CsSnBr3, CsSnBr2Cl, CsSnCl2Br, and CsSnCl3 show ZT values of 0.46, 0.47, 0.48, and 0.52, respectively, indicating improved thermoelectric efficiency with increasing Cl content. These findings suggest that CsSnBr2Cl, CsSnCl2Br, and CsSnCl3 are promising materials for high-temperature thermoelectric applications.",related_to,thermoelectric effect 是转换机制，thermoelectric efficiency 是其效率性能指标。,full_original_quotes_read,model_proposed_pending_human,False,,
N1454,iTE,iTE:P0575:n2,iTE:P0399:n2,lexical_cosine_ge_0.6_lt_0.7,pair:076d182112c6183a,P0575,giant Seebeck coefficient,performance_function,"Here, it is demonstrated environmental benign flexible quasi-solid state ionogels with giant Seebeck coefficient and ultrahigh thermoelectric properties. The ionogels made of ionic liquids and poly(vinylidene fluoride-co-hexafluoropropylene) (PVDF-HFP) can exhibit a giant Seebeck coefficient up to 26.1 mV K-1, the highest for electronic and ionic conductors. In addition, they have a high ionic conductivity of 6.7 mS cm(-1) and a low thermal conductivity of 0.176 W m(-1) K-1. Their thermoelectric figure of merit (ZT) is thus 0.75. The giant Seebeck coefficient is related to the ion-dipole interaction between PVDF-HFP and ionic liquids.",P0399,ionic Seebeck coefficients,performance_function,"Thermoelectric materials are attracting attention for their ability to convert heat into electricity, traditionally assessed through a figure of merit (ZT) depending on the electrical conductivity, Seebeck coefficient, and thermal conductivity. Developing efficient ionic thermoelectric materials presents challenges as they cannot integrate directly into standard generators. However, they can utilize the ionic thermoelectric effect to charge supercapacitors. This study investigates lignin, an abundant plant-based waste, as a basis for ionic thermoelectric systems, combining sustainability and thermoelectric efficiently. Lignin-based hydrogels with varying compositions were examined for their thermoelectric properties, revealing gigantic ionic Seebeck coefficients of up to 30.4 mV K-1 and good conductivity, reaching 5.87 S m-1.",related_to,两侧完整引文都处于巨大离子 Seebeck 语境，但节点原始短语分别保留 giant 与 ionic 限定；结合既有连接对程度修饰的保留，不能新增无条件等价边。,full_original_quotes_rechecked,model_proposed_pending_human,False,,
N1455,iTE,iTE:P1366:n2,iTE:P1322:n2,lexical_cosine_ge_0.6_lt_0.7,pair:df60f70d9b278bfb,P1366,lattice thermal conductivities,quantity,"The electronic structures and thermal transport properties of the half-Heusler (HH) compounds LiMgN and LiZnN are calculated in detail by combining first-principles calculations with Boltzmann transport theory. Our phonon calculations showed that LiMgN and LiZnN are dynamic stability. The calculated bulk moduli and equilibrium lattice constants are in good agreement with the experimental and available theoretical data. The electronic band structures obtained by PBE (HSE06) method indicate that both LiMgN and LiZnN are direct bandgap semi-conductors with band gaps of 2.33 eV (3.23 eV) and 0.53 eV (1.42 eV), respectively. It is shown that the Li-N, Li-Mg and Li-Zn are ionic bond via ELF analysis. At room temperature, the calculated lattice thermal conduc-tivities of LiMgN and LiZnN compounds are 19.31 Wm- 1K-1 and 18.74 Wm- 1K-1, respectively; But with the external temperature increases to 1100 K, their lattice thermal conductivities are decrease rapidly to 4.96 Wm- 1K-1 and 4.32 Wm- 1K-1, respectively. Moreover, we analyzed the mean free paths, phase volume spaces (P3), Gruneisen parameters (gamma), scattering rates and group velocities in detail in order to further understand the origins of their relatively low lattice thermal conductivities and corresponding microscopic mechanism. We also investigated thermoelectric performances of LiMgN and LiZnN under different temperatures, and our results showed that with the external temperature increasing from 300 K to 1100 K, the maximum ZT values can in-crease from 0.05 (0.03) and 1.83 (1.32) for LiMgN (LiZnN), indicating that they are potential high-temperature thermoelectric materials. Our work can offer some theoretical references for improving thermoelectric perfor-mance and for future experimental studies.",P1322,reduction in lattice thermal conductivity,quantity,"ZnO is identified as a potentially attractive n-type oxide thermoelectric material due to its abundance, nontoxicity, and a high degree of stability. However, working with ZnO is challenging due to its high thermal conductivity from its strong ionic bonds and low electrical conductivity due to its low charge concentrations. Here, it is demonstrated that the electrical and thermal transport properties of ZnO can be simultaneously improved via the successful doping of Al and ZnS coating. The ZnS coating in Al-doped ZnO is observed and analyzed through microstructure and spectroscopic studies. The power factor for 1% ZnS-coated Zn0.98Al0.02O is increased to approximate to 0.75 mW m(-1) K-2 at 1073 K, 161% higher than pure ZnO. This enhancement in the power factor can be explained by the aliovalent Al3+ doping and modifications in intrinsic defects, leading to an increased carrier concentration. Interestingly, ZnS coating significantly reduces lattice thermal conductivity to approximate to 2.31 W m(-1) K-1 at 1073 K for 2% ZnS-coated Zn0.98Al0.02O, a 62% decrease over pure ZnO. This large reduction in lattice thermal conductivity can be elucidated based on coherent phonon scattering via Callaway's model. Overall, the figure of merit, zT, increases to 0.2 in 2% ZnS-coated Zn0.98Al0.02O, which is 272% higher than pure ZnO at 1073 K.",related_to,lattice thermal conductivities 是指标，reduction in lattice thermal conductivity 是该指标的下降变化。,full_original_quotes_read,model_proposed_pending_human,False,,
