paper_id,evidence_type,raw_evidence,use_in_embedding_map,use_as_graph_node
P1509,mechanism statement,Z-anion ionic size affects vibrational stability while d-d hybridization and half-metallicity support spintronic use despite low TE coefficients,True,False
P1510,material formulation,rare-earth oxyselenides Pr4Ga2Se7O2 and Nd4Ga2Se7O2,True,False
P1510,mechanism statement,ionic RE-O/RE-Se blocks and covalent Ga-Se blocks form layered structures with near-direct gaps and n-doping-improved power factors,True,False
P1511,material formulation,"Sr3(Ti0.95R0.05)2O7 Ruddlesden-Popper oxides with R = Ta, Nb, W",True,False
P1511,mechanism statement,"dopant-induced disorder causes low-temperature electron-electron interaction and high-temperature acoustic phonon scattering, with Ta giving steepest ZT rise",True,False
P1512,material formulation,all-starch-based gel prepared in urea/choline chloride solution,True,False
P1512,mechanism statement,"UC solvent gives ionic conductivity, self-healing, antifreezing robustness, and ionic-concentration-gradient-enhanced thermoelectric response",True,False
P1513,material formulation,plasmonic dielectric nanoantenna with CTAC ionic surfactant for extracellular vesicle manipulation,True,False
P1513,mechanism statement,"plasmonic heating plus ionic-surfactant thermoelectric effect enables optothermoelectric transport, stable trapping, and dynamic nanoscale manipulation",True,False
P1514,material formulation,"A-site substituted (Ca0.9M0.1)MnO3 with M = Y, La, Ce, Sm, In, Sn, Sb, Pb, Bi",True,False
P1514,mechanism statement,"larger substituent ionic radius increases hopping mobility/conductivity while maintaining n-type thermopower, with Bi-doping giving highest power factor",True,False
P1515,material formulation,ZrO2-CeO2 solid solutions including ZrO2-80 mol% CeO2 and CeO2,True,False
P1515,mechanism statement,"impedance, ionic transport number, and thermopower separate ionic, electron, and hole contributions including p-to-n transition in CeO2-rich compositions",True,False
P1516,material formulation,rare-earth oxyselenide La4Ga2Se6O3,True,False
P1516,mechanism statement,"distinct ionic La-O blocks and covalent Ga-Se chains create 1D-strip structure, 1.8 eV band gap, and n-doping-enhanced thermoelectric power factor",True,False
P1517,material formulation,partially filled skutterudites (La1-zCez)0.8Fe4-xCoxSb12,True,False
P1517,mechanism statement,"La/Ce filling and Co charge compensation tune carrier concentration, suppress secondary phases, increase Seebeck coefficient, and reduce conductivities",True,False
P1518,material formulation,thin polycrystalline BaTiO3 ferroelectric memristors,True,False
P1518,mechanism statement,electron hopping plus oxygen-vacancy redistribution within limited mobility range creates analog mixed ionic-electronic resistive switching,True,False
P1519,material formulation,PEDOT:PSS/protic imidazolium TFSI ionic-liquid thin films,True,False
P1519,mechanism statement,"protic ILs with shorter alkyl chains hydrogen-bond to PSS and promote PSS crystallites, improving conductivity, stretchability, and strain sensing",True,False
P1520,material formulation,fiber-shaped EMIM BF4-liquid crystal elastomer thermocell with I2/KI/EMIM BF4 electrolyte,True,False
P1520,mechanism statement,"BF4- chaotropicity and EMIM+-I3- interactions increase entropy/potential differences, enabling woven body-temperature sensing thermocell wristbands",True,False
P1521,material formulation,"BNT-doped (Sr,La)TiO3 ceramics, (1-x)SLTO-xBNT",True,False
P1521,mechanism statement,"BNT aliovalent substitution creates defect dipoles, lattice contraction, reduced mobile charge density, and lower conductivity",True,False
P1522,material formulation,gamma-SnSe,True,False
P1522,mechanism statement,"lone-pair electrons, weak interactions, ionic bonding, and high-order anharmonicity produce phonon softening and low particle-wave two-channel thermal conductivity",True,False
P1523,material formulation,Bi0.5Sb1.5Te3/PEDOT:PSS composites with Triton X-100 surfactant,True,False
P1523,mechanism statement,"nonionic TX-100 improves BST dispersion in PEDOT:PSS, enabling simultaneous conductivity and Seebeck increases",True,False
P1524,material formulation,"Sb-Te system including liquid, rhom(Sb), hex(Te), delta, gamma, and Sb2Te3 phases",True,False
P1524,mechanism statement,"associate and ionic CALPHAD liquid models reproduce phase equilibria, thermodynamic activities, and Sb2Te3 formation/fusion properties",True,False
P1525,material formulation,guest-substituted clathrates Ba6Eu2Au6Ge40 and Ba6Yb2Au6Ge40,True,False
P1525,mechanism statement,smaller Eu/Yb ionic radii weaken guest-framework coupling and create M/X multivalley conduction-band effects that increase n-type Seebeck coefficient,True,False
P1526,material formulation,"colusites Cu26T2Ge6S32 with T = Cr, Mo, W",True,False
P1526,mechanism statement,"hexavalent T cation size/electronegativity and [TS4]Cu6 complex interactions functionalize conductive Cu-S network, boosting power factor",True,False
P1527,material formulation,"Bi-Sb-Te series Bi20-xSbxTe32 with x = 0, 2, 6, 8, 12, 14, 18, 20",True,False
P1527,mechanism statement,Te-Bi/Te-Sb ionic/covalent bond differences and weak interlayer van der Waals interactions allow composition tuning of electrical and thermal conductivity,True,False
P1528,material formulation,PEDOT:PSS with PSS of varied molecular weight and dispersity,True,False
P1528,mechanism statement,"high-MW broad-dispersity PSS creates large interconnected PEDOT/PSS domains, increasing mobility and mixed ionic-electronic OECT performance",True,False
P1529,material formulation,Fe3+ in methanol and ethanol solutions with excess Cl-,True,False
P1529,mechanism statement,"Cl- concentration controls Fe3+ coordination from solvent ligands to FeCl4-, significantly lowering Fe2+/Fe3+ redox potential",True,False
P1530,material formulation,Sn-doped Mg2Si with native defects,True,False
P1530,mechanism statement,n-type conductivity arises from interstitial Mg stabilized by Sn-doping/defect interactions rather than Sn substitution alone,True,False
P1531,material formulation,CuAgSe nanoplatelets converted from Cu2-xSe templates using AgNO3 ion exchange,True,False
P1531,mechanism statement,room-temperature Ag/Cu ion exchange preserves nanoplatelet morphology and produces CuAgSe with low thermal conductivity and n-to-p transition across superionic phase change,True,False
P1532,material formulation,quasi-1D layered In4Se3 flakes,True,False
P1532,mechanism statement,"despite ionic interlayer interactions, exfoliated In4Se3 shows anisotropic transport and polarization-dependent fast photoresponse from symmetry-dependent bands",True,False
P1533,material formulation,dual-cation CuAg1+xSe including CuAg1.04Se,True,False
P1533,mechanism statement,electric-field-assisted Cu diffusion accelerates mass transfer/densification; Ag content suppresses cation vacancies and ordered Ag nanotwins improve electrical transport,True,False
P1534,material formulation,halide perovskites Cs3Sb2Cl9 and Cs3Bi2Cl9,True,False
P1534,mechanism statement,"mixed ionic/covalent bonding, Sb/Bi lone pairs, local off-centering, and localized Cs-Cl vibrations create anharmonic soft lattices and glassy thermal conductivity",True,False
P1535,material formulation,Ta-doped Sr3(Ti1-xTax)2O7 Ruddlesden-Popper oxides,True,False
P1535,mechanism statement,"Ta doping raises carrier concentration, lowers resistivity/thermopower, and reduces thermal conductivity at low temperature, increasing ZT with temperature",True,False
P1536,material formulation,"MgCu3MSe4 compounds with M = Al, Ga, Sc, Y",True,False
P1536,mechanism statement,"M-site ionic size expands lattice and tunes M-Se/Cu-Se bonding, semiconducting character, optical absorption, and thermoelectric performance",True,False
P1537,material formulation,"transition-metal-substituted tetrahedrite Cu12-xTMxSb4S13 with TM = Mn, Fe, Co, Ni, Zn",True,False
P1537,mechanism statement,"TM ionic states and spin moments modify impurity bands near the valence top, causing semiconducting or magnetic transport changes",True,False
P1538,material formulation,A-site and B-site doped SrTiO3,True,False
P1538,mechanism statement,"dopant site, ionic radius, and valence change lattice dimensions, conduction-band curvature, effective mass, conductivity, and Seebeck coefficient",True,False
P1539,material formulation,aliovalent Zn-doped Cu1.8-xZnxS with CuS secondary phase,True,False
P1539,mechanism statement,"Zn lowers carrier concentration and raises Seebeck while CuS/defects scatter phonons, reducing thermal conductivity",True,False
P1540,material formulation,"Ta contacts on Bi2Te3 with possible C, N, O, S dopants",True,False
P1540,mechanism statement,Ta/Bi2Te3 remains inert because Bi/Te adatoms do not exchange with Ta; electronegative dopants can trigger ionic Ta-adsorbate interactions and interface degradation,True,False
P1541,material formulation,"Bi2Te3 hollow spheres, nanosaws, and sheets from TeO2/Te, Bi(NO3)3, HNO3, water/ethylene glycol",True,False
P1541,mechanism statement,microwave heating parameters and acidic medium control Bi2Te3 nanostructure formation,True,False
P1542,material formulation,vertical graphene thermo-induced electric double-layer capacitors with ozone-modified oxygen groups,True,False
P1542,mechanism statement,"oxygen functional groups strengthen ion-electrode interactions and charge transfer, raising ionic Seebeck coefficient and capacitance",True,False
P1543,material formulation,nano-3YSZ-toughened beta/beta''-alumina solid electrolyte (Zr-BASE),True,False
P1543,mechanism statement,"EDTA-Zr/Y surface modification uniformly disperses 3YSZ, improving strength and density while maintaining Na-ion conductivity",True,False
P1544,material formulation,CuSbSe2 chalcostibite with Cu3SbSe4 secondary phase,True,False
P1544,mechanism statement,Cu-Se ionic bonding and heavy valence band give high Seebeck/poor conductivity; Cu3SbSe4 addition tunes carriers and mobility,True,False
P1545,material formulation,sulfonate-bearing polythiophene films PTS-Na and PEDOT:PSS,True,False
P1545,mechanism statement,"humidity-driven water uptake separates hydrophobic electronic and hydrophilic ionic phases, strongly increasing ionic conductivity while preserving electronic pathways",True,False
P1546,material formulation,water-based Fe3O4@SiO2@(CH2)3IM nanofluids in Peltier thermoelectric cooling system,True,False
P1546,mechanism statement,"surface-modified Fe3O4 nanofluid improves heat exchange around Peltier coolers, with concentration/flow/temperature controlling COP",True,False
P1547,material formulation,weavable ion-electron hybrid hydrogel fibers with hydroxyl/sulfonic acid channels and electron transport media,True,False
P1547,mechanism statement,ion-source selection tunes p/n ionic thermopower through bidirectional ion selectivity while electronic media maintain high conductivity,True,False
P1548,material formulation,Fe-doped La0.90Sr0.10Al0.85-xFexMg0.15O3-delta solid electrolytes,True,False
P1548,mechanism statement,Fe incorporation increases oxygen ionic and p-type electronic conduction; oxygen pressure shifts dominance between small-polaron holes and ionic vacancies,True,False
P1549,material formulation,[Fe(CN)6]4-/[Fe(CN)6]3- in water with organic solvent additives,True,False
P1549,mechanism statement,organic solvent molar volume controls replacement of water molecules in redox solvation shells and shifts electrochemical Seebeck coefficient,True,False
P1550,material formulation,highly porous Sr1-xYxTiO3 with x = 0-8 mol%,True,False
P1550,mechanism statement,Y doping and atmosphere switch conduction from electronic under reducing conditions to mixed ionic-electronic in air,True,False
P1551,material formulation,fluoroperovskites AgCoF3 and AgNiF3,True,False
P1551,mechanism statement,"mainly ionic/covalent bonding, magnetic order, band character, and large Seebeck/power factor indicate thermoelectric and optoelectronic potential",True,False
P1552,material formulation,Cu3SbSe4 and Cu3SbSe3,True,False
P1552,mechanism statement,"Sb valency, Sb-Se hybridization, Cu d-state position, and nonlocal exchange control band-gap formation and p-type thermopower",True,False
P1553,material formulation,CuCl2-containing PEDOT:PSS mixed ionic-electronic films,True,False
P1553,mechanism statement,"Cu2+ binds PSS and forms Cl- channels, converting PEDOT:PSS from p-type to n-type ionic thermoelectric behavior",True,False
P1554,material formulation,Na-doped PbSe with Cd and Mn isovalent impurities,True,False
P1554,mechanism statement,small-radius isovalent impurities promote chalcogen-on-metal-sublattice defects that localize holes and weaken Na acceptor action,True,False
P1555,material formulation,Ca-doped {(Ba1-xCax)O}mTiO2 ceramics,True,False
P1555,mechanism statement,"Ca2+ substitution on Ti/Ba sites reduces electrons, raises reduction enthalpy, and creates oxygen vacancies that freeze defect equilibrium for nonreducibility",True,False
P1556,material formulation,Ag2S1-xTex solid solutions with 0.2 <= x <= 0.8,True,False
P1556,mechanism statement,"S/Te size mismatch and anion disorder stabilize room-temperature superionic phase, lower Ag+ migration barrier, and create vacancies for ion transport",True,False
P1557,material formulation,all-solid actuator with polyaniline film and PEO-derivative solid polymer electrolyte STO288,True,False
P1557,mechanism statement,"humidity, temperature, voltage, and supporting salt control actuator displacement through SPE ionic conductivity",True,False
P1558,material formulation,SnS2 thin films deposited by SILAR,True,False
P1558,mechanism statement,successive ionic layer adsorption/reaction produces n-type hexagonal SnS2 films with direct gap and Schottky junction behavior,True,False
P1559,material formulation,"HS-CLPME system with PTFE cap, volatile extractant, and thermoelectric cooler",True,False
P1559,mechanism statement,"thermoelectric cooling lowers solvent-drop temperature, improving extraction efficiency and GC compatibility for volatile analytes",True,False
P1560,material formulation,ionic hydrogels with coupled ionic thermoelectric and piezoionic effects modeled by T-DeepONet,True,False
P1560,mechanism statement,operator learning separates thermal diffusion and mechanical transient voltage signatures for temperature/pressure field reconstruction,True,False
P1561,material formulation,"AlGaSb/InGaAsSb/GaSb SWIR nBp photodiodes with (NH4)2S, SiO2, and ionic-liquid passivation",True,False
P1561,mechanism statement,surface passivation suppresses leakage current and improves thermoelectric-cooler-temperature detector resistance/detectivity,True,False
P1562,material formulation,"battery-type thermocells using Na0.99CoO2, Na0.52MnO2, Na0.51Mn0.5Fe0.5O2, and LiCoO2 electrodes",True,False
P1562,mechanism statement,"Na+/Li+ intercalation-deintercalation changes chemical potential with temperature, producing electrochemical Seebeck effect",True,False
P1563,material formulation,semiconducting polymers with croconate dianion polymeric ionic liquids and P(g42T-T),True,False
P1563,mechanism statement,"dianion ion-exchange gives double doping, preserves crystalline order, lowers activation energy, and tunes thermoelectric performance/stability",True,False
P1564,material formulation,60B2O3-30Li2O-10Nb2O5 glass and LiNbO3/Li2B4O7 glass-ceramics,True,False
P1564,mechanism statement,heat and electric-field thermoelectric treatment promote LiNbO3 nanocrystallization and alter ion-modifier-dependent dc/ac conduction,True,False
P1565,material formulation,Li-filled skutterudite Li0.36Co4Sb12,True,False
P1565,mechanism statement,"high-pressure Li filling introduces rattling filler modes related to ionic radius, reducing lattice thermal conductivity while enhancing power factor",True,False
P1566,material formulation,glycolated n-type conjugated polymer P-3O with naphthalene-alt-bithiazole backbone,True,False
P1566,mechanism statement,"molecular weight controls crystalline domain size and charge pathways, while polar side chain-dopant interactions set free charge density and mobility",True,False
P1567,material formulation,Nd-doped Al2O3 crystals,True,False
P1567,mechanism statement,Nd ionic-radius and mass mismatch at low concentration strongly modifies acoustic phonon velocity/spectrum for thermal management,True,False
P1568,material formulation,Zn/Bi double-doped tetrahedrites Cu12-xZnxSb4-yBiyS13,True,False
P1568,mechanism statement,"Zn lowers hole concentration while Bi mass/radius mismatch adds lattice distortion and phonon scattering, maintaining low thermal conductivity",True,False
P1569,material formulation,"actinide antimonides U3TSb5 with T = Cr, Mn, Ti, V",True,False
P1569,mechanism statement,"U-5f/transition-metal-d hybridization, mixed ionic-metallic bonding, ferromagnetism, and metallic transport give multifunctional but dynamically unstable candidates",True,False
P1570,material formulation,fluoroperovskites KMgF3 and AgMgF3,True,False
P1570,mechanism statement,"ionic bonding, pressure-dependent electronic structure, dynamic/mechanical stability, and n-type doping lead to high predicted ZT in AgMgF3",True,False
P1571,material formulation,AgCuS nanocrystals,True,False
P1571,mechanism statement,nanoscale order-disorder superionic transitions and excess localized Ag vacancies prevent bulk p-n-p switching and keep p-type conduction,True,False
P1572,material formulation,biphenylene-structured AlN nanosheet,True,False
P1572,mechanism statement,"polar ionic Al-N bonds, indirect wide gap, stable porous network, and ultralow lattice thermal conductivity give TE/optoelectronic/ion-storage potential",True,False
P1573,material formulation,"rare-earth zirconates A2Zr2O7 with A = Pr, Nd, Sm, Gd, Er",True,False
P1573,mechanism statement,rare-earth ionic radius correlates with low thermal conductivity in porous cubic zirconate phases,True,False
P1574,material formulation,Pr-doped ZnO thermoelectric coatings,True,False
P1574,mechanism statement,"Pr3+/Pr4+ ionic-radius mismatch and charge compensation distort lattice, increase carriers/power factor, reduce thermal conductivity, and harden coating",True,False
P1575,material formulation,magnetic materials with multiple self-consistent electronic states,True,False
P1575,mechanism statement,"occupation-matrix control maps energy landscapes by distinguishing magnetization, ionic oxidation states, hybridization, and magnetic couplings",True,False
P1576,material formulation,"misfit Ca3Co4O9-delta, [CoO2][Ca2CoO3-delta]0.62, and Ca3Co4O9-delta/CGO composite cathodes",True,False
P1576,mechanism statement,"electronic CoO2 layers, oxygen-deficient rocksalt layers, and limited ionic mobility enable SOFC cathode reactions and lower overpotential in CGO composites",True,False
P1577,material formulation,polymorphous copper sulfides Cu2S with mobile Cu+ ions,True,False
P1577,mechanism statement,"fast Cu+ species act partly as heat carriers rather than only phonon scatterers, making thermal conductivity depend on Cu+ content and ion motion",True,False
P1578,material formulation,rare-earth antimonides Yb4Sb3 and La4Sb3,True,False
P1578,mechanism statement,"Yb4Sb3 is more ionic with divalent Yb and p-type high-temperature conduction, while La4Sb3 is more covalent/n-type due to larger electron transfer",True,False
P1579,material formulation,Mg-doped NiMnO3 perovskites Ni1-xMgxMnO3,True,False
P1579,mechanism statement,"Mg doping tunes perovskite nanostructure, surface area, ionic/electronic properties, and electrochemical/photocatalytic activity",True,False
P1580,material formulation,LaLiTiO3 and beta-Al2O3 thin-film superionic electrolytes,True,False
P1580,mechanism statement,superionic-conducting thin films act as sensitive electrical converters for microelectronic thermobiosensors detecting biochemical heat,True,False
P1581,material formulation,Zn1-xCdxSb and (Zn1-zCdz)13Sb10 solid solutions,True,False
P1581,mechanism statement,Cd substitution changes transport nonmonotonically while Zintl-Klemm ionic/covalent bonding and Umklapp scattering dominate thermal behavior,True,False
P1582,material formulation,Zn1-xCdxSb solid solutions,True,False
P1582,mechanism statement,Sb-Zn/Sb-Cd ionic bonds and Sb-Sb covalent bonds plus x-dependent band gaps and Bader charges control electronic properties,True,False
P1583,material formulation,solid-electrolyte microelectrode measurement systems,True,False
P1583,mechanism statement,asymmetric heating creates thermovoltage-producing temperature gradients that distort impedance/electrode analysis unless symmetrically heated,True,False
P1584,material formulation,hydroxyl-coated ionic colloidal nanoparticles in water/DMSO mixtures,True,False
P1584,mechanism statement,thermodiffusion inversion arises from changing nanoparticle Eastman entropy and free-ion thermoelectric contributions across solvent composition,True,False
P1585,material formulation,tetramorphic semiconductor Ag10Te4Br3,True,False
P1585,mechanism statement,"high Ag mobility, narrow nonstoichiometry, and Te substructure internal redox process reversibly switch between ionic and electronic conduction",True,False
P1586,material formulation,strongly correlated proton and ionic conductor lattice models,True,False
P1586,mechanism statement,short-range proton/ion correlations split energy bands and drive insulator-metal-like spectral changes related to superionic transition,True,False
P1587,material formulation,complex metal fluoride MgAu2F8,True,False
P1587,mechanism statement,"pressure narrows band gap and increases absorption/conductivity, switching from wide-gap semiconductor to metallic/anisotropic optical state",True,False
P1588,material formulation,Ag-doped Mg2Si with Ag-Mgint-Ag clusters,True,False
P1588,mechanism statement,"Ag acceptors interact with interstitial Mg donors, reducing hole concentration and mobility, making p-type Mg2Si difficult",True,False
P1589,material formulation,"NR/ZDMA/CNT natural-rubber composites with ZnO, methacrylic acid, CNT, and ionic supramolecular network",True,False
P1589,mechanism statement,ionic clusters and CNT photothermal conversion reinforce rubber and enable NIR-triggered self-healing plus thermoelectric-conversion potential,True,False
P1590,material formulation,"geopolymers with TiO2, carbon materials, graphene nanoplatelets, and alkaline activators",True,False
P1590,mechanism statement,"ionic conductivity, semiconducting fillers, and conductive carbon networks enable solar, thermal, and mechanical energy conversion",True,False
P1591,material formulation,"doped poly[2,5-bis(3-tetradecylthiophen-2-yl)thieno[3,2-b]thiophene]-C14 with exchanged counterions",True,False
P1591,mechanism statement,"counterion exchange changes ion-polaron distance and bond lability while preserving morphology, improving thermal stability of doped polymer films",True,False
P1592,material formulation,"high-entropy chalcogenide alloys (Ge,Sn,Pb)(S,Se,Te)",True,False
P1592,mechanism statement,multication/multianion configurational entropy stabilizes single-phase semiconducting alloys with ambipolar dopability,True,False
P1593,material formulation,thermoelectric Cu2-deltaSe beta/alpha phases,True,False
P1593,mechanism statement,NXMEM shows Cu migration from Cu-rich to Cu-deficient layers and cooperative 32f-site pathways around octahedral cavities drive superionic phase transition,True,False
P1594,material formulation,Pr1-xTbxCoO3 perovskite cobalt oxide solid solutions,True,False
P1594,mechanism statement,"average rare-earth ionic size controls CoO6 distortion and metal-insulator transition temperature, tuning electrical properties",True,False
P1595,material formulation,Cu6Te3 and partial-occupancy crystalline materials,True,False
P1595,mechanism statement,"partial Cu occupancy, ionic bonding, anharmonic/anisotropic Cu vibrations, and dynamic diffusion disorder produce glass-like low lattice thermal conductivity",True,False
P1596,material formulation,carbon nanotubes gated by ionic liquid and chemically doped PTE detectors,True,False
P1596,mechanism statement,"ionic-liquid gating moves Fermi level near van Hove singularity, enhancing optical absorption and thermoelectric response for mid-IR detection",True,False
P1597,material formulation,"filled p-type skutterudites RETM4Sb12 with RE = rare earth and TM = Fe, Ru",True,False
P1597,mechanism statement,rare-earth filler ionic radius/effective charge determine cage stability and rattling frequencies in Fe/Ru skutterudites,True,False
P1598,material formulation,amorphous and crystalline NbO2 thin films,True,False
P1598,mechanism statement,covalent-ionic Nb-O bonding plus Anderson localization in amorphous NbO2 increases absolute Seebeck coefficient over crystalline NbO2,True,False
P1599,material formulation,micro gadolinia-doped ceria (CGO) EIS-TEM sample,True,False
P1599,mechanism statement,"oxygen partial pressure and gas environment control ionic/electronic conductivity, surface exchange resistance, and chemical capacitance at nanoscale",True,False
P1600,material formulation,"In2O3 cubic, orthorhombic, and trigonal structures",True,False
P1600,mechanism statement,"highly ionic/partly covalent In-O bonds, s-p/p-p hybridization, and structure-dependent band character determine optical response",True,False
P1601,material formulation,citrate-coated gamma-Fe2O3 nanoparticles with tuned counterions,True,False
P1601,mechanism statement,"counterion entropy/hydration controls thermophoretic and thermoelectric Soret contributions, with magnetic fields adding anisotropy",True,False
P1602,material formulation,Al2Fe3Si3 intermetallic compound,True,False
P1602,mechanism statement,ionic Fe-Al and covalent Fe-Si/Si-Si bonding plus narrow-gap electronic structure support mechanical strength and thermoelectric power factor,True,False
P1603,material formulation,"BaMgSi, Ba2Mg3Si4, and BaMg2Si2",True,False
P1603,mechanism statement,"bonding hierarchy and rattling Ba cations localize phonons and create anharmonicity, lowering lattice thermal conductivity",True,False
P1604,material formulation,Bi2Te3 nanoplatelets exfoliated in [C4mim]Cl ionic liquid,True,False
P1604,mechanism statement,"C4mim+ cation induces interlayer sliding/separation of Bi2Te3, stabilizing 2D nanosheet dispersions",True,False
P1605,material formulation,CPV-LITC hybrid system with tapered-channel liquid-flow ionic thermocell,True,False
P1605,mechanism statement,"tapered electrolyte channels improve convective thermal management, PV temperature uniformity, power output, and module lifespan",True,False
P1606,material formulation,"quasi-2D AgCrSe2 with intrinsic Ag, Cr, and Se defects",True,False
P1606,mechanism statement,intrinsic defect chemistry tunes electric transport from Anderson insulator to metal and changes magnetoresistance sign,True,False
P1607,material formulation,Mn-doped PbSe nanocrystal arrays Pb1-xMnxSe,True,False
P1607,mechanism statement,one-dimensional self-assembly of octahedral nanocrystals occurs without capping polymer/ionic surfactant through facet-sharing growth,True,False
P1608,material formulation,gamma-Fe2O3 and ferrite@maghemite nanoparticles in Reline-ChU and EMIM-TFSI ionic fluids,True,False
P1608,mechanism statement,"surface coating, counterions, solvent, and residual water tune colloidal interactions, activation energy, and transport stability",True,False
P1609,material formulation,"Sn-doped Bi2Se3, Bi2-xSnxSe3",True,False
P1609,mechanism statement,"Sn introduces impurity bands and mixed covalent/ionic bonding, shifting dielectric and UV absorption behavior",True,False
P1610,material formulation,lead-free double perovskites Li2PdCl6 and Na2PdCl6,True,False
P1610,mechanism statement,"stable ionic bonding, direct gaps, visible absorption, defect tolerance, and favorable photovoltaic simulations support solar/TE use",True,False
P1611,material formulation,GeTe under high pressure,True,False
P1611,mechanism statement,pressure-driven phase transitions and Ge/Te ionic-size/charge-transfer effects form site-disordered alloys correlated with superconductivity,True,False
P1612,material formulation,"Ga-doped beta-Zn4Sb3, especially (Zn0.992Ga0.008)4Sb3",True,False
P1612,mechanism statement,"aliovalent Ga lowers mobile Zn ions, tunes holes, creates nano-moire point-defect modulation, and stabilizes low-kappa high-zT beta-Zn4Sb3",True,False
P1613,material formulation,PEDOT:PSS films post-treated by H2SO4 and NaBH4/EMIM-DCA mixed solvent,True,False
P1613,mechanism statement,"acid/ionic liquid remove PSS and quinoidize PEDOT while NaBH4 reduces bipolaronic states, increasing Seebeck while retaining conductivity",True,False
P1614,material formulation,humidity-stable ionic hydrogel quasi-solid thermocells with amphiphilic networks and [Fe(CN)6]4-/3-,True,False
P1614,mechanism statement,"sulfonate/hygroscopic electrolyte retain water, phenyl crosslinks suppress swelling, and electrostatic/ion-pi interactions raise redox entropy difference",True,False
P1615,material formulation,cubic fluoroperovskites TiZnF3 and TiCuF3,True,False
P1615,mechanism statement,"ionic bonding, semiconducting/metallic band differences, and transport coefficients give high predicted ZT especially for TiCuF3",True,False
P1616,material formulation,perovskite hydride NaGeH3,True,False
P1616,mechanism statement,"ionic bonding, metallic Ge-p states, stable hydride structure, and heat/charge transport support hydrogen storage more than TE efficiency",True,False
P1617,material formulation,LiNbO3 melt during dynamic congruent-state growth,True,False
P1617,mechanism statement,"interface electric fields modify ionic-species partition coefficients as functions of solute boundary layer, growth rate, and temperature gradient",True,False
P1618,material formulation,"p-type (Bi,Sb)2Te3 alloyed with CuGaTe2 and ball-milled",True,False
P1618,mechanism statement,"CuGaTe2 introduces mixed ionic/valent bond diversity and anharmonicity, while ball milling optimizes holes and refines grains",True,False
P1619,material formulation,BBL ladder-type conjugated polymer doped with benzyl viologen radical cation BV+,True,False
P1619,mechanism statement,"electrochemically active BV+/2+ counter cations facilitate electron transport between BBL fibers, improving n-type polymer TE conductivity/stability",True,False
P1620,material formulation,"double perovskites X2LaCuCl6 with X = K, Rb, Cs",True,False
P1620,mechanism statement,"alkali ionic radius tunes lattice, band gap, UV absorption, and Seebeck/ZT values in stable lead-free double perovskites",True,False
P1621,material formulation,superionic argyrodite Ag8GeSe6,True,False
P1621,mechanism statement,"soft phonon mode near transition triggers ultrafast Ag diffusion, linking lattice dynamics to mobile-ion transport",True,False
P1622,material formulation,rutile TiO2 during cooling under controlled oxygen activity,True,False
P1622,mechanism statement,"annealing/cooling oxygen activity controls ionization of acceptor-type Ti vacancies or donor oxygen vacancies/Ti interstitials, causing n-p transition",True,False
P1623,material formulation,"(AgSbTe2)x(PbTe)2(1-x), Ag/Pb/Sb/Te ions, AgSbTe2 layers, Pb2Te2 layers",True,False
P1623,mechanism statement,"Coulomb-lattice-gas charge ordering on an fcc NaCl lattice drives AgSbTe2/Pb2Te2 superlattices, tubular nanostructures, and bct AgSbTe2 ordering",True,False
P1624,material formulation,"n-type PbTe with liquid-like Cu2S nanoparticles, Cu solutes, intercalated Cu layers",True,False
P1624,mechanism statement,"Cu2S supplies active electron donors, dynamically pins Cu solubility, and creates hierarchical defects that improve n-type PbTe transport",True,False
P1625,material formulation,Zintl phase K2Ge3As3 with 1D (Ge3As3)2- anionic substructure,True,False
P1625,mechanism statement,fiberlike one-dimensional anionic substructure and narrow band gap give coupled electronic/ionic conductivity,True,False
P1626,material formulation,"2D copper(II) coordination polymer Cu(DAB) from 3,3'-diaminobenzidine and Cu(OAc)2.H2O",True,False
P1626,mechanism statement,neutral Cu(DAB) layered coordination network conducts electronically with p-type behavior; spin crossover and redox activity add multifunctional response,True,False
P1627,material formulation,"triaminoguanidinium-based cationic COF membranes with hydroxyl- or methoxy-substituted 1,3,5-trialdehyde linkers and Cl- counterions",True,False
P1627,mechanism statement,"neutral substituents create secondary local interactions that compete with guanidinium-Cl Coulomb forces, immobilizing anions or weakening binding to switch ion selectivity",True,False
P1628,material formulation,quaternary silver chalcogenide AgGaGe3Se8,True,False
P1628,mechanism statement,"disordered Ag sublattice, large Ag displacement, Ag ionic conductivity, soft bonding, and anharmonicity suppress lattice thermal conductivity to glass-like values",True,False
P1629,material formulation,CNT/PIL/graphene hybrid films made by poly(ionic liquid)-mediated coupling of carbon nanotubes and graphene,True,False
P1629,mechanism statement,1D/2D conductive carbon hybridization improves chemiresistive and temperature-sensor response through enhanced transport pathways and interfacial coupling,True,False
P1630,material formulation,carbon fiber-reinforced concrete with short PAN-based carbon fibers,True,False
P1630,mechanism statement,positive-hole motion in carbon fibers dominates CFRC thermoelectric force and conductivity alongside ionic and electronic contributions,True,False
P1631,material formulation,layered cobaltate Lax/3CoO2 derived from NaxCoO2,True,False
P1631,mechanism statement,La3+ occupies one-third of Na sites and forms a 2D ab-plane superstructure; stronger La-O covalency stabilizes structure and changes thermal expansion,True,False
P1632,material formulation,La1-xCaxMnO3+delta manganites,True,False
