pair_id,left_mention_id,right_mention_id,left_label,right_label,judge_decision,judge_reason,review_mode,dsh_reason,left_evidence,right_evidence,source_locator,merge_applied
pair:f3ae1fec4c9b5f4bafaf,iTE:P1495:n1,iTE:P1718:n1,oxygen activity,doped polyaniline (PANI) with redox activity,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左为TiO2缺陷化学中的氧活度参数，右为MOF孔道中的掺杂PANI材料，原文未给出二者任何语义或机制联系，证据不足。,The present work reports defect diagrams showing the effect of oxygen activity. on the concentration of both electronic and ionic defects in TiO2 and its solid solutions with donor- and acceptor-type ions.,Incorporating small quantities of doped polyaniline (PANI) with redox activity into the pores could further tune the stability and conductivity of the three MOFs.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:f3ae1fec4c9b5f4bafaf,False
pair:6878c99af53c7a0ce16d,iTE:P1506:n2,iTE:P1943:n1,structure change from the Cu8GeSe6 type to the Ag8GeTe6 type,AgCd2InSe4,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 描述 Cu8GeSe6 到 Ag8GeTe6 的结构转变，right 是 AgCd2InSe4 且文中记为 wurtzite-stannite 结构，两侧原文无任何相互对应或否定的表述，无法判定。,Substitution of Se by Te in argyrodite-like Cu8GeSe6 leads to compounds Cu8GeSe6-xTex (0 <= x <= 2) and involves a structure change from the Cu8GeSe6 type to the Ag8GeTe6 type.,"A new quaternary chalcogenide compound, AgCd2InSe4, belonging to the I-II2-III-VI4 family of diamond-like semiconductors, has been synthesized using the melt and annealing technique.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:6878c99af53c7a0ce16d,False
pair:3bd1e49bd3601414999c,iTE:P1510:n1,iTE:P1579:n1,n-doping,N5,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧是 n 型掺杂策略，右侧仅为样品代号 N5，原文未说明 N5 的成分或掺杂方式，无法判定二者是否有语义联系。,the thermoelectric power factors being improved by n-doping,"Among undoped and Mg-doped NiMnO3 samples, N5 exhibited superior photocatalytic efficiency (94% after 75 min)",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:3bd1e49bd3601414999c,False
pair:bc309ca50b5cedcef8ab,iTE:P1523:n1,iTE:P1541:n2,non-ionic property,BiTe3 product,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧是表面活性剂 TX-100 的非离子性质，右侧是 BiTe3 产物，二者语境毫无交集，无法判定关系。,"we can attribute the better mixing capability of TX-100 to its non-ionic property, which results in homogenous mixing with a lower critical micelle concentration.",No BiTe3 product could be obtained when using NaOH instead of HNO3 under the same conditions.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:bc309ca50b5cedcef8ab,False
pair:ddeaf547ec7e9306d98c,iTE:P1532:n2,iTE:P1943:n1,cleavage energies,AgCd2InSe4,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 是 In4Se3 的 cleavage energies 物理量，right 是 AgCd2InSe4 材料，两侧原文无任何关联或比较的表述，证据不足。,"In spite of the ionic character of interlayer interactions in In4Se3 and hence much higher calculated cleavage energies compared to graphite, it is possible to produce few-nanometer-thick flakes of In4Se3 by mechanical exfoliation of its bulk crystals.","A new quaternary chalcogenide compound, AgCd2InSe4, belonging to the I-II2-III-VI4 family of diamond-like semiconductors, has been synthesized using the melt and annealing technique.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:ddeaf547ec7e9306d98c,False
pair:4ea0bc06d44da5591300,iTE:P1535:n2,iTE:P1731:n2,increase of the carrier concentration,increased bending of the Co-O-Co bond,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 是载流子浓度这一电输运量，right 是键弯曲引起的带宽/迁移率变化（结构—电子态），对象不同且两篇原文未建立任何直接联系。,which can be ascribed to the increase of the carrier concentration due to the increased doping content.,"the increased bending of the Co-O-Co bond, the narrowing of the bandwidth and the decrease in the mobility of e(g) electrons caused by the substitution of smaller Ln(3+) ions for a larger Sr2+ ion.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:4ea0bc06d44da5591300,False
pair:148491d14eb2524d11d7,iTE:P1541:n1,iTE:P1610:n1,NaOH instead of HNO3,Na2PdCl6,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧是合成中用 NaOH 替代 HNO3 的策略，右侧是材料 Na2PdCl6，两侧语境互不相干，无可判定的语义联系。,No BiTe3 product could be obtained when using NaOH instead of HNO3 under the same conditions.,Na2PdCl6 also exhibits better defect tolerance and thermal stability.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:148491d14eb2524d11d7,False
pair:1dac7483cb763b877bea,iTE:P1602:n1,iTE:P1629:n2,electronic screening,"high sensitivity at ppm level, low detection limit, and fast signal response/recovery",uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,电子屏蔽是机理解释，后者是传感器性能，二者原文未建立直接联系，无法可靠判定。,The underlying reasons may be ascribed to a large electronic screening,"high sensitivity at ppm level, low detection limit, and fast signal response/recovery",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:1dac7483cb763b877bea,False
pair:beec6b511d74a3ab9a95,iTE:P1602:n1,iTE:P1806:n1,electronic screening,GO/MA NCs,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,电子屏蔽与 GO/MA 纳米复合材料分属机理和材料实体，原文无直接关联证据。,The underlying reasons may be ascribed to a large electronic screening,Graphene oxide/methylaniline (GO/MA) nanocomposites (NCs) were synthesized by an in situ inverse microemulsion polymerization method.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:beec6b511d74a3ab9a95,False
pair:96c7365ef426b7754bce,iTE:P1629:n2,iTE:P1899:n1,"high sensitivity at ppm level, low detection limit, and fast signal response/recovery",fast diffusion at high spin state,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,前者是传感器性能指标，后者是自旋塞贝克中的载流子扩散机制，原文无直接语义或机制联系，证据不足。,"high sensitivity at ppm level, low detection limit, and fast signal response/recovery",fast diffusion at high spin state,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:96c7365ef426b7754bce,False
pair:7a9b327419c80d951489,iTE:P1649:n1,iTE:P1746:n1,Maxwell-Wagner type interfacial polarization,change of bare metallic carriers into the polaronic ones,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两侧分别描述Maxwell-Wagner界面极化与金属载流子向极化子转变，原文没有相互关联、同义或上下位表达，无法可靠判定具体关系。,"The compositions exhibit normal dielectric behaviour, attributed to Maxwell-Wagner type interfacial polarization.","the real systems exhibit an anomalous change of Seebeck sign, which might be related to the change of bare metallic carriers into the polaronic ones.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:7a9b327419c80d951489,False
pair:5571de773a9683ce185e,iTE:P1669:n1,iTE:P1721:n1,functionalized AmimCl,Ca2+-mediated ionic cross-linking,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两侧分别指不同体系的材料/交联机制，原文没有建立可判断的语义或机制联系。,the functionalized AmimCl accelerates the mobility of Ca2+ and Li+ ions by weakening the surrounding shielding effect.,"The Ca2+-mediated ionic cross-linking significantly enhances mechanical robustness compared to pristine BC aerogels, while the synergistic combination of PEDOT and PANI creates continuous electron-transport pathways.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:5571de773a9683ce185e,False
pair:8f0197218ec0f88208c2,iTE:P1669:n1,iTE:P1721:n2,functionalized AmimCl,mechanical robustness,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两侧分别指离子液体添加剂和机械鲁棒性，原文没有建立可判断的语义或机制联系。,the functionalized AmimCl accelerates the mobility of Ca2+ and Li+ ions by weakening the surrounding shielding effect.,"The Ca2+-mediated ionic cross-linking significantly enhances mechanical robustness compared to pristine BC aerogels, while the synergistic combination of PEDOT and PANI creates continuous electron-transport pathways.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:8f0197218ec0f88208c2,False
pair:2b4c209823c67d5edc95,iTE:P1687:n1,iTE:P1692:n2,non-bridging oxygen formation and the variation in linkages,Thermal stability in oxygen,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧为玻璃中非桥氧形成与连接变化，右侧为氧气氛热稳定性，原文未提供直接关联证据。,non-bridging oxygen formation and the variation in linkages,Thermal stability in oxygen was found to decrease with increasing the M3+ cation size.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:2b4c209823c67d5edc95,False
pair:034632b5d383a6d0c982,iTE:P1756:n1,iTE:P1829:n2,lacked the necessary qualities to serve as a battery cathode,an electron-donor like a group-I/II-element or as a d-metal,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧是电池正极性能不足的评价，右侧是 Eu 的成键/电子给体行为，两者来自不同论文且无可见的语义或机制联系，证据不足以判定具体关系。,Although the examined materials lacked the necessary qualities to serve as a battery cathode,europium acts as an electron-donor like a group-I/II-element or as a d-metal,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:034632b5d383a6d0c982,False
