mention_id,label,context,context_start,context_end,method,embedding_text
iTE:P1565:n2,ionic radii,an instructive linear relationship between the Einstein temperatures of the distinct rattling fillers and their ionic radii is revealed,0,135,source_sentence_or_semicolon_clause,clustering: ionic radii. Context: an instructive linear relationship between the Einstein temperatures of the distinct rattling fillers and their ionic radii is revealed
iTE:P1566:n1,appropriate molecular weight (Mw = 68 kDa),"an appropriate molecular weight (Mw = 68 kDa) promotes the formation of broad charge transport pathways, leading to the best thermoelectric performance",0,151,source_sentence_or_semicolon_clause,"clustering: appropriate molecular weight (Mw = 68 kDa). Context: an appropriate molecular weight (Mw = 68 kDa) promotes the formation of broad charge transport pathways, leading to the best thermoelectric performance"
iTE:P1566:n2,broad charge transport pathways,"an appropriate molecular weight (Mw = 68 kDa) promotes the formation of broad charge transport pathways, leading to the best thermoelectric performance",0,151,source_sentence_or_semicolon_clause,"clustering: broad charge transport pathways. Context: an appropriate molecular weight (Mw = 68 kDa) promotes the formation of broad charge transport pathways, leading to the best thermoelectric performance"
iTE:P1566:n3,thermoelectric performance,"an appropriate molecular weight (Mw = 68 kDa) promotes the formation of broad charge transport pathways, leading to the best thermoelectric performance",0,151,source_sentence_or_semicolon_clause,"clustering: thermoelectric performance. Context: an appropriate molecular weight (Mw = 68 kDa) promotes the formation of broad charge transport pathways, leading to the best thermoelectric performance"
iTE:P1567:n1,Nd density of only similar to 0.1%,The velocity of the transverse acoustic phonons decreases by similar to 600 m/s at the Nd density of only similar to 0.1%.,0,122,source_sentence_or_semicolon_clause,clustering: Nd density of only similar to 0.1%. Context: The velocity of the transverse acoustic phonons decreases by similar to 600 m/s at the Nd density of only similar to 0.1%.
iTE:P1567:n2,velocity of the transverse acoustic phonons,The velocity of the transverse acoustic phonons decreases by similar to 600 m/s at the Nd density of only similar to 0.1%.,0,122,source_sentence_or_semicolon_clause,clustering: velocity of the transverse acoustic phonons. Context: The velocity of the transverse acoustic phonons decreases by similar to 600 m/s at the Nd density of only similar to 0.1%.
iTE:P1568:n1,Zn doping,"The decline in the electrical conductivity with Zn doping dominated the increase in the Seebeck coefficient, which in turn reduced the power factor.",0,148,source_sentence_or_semicolon_clause,"clustering: Zn doping. Context: The decline in the electrical conductivity with Zn doping dominated the increase in the Seebeck coefficient, which in turn reduced the power factor."
iTE:P1568:n2,decline in the electrical conductivity,"The decline in the electrical conductivity with Zn doping dominated the increase in the Seebeck coefficient, which in turn reduced the power factor.",0,148,source_sentence_or_semicolon_clause,"clustering: decline in the electrical conductivity. Context: The decline in the electrical conductivity with Zn doping dominated the increase in the Seebeck coefficient, which in turn reduced the power factor."
iTE:P1568:n3,power factor,"The decline in the electrical conductivity with Zn doping dominated the increase in the Seebeck coefficient, which in turn reduced the power factor.",0,148,source_sentence_or_semicolon_clause,"clustering: power factor. Context: The decline in the electrical conductivity with Zn doping dominated the increase in the Seebeck coefficient, which in turn reduced the power factor."
iTE:P1569:n1,imaginary phonon modes,"The phonon dispersion analysis indicates that all studied U3TSb5 [T = Ti, V, Cr, Mn] compounds exhibit dynamical instability due to the presence of imaginary phonon modes.",0,171,source_sentence_or_semicolon_clause,"clustering: imaginary phonon modes. Context: The phonon dispersion analysis indicates that all studied U3TSb5 [T = Ti, V, Cr, Mn] compounds exhibit dynamical instability due to the presence of imaginary phonon modes."
iTE:P1569:n2,dynamical instability,"The phonon dispersion analysis indicates that all studied U3TSb5 [T = Ti, V, Cr, Mn] compounds exhibit dynamical instability due to the presence of imaginary phonon modes.",0,171,source_sentence_or_semicolon_clause,"clustering: dynamical instability. Context: The phonon dispersion analysis indicates that all studied U3TSb5 [T = Ti, V, Cr, Mn] compounds exhibit dynamical instability due to the presence of imaginary phonon modes."
iTE:P1570:n1,AgMgF3,The thermoelectric properties of the compound AgMgF3 showed a high figure of merit (ZT) reached 0.75 at a temperature of 300 K in the case if it was grafted with a concentration of 10(21) cm(-3) of n-type.,0,205,source_sentence_or_semicolon_clause,clustering: AgMgF3. Context: The thermoelectric properties of the compound AgMgF3 showed a high figure of merit (ZT) reached 0.75 at a temperature of 300 K in the case if it was grafted with a concentration of 10(21) cm(-3) of n-type.
iTE:P1570:n2,figure of merit (ZT),The thermoelectric properties of the compound AgMgF3 showed a high figure of merit (ZT) reached 0.75 at a temperature of 300 K in the case if it was grafted with a concentration of 10(21) cm(-3) of n-type.,0,205,source_sentence_or_semicolon_clause,clustering: figure of merit (ZT). Context: The thermoelectric properties of the compound AgMgF3 showed a high figure of merit (ZT) reached 0.75 at a temperature of 300 K in the case if it was grafted with a concentration of 10(21) cm(-3) of n-type.
iTE:P1571:n1,excess localized Ag vacancies,"the nanocrystalline AgCuS does not display the p-n-p type conduction switching property like its bulk form, but remains p-type throughout the measured temperature range due to the presence of excess localized Ag vacancies.",0,222,source_sentence_or_semicolon_clause,"clustering: excess localized Ag vacancies. Context: the nanocrystalline AgCuS does not display the p-n-p type conduction switching property like its bulk form, but remains p-type throughout the measured temperature range due to the presence of excess localized Ag vacancies."
iTE:P1571:n2,remains p-type,"the nanocrystalline AgCuS does not display the p-n-p type conduction switching property like its bulk form, but remains p-type throughout the measured temperature range due to the presence of excess localized Ag vacancies.",0,222,source_sentence_or_semicolon_clause,"clustering: remains p-type. Context: the nanocrystalline AgCuS does not display the p-n-p type conduction switching property like its bulk form, but remains p-type throughout the measured temperature range due to the presence of excess localized Ag vacancies."
iTE:P1572:n1,These rings,"These rings lead to large holes, making this structure useful for ion storage in energy storage materials.",0,106,source_sentence_or_semicolon_clause,"clustering: These rings. Context: These rings lead to large holes, making this structure useful for ion storage in energy storage materials."
iTE:P1572:n2,large holes,"These rings lead to large holes, making this structure useful for ion storage in energy storage materials.",0,106,source_sentence_or_semicolon_clause,"clustering: large holes. Context: These rings lead to large holes, making this structure useful for ion storage in energy storage materials."
iTE:P1572:n3,ion storage,"These rings lead to large holes, making this structure useful for ion storage in energy storage materials.",0,106,source_sentence_or_semicolon_clause,"clustering: ion storage. Context: These rings lead to large holes, making this structure useful for ion storage in energy storage materials."
iTE:P1573:n1,ionic radius (IR) of the rare-earth elements,"At a fixed temperature, the thermal conductivity decreases almost monotonically with the ionic radius (IR) of the rare-earth elements",0,133,source_sentence_or_semicolon_clause,"clustering: ionic radius (IR) of the rare-earth elements. Context: At a fixed temperature, the thermal conductivity decreases almost monotonically with the ionic radius (IR) of the rare-earth elements"
iTE:P1573:n2,thermal conductivity,"At a fixed temperature, the thermal conductivity decreases almost monotonically with the ionic radius (IR) of the rare-earth elements",0,133,source_sentence_or_semicolon_clause,"clustering: thermal conductivity. Context: At a fixed temperature, the thermal conductivity decreases almost monotonically with the ionic radius (IR) of the rare-earth elements"
iTE:P1574:n1,electrical conductivity,"The absolute value of the Seebeck coefficient decreases, but the power factor significantly increases owing to the rise in electrical conductivity.",0,147,source_sentence_or_semicolon_clause,"clustering: electrical conductivity. Context: The absolute value of the Seebeck coefficient decreases, but the power factor significantly increases owing to the rise in electrical conductivity."
iTE:P1574:n2,power factor,"The absolute value of the Seebeck coefficient decreases, but the power factor significantly increases owing to the rise in electrical conductivity.",0,147,source_sentence_or_semicolon_clause,"clustering: power factor. Context: The absolute value of the Seebeck coefficient decreases, but the power factor significantly increases owing to the rise in electrical conductivity."
iTE:P1576:n1,charge transfer at the TPB with intrinsic O2- diffusion,"HF, charge transfer at the TPB with intrinsic O2- diffusion;",0,60,source_sentence_or_semicolon_clause,"clustering: charge transfer at the TPB with intrinsic O2- diffusion. Context: HF, charge transfer at the TPB with intrinsic O2- diffusion;"
iTE:P1576:n2,gas transfer/oxygen dissociation,"LF, gas transfer/oxygen dissociation.",61,98,source_sentence_or_semicolon_clause,"clustering: gas transfer/oxygen dissociation. Context: LF, gas transfer/oxygen dissociation."
iTE:P1577:n1,fast ionic species Cu+,"we reveal that these fast ionic species Cu+ are heat carriers instead, which make an appreciable contribution to thermal conduction.",0,132,source_sentence_or_semicolon_clause,"clustering: fast ionic species Cu+. Context: we reveal that these fast ionic species Cu+ are heat carriers instead, which make an appreciable contribution to thermal conduction."
iTE:P1577:n2,thermal conduction,"we reveal that these fast ionic species Cu+ are heat carriers instead, which make an appreciable contribution to thermal conduction.",0,132,source_sentence_or_semicolon_clause,"clustering: thermal conduction. Context: we reveal that these fast ionic species Cu+ are heat carriers instead, which make an appreciable contribution to thermal conduction."
iTE:P1578:n1,electronic transfer from the rare-earth metal towards antimony,"Conversely, La4Sb3 displays n-type conduction because of a larger electronic transfer from the rare-earth metal towards antimony.",0,129,source_sentence_or_semicolon_clause,"clustering: electronic transfer from the rare-earth metal towards antimony. Context: Conversely, La4Sb3 displays n-type conduction because of a larger electronic transfer from the rare-earth metal towards antimony."
iTE:P1578:n2,n-type conduction,"Conversely, La4Sb3 displays n-type conduction because of a larger electronic transfer from the rare-earth metal towards antimony.",0,129,source_sentence_or_semicolon_clause,"clustering: n-type conduction. Context: Conversely, La4Sb3 displays n-type conduction because of a larger electronic transfer from the rare-earth metal towards antimony."
iTE:P1579:n1,N5,"Among undoped and Mg-doped NiMnO3 samples, N5 exhibited superior photocatalytic efficiency (94% after 75 min), excellent electrochemical performance (527 Fg-1) and long cycle life (89.3% after 1000 cycles).",0,206,source_sentence_or_semicolon_clause,"clustering: N5. Context: Among undoped and Mg-doped NiMnO3 samples, N5 exhibited superior photocatalytic efficiency (94% after 75 min), excellent electrochemical performance (527 Fg-1) and long cycle life (89.3% after 1000 cycles)."
iTE:P1579:n2,photocatalytic efficiency,"Among undoped and Mg-doped NiMnO3 samples, N5 exhibited superior photocatalytic efficiency (94% after 75 min), excellent electrochemical performance (527 Fg-1) and long cycle life (89.3% after 1000 cycles).",0,206,source_sentence_or_semicolon_clause,"clustering: photocatalytic efficiency. Context: Among undoped and Mg-doped NiMnO3 samples, N5 exhibited superior photocatalytic efficiency (94% after 75 min), excellent electrochemical performance (527 Fg-1) and long cycle life (89.3% after 1000 cycles)."
iTE:P1579:n3,electrochemical performance,"Among undoped and Mg-doped NiMnO3 samples, N5 exhibited superior photocatalytic efficiency (94% after 75 min), excellent electrochemical performance (527 Fg-1) and long cycle life (89.3% after 1000 cycles).",0,206,source_sentence_or_semicolon_clause,"clustering: electrochemical performance. Context: Among undoped and Mg-doped NiMnO3 samples, N5 exhibited superior photocatalytic efficiency (94% after 75 min), excellent electrochemical performance (527 Fg-1) and long cycle life (89.3% after 1000 cycles)."
iTE:P1580:n1,solid electrolytes,These materials are solid electrolytes with superionic conductivity.,0,68,source_sentence_or_semicolon_clause,clustering: solid electrolytes. Context: These materials are solid electrolytes with superionic conductivity.
iTE:P1580:n2,superionic conductivity,These materials are solid electrolytes with superionic conductivity.,0,68,source_sentence_or_semicolon_clause,clustering: superionic conductivity. Context: These materials are solid electrolytes with superionic conductivity.
iTE:P1581:n1,Umklapp process,"The dominant phonon scattering pathway in both solution series remains the Umklapp process even when the Zn:Cd ratio is 1:1, contrary to the expected point defect scattering.",0,174,source_sentence_or_semicolon_clause,"clustering: Umklapp process. Context: The dominant phonon scattering pathway in both solution series remains the Umklapp process even when the Zn:Cd ratio is 1:1, contrary to the expected point defect scattering."
iTE:P1581:n2,point defect scattering,"The dominant phonon scattering pathway in both solution series remains the Umklapp process even when the Zn:Cd ratio is 1:1, contrary to the expected point defect scattering.",0,174,source_sentence_or_semicolon_clause,"clustering: point defect scattering. Context: The dominant phonon scattering pathway in both solution series remains the Umklapp process even when the Zn:Cd ratio is 1:1, contrary to the expected point defect scattering."
iTE:P1581:n3,dominant phonon scattering pathway,"The dominant phonon scattering pathway in both solution series remains the Umklapp process even when the Zn:Cd ratio is 1:1, contrary to the expected point defect scattering.",0,174,source_sentence_or_semicolon_clause,"clustering: dominant phonon scattering pathway. Context: The dominant phonon scattering pathway in both solution series remains the Umklapp process even when the Zn:Cd ratio is 1:1, contrary to the expected point defect scattering."
iTE:P1582:n1,Sb-Zn and Sb-Cd bonds,The plot of the electron localization functions shows that the Sb-Zn and Sb-Cd bonds are ionic in nature while the Sb-Sb bonds are covalent.,0,140,source_sentence_or_semicolon_clause,clustering: Sb-Zn and Sb-Cd bonds. Context: The plot of the electron localization functions shows that the Sb-Zn and Sb-Cd bonds are ionic in nature while the Sb-Sb bonds are covalent.
iTE:P1582:n2,Sb-Sb bonds,The plot of the electron localization functions shows that the Sb-Zn and Sb-Cd bonds are ionic in nature while the Sb-Sb bonds are covalent.,0,140,source_sentence_or_semicolon_clause,clustering: Sb-Sb bonds. Context: The plot of the electron localization functions shows that the Sb-Zn and Sb-Cd bonds are ionic in nature while the Sb-Sb bonds are covalent.
iTE:P1583:n2,avoidance of the temperature inhomogeneity problem,"For a complete avoidance of the temperature inhomogeneity problem, a novel symmetrically heated micro-contact set-up was built.",0,127,source_sentence_or_semicolon_clause,"clustering: avoidance of the temperature inhomogeneity problem. Context: For a complete avoidance of the temperature inhomogeneity problem, a novel symmetrically heated micro-contact set-up was built."
iTE:P1584:n1,thermoelectric effect of free co- and counterions,"It is close to zero on a large range of x(W) values, meaning that in this x(W)-range S-T largely depends on the thermoelectric effect of free co- and counterions.",0,162,source_sentence_or_semicolon_clause,"clustering: thermoelectric effect of free co- and counterions. Context: It is close to zero on a large range of x(W) values, meaning that in this x(W)-range S-T largely depends on the thermoelectric effect of free co- and counterions."
iTE:P1584:n2,S-T,"It is close to zero on a large range of x(W) values, meaning that in this x(W)-range S-T largely depends on the thermoelectric effect of free co- and counterions.",0,162,source_sentence_or_semicolon_clause,"clustering: S-T. Context: It is close to zero on a large range of x(W) values, meaning that in this x(W)-range S-T largely depends on the thermoelectric effect of free co- and counterions."
iTE:P1585:n1,high silver mobility,"The combination of high silver mobility, a small non-stoichiometry range and an internal redox process in the tellurium substructure causes a thermopower drop of 1,400 mu V K-1, in addition to a thermal diffusivity in the range of organic polymers.",0,248,source_sentence_or_semicolon_clause,"clustering: high silver mobility. Context: The combination of high silver mobility, a small non-stoichiometry range and an internal redox process in the tellurium substructure causes a thermopower drop of 1,400 mu V K-1, in addition to a thermal diffusivity in the range of organic polymers."
iTE:P1585:n2,small non-stoichiometry range,"The combination of high silver mobility, a small non-stoichiometry range and an internal redox process in the tellurium substructure causes a thermopower drop of 1,400 mu V K-1, in addition to a thermal diffusivity in the range of organic polymers.",0,248,source_sentence_or_semicolon_clause,"clustering: small non-stoichiometry range. Context: The combination of high silver mobility, a small non-stoichiometry range and an internal redox process in the tellurium substructure causes a thermopower drop of 1,400 mu V K-1, in addition to a thermal diffusivity in the range of organic polymers."
iTE:P1585:n3,internal redox process in the tellurium substructure,"The combination of high silver mobility, a small non-stoichiometry range and an internal redox process in the tellurium substructure causes a thermopower drop of 1,400 mu V K-1, in addition to a thermal diffusivity in the range of organic polymers.",0,248,source_sentence_or_semicolon_clause,"clustering: internal redox process in the tellurium substructure. Context: The combination of high silver mobility, a small non-stoichiometry range and an internal redox process in the tellurium substructure causes a thermopower drop of 1,400 mu V K-1, in addition to a thermal diffusivity in the range of organic polymers."
iTE:P1585:n4,thermopower drop,"The combination of high silver mobility, a small non-stoichiometry range and an internal redox process in the tellurium substructure causes a thermopower drop of 1,400 mu V K-1, in addition to a thermal diffusivity in the range of organic polymers.",0,248,source_sentence_or_semicolon_clause,"clustering: thermopower drop. Context: The combination of high silver mobility, a small non-stoichiometry range and an internal redox process in the tellurium substructure causes a thermopower drop of 1,400 mu V K-1, in addition to a thermal diffusivity in the range of organic polymers."
iTE:P1586:n1,correlations,At half filling the system is in the insulating state when correlations are strong and is in the quasi-metallic state when correlations are weak.,0,145,source_sentence_or_semicolon_clause,clustering: correlations. Context: At half filling the system is in the insulating state when correlations are strong and is in the quasi-metallic state when correlations are weak.
iTE:P1586:n2,insulating state,At half filling the system is in the insulating state when correlations are strong and is in the quasi-metallic state when correlations are weak.,0,145,source_sentence_or_semicolon_clause,clustering: insulating state. Context: At half filling the system is in the insulating state when correlations are strong and is in the quasi-metallic state when correlations are weak.
iTE:P1586:n3,quasi-metallic state,At half filling the system is in the insulating state when correlations are strong and is in the quasi-metallic state when correlations are weak.,0,145,source_sentence_or_semicolon_clause,clustering: quasi-metallic state. Context: At half filling the system is in the insulating state when correlations are strong and is in the quasi-metallic state when correlations are weak.
iTE:P1587:n1,Pressure,"Pressure-induced band gap narrowing, enhanced optical absorption, and dramatic increases in electrical and thermal conductivities are observed, highlighting the material's extraordinary sensitivity to external stimuli.",0,218,source_sentence_or_semicolon_clause,"clustering: Pressure. Context: Pressure-induced band gap narrowing, enhanced optical absorption, and dramatic increases in electrical and thermal conductivities are observed, highlighting the material's extraordinary sensitivity to external stimuli."
iTE:P1587:n2,band gap narrowing,"Pressure-induced band gap narrowing, enhanced optical absorption, and dramatic increases in electrical and thermal conductivities are observed, highlighting the material's extraordinary sensitivity to external stimuli.",0,218,source_sentence_or_semicolon_clause,"clustering: band gap narrowing. Context: Pressure-induced band gap narrowing, enhanced optical absorption, and dramatic increases in electrical and thermal conductivities are observed, highlighting the material's extraordinary sensitivity to external stimuli."
iTE:P1587:n3,enhanced optical absorption,"Pressure-induced band gap narrowing, enhanced optical absorption, and dramatic increases in electrical and thermal conductivities are observed, highlighting the material's extraordinary sensitivity to external stimuli.",0,218,source_sentence_or_semicolon_clause,"clustering: enhanced optical absorption. Context: Pressure-induced band gap narrowing, enhanced optical absorption, and dramatic increases in electrical and thermal conductivities are observed, highlighting the material's extraordinary sensitivity to external stimuli."
iTE:P1587:n4,electrical and thermal conductivities,"Pressure-induced band gap narrowing, enhanced optical absorption, and dramatic increases in electrical and thermal conductivities are observed, highlighting the material's extraordinary sensitivity to external stimuli.",0,218,source_sentence_or_semicolon_clause,"clustering: electrical and thermal conductivities. Context: Pressure-induced band gap narrowing, enhanced optical absorption, and dramatic increases in electrical and thermal conductivities are observed, highlighting the material's extraordinary sensitivity to external stimuli."
iTE:P1588:n1,donor-acceptor interaction,"Such a donor-acceptor interaction leads to lowered hole concentration, on top of the outcome that the Ag-induced hole mobility is only 10% of the electron mobility in the best n-type material, the Sn-doped Mg2Si.",0,212,source_sentence_or_semicolon_clause,"clustering: donor-acceptor interaction. Context: Such a donor-acceptor interaction leads to lowered hole concentration, on top of the outcome that the Ag-induced hole mobility is only 10% of the electron mobility in the best n-type material, the Sn-doped Mg2Si."
iTE:P1588:n2,lowered hole concentration,"Such a donor-acceptor interaction leads to lowered hole concentration, on top of the outcome that the Ag-induced hole mobility is only 10% of the electron mobility in the best n-type material, the Sn-doped Mg2Si.",0,212,source_sentence_or_semicolon_clause,"clustering: lowered hole concentration. Context: Such a donor-acceptor interaction leads to lowered hole concentration, on top of the outcome that the Ag-induced hole mobility is only 10% of the electron mobility in the best n-type material, the Sn-doped Mg2Si."
iTE:P1589:n1,photothermal effect of CNT,"The photothermal effect of CNT can effectively promote the self-healing process, and also endow the composites with NIR-actuated accurate self-healing.",0,151,source_sentence_or_semicolon_clause,"clustering: photothermal effect of CNT. Context: The photothermal effect of CNT can effectively promote the self-healing process, and also endow the composites with NIR-actuated accurate self-healing."
iTE:P1589:n2,self-healing process,"The photothermal effect of CNT can effectively promote the self-healing process, and also endow the composites with NIR-actuated accurate self-healing.",0,151,source_sentence_or_semicolon_clause,"clustering: self-healing process. Context: The photothermal effect of CNT can effectively promote the self-healing process, and also endow the composites with NIR-actuated accurate self-healing."
iTE:P1590:n1,carbon-based materials,carbon-based materials increase the conductivity of composites and create three-dimensional networks of connectivity into geopolymer.,0,133,source_sentence_or_semicolon_clause,clustering: carbon-based materials. Context: carbon-based materials increase the conductivity of composites and create three-dimensional networks of connectivity into geopolymer.
iTE:P1590:n2,conductivity of composites,carbon-based materials increase the conductivity of composites and create three-dimensional networks of connectivity into geopolymer.,0,133,source_sentence_or_semicolon_clause,clustering: conductivity of composites. Context: carbon-based materials increase the conductivity of composites and create three-dimensional networks of connectivity into geopolymer.
iTE:P1590:n3,three-dimensional networks of connectivity,carbon-based materials increase the conductivity of composites and create three-dimensional networks of connectivity into geopolymer.,0,133,source_sentence_or_semicolon_clause,clustering: three-dimensional networks of connectivity. Context: carbon-based materials increase the conductivity of composites and create three-dimensional networks of connectivity into geopolymer.
iTE:P1591:n1,ion-polaron distance,Doped films have electrical conductivities of 320 S cm(-1) and are not sensitive to an increased ion-polaron distance.,0,118,source_sentence_or_semicolon_clause,clustering: ion-polaron distance. Context: Doped films have electrical conductivities of 320 S cm(-1) and are not sensitive to an increased ion-polaron distance.
iTE:P1591:n2,electrical conductivities,Doped films have electrical conductivities of 320 S cm(-1) and are not sensitive to an increased ion-polaron distance.,0,118,source_sentence_or_semicolon_clause,clustering: electrical conductivities. Context: Doped films have electrical conductivities of 320 S cm(-1) and are not sensitive to an increased ion-polaron distance.
iTE:P1592:n1,configurational entropy,The configurational entropy from the disorder of both the anion and the cation sublattices reaches a record value of similar to 2.2 R mol(-1) for the equimolar composition and stabilizes the singlephase solid solution.,0,218,source_sentence_or_semicolon_clause,clustering: configurational entropy. Context: The configurational entropy from the disorder of both the anion and the cation sublattices reaches a record value of similar to 2.2 R mol(-1) for the equimolar composition and stabilizes the singlephase solid solution.
iTE:P1592:n2,disorder of both the anion and the cation sublattices,The configurational entropy from the disorder of both the anion and the cation sublattices reaches a record value of similar to 2.2 R mol(-1) for the equimolar composition and stabilizes the singlephase solid solution.,0,218,source_sentence_or_semicolon_clause,clustering: disorder of both the anion and the cation sublattices. Context: The configurational entropy from the disorder of both the anion and the cation sublattices reaches a record value of similar to 2.2 R mol(-1) for the equimolar composition and stabilizes the singlephase solid solution.
iTE:P1592:n3,singlephase solid solution,The configurational entropy from the disorder of both the anion and the cation sublattices reaches a record value of similar to 2.2 R mol(-1) for the equimolar composition and stabilizes the singlephase solid solution.,0,218,source_sentence_or_semicolon_clause,clustering: singlephase solid solution. Context: The configurational entropy from the disorder of both the anion and the cation sublattices reaches a record value of similar to 2.2 R mol(-1) for the equimolar composition and stabilizes the singlephase solid solution.
iTE:P1593:n2,phase transition,This directly confirms that copper mobility and disordering is the driving force behind the peculiar phase transition.,0,118,source_sentence_or_semicolon_clause,clustering: phase transition. Context: This directly confirms that copper mobility and disordering is the driving force behind the peculiar phase transition.
iTE:P1594:n1,x values,The metal-insulator transition temperature of Pr1-xTbxCoO3 determined from both the electrical conductivity and specific heat measurements increased systematically with increasing x values.,0,189,source_sentence_or_semicolon_clause,clustering: x values. Context: The metal-insulator transition temperature of Pr1-xTbxCoO3 determined from both the electrical conductivity and specific heat measurements increased systematically with increasing x values.
iTE:P1594:n2,metal-insulator transition temperature,The metal-insulator transition temperature of Pr1-xTbxCoO3 determined from both the electrical conductivity and specific heat measurements increased systematically with increasing x values.,0,189,source_sentence_or_semicolon_clause,clustering: metal-insulator transition temperature. Context: The metal-insulator transition temperature of Pr1-xTbxCoO3 determined from both the electrical conductivity and specific heat measurements increased systematically with increasing x values.
iTE:P1595:n1,anharmonic and anisotropic vibration of the Cu atom,"This glass-like thermal property in a crystalline material arose from the combination of the anharmonic and anisotropic vibration of the Cu atom, the ionic bond feature around the Cu atom, and the global weak bonding",0,216,source_sentence_or_semicolon_clause,"clustering: anharmonic and anisotropic vibration of the Cu atom. Context: This glass-like thermal property in a crystalline material arose from the combination of the anharmonic and anisotropic vibration of the Cu atom, the ionic bond feature around the Cu atom, and the global weak bonding"
iTE:P1595:n2,ionic bond feature around the Cu atom,"This glass-like thermal property in a crystalline material arose from the combination of the anharmonic and anisotropic vibration of the Cu atom, the ionic bond feature around the Cu atom, and the global weak bonding",0,216,source_sentence_or_semicolon_clause,"clustering: ionic bond feature around the Cu atom. Context: This glass-like thermal property in a crystalline material arose from the combination of the anharmonic and anisotropic vibration of the Cu atom, the ionic bond feature around the Cu atom, and the global weak bonding"
iTE:P1595:n3,global weak bonding,"This glass-like thermal property in a crystalline material arose from the combination of the anharmonic and anisotropic vibration of the Cu atom, the ionic bond feature around the Cu atom, and the global weak bonding",0,216,source_sentence_or_semicolon_clause,"clustering: global weak bonding. Context: This glass-like thermal property in a crystalline material arose from the combination of the anharmonic and anisotropic vibration of the Cu atom, the ionic bond feature around the Cu atom, and the global weak bonding"
iTE:P1595:n4,glass-like thermal property,"This glass-like thermal property in a crystalline material arose from the combination of the anharmonic and anisotropic vibration of the Cu atom, the ionic bond feature around the Cu atom, and the global weak bonding",0,216,source_sentence_or_semicolon_clause,"clustering: glass-like thermal property. Context: This glass-like thermal property in a crystalline material arose from the combination of the anharmonic and anisotropic vibration of the Cu atom, the ionic bond feature around the Cu atom, and the global weak bonding"
iTE:P1596:n1,optical absorption and thermoelectric effect,The concurrent enhancement of optical absorption and thermoelectric effect effectively improves the overall photoresponse by tens of folds at the vHs point.,0,156,source_sentence_or_semicolon_clause,clustering: optical absorption and thermoelectric effect. Context: The concurrent enhancement of optical absorption and thermoelectric effect effectively improves the overall photoresponse by tens of folds at the vHs point.
iTE:P1596:n2,overall photoresponse,The concurrent enhancement of optical absorption and thermoelectric effect effectively improves the overall photoresponse by tens of folds at the vHs point.,0,156,source_sentence_or_semicolon_clause,clustering: overall photoresponse. Context: The concurrent enhancement of optical absorption and thermoelectric effect effectively improves the overall photoresponse by tens of folds at the vHs point.
iTE:P1597:n1,ionic radius and effective charge state differences of the RE fillers,Systematic analysis of bonding energy showed that the structural stability could be attributed to ionic radius and effective charge state differences of the RE fillers.,0,168,source_sentence_or_semicolon_clause,clustering: ionic radius and effective charge state differences of the RE fillers. Context: Systematic analysis of bonding energy showed that the structural stability could be attributed to ionic radius and effective charge state differences of the RE fillers.
iTE:P1597:n2,structural stability,Systematic analysis of bonding energy showed that the structural stability could be attributed to ionic radius and effective charge state differences of the RE fillers.,0,168,source_sentence_or_semicolon_clause,clustering: structural stability. Context: Systematic analysis of bonding energy showed that the structural stability could be attributed to ionic radius and effective charge state differences of the RE fillers.
iTE:P1598:n1,Anderson localisation,"However, the Anderson localisation occurs in amorphous NbO2, which may affect the transport properties.",0,103,source_sentence_or_semicolon_clause,"clustering: Anderson localisation. Context: However, the Anderson localisation occurs in amorphous NbO2, which may affect the transport properties."
iTE:P1598:n2,transport properties,"However, the Anderson localisation occurs in amorphous NbO2, which may affect the transport properties.",0,103,source_sentence_or_semicolon_clause,"clustering: transport properties. Context: However, the Anderson localisation occurs in amorphous NbO2, which may affect the transport properties."
iTE:P1599:n1,H-2/H2O gas mixtures,the results show increased conductivity and lower surface exchange resistance in H-2/H2O gas mixtures where the oxygen partial pressure is low compared to experiments in pure O-2.,0,179,source_sentence_or_semicolon_clause,clustering: H-2/H2O gas mixtures. Context: the results show increased conductivity and lower surface exchange resistance in H-2/H2O gas mixtures where the oxygen partial pressure is low compared to experiments in pure O-2.
iTE:P1599:n2,conductivity,the results show increased conductivity and lower surface exchange resistance in H-2/H2O gas mixtures where the oxygen partial pressure is low compared to experiments in pure O-2.,0,179,source_sentence_or_semicolon_clause,clustering: conductivity. Context: the results show increased conductivity and lower surface exchange resistance in H-2/H2O gas mixtures where the oxygen partial pressure is low compared to experiments in pure O-2.
iTE:P1599:n3,surface exchange resistance,the results show increased conductivity and lower surface exchange resistance in H-2/H2O gas mixtures where the oxygen partial pressure is low compared to experiments in pure O-2.,0,179,source_sentence_or_semicolon_clause,clustering: surface exchange resistance. Context: the results show increased conductivity and lower surface exchange resistance in H-2/H2O gas mixtures where the oxygen partial pressure is low compared to experiments in pure O-2.
iTE:P1600:n1,highly ionic and partial covalent bonds between In-O atoms,"Charge density analysis explains highly ionic and partial covalent bonds between In-O atoms, and there is a high reflectance of incident photons in the range of 12-15 eV.",0,170,source_sentence_or_semicolon_clause,"clustering: highly ionic and partial covalent bonds between In-O atoms. Context: Charge density analysis explains highly ionic and partial covalent bonds between In-O atoms, and there is a high reflectance of incident photons in the range of 12-15 eV."
