article_role,assertion,claim_id,claim_scope,conditions,context_quotes,decision_source,doi,domain,evidence_spans,id,joint_factor_local_resolution,joint_factor_raw_values,joint_factors,modality,modality_evidence,modality_spans,note,object,object_id,object_role,paper_id,paper_input_hash,paper_title,predicate,quote,relation_id,review_reason,review_status,scope,source,status,subject,subject_id,subject_role,target,year
research,author_claim,iTE:P1584:r012,own_work,Deduced using two models for co- and counterion Eastman entropy of transfer.,"[""It is found to evolve from negative in water to positive in DMSO. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1140/epje/i2019-11835-6,iTE,"[{""start"":970,""end"":1187},{""start"":1187,""end"":1253}]",r012,,,[],unspecified,[],[],,Positive nanoparticle Eastman entropy of transfer in DMSO,P1584:p,quantity,P1584,3952e75f49ea4b3ed39c11efc48418ca53f17da1a21473ace967336bece5535d,Inversion of thermodiffusive properties of ionic colloidal dispersions in water-DMSO mixtures probed by forced Rayleigh scattering,has endpoint value,"Using two different models for evaluating the Eastman entropy of transfer of the co- and counterions in the mixtures, the single-particle thermophoretic contribution (the NP's Eastman entropy of transfer) is deduced. ",P1584:r012,,not_targeted_by_full_audit_v1,thermodynamics,iTE:Ca05a5f9704b094,accepted,Single-particle thermophoretic contribution: nanoparticle Eastman entropy of transfer,P1584:m,quantity,iTE:Cc27c6f321a1e96,2019
research,author_claim,iTE:P1584:r013,own_work,Over a large range of x(W); deduction using two models.,"[""It is close to zero on a large range of x(W) values, meaning that in this x(W)-range S-T largely depends on the thermoelectric effect of free co- and counterions.""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1140/epje/i2019-11835-6,iTE,"[{""start"":970,""end"":1187},{""start"":1253,""end"":1415}]",r013,,,[],unspecified,[],[],,Near-zero nanoparticle Eastman entropy of transfer,P1584:q,quantity,P1584,3952e75f49ea4b3ed39c11efc48418ca53f17da1a21473ace967336bece5535d,Inversion of thermodiffusive properties of ionic colloidal dispersions in water-DMSO mixtures probed by forced Rayleigh scattering,has value,"Using two different models for evaluating the Eastman entropy of transfer of the co- and counterions in the mixtures, the single-particle thermophoretic contribution (the NP's Eastman entropy of transfer) is deduced. ",P1584:r013,,not_targeted_by_full_audit_v1,thermodynamics,iTE:Ca05a5f9704b094,accepted,Single-particle thermophoretic contribution: nanoparticle Eastman entropy of transfer,P1584:m,quantity,iTE:Ca755c137fa546c,2019
research,author_claim,iTE:P1584:r014,own_work,"Range of x(W) where the nanoparticle Eastman entropy of transfer, deduced using two models for co- and counterion Eastman entropy of transfer, is close to zero.","[""It is close to zero on a large range of x(W) values, meaning that in this x(W)-range S-T largely depends on the thermoelectric effect of free co- and counterions.""]","{""response_path"":""runs/repair_039/response.json"",""response_sha256"":""dbdff9ae5d0e9a9d2deb5342c1024b953d8454904fb7478f6af2e0fe3ba97fad"",""input_sha256"":""60adc826519fadb084873800b53e40a437cdf809db55219f20028eeae3702efd"",""model"":""gpt-6-astra"",""job_id"":""repair_039"",""action"":""replace""}",10.1140/epje/i2019-11835-6,iTE,"[{""start"":970,""end"":1187},{""start"":1253,""end"":1415}]",r014,,,[],unspecified,[],[],Targeted single-pass audit revision; no second independent semantic check performed.,Thermoelectric effect of free co- and counterions,P1584:r,mechanism_process,P1584,3952e75f49ea4b3ed39c11efc48418ca53f17da1a21473ace967336bece5535d,Inversion of thermodiffusive properties of ionic colloidal dispersions in water-DMSO mixtures probed by forced Rayleigh scattering,largely depends on,"Using two different models for evaluating the Eastman entropy of transfer of the co- and counterions in the mixtures, the single-particle thermophoretic contribution (the NP's Eastman entropy of transfer) is deduced. ",P1584:r014,Preserves the model-dependent basis of the inference.,model_repaired_not_independently_rechecked,ion_mass_transport,iTE:C3c844f5b55bd73,accepted,S-T,P1584:k,quantity,iTE:C63ee5c49b2dcaf,2019
research,author_claim,iTE:P1585:r001,own_work,,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1038/NMAT2358,iTE,"[{""start"":370,""end"":495}]",r001,,,[],unspecified,[],[],,Tetramorphic semiconductor,P1585:b,state_structure,P1585,815e2a6a73809875638b71465d04ec3b09b30fe42112593a8e98e51bd228e90a,Reversible switching between p- and n-type conduction in the semiconductor Ag10Te4Br3,is,Tetramorphic Ag10Te4Br3 is a semiconductor capable of switching its electrical properties by a simple change of temperature. ,P1585:r001,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C3b097211225f82,accepted,Ag10Te4Br3,P1585:a,material_entity,iTE:C46b6524c686655,2009
research,author_claim,iTE:P1585:r002,own_work,Ag10Te4Br3.,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1038/NMAT2358,iTE,"[{""start"":370,""end"":495}]",r002,,,[],unspecified,[],[],,Switchable electrical properties,P1585:k,performance_function,P1585,815e2a6a73809875638b71465d04ec3b09b30fe42112593a8e98e51bd228e90a,Reversible switching between p- and n-type conduction in the semiconductor Ag10Te4Br3,switches,Tetramorphic Ag10Te4Br3 is a semiconductor capable of switching its electrical properties by a simple change of temperature. ,P1585:r002,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:Cf785d24a116ec2,accepted,Temperature change,P1585:c,condition,iTE:Cc340ba73185486,2009
research,author_claim,iTE:P1585:r003,own_work,,"[""The combination of high silver mobility, a small non-stoichiometry range and an internal redox process in the tellurium substructure causes a thermopower drop of 1,400 mu V K-1, in addition to a thermal diffusivity in the range of organic polymers. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1038/NMAT2358,iTE,"[{""start"":370,""end"":495},{""start"":495,""end"":744}]",r003,,,[],unspecified,[],[],,High silver mobility,P1585:e,descriptor,P1585,815e2a6a73809875638b71465d04ec3b09b30fe42112593a8e98e51bd228e90a,Reversible switching between p- and n-type conduction in the semiconductor Ag10Te4Br3,has,Tetramorphic Ag10Te4Br3 is a semiconductor capable of switching its electrical properties by a simple change of temperature. ,P1585:r003,,not_targeted_by_full_audit_v1,ion_mass_transport,iTE:C3b097211225f82,accepted,Ag10Te4Br3,P1585:a,material_entity,iTE:C3d01e13f684a96,2009
research,author_claim,iTE:P1585:r004,own_work,,"[""The combination of high silver mobility, a small non-stoichiometry range and an internal redox process in the tellurium substructure causes a thermopower drop of 1,400 mu V K-1, in addition to a thermal diffusivity in the range of organic polymers. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1038/NMAT2358,iTE,"[{""start"":370,""end"":495},{""start"":495,""end"":744}]",r004,,,[],unspecified,[],[],,Small non-stoichiometry range,P1585:f,descriptor,P1585,815e2a6a73809875638b71465d04ec3b09b30fe42112593a8e98e51bd228e90a,Reversible switching between p- and n-type conduction in the semiconductor Ag10Te4Br3,has,Tetramorphic Ag10Te4Br3 is a semiconductor capable of switching its electrical properties by a simple change of temperature. ,P1585:r004,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C3b097211225f82,accepted,Ag10Te4Br3,P1585:a,material_entity,iTE:Cfb080685c27b10,2009
research,author_claim,iTE:P1585:r005,own_work,,"[""The combination of high silver mobility, a small non-stoichiometry range and an internal redox process in the tellurium substructure causes a thermopower drop of 1,400 mu V K-1, in addition to a thermal diffusivity in the range of organic polymers. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1038/NMAT2358,iTE,"[{""start"":370,""end"":495},{""start"":495,""end"":744}]",r005,,,[],unspecified,[],[],,Internal redox process in the tellurium substructure,P1585:g,mechanism_process,P1585,815e2a6a73809875638b71465d04ec3b09b30fe42112593a8e98e51bd228e90a,Reversible switching between p- and n-type conduction in the semiconductor Ag10Te4Br3,undergoes,Tetramorphic Ag10Te4Br3 is a semiconductor capable of switching its electrical properties by a simple change of temperature. ,P1585:r005,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C3b097211225f82,accepted,Ag10Te4Br3,P1585:a,material_entity,iTE:C070aeb8c373e20,2009
research,author_claim,iTE:P1585:r006,own_work,Ag10Te4Br3; combined effect.,"[""The combination of high silver mobility, a small non-stoichiometry range and an internal redox process in the tellurium substructure causes a thermopower drop of 1,400 mu V K-1, in addition to a thermal diffusivity in the range of organic polymers. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1038/NMAT2358,iTE,"[{""start"":370,""end"":495},{""start"":495,""end"":744}]",r006,"[{""raw_id"":""e"",""label"":""High silver mobility""},{""raw_id"":""f"",""label"":""Small non-stoichiometry range""},{""raw_id"":""g"",""label"":""Internal redox process in the tellurium substructure""}]","[""e"",""f"",""g""]","[""High silver mobility"",""Small non-stoichiometry range"",""Internal redox process in the tellurium substructure""]",unspecified,[],[],,"Thermopower drop of 1,400 mu V K-1",P1585:h,quantity,P1585,815e2a6a73809875638b71465d04ec3b09b30fe42112593a8e98e51bd228e90a,Reversible switching between p- and n-type conduction in the semiconductor Ag10Te4Br3,jointly causes,Tetramorphic Ag10Te4Br3 is a semiconductor capable of switching its electrical properties by a simple change of temperature. ,P1585:r006,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C3d01e13f684a96,accepted,High silver mobility,P1585:e,descriptor,iTE:C245bc7186f71b1,2009
research,author_claim,iTE:P1585:r007,own_work,Comparison with organic polymers.,"[""The combination of high silver mobility, a small non-stoichiometry range and an internal redox process in the tellurium substructure causes a thermopower drop of 1,400 mu V K-1, in addition to a thermal diffusivity in the range of organic polymers. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1038/NMAT2358,iTE,"[{""start"":370,""end"":495},{""start"":495,""end"":744}]",r007,,,[],unspecified,[],[],,Thermal diffusivity in the range of organic polymers,P1585:i,quantity,P1585,815e2a6a73809875638b71465d04ec3b09b30fe42112593a8e98e51bd228e90a,Reversible switching between p- and n-type conduction in the semiconductor Ag10Te4Br3,has,Tetramorphic Ag10Te4Br3 is a semiconductor capable of switching its electrical properties by a simple change of temperature. ,P1585:r007,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C3b097211225f82,accepted,Ag10Te4Br3,P1585:a,material_entity,iTE:Cceec9178590c31,2009
research,author_claim,iTE:P1585:r008,own_work,Within the single compound Ag10Te4Br3.,"[""The capability to reversibly switch semiconducting properties from ionic to electronic conduction in one single compound simply by virtue of temperature enables novel electronic devices such as semiconductor switches.""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1038/NMAT2358,iTE,"[{""start"":370,""end"":495},{""start"":744,""end"":961}]",r008,,,[],unspecified,[],[],,Reversible switching from ionic to electronic conduction,P1585:d,mechanism_process,P1585,815e2a6a73809875638b71465d04ec3b09b30fe42112593a8e98e51bd228e90a,Reversible switching between p- and n-type conduction in the semiconductor Ag10Te4Br3,enables,Tetramorphic Ag10Te4Br3 is a semiconductor capable of switching its electrical properties by a simple change of temperature. ,P1585:r008,,not_targeted_by_full_audit_v1,ion_mass_transport,iTE:Cf785d24a116ec2,accepted,Temperature change,P1585:c,condition,iTE:C633dbac8d09a21,2009
research,hypothesis,iTE:P1585:r009,own_work,Temperature-controlled reversible switching in one compound.,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1038/NMAT2358,iTE,"[{""start"":744,""end"":961}]",r009,,,[],unspecified,[],[],,Semiconductor switches,P1585:j,application,P1585,815e2a6a73809875638b71465d04ec3b09b30fe42112593a8e98e51bd228e90a,Reversible switching between p- and n-type conduction in the semiconductor Ag10Te4Br3,enables proposed use in,The capability to reversibly switch semiconducting properties from ionic to electronic conduction in one single compound simply by virtue of temperature enables novel electronic devices such as semiconductor switches.,P1585:r009,,not_targeted_by_full_audit_v1,application_sensing,iTE:C633dbac8d09a21,accepted,Reversible switching from ionic to electronic conduction,P1585:d,mechanism_process,iTE:Ca14071550d0eae,2009
research,author_claim,iTE:P1586:r001,own_work,Hydrogen-bonded proton conductors.,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1080/00150190802440765,iTE,"[{""start"":61,""end"":291}]",r001,,,[],theoretical,"[""For proton conductors with hydrogen bonds we use the orientational-tunneling model that takes into account the proton transfer in the spirit of two-stage Grotthuss mechanism as well as the short-range interaction between protons. ""]","[{""start"":61,""end"":291}]",,Proton transfer by a two-stage Grotthuss mechanism,P1586:b,mechanism_process,P1586,5678626ae21f9f175a8a43a85a1b3c12444e4bda087e70ee204d920dc0aa7b47,Thermodynamics and Energy Spectrum of Strongly Correlated Proton and Ionic Conductors,accounts for,For proton conductors with hydrogen bonds we use the orientational-tunneling model that takes into account the proton transfer in the spirit of two-stage Grotthuss mechanism as well as the short-range interaction between protons. ,P1586:r001,,not_targeted_by_full_audit_v1,measurement_method_model,iTE:C1b2f335f7729b4,accepted,Orientational-tunneling model for hydrogen-bonded proton conductors,P1586:a,design_strategy,iTE:Cceea81c69f08b8,2008
research,author_claim,iTE:P1586:r002,own_work,,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1080/00150190802440765,iTE,"[{""start"":61,""end"":291}]",r002,,,[],theoretical,"[""For proton conductors with hydrogen bonds we use the orientational-tunneling model that takes into account the proton transfer in the spirit of two-stage Grotthuss mechanism as well as the short-range interaction between protons. ""]","[{""start"":61,""end"":291}]",,Short-range proton interactions,P1586:c,interaction,P1586,5678626ae21f9f175a8a43a85a1b3c12444e4bda087e70ee204d920dc0aa7b47,Thermodynamics and Energy Spectrum of Strongly Correlated Proton and Ionic Conductors,accounts for,For proton conductors with hydrogen bonds we use the orientational-tunneling model that takes into account the proton transfer in the spirit of two-stage Grotthuss mechanism as well as the short-range interaction between protons. ,P1586:r002,,not_targeted_by_full_audit_v1,measurement_method_model,iTE:C1b2f335f7729b4,accepted,Orientational-tunneling model for hydrogen-bonded proton conductors,P1586:a,design_strategy,iTE:C4cc7760a79f2a7,2008
research,author_claim,iTE:P1586:r003,own_work,,"[""When simplified this model is reduced to the well-known spinless fermion model. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1080/00150190802440765,iTE,"[{""start"":61,""end"":291},{""start"":291,""end"":371}]",r003,,,[],theoretical,"[""For proton conductors with hydrogen bonds we use the orientational-tunneling model that takes into account the proton transfer in the spirit of two-stage Grotthuss mechanism as well as the short-range interaction between protons. "",""When simplified this model is reduced to the well-known spinless fermion model. ""]","[{""start"":61,""end"":291},{""start"":291,""end"":371}]",,Spinless fermion model,P1586:d,design_strategy,P1586,5678626ae21f9f175a8a43a85a1b3c12444e4bda087e70ee204d920dc0aa7b47,Thermodynamics and Energy Spectrum of Strongly Correlated Proton and Ionic Conductors,reduces upon simplification to,For proton conductors with hydrogen bonds we use the orientational-tunneling model that takes into account the proton transfer in the spirit of two-stage Grotthuss mechanism as well as the short-range interaction between protons. ,P1586:r003,,not_targeted_by_full_audit_v1,measurement_method_model,iTE:C1b2f335f7729b4,accepted,Orientational-tunneling model for hydrogen-bonded proton conductors,P1586:a,design_strategy,iTE:C13cc9238999be8,2008
research,author_claim,iTE:P1586:r004,own_work,One-dimensional lattice system; projected coherent potential approximation.,"[""In frames of the projected coherent potential approximation we calculate the energy spectrum of the system in one-dimensional case. "",""It consists of one or several energy bands depending on correlation strength. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1080/00150190802440765,iTE,"[{""start"":371,""end"":522},{""start"":522,""end"":654},{""start"":654,""end"":732}]",r004,,,[],theoretical,"[""In frames of the projected coherent potential approximation we calculate the energy spectrum of the system in one-dimensional case. ""]","[{""start"":522,""end"":654}]",,One or several energy bands,P1586:f,state_structure,P1586,5678626ae21f9f175a8a43a85a1b3c12444e4bda087e70ee204d920dc0aa7b47,Thermodynamics and Energy Spectrum of Strongly Correlated Proton and Ionic Conductors,determines whether the spectrum contains,In our investigation we focus on the role of short-range correlations between protons (ions) that may affect the behaviour of the system considerably. ,P1586:r004,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C0ac5daea435f1c,accepted,Proton/ion correlation strength,P1586:e,quantity,iTE:C6885ab1d1e910d,2008
research,author_claim,iTE:P1586:r005,own_work,Half filling; one-dimensional lattice system within projected coherent potential approximation.,"[""At half filling the system is in the insulating state when correlations are strong and is in the quasi-metallic state when correlations are weak. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1080/00150190802440765,iTE,"[{""start"":522,""end"":654},{""start"":732,""end"":878}]",r005,,,[],theoretical,"[""In frames of the projected coherent potential approximation we calculate the energy spectrum of the system in one-dimensional case. ""]","[{""start"":522,""end"":654}]",,Insulating state,P1586:h,state_structure,P1586,5678626ae21f9f175a8a43a85a1b3c12444e4bda087e70ee204d920dc0aa7b47,Thermodynamics and Energy Spectrum of Strongly Correlated Proton and Ionic Conductors,corresponds to,In frames of the projected coherent potential approximation we calculate the energy spectrum of the system in one-dimensional case. ,P1586:r005,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C235692e3304cb4,accepted,Strong correlations,P1586:g,condition,iTE:C217a0ad676b18c,2008
research,author_claim,iTE:P1586:r006,own_work,Half filling; one-dimensional lattice system within projected coherent potential approximation.,"[""At half filling the system is in the insulating state when correlations are strong and is in the quasi-metallic state when correlations are weak. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1080/00150190802440765,iTE,"[{""start"":522,""end"":654},{""start"":732,""end"":878}]",r006,,,[],theoretical,"[""In frames of the projected coherent potential approximation we calculate the energy spectrum of the system in one-dimensional case. ""]","[{""start"":522,""end"":654}]",,Quasi-metallic state,P1586:j,state_structure,P1586,5678626ae21f9f175a8a43a85a1b3c12444e4bda087e70ee204d920dc0aa7b47,Thermodynamics and Energy Spectrum of Strongly Correlated Proton and Ionic Conductors,corresponds to,In frames of the projected coherent potential approximation we calculate the energy spectrum of the system in one-dimensional case. ,P1586:r006,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C73994914c1ce8a,accepted,Weak correlations,P1586:i,condition,iTE:C108778e3a8fc68,2008
research,author_claim,iTE:P1586:r007,own_work,Certain parameter ranges; one-dimensional projected coherent potential approximation; source says the system 'exits in the charge-ordered state'.,"[""At certain range of parameters values we also observe the insulator-metal-like transition in the spectrum as it closes the gap with the temperature increase while the system exits in the charge-ordered state. ""]","{""response_path"":""runs/repair_039/response.json"",""response_sha256"":""dbdff9ae5d0e9a9d2deb5342c1024b953d8454904fb7478f6af2e0fe3ba97fad"",""input_sha256"":""60adc826519fadb084873800b53e40a437cdf809db55219f20028eeae3702efd"",""model"":""gpt-6-astra"",""job_id"":""repair_039"",""action"":""replace""}",10.1080/00150190802440765,iTE,"[{""start"":522,""end"":654},{""start"":878,""end"":1087}]",r007,,,[],theoretical,"[""In frames of the projected coherent potential approximation we calculate the energy spectrum of the system in one-dimensional case. ""]","[{""start"":522,""end"":654}]",Targeted single-pass audit revision; no second independent semantic check performed.,Spectral gap,P1586:audit_v1_r007_object,quantity,P1586,5678626ae21f9f175a8a43a85a1b3c12444e4bda087e70ee204d920dc0aa7b47,Thermodynamics and Energy Spectrum of Strongly Correlated Proton and Ionic Conductors,closes,In frames of the projected coherent potential approximation we calculate the energy spectrum of the system in one-dimensional case. ,P1586:r007,"Temperature closes the gap, not the gap-closure process.",model_repaired_not_independently_rechecked,intrinsic_material_mechanism,iTE:C426670f3c44c3b,accepted,Increasing temperature,P1586:k,condition,iTE:Ce10850af03862a,2008
research,author_claim,iTE:P1586:r008,own_work,Certain parameter ranges with increasing temperature; source says the system 'exits in the charge-ordered state'.,"[""At certain range of parameters values we also observe the insulator-metal-like transition in the spectrum as it closes the gap with the temperature increase while the system exits in the charge-ordered state. ""]","{""response_path"":""runs/repair_039/response.json"",""response_sha256"":""dbdff9ae5d0e9a9d2deb5342c1024b953d8454904fb7478f6af2e0fe3ba97fad"",""input_sha256"":""60adc826519fadb084873800b53e40a437cdf809db55219f20028eeae3702efd"",""model"":""gpt-6-astra"",""job_id"":""repair_039"",""action"":""keep""}",10.1080/00150190802440765,iTE,"[{""start"":522,""end"":654},{""start"":878,""end"":1087}]",r008,,,[],theoretical,"[""In frames of the projected coherent potential approximation we calculate the energy spectrum of the system in one-dimensional case. ""]","[{""start"":522,""end"":654}]",The charge-order qualification is textually ambiguous.,Insulator-metal-like spectral transition,P1586:m,mechanism_process,P1586,5678626ae21f9f175a8a43a85a1b3c12444e4bda087e70ee204d920dc0aa7b47,Thermodynamics and Energy Spectrum of Strongly Correlated Proton and Ionic Conductors,constitutes,In frames of the projected coherent potential approximation we calculate the energy spectrum of the system in one-dimensional case. ,P1586:r008,,model_reviewed_supported_single_pass,intrinsic_material_mechanism,iTE:C18cdb751f4e936,accepted,Spectral gap closure,P1586:l,mechanism_process,iTE:Cf61b2ca300a82e,2008
research,hypothesis,iTE:P1586:r009,own_work,Temperature-induced spectral gap closure within the model.,"[""This fact can be considered as theoretical explanation of superionic transition, i.e. transition from the low-temperature ordered (ferroelastic) state to high temperature conducting state with random distribution of ions (protons). ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1080/00150190802440765,iTE,"[{""start"":878,""end"":1087},{""start"":1087,""end"":1319}]",r009,,,[],theoretical,"[""This fact can be considered as theoretical explanation of superionic transition, i.e. transition from the low-temperature ordered (ferroelastic) state to high temperature conducting state with random distribution of ions (protons). ""]","[{""start"":1087,""end"":1319}]",,Superionic transition,P1586:n,mechanism_process,P1586,5678626ae21f9f175a8a43a85a1b3c12444e4bda087e70ee204d920dc0aa7b47,Thermodynamics and Energy Spectrum of Strongly Correlated Proton and Ionic Conductors,may theoretically explain,At certain range of parameters values we also observe the insulator-metal-like transition in the spectrum as it closes the gap with the temperature increase while the system exits in the charge-ordered state. ,P1586:r009,,not_targeted_by_full_audit_v1,ion_mass_transport,iTE:Cf61b2ca300a82e,accepted,Insulator-metal-like spectral transition,P1586:m,mechanism_process,iTE:Ca5193bef0e85bb,2008
research,author_claim,iTE:P1586:r010,own_work,Proposed interpretation of the model transition.,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1080/00150190802440765,iTE,"[{""start"":1087,""end"":1319}]",r010,,,[],theoretical,"[""This fact can be considered as theoretical explanation of superionic transition, i.e. transition from the low-temperature ordered (ferroelastic) state to high temperature conducting state with random distribution of ions (protons). ""]","[{""start"":1087,""end"":1319}]",,Low-temperature ordered ferroelastic state,P1586:o,state_structure,P1586,5678626ae21f9f175a8a43a85a1b3c12444e4bda087e70ee204d920dc0aa7b47,Thermodynamics and Energy Spectrum of Strongly Correlated Proton and Ionic Conductors,starts from,"This fact can be considered as theoretical explanation of superionic transition, i.e. transition from the low-temperature ordered (ferroelastic) state to high temperature conducting state with random distribution of ions (protons). ",P1586:r010,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:Ca5193bef0e85bb,accepted,Superionic transition,P1586:n,mechanism_process,iTE:Ca96a4b78304725,2008
research,author_claim,iTE:P1586:r011,own_work,Proposed interpretation of the model transition.,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1080/00150190802440765,iTE,"[{""start"":1087,""end"":1319}]",r011,,,[],theoretical,"[""This fact can be considered as theoretical explanation of superionic transition, i.e. transition from the low-temperature ordered (ferroelastic) state to high temperature conducting state with random distribution of ions (protons). ""]","[{""start"":1087,""end"":1319}]",,High-temperature conducting state with randomly distributed ions or protons,P1586:p,state_structure,P1586,5678626ae21f9f175a8a43a85a1b3c12444e4bda087e70ee204d920dc0aa7b47,Thermodynamics and Energy Spectrum of Strongly Correlated Proton and Ionic Conductors,leads to,"This fact can be considered as theoretical explanation of superionic transition, i.e. transition from the low-temperature ordered (ferroelastic) state to high temperature conducting state with random distribution of ions (protons). ",P1586:r011,,not_targeted_by_full_audit_v1,ion_mass_transport,iTE:Ca5193bef0e85bb,accepted,Superionic transition,P1586:n,mechanism_process,iTE:Cfed3a840e3bd6a,2008
research,author_claim,iTE:P1587:r001,own_work,Ambient conditions; DFT.,"[""Our results reveal that MgAu2F8 undergoes a remarkable transformation from a wide-bandgap semiconductor at ambient conditions to a highly reflective, optically anisotropic, and metallic state under extreme compression. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.32604/cmc.2026.079045,iTE,"[{""start"":370,""end"":650},{""start"":650,""end"":869}]",r001,,,[],computational,"[""In this work, we present the first comprehensive density functional theory (DFT) investigation of the rare and formerly unreported MgAu2F8 complex metal fluoride, systematically revealing its electronic, optical, and thermoelectric properties under varying hydrostatic pressures. ""]","[{""start"":370,""end"":650}]",,Wide-bandgap semiconductor,P1587:b,state_structure,P1587,0c1aa9576dab7ff14f7be9d698eeeff67360ec32ac0ae7f26f80da1df5a3dbfe,"Revealing the Electronic, Optical, and Thermoelectrical Properties of MgAu2F8 through DFT Calculations",is,"In this work, we present the first comprehensive density functional theory (DFT) investigation of the rare and formerly unreported MgAu2F8 complex metal fluoride, systematically revealing its electronic, optical, and thermoelectric properties under varying hydrostatic pressures. ",P1587:r001,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C9bcd2b2b29e997,accepted,MgAu2F8,P1587:a,material_entity,iTE:C5be6f1332e8abc,2026
research,author_claim,iTE:P1587:r002,own_work,DFT; from the ambient wide-bandgap semiconductor.,"[""Our results reveal that MgAu2F8 undergoes a remarkable transformation from a wide-bandgap semiconductor at ambient conditions to a highly reflective, optically anisotropic, and metallic state under extreme compression. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.32604/cmc.2026.079045,iTE,"[{""start"":370,""end"":650},{""start"":650,""end"":869}]",r002,,,[],computational,"[""In this work, we present the first comprehensive density functional theory (DFT) investigation of the rare and formerly unreported MgAu2F8 complex metal fluoride, systematically revealing its electronic, optical, and thermoelectric properties under varying hydrostatic pressures. ""]","[{""start"":370,""end"":650}]",,Metallic state,P1587:d,state_structure,P1587,0c1aa9576dab7ff14f7be9d698eeeff67360ec32ac0ae7f26f80da1df5a3dbfe,"Revealing the Electronic, Optical, and Thermoelectrical Properties of MgAu2F8 through DFT Calculations",transforms MgAu2F8 into,"In this work, we present the first comprehensive density functional theory (DFT) investigation of the rare and formerly unreported MgAu2F8 complex metal fluoride, systematically revealing its electronic, optical, and thermoelectric properties under varying hydrostatic pressures. ",P1587:r002,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:Cf02f9d920b1f08,accepted,Extreme hydrostatic compression,P1587:c,condition,iTE:Cdb052dda158f57,2026
research,author_claim,iTE:P1587:r003,own_work,Extreme hydrostatic compression; DFT.,"[""Our results reveal that MgAu2F8 undergoes a remarkable transformation from a wide-bandgap semiconductor at ambient conditions to a highly reflective, optically anisotropic, and metallic state under extreme compression. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.32604/cmc.2026.079045,iTE,"[{""start"":370,""end"":650},{""start"":650,""end"":869}]",r003,,,[],computational,"[""In this work, we present the first comprehensive density functional theory (DFT) investigation of the rare and formerly unreported MgAu2F8 complex metal fluoride, systematically revealing its electronic, optical, and thermoelectric properties under varying hydrostatic pressures. ""]","[{""start"":370,""end"":650}]",,High optical reflectivity,P1587:e,performance_function,P1587,0c1aa9576dab7ff14f7be9d698eeeff67360ec32ac0ae7f26f80da1df5a3dbfe,"Revealing the Electronic, Optical, and Thermoelectrical Properties of MgAu2F8 through DFT Calculations",exhibits,"In this work, we present the first comprehensive density functional theory (DFT) investigation of the rare and formerly unreported MgAu2F8 complex metal fluoride, systematically revealing its electronic, optical, and thermoelectric properties under varying hydrostatic pressures. ",P1587:r003,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C9bcd2b2b29e997,accepted,MgAu2F8,P1587:a,material_entity,iTE:Cac9d5241afa8a0,2026
