entry_id,paper_id,year,title,doi,role,text,x,y
TG_0253_mechanism,TG_0253,2026,Role of strong electrolytes on resistivity components in a liquid themoelectronic converter,10.35848/1347-4065/ae2ec1,mechanism,supporting electrolyte lowers solution resistance but raises charge-transfer/diffusion resistance through viscosity and concentration effects,14.400263,0.7517228
TG_0254_material,TG_0254,2026,High-Performance Cu-Based Liquid Thermocells Enabled by Thermosensitive Crystallization and Etched Carbon Cloth Electrode,10.1007/s40820-025-01977-w,material,Cu+/Cu2+ liquid thermocells with thermosensitive crystallization and etched carbon cloth electrodes,13.114734,3.5240176
TG_0254_mechanism,TG_0254,2026,High-Performance Cu-Based Liquid Thermocells Enabled by Thermosensitive Crystallization and Etched Carbon Cloth Electrode,10.1007/s40820-025-01977-w,mechanism,Cu2+ crystallization sustains concentration gradient for higher thermopower; etched carbon cloth accelerates redox kinetics,13.079594,3.4162788
TG_0255_material,TG_0255,2026,Adiabatic Thermal Runaway Behaviors of Lithium-Ion Batteries With High-Capacity Cathodes (LiNi0.9Co0.05Mn0.05 O2 and LiFePO4) at the Cell Level: A Comparative Study,10.1115/1.4071375,material,129 Ah LiNi0.9Co0.05Mn0.05O2 and 107 Ah LiFePO4 lithium-ion cells,13.391097,4.3984876
TG_0255_mechanism,TG_0255,2026,Adiabatic Thermal Runaway Behaviors of Lithium-Ion Batteries With High-Capacity Cathodes (LiNi0.9Co0.05Mn0.05 O2 and LiFePO4) at the Cell Level: A Comparative Study,10.1115/1.4071375,mechanism,"different cathode chemistries and heat-generation kinetics produce distinct adiabatic thermal-runaway onset, warning time, and peak temperature",12.4906645,1.106094
TG_0256_material,TG_0256,2025,Giant and bidirectionally tunable ionic thermopower in Cu-based liquid flow thermocells enabled by solvation entropy for low-grade heat harvesting,10.1039/d5ta05193b,material,CuSO4/H2SO4 liquid-flow thermocell with Cu walls and foam Cu electrodes,14.676969,4.7695656
TG_0256_mechanism,TG_0256,2025,Giant and bidirectionally tunable ionic thermopower in Cu-based liquid flow thermocells enabled by solvation entropy for low-grade heat harvesting,10.1039/d5ta05193b,mechanism,Cu2+-H+/SO42- solvation entropy tuning enables n-p thermopower conversion and forced-flow power enhancement,15.856612,1.4476221
TG_0257_material,TG_0257,2025,Cost-effective n-type liquid flow thermocells with giant ionic thermopower and power density through solvation entropy engineering for low-grade heat harvesting,10.1016/j.cej.2025.168815,material,FeCl3/FeCl2 separate-flow n-type liquid-flow thermocell,14.751432,4.656361
TG_0257_mechanism,TG_0257,2025,Cost-effective n-type liquid flow thermocells with giant ionic thermopower and power density through solvation entropy engineering for low-grade heat harvesting,10.1016/j.cej.2025.168815,mechanism,mixing degrades Fe(H2O)5Cl2+ complexes and increases Fe3+-water redox solvation entropy and kinetics,15.853764,1.3167089
TG_0258_material,TG_0258,2024,Thermoelectric Hydrogel Electronic Skin for Passive Multimodal Physiological Perception,10.1021/acssensors.3c02172,material,"PVA/low-acyl gellan gum hydrogel with [Fe(CN)6]4-/3-, glycerol, and Li+",15.694691,6.11787
TG_0258_mechanism,TG_0258,2024,Thermoelectric Hydrogel Electronic Skin for Passive Multimodal Physiological Perception,10.1021/acssensors.3c02172,mechanism,ferri/ferrocyanide thermogalvanic hydrogel with glycerol/Li+ anti-drying/antifreezing enables passive multimodal physiological sensing,11.571608,2.8433168
TG_0259_material,TG_0259,2025,In Situ Hofmeister Effect in Polymer Solution by Hydrophobic I3 - for Multifunctional Hydrogel,10.1021/acs.nanolett.5c04372,material,I2/I--generated hydrophobic I3- multifunctional hydrogel,14.994885,5.486014
TG_0259_mechanism,TG_0259,2025,In Situ Hofmeister Effect in Polymer Solution by Hydrophobic I3 - for Multifunctional Hydrogel,10.1021/acs.nanolett.5c04372,mechanism,"in situ Hofmeister effect from I3- rapidly forms reconstructable, self-healing, redox-active hydrogel for self-powered temperature/strain sensing",11.224446,1.5936388
TG_0260_material,TG_0260,2026,Multi-material 3D printing of self-powered sensors based on ionic thermoelectric hydrogels,10.1080/17452759.2026.2638660,material,3D-printable gelatin/kappa-carrageenan hydrogel with SO42-/SO32- redox couple and silicone encapsulation,16.134169,4.969214
TG_0260_mechanism,TG_0260,2026,Multi-material 3D printing of self-powered sensors based on ionic thermoelectric hydrogels,10.1080/17452759.2026.2638660,mechanism,double-network porous printable hydrogel improves ion transport and deformation-stable thermogalvanic output,13.100361,3.0308678
TG_0261_material,TG_0261,2026,Programmable Electrochemical Thermopower via Cation Storage Mode and Structural Order,10.1002/cssc.202502685,material,anatase TiO2 Li+ and Na+ intercalation/EDL electrodes with 30 nm and 5 nm particles,13.714906,5.8160443
TG_0261_mechanism,TG_0261,2026,Programmable Electrochemical Thermopower via Cation Storage Mode and Structural Order,10.1002/cssc.202502685,mechanism,"cation storage mode, structural disorder, and interfacial entropy tune electrochemical thermopower within TiO2",15.489964,1.1859871
TG_0262_material,TG_0262,2026,Efficient seawater desalination enabled by temperature-regulated electrolyte gradient,10.1016/j.cej.2026.178256,material,ETRD system with LiFePO4/FePO4 solid mediator loops and thermocell,12.927393,5.647543
TG_0262_mechanism,TG_0262,2026,Efficient seawater desalination enabled by temperature-regulated electrolyte gradient,10.1016/j.cej.2026.178256,mechanism,temperature-regulated electrolyte gradient amplifies thermogalvanic output and drives continuous redox desalination,12.71304,1.5935405
TG_0263_material,TG_0263,2026,Robust thermocells based on deep eutectic solvent-tailored gel electrolytes for low-grade heat harvesting,10.1016/j.jechem.2026.05.024,material,DES/PVA gel electrolyte with [Fe(CN)6]3-/4-,15.160322,6.526328
TG_0263_mechanism,TG_0263,2026,Robust thermocells based on deep eutectic solvent-tailored gel electrolytes for low-grade heat harvesting,10.1016/j.jechem.2026.05.024,mechanism,"deep eutectic solvent densifies/crystallizes PVA network and asymmetrically solvates ferri/ferrocyanide, improving robustness and thermopower",14.544143,5.934857
TG_0264_material,TG_0264,2025,Sensitivity Factors of Thermally Regenerative Electrochemical Cycle Systems Using Fuel Cell's Waste Heat,10.3390/en18205422,material,TREC systems using fuel-cell waste heat and redox pairs,12.906166,5.4990144
TG_0264_mechanism,TG_0264,2025,Sensitivity Factors of Thermally Regenerative Electrochemical Cycle Systems Using Fuel Cell's Waste Heat,10.3390/en18205422,mechanism,sensitivity analysis shows redox thermal coefficients and membrane active area dominate TREC heat-recovery performance,13.432813,0.59335786
TG_0265_material,TG_0265,2025,Enhancing P-type and N-type thermocells performance with carboxylated chitosan additive,10.1016/j.jpowsour.2025.236165,material,P-type and N-type redox thermocells with carboxylated chitosan additive and MPC Metal/PET/carbon-felt packing,14.627562,3.6325867
TG_0265_mechanism,TG_0265,2025,Enhancing P-type and N-type thermocells performance with carboxylated chitosan additive,10.1016/j.jpowsour.2025.236165,mechanism,carboxylated chitosan enhances Seebeck coefficients for both p/n redox systems and lightweight sandwich packing lowers cost/resistance,14.685436,0.8344187
TG_0266_material,TG_0266,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,material,MXene/PVA hydrogel with Cu2+/Cl- ions and Cu electrodes,14.89045,5.25528
TG_0266_mechanism,TG_0266,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,mechanism,MXene tunes Cu2+/Cl- thermodiffusion while Cu/Cu2+ interfacial redox enables continuous current; gel also senses strain/temperature,13.73564,2.5814185
TG_0267_material,TG_0267,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,material,gelatin-CsCl ionic hydrogel with carbon-based paper electrodes,15.253943,5.828297
TG_0267_mechanism,TG_0267,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,mechanism,"CBP electrode infiltration restricts cations and facilitates anion thermodiffusion, switching thermopower and improving supercapacitor energy output",13.588533,2.684722
TG_0268_material,TG_0268,2024,Tough and elastic hydrogel thermocells for heat energy utilization,10.1016/j.cej.2024.152887,material,skin-like dense interwoven hydrogel thermocell,14.900416,5.6240478
TG_0268_mechanism,TG_0268,2024,Tough and elastic hydrogel thermocells for heat energy utilization,10.1016/j.cej.2024.152887,mechanism,dense network disperses stress and blocks cracks while redox thermogalvanic reactions provide stable stretchable heat-to-electric output,12.651474,3.001602
TG_0269_material,TG_0269,2024,Strong concentration gradient effect and weak solvation effect in thermopower enhancement in K 3 Fe(CN) 6 / K 4 Fe(CN) 6 aqueous electrolyte with ethanol addition,10.1016/j.cej.2024.152806,material,K3/K4Fe(CN)6 aqueous electrolyte with ethanol addition,14.7218,4.90828
TG_0269_mechanism,TG_0269,2024,Strong concentration gradient effect and weak solvation effect in thermopower enhancement in K 3 Fe(CN) 6 / K 4 Fe(CN) 6 aqueous electrolyte with ethanol addition,10.1016/j.cej.2024.152806,mechanism,ethanol-induced thermosensitive K4Fe(CN)6 solubility creates large ferrocyanide concentration gradient and suppresses heat convection,13.277112,1.7520709
TG_0270_material,TG_0270,2025,Mechanically Adaptable High-Performance p(SBMA-MMA) Copolymer Hydrogel with Iron (II/III) Perchlorate for Wearable Thermocell Applications,10.1002/adfm.202412524,material,p(SBMA-MMA) copolymer hydrogel immersed in Fe(ClO4)2/3,14.504258,4.0581565
TG_0270_mechanism,TG_0270,2025,Mechanically Adaptable High-Performance p(SBMA-MMA) Copolymer Hydrogel with Iron (II/III) Perchlorate for Wearable Thermocell Applications,10.1002/adfm.202412524,mechanism,"SBMA provides ionic conduction, MMA provides mechanical stability, and Fe2+/Fe3+ perchlorate supplies n-type thermogalvanic output",13.026486,2.7245314
TG_0271_material,TG_0271,2024,High-performance wood-based thermoelectric sponges for thermal energy harvesting and smart buildings,10.1007/s12274-024-6467-y,material,wood-based thermoelectric sponge with tellurium thermoelectric nanowires,15.606183,4.1554365
TG_0271_mechanism,TG_0271,2024,High-performance wood-based thermoelectric sponges for thermal energy harvesting and smart buildings,10.1007/s12274-024-6467-y,mechanism,"wood channels and compressive cycling improve Te nanowire contact, enhancing electronic thermoelectric Seebeck response for buildings",12.541887,2.209467
TG_0272_material,TG_0272,2025,Reversibly tuning thermopower enabled by phase-change electrolytes for low-grade heat harvesting,10.1039/d4ee03351e,material,moderate-concentration phase-change thermodiffusion electrolyte,13.589407,2.084159
TG_0272_mechanism,TG_0272,2025,Reversibly tuning thermopower enabled by phase-change electrolytes for low-grade heat harvesting,10.1039/d4ee03351e,mechanism,phase transition reversibly changes dominant ion transport and switches thermopower polarity from p-type to n-type,14.577353,3.1011932
TG_0273_material,TG_0273,2023,High-performance ionic thermoelectric materials and emerging applications of ionic thermoelectric devices,10.1016/j.mtener.2023.101342,material,high-performance ionic thermoelectric materials/devices,15.6952505,3.6018953
TG_0273_mechanism,TG_0273,2023,High-performance ionic thermoelectric materials and emerging applications of ionic thermoelectric devices,10.1016/j.mtener.2023.101342,mechanism,"review summarizes optimization of ionic thermoelectric materials and devices for low-grade, solar, and body heat harvesting",15.738793,3.4087932
TG_0274_material,TG_0274,2024,Significantly enhanced properties of micro-ionic thermocells through the microstructure interfacial effect,10.1039/d4ta03996c,material,micro-ionic thermocell with Fe(CN)6 4-/3- electrolyte and soft-lithography microstructures,14.652833,6.188248
TG_0274_mechanism,TG_0274,2024,Significantly enhanced properties of micro-ionic thermocells through the microstructure interfacial effect,10.1039/d4ta03996c,mechanism,"microstructure-electrolyte interfacial effects accelerate solvation entropy change, ion reaction, and mass transfer",15.439168,1.1644982
TG_0275_material,TG_0275,2023,Integrated Moist-Thermoelectric Generator for Efficient Waste Steam Energy Utilization,10.1002/advs.202206071,material,flexible moist-thermoelectric generator with polyelectrolyte membrane,15.456335,4.6115513
TG_0275_mechanism,TG_0275,2023,Integrated Moist-Thermoelectric Generator for Efficient Waste Steam Energy Utilization,10.1002/advs.202206071,mechanism,"water adsorption and heat induce Na+/H+ dissociation and diffusion, combining moist-electric and thermoelectric mechanisms",13.713305,2.9662097
TG_0276_material,TG_0276,2023,FeNC Electrocatalyst for Enhancing Fe(II)/Fe(III) Redox Kinetics in Thermo-Electrochemical Cells,10.1002/adfm.202304067,material,FeNC electrocatalyst with Fe2+/Fe3+ redox couple in thermo-electrochemical cells,12.818123,4.596257
TG_0276_mechanism,TG_0276,2023,FeNC Electrocatalyst for Enhancing Fe(II)/Fe(III) Redox Kinetics in Thermo-Electrochemical Cells,10.1002/adfm.202304067,mechanism,chaotropic counteranions increase Fe2+/3+ solvation disorder and FeNC accelerates inner-sphere redox kinetics at low cost,15.636222,1.1404074
TG_0277_material,TG_0277,2023,Aqueous biphase-boosted liquid-state thermocell for continuous low-grade heat harvesting,10.1016/j.cej.2023.142018,material,aqueous biphasic K3/K4[Fe(CN)6] liquid thermocell with porous graphite felt electrode,15.316791,7.32709
TG_0277_mechanism,TG_0277,2023,Aqueous biphase-boosted liquid-state thermocell for continuous low-grade heat harvesting,10.1016/j.cej.2023.142018,mechanism,"biphase solvent creates different electrode solvation environments and suppresses convection, improving Seebeck and reducing thermal conductivity",13.18041,2.1471608
TG_0278_material,TG_0278,2024,Self-powered sensors utilizing single-pillar thermocells with pyrolytic graphite sheet electrodes: harvesting body heat and solar thermal energy,10.1016/j.mtener.2024.101668,material,single-pillar thermocells with hydrophilic pyrolytic graphite sheet electrodes,14.08985,6.4870877
TG_0278_mechanism,TG_0278,2024,Self-powered sensors utilizing single-pillar thermocells with pyrolytic graphite sheet electrodes: harvesting body heat and solar thermal energy,10.1016/j.mtener.2024.101668,mechanism,compact thermocells harvest body/solar heat to power DC-DC converters and wireless sensors,13.401369,4.0199876
TG_0279_material,TG_0279,2024,Evaluation of in-plane architecture in a thermo-electrochemical cell with nanostructured and porous Sb:SnO2 electrodes,10.1016/j.elecom.2024.107750,material,planar Sb:SnO2 or Pt electrode thermo-electrochemical cells with ferro/ferricyanide electrolyte,12.258237,4.469718
TG_0279_mechanism,TG_0279,2024,Evaluation of in-plane architecture in a thermo-electrochemical cell with nanostructured and porous Sb:SnO2 electrodes,10.1016/j.elecom.2024.107750,mechanism,in-plane architecture and porous Sb:SnO2 electrodes increase temperature coefficient and maximum power output relative to standard layouts,14.868514,1.05097
TG_0280_material,TG_0280,2017,High Power Density Electrochemical Thermocells for Inexpensively Harvesting Low-Grade Thermal Energy,10.1002/adma.201605652,material,Pt-free electrochemical thermocells,12.954216,4.7438526
TG_0280_mechanism,TG_0280,2017,High Power Density Electrochemical Thermocells for Inexpensively Harvesting Low-Grade Thermal Energy,10.1002/adma.201605652,mechanism,low-cost electrode/cell design delivers high power density under large interelectrode temperature difference,14.184685,1.6351874
TG_0281_material,TG_0281,2022,"Thermocells-enabled low-grade heat harvesting: challenge, progress, and prospects",10.1016/j.mtener.2022.101032,material,p-type and n-type thermocells and redox-pair/device architectures,14.6139345,3.589019
TG_0281_mechanism,TG_0281,2022,"Thermocells-enabled low-grade heat harvesting: challenge, progress, and prospects",10.1016/j.mtener.2022.101032,mechanism,"review maps p/n redox thermodynamics, kinetics, electrolyte/electrode bottlenecks, and integrated low-grade heat harvesting strategies",15.575137,3.15762
TG_0282_material,TG_0282,2016,Supramolecular Thermo-Electrochemical Cells: Enhanced Thermoelectric Performance by Host-Guest Complexation and Salt-Induced Crystallization,10.1021/jacs.6b04923,material,I-/I3- thermo-electrochemical cell with alpha-cyclodextrin host,12.694283,4.4905486
TG_0282_mechanism,TG_0282,2016,Supramolecular Thermo-Electrochemical Cells: Enhanced Thermoelectric Performance by Host-Guest Complexation and Salt-Induced Crystallization,10.1021/jacs.6b04923,mechanism,temperature-dependent alpha-cyclodextrin-triiodide complexation creates redox-ion concentration gradient and enhanced Seebeck coefficient,13.566496,1.499013
TG_0283_material,TG_0283,2022,Cost-effective n-type thermocells enabled by thermosensitive crystallizations and 3D multi-structured electrodes,10.1016/j.nanoen.2021.106795,material,Cu/Cu2+ n-type thermocell with thermosensitive crystallization and 3D multi-structured electrodes,13.13656,3.5688615
TG_0283_mechanism,TG_0283,2022,Cost-effective n-type thermocells enabled by thermosensitive crystallizations and 3D multi-structured electrodes,10.1016/j.nanoen.2021.106795,mechanism,"Cu2+ crystallization boosts thermopower and 3D electrodes improve kinetics, enabling high-performance p-n thermocell integration",13.0282,3.3723075
TG_0284_material,TG_0284,2020,Unravelling ionic speciation and hydration structure of Fe(III/II) redox couples for thermoelectrochemical cells,10.1016/j.electacta.2020.135651,material,"Fe(III/II) perchlorate, chloride, and sulfate redox electrolytes",11.348053,4.9917903
TG_0284_mechanism,TG_0284,2020,Unravelling ionic speciation and hydration structure of Fe(III/II) redox couples for thermoelectrochemical cells,10.1016/j.electacta.2020.135651,mechanism,"non-coordinating perchlorate preserves Fe(H2O)6 3+/2+ hydration-number change, raising Seebeck coefficient and ionic conductivity",14.548059,1.9340496
TG_0285_material,TG_0285,2023,Biomass-Derived Sustainable Electrode Material for Low-Grade Heat Harvesting,10.3390/nano13091488,material,mandarin-peel-derived porous carbon thermocell electrodes,13.890911,6.2145762
TG_0285_mechanism,TG_0285,2023,Biomass-Derived Sustainable Electrode Material for Low-Grade Heat Harvesting,10.3390/nano13091488,mechanism,carbonization/nitrogen-doped porosity increases electrode active area for temperature-dependent redox thermocell output,13.21401,0.67477363
TG_0286_material,TG_0286,2014,Charging-free electrochemical system for harvesting low-grade thermal energy,10.1073/pnas.1415097111,material,charging-free TREC with soluble Fe(CN)6 3-/4- and Prussian blue particles,15.26225,6.246244
TG_0286_mechanism,TG_0286,2014,Charging-free electrochemical system for harvesting low-grade thermal energy,10.1073/pnas.1415097111,mechanism,"spontaneous full-cell reaction reverses direction between low and high temperature, allowing two discharge steps without external charging",15.043687,3.0045738
TG_0287_material,TG_0287,2016,Enhanced thermal energy harvesting performance of a cobalt redox couple in ionic liquid-solvent mixtures,10.1039/c5cp04305k,material,cobalt bipyridyl redox couple in mixed MPN/[C2mim][B(CN)4] ionic-liquid/molecular solvent electrolyte,12.174,5.380219
TG_0287_mechanism,TG_0287,2016,Enhanced thermal energy harvesting performance of a cobalt redox couple in ionic liquid-solvent mixtures,10.1039/c5cp04305k,mechanism,"mixed solvent improves ionic conductivity and diffusion of cobalt redox species, raising thermoelectrochemical power output",13.095566,2.5250578
TG_0288_material,TG_0288,2010,Harvesting Waste Thermal Energy Using Carbon-Nanotube-Based Thermo-Electrochemical Cell,10.1021/nl903267n,material,multiwalled carbon nanotube thermocell electrodes in practical cell formats,13.792524,6.1952634
TG_0288_mechanism,TG_0288,2010,Harvesting Waste Thermal Energy Using Carbon-Nanotube-Based Thermo-Electrochemical Cell,10.1021/nl903267n,mechanism,MWNT high surface area and fast redox-mediated electron transfer increase current and Carnot-relative efficiency,15.131527,0.8417142
TG_0289_material,TG_0289,2023,"Hierarchical heterostructure built on the basis of SiO2 dielectric matrix and supramolecular complex ?-cyclodextrin-ferrocene: Fabrication, physical properties and applications",10.1016/j.materresbull.2023.112220,material,SiO2 dielectric matrix with alpha-cyclodextrin-ferrocene supramolecular clathrate,15.457793,2.4559364
TG_0289_mechanism,TG_0289,2023,"Hierarchical heterostructure built on the basis of SiO2 dielectric matrix and supramolecular complex ?-cyclodextrin-ferrocene: Fabrication, physical properties and applications",10.1016/j.materresbull.2023.112220,mechanism,"ferrocene oxidation and hierarchical dielectric structure produce thermoEMF, spin EMF, photo-EMF, and quantum-capacitive effects",16.020506,4.058325
TG_0290_material,TG_0290,2018,Quasi-solid-State Electrolytes for Low-Grade Thermal Energy Harvesting using a Cobalt Redox Couple,10.1002/cssc.201800794,material,MPN cobalt bipyridyl redox electrolyte gelled with PVDF or PVDF-HFP,12.364575,5.418037
TG_0290_mechanism,TG_0290,2018,Quasi-solid-State Electrolytes for Low-Grade Thermal Energy Harvesting using a Cobalt Redox Couple,10.1002/cssc.201800794,mechanism,quasi-solid gel suppresses leakage while cobalt redox diffusivity/concentration and electrode spacing determine thermocell performance,16.247316,3.5703633
TG_0291_material,TG_0291,2023,Experimental Investigation of Coupled Transport Mechanisms in a PEM Based Thermoelectric Energy Converter,10.3390/en16145434,material,PEM-based TGC with two H2/H2O electrodes at different temperatures/gas compositions,14.639938,4.3967657
TG_0291_mechanism,TG_0291,2023,Experimental Investigation of Coupled Transport Mechanisms in a PEM Based Thermoelectric Energy Converter,10.3390/en16145434,mechanism,temperature and concentration gradients drive coupled proton transport and electrode potential differences described by nonequilibrium thermodynamics,14.1107235,2.020658
TG_0292_material,TG_0292,2018,Bulk electronic transport impacts on electron transfer at conducting polymer electrode-electrolyte interfaces,10.1073/pnas.1806087115,material,PEDOT conducting polymer electrode with ferro/ferricyanide electrolyte,11.868268,4.272455
TG_0292_mechanism,TG_0292,2018,Bulk electronic transport impacts on electron transfer at conducting polymer electrode-electrolyte interfaces,10.1073/pnas.1806087115,mechanism,percolation-based bulk electronic transport in PEDOT controls heterogeneous electron transfer and thermogalvanic power,14.90269,1.1813563
TG_0293_material,TG_0293,2013,Carbon Nanotube - Reduced Graphene Oxide Composites for Thermal Energy Harvesting Applications,10.1002/adma.201303295,material,CNT-reduced graphene oxide composite thermocell electrodes,14.638361,6.8298097
TG_0293_mechanism,TG_0293,2013,Carbon Nanotube - Reduced Graphene Oxide Composites for Thermal Energy Harvesting Applications,10.1002/adma.201303295,mechanism,abstract unavailable; title indicates CNT/rGO carbon composite electrodes for thermal energy harvesting thermocells,14.135066,5.535812
TG_0294_material,TG_0294,2023,Thermal Gradient Infrared Spectroscopy for Diffusion in Polymers,10.1021/acs.jpcb.3c04130,material,SEO block copolymer/LiTFSI polymer electrolyte studied by thermal-gradient FTIR-ATR,14.124942,3.9543252
TG_0294_mechanism,TG_0294,2023,Thermal Gradient Infrared Spectroscopy for Diffusion in Polymers,10.1021/acs.jpcb.3c04130,mechanism,temperature-gradient Soret effect creates salt concentration gradients used to measure diffusion in polymer electrolytes relevant to thermogalvanic cells,13.107444,1.6259494
TG_0295_material,TG_0295,2018,Exploiting the waste heat from an alkaline fuel cell via electrochemical cycles,10.1016/j.energy.2017.10.112,material,"AFC-TREC hybrid system with alkaline fuel cell, multiple TRECs, and regenerator",12.940132,5.6422467
TG_0295_mechanism,TG_0295,2018,Exploiting the waste heat from an alkaline fuel cell via electrochemical cycles,10.1016/j.energy.2017.10.112,mechanism,thermally regenerative electrochemical cycles harvest alkaline fuel-cell waste heat to raise hybrid power density,12.9302,5.2334843
TG_0296_material,TG_0296,2021,Ionic transport properties and their empirical correlations for thermal-to-electrical energy conversion,10.1016/j.mtphys.2021.100433,material,solid-state polyelectrolytes with ionic thermodiffusion/Soret effect,13.838427,2.8995588
TG_0296_mechanism,TG_0296,2021,Ionic transport properties and their empirical correlations for thermal-to-electrical energy conversion,10.1016/j.mtphys.2021.100433,mechanism,humidity-dependent ion conductivity and thermopower correlations guide thermal-to-electrical conversion by mobile ions,12.928246,2.3142111
TG_0297_material,TG_0297,2017,Using electrochemical cycles to efficiently exploit the waste heat from a proton exchange membrane fuel cell,10.1016/j.enconman.2017.04.058,material,PEMFC-TREC hybrid system,12.85555,5.706138
TG_0297_mechanism,TG_0297,2017,Using electrochemical cycles to efficiently exploit the waste heat from a proton exchange membrane fuel cell,10.1016/j.enconman.2017.04.058,mechanism,thermally regenerative electrochemical cycles exploit proton-exchange-membrane fuel-cell waste heat and increase system power output,13.003004,5.210836
TG_0298_material,TG_0298,2018,Thermo-electrochemical cells empowered by selective inclusion of redox-active ions by polysaccharides,10.1039/c7se00470b,material,I-/I3- thermo-electrochemical cells with starch or PVP polysaccharide/polymer hosts,12.821852,4.401316
TG_0298_mechanism,TG_0298,2018,Thermo-electrochemical cells empowered by selective inclusion of redox-active ions by polysaccharides,10.1039/c7se00470b,mechanism,selective polymer inclusion of I3- at cold side changes free triiodide concentration and increases Seebeck coefficient,13.797644,1.506933
TG_0299_material,TG_0299,2023,High-efficiency zinc thermal charging supercapacitors enabled by hierarchical porous carbon electrodes,10.1016/j.jpowsour.2022.232386,material,zinc-ion thermal charging supercapacitor with nitrogen-doped hierarchical porous carbon electrodes,13.604327,5.3378825
TG_0299_mechanism,TG_0299,2023,High-efficiency zinc thermal charging supercapacitors enabled by hierarchical porous carbon electrodes,10.1016/j.jpowsour.2022.232386,mechanism,"hierarchical porous carbon expands active surface and shortens ion diffusion, integrating thermocell heat conversion with Zn supercapacitor storage",13.718383,5.089551
TG_0300_material,TG_0300,2017,Maximal continuous power output and parametric optimum design of an electrochemical system driven by low-grade heat,10.1016/j.enconman.2017.01.045,material,multi-TREC electrochemical system operating in different states,12.927945,5.4114213
TG_0300_mechanism,TG_0300,2017,Maximal continuous power output and parametric optimum design of an electrochemical system driven by low-grade heat,10.1016/j.enconman.2017.01.045,mechanism,multiple thermally regenerative electrochemical cycles are staggered to convert low-grade heat into continuous power with optimized current/efficiency tradeoffs,12.953961,5.108327
TG_0301_material,TG_0301,2022,Take it to the Carnot limit: Perspectives and thermodynamics of dual-cell electrochemical heat engines,10.1016/j.enconman.2022.116315,material,dual-cell electrochemical heat engine with two electrochemical flow cells,12.957753,4.828903
TG_0301_mechanism,TG_0301,2022,Take it to the Carnot limit: Perspectives and thermodynamics of dual-cell electrochemical heat engines,10.1016/j.enconman.2022.116315,mechanism,separating heat and electrical conduction allows independent flow/current optimization and potential approach to Carnot efficiency,14.0029125,1.1265657
TG_0302_material,TG_0302,2014,Design and optimization of thermo-electrochemical cells,10.1007/s10800-013-0638-y,material,COMSOL-modeled thermocells with 0.4 M potassium ferri/ferrocyanide electrolyte,11.560257,3.7292595
TG_0302_mechanism,TG_0302,2014,Design and optimization of thermo-electrochemical cells,10.1007/s10800-013-0638-y,mechanism,"mass/heat transfer, fluid dynamics, electrokinetics, and natural convection determine optimal thermocell dimensions and series-stacking efficiency",14.636121,1.1383626
TG_0303_material,TG_0303,2015,Thermoelectric energy recovery at ionic-liquid/electrode interface,10.1063/1.4923199,material,EMIm TFSI/acetonitrile thermally chargeable capacitor with platinum foil or nanoporous carbon electrodes,13.314854,5.7416897
TG_0303_mechanism,TG_0303,2015,Thermoelectric energy recovery at ionic-liquid/electrode interface,10.1063/1.4923199,mechanism,"temperature gradient charges ionic-liquid/electrode double layers without Faradaic electron exchange, storing recoverable electrical energy",12.846114,1.9126549
TG_0304_material,TG_0304,2011,Seebeck coefficients in ionic liquids -prospects for thermo-electrochemical cells,10.1039/c1cc11501d,material,ionic-liquid electrolytes for thermo-electrochemical cells,12.629409,4.678349
TG_0304_mechanism,TG_0304,2011,Seebeck coefficients in ionic liquids -prospects for thermo-electrochemical cells,10.1039/c1cc11501d,mechanism,ionic liquids show Seebeck coefficients suitable for low-grade heat thermoelectric devices at 100-150 C,15.586193,3.1879847
TG_0305_material,TG_0305,2018,Flexible and non-volatile redox active quasi-solid state ionic liquid based electrolytes for thermal energy harvesting,10.1039/c8se00224j,material,[Co(bpy)3]2+/3+ in [C2mim][NTf2] ionic liquid gelled with PVDF or PVDF-HFP,12.319631,5.3790073
TG_0305_mechanism,TG_0305,2018,Flexible and non-volatile redox active quasi-solid state ionic liquid based electrolytes for thermal energy harvesting,10.1039/c8se00224j,mechanism,polymer gelation creates flexible nonvolatile quasi-solid electrolytes while retaining high Seebeck coefficient and allowing thinner cells,16.268654,3.5254455
TG_0306_material,TG_0306,2016,Temperature dependence of the electrode potential of a cobalt-based redox couple in ionic liquid electrolytes for thermal energy harvesting,10.1039/c5fd00238a,material,cobalt redox couple in multiple ionic liquids and propylene-carbonate-diluted ionic liquids,12.119993,5.4420047
TG_0306_mechanism,TG_0306,2016,Temperature dependence of the electrode potential of a cobalt-based redox couple in ionic liquid electrolytes for thermal energy harvesting,10.1039/c5fd00238a,mechanism,ionic-liquid identity controls redox thermodynamics/Seebeck coefficient; dilution improves output power and current density,14.725804,1.6929222
