paper_id,concept_id,canonical_concept,concept_type,concept_subtype,evidence_field,evidence_text,extraction_method,confidence
P1533,C45C8AAD12E,charge-transfer resistance engineering,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,dual-cation CuAg1+xSe including CuAg1.04Se | electric-field-assisted Cu diffusion accelerates mass transfer/densification; Ag content suppresses cation vacancies and ordered Ag nanotwins improve electrical transport,domain_curated_rule,0.97
P1533,C98C1040415,cation transport,transport_mechanism,transport mechanism,abstract/material/mechanism,cation transport,cleaned_open_concept,0.78
P1533,CE4B0E242E7,interfacial charge transfer,electrode_interface,charge transfer,abstract,charge transfer,controlled_rule,0.94
P1541,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"Bi2Te3 hollow spheres, nanosaws, and sheets from TeO2/Te, Bi(NO3)3, HNO3, water/ethylene glycol | microwave heating parameters and acidic medium control Bi2Te3 nanostructure formation",domain_curated_rule,0.97
P1542,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"vertical graphene thermo-induced electric double-layer capacitors with ozone-modified oxygen groups | oxygen functional groups strengthen ion-electrode interactions and charge transfer, raising ionic Seebeck coefficient and capacitance",domain_curated_rule,0.97
P1542,C45C8AAD12E,charge-transfer resistance engineering,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,"vertical graphene thermo-induced electric double-layer capacitors with ozone-modified oxygen groups | oxygen functional groups strengthen ion-electrode interactions and charge transfer, raising ionic Seebeck coefficient and capacitance",domain_curated_rule,0.97
P1542,CE4B0E242E7,interfacial charge transfer,electrode_interface,charge transfer,mechanism_raw,charge transfer,controlled_rule,0.94
P1545,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"sulfonate-bearing polythiophene films PTS-Na and PEDOT:PSS | humidity-driven water uptake separates hydrophobic electronic and hydrophilic ionic phases, strongly increasing ionic conductivity while preserving electronic pathways",domain_curated_rule,0.97
P1545,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"sulfonate-bearing polythiophene films PTS-Na and PEDOT:PSS | humidity-driven water uptake separates hydrophobic electronic and hydrophilic ionic phases, strongly increasing ionic conductivity while preserving electronic pathways",domain_curated_rule,0.97
P1547,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,weavable ion-electron hybrid hydrogel fibers with hydroxyl/sulfonic acid channels and electron transport media | ion-source selection tunes p/n ionic thermopower through bidirectional ion selectivity while electronic media maintain high conductivity,domain_curated_rule,0.97
P1547,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,weavable ion-electron hybrid hydrogel fibers with hydroxyl/sulfonic acid channels and electron transport media | ion-source selection tunes p/n ionic thermopower through bidirectional ion selectivity while electronic media maintain high conductivity,domain_curated_rule,0.97
P1547,CF69DD93A68,selective ion transport,transport_mechanism,ionic transport,mechanism_raw,ion selectivity,controlled_rule,0.94
P1548,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,abstract,ionic conduction,controlled_rule,0.94
P1549,C41BE9B5F0E,solvation-shell remodeling,solvation_entropy,solvation,material+mechanism+abstract,[Fe(CN)6]4-/[Fe(CN)6]3- in water with organic solvent additives | organic solvent molar volume controls replacement of water molecules in redox solvation shells and shifts electrochemical Seebeck coefficient,domain_curated_rule,0.97
P1549,C5CA44ABCFC,redox-solvation hybrid entropy,solvation_entropy,solvation/entropy mechanism,material+mechanism+abstract,[Fe(CN)6]4-/[Fe(CN)6]3- in water with organic solvent additives | organic solvent molar volume controls replacement of water molecules in redox solvation shells and shifts electrochemical Seebeck coefficient,domain_curated_rule,0.97
P1550,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,mechanism_raw,mixed ionic-electronic,controlled_rule,0.94
P1553,C46A965349B,anion transport,transport_mechanism,transport mechanism,abstract/material/mechanism,anion transport,cleaned_open_concept,0.78
P1553,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,material+mechanism+abstract,"CuCl2-containing PEDOT:PSS mixed ionic-electronic films | Cu2+ binds PSS and forms Cl- channels, converting PEDOT:PSS from p-type to n-type ionic thermoelectric behavior",domain_curated_rule,0.97
P1556,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"Ag2S1-xTex solid solutions with 0.2 <= x <= 0.8 | S/Te size mismatch and anion disorder stabilize room-temperature superionic phase, lower Ag+ migration barrier, and create vacancies for ion transport",domain_curated_rule,0.97
P1557,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"all-solid actuator with polyaniline film and PEO-derivative solid polymer electrolyte STO288 | humidity, temperature, voltage, and supporting salt control actuator displacement through SPE ionic conductivity",domain_curated_rule,0.97
P1559,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"HS-CLPME system with PTFE cap, volatile extractant, and thermoelectric cooler | thermoelectric cooling lowers solvent-drop temperature, improving extraction efficiency and GC compatibility for volatile analytes",domain_curated_rule,0.97
P1560,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,ionic hydrogels with coupled ionic thermoelectric and piezoionic effects modeled by T-DeepONet | operator learning separates thermal diffusion and mechanical transient voltage signatures for temperature/pressure field reconstruction,domain_curated_rule,0.97
P1563,CBFAB31D6E6,electrostatic interaction,solvation_entropy,intermolecular interaction,abstract/material/mechanism,electrostatic interactions,cleaned_open_concept,0.78
P1563,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"semiconducting polymers with croconate dianion polymeric ionic liquids and P(g42T-T) | dianion ion-exchange gives double doping, preserves crystalline order, lowers activation energy, and tunes thermoelectric performance/stability",domain_curated_rule,0.97
P1564,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,60B2O3-30Li2O-10Nb2O5 glass and LiNbO3/Li2B4O7 glass-ceramics | heat and electric-field thermoelectric treatment promote LiNbO3 nanocrystallization and alter ion-modifier-dependent dc/ac conduction,domain_curated_rule,0.97
P1566,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,abstract,ionic conduction,controlled_rule,0.94
P1567,CEA29EF1A99,thermal-gradient heat-transfer control,device_mechanism,thermal management,mechanism_raw,thermal management,controlled_rule,0.94
P1571,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,AgCuS nanocrystals | nanoscale order-disorder superionic transitions and excess localized Ag vacancies prevent bulk p-n-p switching and keep p-type conduction,domain_curated_rule,0.97
P1576,C45C8AAD12E,charge-transfer resistance engineering,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,"misfit Ca3Co4O9-delta, [CoO2][Ca2CoO3-delta]0.62, and Ca3Co4O9-delta/CGO composite cathodes | electronic CoO2 layers, oxygen-deficient rocksalt layers, and limited ionic mobility enable SOFC cathode reactions and lower overpotential in CGO composites",domain_curated_rule,0.97
P1576,CE4B0E242E7,interfacial charge transfer,electrode_interface,charge transfer,abstract,charge transfer,controlled_rule,0.94
P1579,CB314592CFB,precipitation and species redistribution,phase_or_species_transition,phase/species transition,abstract,precipitation,controlled_rule,0.94
P1584,C10D3798CF7,selective solvation,solvation_entropy,solvation,material+mechanism+abstract,hydroxyl-coated ionic colloidal nanoparticles in water/DMSO mixtures | thermodiffusion inversion arises from changing nanoparticle Eastman entropy and free-ion thermoelectric contributions across solvent composition,domain_curated_rule,0.97
P1584,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,hydroxyl-coated ionic colloidal nanoparticles in water/DMSO mixtures | thermodiffusion inversion arises from changing nanoparticle Eastman entropy and free-ion thermoelectric contributions across solvent composition,domain_curated_rule,0.97
P1584,CF203EF8121,Eastman entropy of transfer,solvation_entropy,ionic thermodynamics,mechanism_raw,Eastman entropy,controlled_rule,0.94
P1586,C10C4FF4B6C,hydrogen bonding,solvation_entropy,intermolecular interaction,abstract,hydrogen bonds,controlled_rule,0.94
P1592,C555F4672C1,configurational-entropy modulation,phase_or_species_transition,entropy mechanism,mechanism_raw,configurational entropy,controlled_rule,0.94
P1592,C6C09287FDB,high-entropy redox/ion coupling,solvation_entropy,solvation/entropy mechanism,material+mechanism+abstract,"high-entropy chalcogenide alloys (Ge,Sn,Pb)(S,Se,Te) | multication/multianion configurational entropy stabilizes single-phase semiconducting alloys with ambipolar dopability",domain_curated_rule,0.97
P1593,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,thermoelectric Cu2-deltaSe beta/alpha phases | NXMEM shows Cu migration from Cu-rich to Cu-deficient layers and cooperative 32f-site pathways around octahedral cavities drive superionic phase transition,domain_curated_rule,0.97
P1593,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,abstract,ion migration,controlled_rule,0.94
P1598,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,abstract/material/mechanism,phase transition,cleaned_open_concept,0.78
P1601,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"citrate-coated gamma-Fe2O3 nanoparticles with tuned counterions | counterion entropy/hydration controls thermophoretic and thermoelectric Soret contributions, with magnetic fields adding anisotropy",domain_curated_rule,0.97
P1601,CF203EF8121,Eastman entropy of transfer,solvation_entropy,ionic thermodynamics,abstract,Eastman entropy,controlled_rule,0.94
P1603,C6C09287FDB,high-entropy redox/ion coupling,solvation_entropy,solvation/entropy mechanism,material+mechanism+abstract,"BaMgSi, Ba2Mg3Si4, and BaMg2Si2 | bonding hierarchy and rattling Ba cations localize phonons and create anharmonicity, lowering lattice thermal conductivity",domain_curated_rule,0.97
P1604,CBFAB31D6E6,electrostatic interaction,solvation_entropy,intermolecular interaction,abstract/material/mechanism,electrostatic interactions,cleaned_open_concept,0.78
P1605,CEA29EF1A99,thermal-gradient heat-transfer control,device_mechanism,thermal management,mechanism_raw,thermal management,controlled_rule,0.94
P1611,C45C8AAD12E,charge-transfer resistance engineering,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,GeTe under high pressure | pressure-driven phase transitions and Ge/Te ionic-size/charge-transfer effects form site-disordered alloys correlated with superconductivity,domain_curated_rule,0.97
P1611,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,GeTe under high pressure | pressure-driven phase transitions and Ge/Te ionic-size/charge-transfer effects form site-disordered alloys correlated with superconductivity,domain_curated_rule,0.97
P1611,CE4B0E242E7,interfacial charge transfer,electrode_interface,charge transfer,mechanism_raw,charge-transfer,controlled_rule,0.94
P1614,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"humidity-stable ionic hydrogel quasi-solid thermocells with amphiphilic networks and [Fe(CN)6]4-/3- | sulfonate/hygroscopic electrolyte retain water, phenyl crosslinks suppress swelling, and electrostatic/ion-pi interactions raise redox entropy difference",domain_curated_rule,0.97
P1614,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"humidity-stable ionic hydrogel quasi-solid thermocells with amphiphilic networks and [Fe(CN)6]4-/3- | sulfonate/hygroscopic electrolyte retain water, phenyl crosslinks suppress swelling, and electrostatic/ion-pi interactions raise redox entropy difference",domain_curated_rule,0.97
P1614,CA8C62A4868,redox reaction entropy,solvation_entropy,redox thermodynamics,material+mechanism+abstract,"humidity-stable ionic hydrogel quasi-solid thermocells with amphiphilic networks and [Fe(CN)6]4-/3- | sulfonate/hygroscopic electrolyte retain water, phenyl crosslinks suppress swelling, and electrostatic/ion-pi interactions raise redox entropy difference",domain_curated_rule,0.97
P1626,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,"2D copper(II) coordination polymer Cu(DAB) from 3,3'-diaminobenzidine and Cu(OAc)2.H2O | neutral Cu(DAB) layered coordination network conducts electronically with p-type behavior; spin crossover and redox activity add multifunctional response",domain_curated_rule,0.97
P1627,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"triaminoguanidinium-based cationic COF membranes with hydroxyl- or methoxy-substituted 1,3,5-trialdehyde linkers and Cl- counterions | neutral substituents create secondary local interactions that compete with guanidinium-Cl Coulomb forces, immobilizing anions or weakening binding to switch ion selectivity",domain_curated_rule,0.97
P1627,CF69DD93A68,selective ion transport,transport_mechanism,ionic transport,mechanism_raw,ion selectivity,controlled_rule,0.94
P1630,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,abstract,ion conduction,controlled_rule,0.94
P1636,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,mechanism_raw,ion conduction,controlled_rule,0.94
P1639,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,electrospun poly(vinyl alcohol) membranes soaked in deep eutectic solvents | DES uptake into thin PVA nonwoven membranes greatly increases ionic/electrical conductivity for polymer electrolyte use,domain_curated_rule,0.97
P1641,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"PAD polycation-regulated hydrogel electrolyte, aqueous zinc-ion battery, metallic Zn anode/sensing electrode, graphene pressure sensor | polycation electrostatic repulsion promotes Zn2+ migration/uniform deposition and cation-anion diffusion asymmetry amplifies ionic thermodiffusion for self-powered sensing",domain_curated_rule,0.97
P1641,CFBB5A400A1,cation-anion thermodiffusion asymmetry,transport_mechanism,thermodiffusion,material+mechanism+abstract,"PAD polycation-regulated hydrogel electrolyte, aqueous zinc-ion battery, metallic Zn anode/sensing electrode, graphene pressure sensor | polycation electrostatic repulsion promotes Zn2+ migration/uniform deposition and cation-anion diffusion asymmetry amplifies ionic thermodiffusion for self-powered sensing",domain_curated_rule,0.97
P1645,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,abstract,ionic conduction,controlled_rule,0.94
P1648,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"Te-based ABTe3 compounds including AlSiTe3 and AgITe3 with Si2Te6 and Te6 molecular units | organic-like molecular entities and mixed ionic/covalent/metavalent bonding cause anharmonic rattling, amorphous-limit kappaL, and high power factors",domain_curated_rule,0.97
P1659,C8AD5B453CC,ion diffusion,transport_mechanism,ionic transport,abstract,diffusion of ions,controlled_rule,0.94
P1660,C10C4FF4B6C,hydrogen bonding,solvation_entropy,intermolecular interaction,abstract,hydrogen bonds,controlled_rule,0.94
P1665,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"charged nanopore membranes with KCl solutions under pH control | surface charge regulation, pore structure, and pH alter Nernst-Planck-Poisson ion transport under thermal gradients, tuning thermo-osmotic Seebeck coefficient",domain_curated_rule,0.97
P1665,CEA29EF1A99,thermal-gradient heat-transfer control,device_mechanism,thermal management,abstract,heat transfer,controlled_rule,0.94
P1669,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"Ca-Li dual-cationic trifluoromethanesulfonate ionic liquid electrolyte with functionalized AmimCl and PEN@ZrBDC-F-4% anionophilic separator | dual Ca2+/Li+ thermal charging stores charge cooperatively, AmimCl increases cation mobility, and anionophilic ZrBDC-F promotes carrier migration",domain_curated_rule,0.97
P1670,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"nanostructured porous Sb:SnO2 film with Cr(III) acetylacetonate in 3-methoxypropionitrile electrolyte | redox electrolyte donates electrons to Sb:SnO2, lowering resistivity more than Seebeck loss and increasing the solid-liquid thermoelectric power factor",domain_curated_rule,0.97
P1671,CEA29EF1A99,thermal-gradient heat-transfer control,device_mechanism,thermal management,abstract,thermal resistance,controlled_rule,0.94
P1676,C10C4FF4B6C,hydrogen bonding,solvation_entropy,intermolecular interaction,mechanism_raw,hydrogen bonds,controlled_rule,0.94
P1680,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,mechanism_raw,ion conduction,controlled_rule,0.94
P1687,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,"50TeO2-(50-x)V2O3-xK2O ternary glasses | K2O changes TeO3/TeO4 and V coordination/non-bridging oxygens, switching conductivity from mainly ionic to mixed polaronic/ionic behavior",domain_curated_rule,0.97
P1696,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,binary liquid metal alloys including Na-K mixtures | thermodiffusion arises from ion-ion heat transport plus internal thermoelectric-field electronic contribution under thermal gradients,domain_curated_rule,0.97
P1698,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,"Cu-rich sulfides Cu3BiS3, Cu12Sb4S13 tetrahedrite, and CuS3/CuS4 networks | three-fold coordinated weakly bonded Cu causes low-energy vibrations and ultralow kappa but blocks hole delocalization through CuS3 networks",domain_curated_rule,0.97
P1700,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"SDS micellar surfactant solutions with NaCl, NaOH, OH- ions | thermal-gradient-induced ionic migration creates thermoelectric fields that can reverse colloid thermophoresis depending on electrolyte composition",domain_curated_rule,0.97
P1700,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,mechanism_raw,ionic migration,controlled_rule,0.94
P1701,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,nonstoichiometric cuprite Cu2-deltaO in non-isothermal thermocells | Soret-driven copper migration down the temperature gradient creates nonstoichiometry gradients through vacancy-mediated atomic transport,domain_curated_rule,0.97
P1705,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,oEG-substituted regioregular polythiophene OMIEC in electrolyte | electrolyte swelling is dominated by amorphous regions; potential-driven ion/solvent ingress alters crystalline pi-pi and lamellar spacings during electrochemical gating,domain_curated_rule,0.97
P1705,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,abstract,mixed ionic electronic,controlled_rule,0.94
P1707,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,gamma-PGA-GMA hydrogel with NaCl ion-conductive IPGH | Na+ thermodiffusion via Soret effect generates ionic thermovoltage while the soft conductive network transduces strain,domain_curated_rule,0.97
P1707,CFBB5A400A1,cation-anion thermodiffusion asymmetry,transport_mechanism,thermodiffusion,material+mechanism+abstract,gamma-PGA-GMA hydrogel with NaCl ion-conductive IPGH | Na+ thermodiffusion via Soret effect generates ionic thermovoltage while the soft conductive network transduces strain,domain_curated_rule,0.97
P1708,C6C09287FDB,high-entropy redox/ion coupling,solvation_entropy,solvation/entropy mechanism,material+mechanism+abstract,CGformer-designed high-entropy NASICON-type Na-ion solid-state electrolytes | global attention captures long-range atomic correlations controlling ion transport in disordered high-entropy Na superionic conductor lattices,domain_curated_rule,0.97
P1709,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,abstract,mixed ionic-electronic,controlled_rule,0.94
P1710,C8AD5B453CC,ion diffusion,transport_mechanism,ionic transport,abstract,ion diffusion,controlled_rule,0.94
P1711,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,V2O5 microflower cathode with NH4+ insertion in ammonium-ion thermal charging supercapacitors | fast NH4+ diffusion plus reversible insertion/thermo-extraction couples thermodiffusion with heat-to-electric storage,domain_curated_rule,0.97
P1711,CFBB5A400A1,cation-anion thermodiffusion asymmetry,transport_mechanism,thermodiffusion,material+mechanism+abstract,V2O5 microflower cathode with NH4+ insertion in ammonium-ion thermal charging supercapacitors | fast NH4+ diffusion plus reversible insertion/thermo-extraction couples thermodiffusion with heat-to-electric storage,domain_curated_rule,0.97
P1719,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,PVA/PEDOT:PSS/LiCl ion-diffusion hydrogel wound patch | asymmetric Li+ and Cl- diffusion in the polymer matrix generates thermodiffusion voltage while ionic conductivity converts strain to impedance changes,domain_curated_rule,0.97
P1719,C8AD5B453CC,ion diffusion,transport_mechanism,ionic transport,abstract,ion diffusion,controlled_rule,0.94
P1719,CFBB5A400A1,cation-anion thermodiffusion asymmetry,transport_mechanism,thermodiffusion,material+mechanism+abstract,PVA/PEDOT:PSS/LiCl ion-diffusion hydrogel wound patch | asymmetric Li+ and Cl- diffusion in the polymer matrix generates thermodiffusion voltage while ionic conductivity converts strain to impedance changes,domain_curated_rule,0.97
P1721,CE6FC512ED2,dynamic crosslinked gel network,gel_microstructure,network structure,material+mechanism+abstract,"bacterial cellulose/sodium alginate/PEDOT/PANI composite aerogel crosslinked by Ca2+ | Ca2+-mediated ionic crosslinking strengthens the BC/SA network while PEDOT/PANI create continuous electron-transport pathways for TE, sensing, and storage",domain_curated_rule+prediction_family_collapse,0.97
P1723,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,PVA/PVP/NaCl sodium-ion conducting composite blend polymer electrolyte films | NaCl complexation with PVA/PVP lowers glass transition and enables temperature/frequency-dependent sodium-ion conductivity,domain_curated_rule,0.97
P1725,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,abstract,ionic conduction,controlled_rule,0.94
P1726,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"hydrogels for bioenergy, uranium extraction, mechanical/thermoelectric/hygro-gradient harvesting, supercapacitors, and electrode systems | hydrated polymer networks provide tunable ionic transport, mechanical compliance, and interfacial energy storage/conversion pathways",domain_curated_rule,0.97
P1732,C6153FCE2C1,pi-pi stacking,gel_microstructure,intermolecular interaction,abstract,pi-pi stacking,controlled_rule,0.94
P1734,CB314592CFB,precipitation and species redistribution,phase_or_species_transition,phase/species transition,abstract,precipitation,controlled_rule,0.94
P1738,C45C8AAD12E,charge-transfer resistance engineering,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,nanoporous platinum layers grown from PtCl4 on Pt electrodes in isopropanol | Pt cation reduction forms Pt while hydrogen evolution enables nanopore formation; ionic concentration/current density control pore growth,domain_curated_rule,0.97
P1738,CE2D00B183C,redox-kinetics enhancement,electrode_interface,reaction kinetics,abstract,electrode kinetics,controlled_rule,0.94
P1744,CE6FC512ED2,dynamic crosslinked gel network,gel_microstructure,network structure,mechanism_raw,tate ionic thermoelectric response converts tiny temperature differences into voltage while elastic self-healing network survives seawater and pressure,minimal_clean_family_recall,0.96
P1747,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,mechanism_raw,ionic conduction,controlled_rule,0.94
P1748,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,abstract,ionic conduction,controlled_rule,0.94
P1750,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"electrical double layers in narrow channels with ionic species under temperature gradients | Soret, thermoelectric, and electrothermal coupling among ions, potential, flow, and temperature modifies streaming potentials",domain_curated_rule,0.97
P1750,CEA29EF1A99,thermal-gradient heat-transfer control,device_mechanism,thermal management,abstract,thermal management,controlled_rule,0.94
P1759,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,abstract/material/mechanism,phase transition,cleaned_open_concept,0.78
P1765,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,protein/ligand solutions analyzed by variable-temperature electrospray ionization using thermoelectric chip | controlled solution temperature perturbs protein folding/refolding and ligand binding before ESI-MS/ion-mobility analysis,domain_curated_rule,0.97
P1774,CB56BB4DDB0,carbon-electrode redox interface,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,"stacked aligned double-walled carbon nanotube sheet electrodes in thermo-electrochemical cells | stack number and orthogonal lamination reduce electrode tortuosity and concentration gradients, accelerating ion transport and redox output",domain_curated_rule,0.97
P1775,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"granular dielectric materials under microwave radiation | interfacial ponderomotive force drives mobile ions toward pores/interfaces, enhancing diffusion, densification, and solid-state reactions",domain_curated_rule,0.97
P1775,CC5968B917E,convection and mass transport,transport_mechanism,mass transport,abstract,mass transport,controlled_rule,0.94
P1777,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"protic ionic-liquid phase-change materials [HEA]Ste, [DHEA]Ste, [THEA]Ste | ethanolammonium stearate ionic liquids store latent heat and sustain TEG output after heat removal through phase-change thermal buffering",domain_curated_rule,0.97
P1779,C45C8AAD12E,charge-transfer resistance engineering,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,"PEDOT:PSS hole transport layer in organic-inorganic hybrid solar cells | bilayer design/posttreatment removes weak PSS-limited transport, raises conductivity/work function, and passivates the Si/PEDOT:PSS interface",domain_curated_rule,0.97
P1779,CE4B0E242E7,interfacial charge transfer,electrode_interface,charge transfer,abstract,charge transfer,controlled_rule,0.94
P1780,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,mechanism_raw,ionic conduction,controlled_rule,0.94
P1780,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"MXene Ti3C2Tx/gellan gum/poly(N-hydroxyethyl acrylate)/CaCl2 KMGHCa hydrogel | MXene supplies photothermal/electronic conduction and crosslinking while Ca2+/hydrogel ions provide ionic conduction, strain sensing, and photothermoelectric response",domain_curated_rule,0.97
P1783,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,abstract,ionic conduction,controlled_rule,0.94
P1785,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,"nanostructured FeCdS3 thin films from ferric nitrate, cadmium chloride, and acetic acid | acetic-acid complexation controls crystallinity/morphology, shifting resistivity, band gap, and p-type thermopower",domain_curated_rule,0.97
P1787,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,mechanism_raw,ionic conduction,controlled_rule,0.94
P1790,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"cement composites with expanded graphite and internal moisture | moisture switches percolation-zone composites from electronic to ionic conduction, changing Nyquist behavior from line to semicircle",domain_curated_rule,0.97
P1790,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,mechanism_raw,ionic conduction,controlled_rule,0.94
P1792,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,ion-free liquids flowing along solid walls in hydroelectronic drag systems | fluctuation-induced coupling between liquid motion and wall electron transport directly converts flow kinetic energy to electronic current,domain_curated_rule,0.97
P1794,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,mechanism_raw,ionic conduction,controlled_rule,0.94
P1794,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"ion-exchanged hydrogarnet electrolyte and hydrogarnet-reinforced PEO composite electrolyte | removal of air-sensitive Li ions at octahedral sites preserves Li pathways through tetragonal sites/vacancies, giving air-stable ionic conduction",domain_curated_rule,0.97
P1797,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"CNF/DES bio-flex gel with tannic acid, Cu ions, and MXene | DES/CNF ionic gel provides high thermopower and conductivity while MXene adds EMI shielding and Cu/tannic acid add antibacterial stability",domain_curated_rule,0.97
P1802,CBFAB31D6E6,electrostatic interaction,solvation_entropy,intermolecular interaction,abstract,electrostatic interaction,controlled_rule,0.94
P1806,CB56BB4DDB0,carbon-electrode redox interface,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,graphene oxide/methylaniline nanocomposites on glassy carbon electrode | GO/methylaniline electrochemical interface selectively detects Pb2+ through ion-sensitive current response,domain_curated_rule,0.97
