mention_id,paper_id,domain,raw_phrase,proposed_semantic_role,quote,evidence_scope,decision_source,annotation_status,human_decision,human_role,human_reason
iTE:P0574:n1,P0574,iTE,loading of EMIM:DCA,quantity,Their mechanical and electrical properties depend on the loading of EMIM:DCA.,node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0574:n2,P0574,iTE,mechanical and electrical properties,performance_function,Their mechanical and electrical properties depend on the loading of EMIM:DCA.,node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0575:n1,P0575,iTE,ion-dipole interaction between PVDF-HFP and ionic liquids,interaction,"Here, it is demonstrated environmental benign flexible quasi-solid state ionogels with giant Seebeck coefficient and ultrahigh thermoelectric properties. The ionogels made of ionic liquids and poly(vinylidene fluoride-co-hexafluoropropylene) (PVDF-HFP) can exhibit a giant Seebeck coefficient up to 26.1 mV K-1, the highest for electronic and ionic conductors. In addition, they have a high ionic conductivity of 6.7 mS cm(-1) and a low thermal conductivity of 0.176 W m(-1) K-1. Their thermoelectric figure of merit (ZT) is thus 0.75. The giant Seebeck coefficient is related to the ion-dipole interaction between PVDF-HFP and ionic liquids.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0575:n2,P0575,iTE,giant Seebeck coefficient,performance_function,"Here, it is demonstrated environmental benign flexible quasi-solid state ionogels with giant Seebeck coefficient and ultrahigh thermoelectric properties. The ionogels made of ionic liquids and poly(vinylidene fluoride-co-hexafluoropropylene) (PVDF-HFP) can exhibit a giant Seebeck coefficient up to 26.1 mV K-1, the highest for electronic and ionic conductors. In addition, they have a high ionic conductivity of 6.7 mS cm(-1) and a low thermal conductivity of 0.176 W m(-1) K-1. Their thermoelectric figure of merit (ZT) is thus 0.75. The giant Seebeck coefficient is related to the ion-dipole interaction between PVDF-HFP and ionic liquids.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0576:n1,P0576,iTE,percolation networks on the nano- and micro-scale,state_structure,The outstanding performance of this organic nanocomposite is the result of favorable percolation networks on the nano- and micro-scale and the plasticizing effect of the ionic liquid.,node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0576:n2,P0576,iTE,plasticizing effect of the ionic liquid,mechanism_process,The outstanding performance of this organic nanocomposite is the result of favorable percolation networks on the nano- and micro-scale and the plasticizing effect of the ionic liquid.,node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0576:n3,P0576,iTE,outstanding performance,performance_function,The outstanding performance of this organic nanocomposite is the result of favorable percolation networks on the nano- and micro-scale and the plasticizing effect of the ionic liquid.,node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0577:n1,P0577,iTE,PDES gel,material_entity,"The PDES gel demonstrated excellent ionic thermoelectric properties, with an ionic conductivity of 0.463 mS cm-1 and a Seebeck coefficient of 1.73 mV K-1 at room temperature.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0577:n2,P0577,iTE,Seebeck coefficient,performance_function,"The PDES gel demonstrated excellent ionic thermoelectric properties, with an ionic conductivity of 0.463 mS cm-1 and a Seebeck coefficient of 1.73 mV K-1 at room temperature.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0577:n3,P0577,iTE,ionic conductivity,quantity,"The PDES gel demonstrated excellent ionic thermoelectric properties, with an ionic conductivity of 0.463 mS cm-1 and a Seebeck coefficient of 1.73 mV K-1 at room temperature.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0578:n1,P0578,iTE,ability to influence the hydrogen bond by the ion,interaction,"The relationship between the intrinsic physical parameters of the ion and the thermoelectric performance is established, indicating the ability to influence the hydrogen bond by the ion is a crucial factor.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0578:n2,P0578,iTE,thermoelectric performance,performance_function,"The relationship between the intrinsic physical parameters of the ion and the thermoelectric performance is established, indicating the ability to influence the hydrogen bond by the ion is a crucial factor.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0579:n1,P0579,iTE,Sodium dodecylbenzene sulfonate (NaDBS),material_entity,Sodium dodecylbenzene sulfonate (NaDBS) incorporation enhanced the thermoelectric performance by increasing the migration rate difference between cations and anions and improved the mechanical strength through coordination with PVA.,node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0579:n2,P0579,iTE,migration rate difference between cations and anions,quantity,Sodium dodecylbenzene sulfonate (NaDBS) incorporation enhanced the thermoelectric performance by increasing the migration rate difference between cations and anions and improved the mechanical strength through coordination with PVA.,node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0579:n3,P0579,iTE,thermoelectric performance,performance_function,Sodium dodecylbenzene sulfonate (NaDBS) incorporation enhanced the thermoelectric performance by increasing the migration rate difference between cations and anions and improved the mechanical strength through coordination with PVA.,node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0580:n1,P0580,iTE,in situ microphase separation,mechanism_process,"This design significantly improved the mechanical properties of the ionogel by leveraging the reinforcing effect of the HPC fibers, which also created an IL-rich spherical structure through in situ microphase separation that promoted efficient ion migration.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0580:n2,P0580,iTE,IL-rich spherical structure,state_structure,"This design significantly improved the mechanical properties of the ionogel by leveraging the reinforcing effect of the HPC fibers, which also created an IL-rich spherical structure through in situ microphase separation that promoted efficient ion migration.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0580:n3,P0580,iTE,ion migration,mechanism_process,"This design significantly improved the mechanical properties of the ionogel by leveraging the reinforcing effect of the HPC fibers, which also created an IL-rich spherical structure through in situ microphase separation that promoted efficient ion migration.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0581:n1,P0581,iTE,[EMIm][Cl] doping,design_strategy,"Here, we introduce printable thermoelectric ionogels with n-p convertible thermopower, where the Seebeck coefficient is tunable from -3.61 to +9.74 mV K--(1) through facile [EMIm][Cl] doping.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0581:n2,P0581,iTE,Seebeck coefficient,performance_function,"Here, we introduce printable thermoelectric ionogels with n-p convertible thermopower, where the Seebeck coefficient is tunable from -3.61 to +9.74 mV K--(1) through facile [EMIm][Cl] doping.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0582:n1,P0582,iTE,La3+ substitution for In3+,design_strategy,"Specifically, La3+ substitution for In3+ significantly increases carrier concentration, which, combined with the band convergence-induced elevation of density of states (DOS) near the Fermi level, results in a remarkable improvement in power factor (from the intrinsic enhancement driven by electrical conductivity) while mitigating the reduction in Seebeck coefficient.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0582:n2,P0582,iTE,carrier concentration,quantity,"Specifically, La3+ substitution for In3+ significantly increases carrier concentration, which, combined with the band convergence-induced elevation of density of states (DOS) near the Fermi level, results in a remarkable improvement in power factor (from the intrinsic enhancement driven by electrical conductivity) while mitigating the reduction in Seebeck coefficient.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0582:n3,P0582,iTE,power factor,performance_function,"Specifically, La3+ substitution for In3+ significantly increases carrier concentration, which, combined with the band convergence-induced elevation of density of states (DOS) near the Fermi level, results in a remarkable improvement in power factor (from the intrinsic enhancement driven by electrical conductivity) while mitigating the reduction in Seebeck coefficient.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0583:n1,P0583,iTE,polyacrylamide,material_entity,"We further improved the thermoelectric properties of MPC composites, especially the Seebeck coefficient, cooperating with silica or in-situ polymerized polyacrylamide. Specifically, SiC adheres to the surface of the MPC-hardened matrix, forming electron/hole transport sites and enlarging the ionic concentration difference within the pores, while polyacrylamide provides exclusive anion transport channels, which provides a unique N-type thermoelectric mechanism.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0583:n2,P0583,iTE,exclusive anion transport channels,state_structure,"We further improved the thermoelectric properties of MPC composites, especially the Seebeck coefficient, cooperating with silica or in-situ polymerized polyacrylamide. Specifically, SiC adheres to the surface of the MPC-hardened matrix, forming electron/hole transport sites and enlarging the ionic concentration difference within the pores, while polyacrylamide provides exclusive anion transport channels, which provides a unique N-type thermoelectric mechanism.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0583:n3,P0583,iTE,N-type thermoelectric mechanism,mechanism_process,"We further improved the thermoelectric properties of MPC composites, especially the Seebeck coefficient, cooperating with silica or in-situ polymerized polyacrylamide. Specifically, SiC adheres to the surface of the MPC-hardened matrix, forming electron/hole transport sites and enlarging the ionic concentration difference within the pores, while polyacrylamide provides exclusive anion transport channels, which provides a unique N-type thermoelectric mechanism.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0584:n1,P0584,iTE,hydrophobic polymer network and hydrophobic ionic liquid (IL),,"Due to the hydrophobic polymer network and hydrophobic ionic liquid (IL), the TEIG exhibits high hydrophobicity and antiswelling capacity, which meets the requirement of environment stability for underwater thermoelectric application.",node_containing_sentences_from_original_quote,decisions_04b.json,unresolved_role_pending_review,,,
iTE:P0584:n2,P0584,iTE,high hydrophobicity and antiswelling capacity,performance_function,"Due to the hydrophobic polymer network and hydrophobic ionic liquid (IL), the TEIG exhibits high hydrophobicity and antiswelling capacity, which meets the requirement of environment stability for underwater thermoelectric application.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0584:n3,P0584,iTE,environment stability,performance_function,"Due to the hydrophobic polymer network and hydrophobic ionic liquid (IL), the TEIG exhibits high hydrophobicity and antiswelling capacity, which meets the requirement of environment stability for underwater thermoelectric application.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0585:n1,P0585,iTE,nano-confinement effects,mechanism_process,"Meanwhile, nano-confinement effects enhance ion selectivity at low concentrations and promote asymmetric ion distribution, leading to a synergistic improvement of thermoelectric performance.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0585:n2,P0585,iTE,ion selectivity,quantity,"Meanwhile, nano-confinement effects enhance ion selectivity at low concentrations and promote asymmetric ion distribution, leading to a synergistic improvement of thermoelectric performance.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0585:n3,P0585,iTE,asymmetric ion distribution,state_structure,"Meanwhile, nano-confinement effects enhance ion selectivity at low concentrations and promote asymmetric ion distribution, leading to a synergistic improvement of thermoelectric performance.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0586:n1,P0586,iTE,coordination of Ca2+ with cellulose molecular chain,interaction,"Through the coordination of Ca2+ with cellulose molecular chain, the distance between the cellulose molecular chains is widened, so that ions can transport along the cellulose molecular chain.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0586:n2,P0586,iTE,distance between the cellulose molecular chains,quantity,"Through the coordination of Ca2+ with cellulose molecular chain, the distance between the cellulose molecular chains is widened, so that ions can transport along the cellulose molecular chain.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0586:n3,P0586,iTE,ions can transport along the cellulose molecular chain,mechanism_process,"Through the coordination of Ca2+ with cellulose molecular chain, the distance between the cellulose molecular chains is widened, so that ions can transport along the cellulose molecular chain.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0587:n1,P0587,iTE,ion-cellulose interaction,interaction,"Through the model of mesoscopic confined ion transportation under a thermal gradient, it is attributed the great thermoelectric properties to the synergistic effect between ion-cellulose interaction and ion-ion interaction.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0587:n2,P0587,iTE,ion-ion interaction,interaction,"Through the model of mesoscopic confined ion transportation under a thermal gradient, it is attributed the great thermoelectric properties to the synergistic effect between ion-cellulose interaction and ion-ion interaction.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0587:n3,P0587,iTE,thermoelectric properties,performance_function,"Through the model of mesoscopic confined ion transportation under a thermal gradient, it is attributed the great thermoelectric properties to the synergistic effect between ion-cellulose interaction and ion-ion interaction.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0588:n1,P0588,iTE,interlayer swelling,mechanism_process,"Using first-principles calculations and nudged elastic band analysis, we evaluate adiabatic migration barriers for interlayer ion diffusion. We find that, at equilibrium interlayer spacing, barriers are large. But they dramatically drop under moderate interlayer swelling.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0588:n2,P0588,iTE,barriers,quantity,"Using first-principles calculations and nudged elastic band analysis, we evaluate adiabatic migration barriers for interlayer ion diffusion. We find that, at equilibrium interlayer spacing, barriers are large. But they dramatically drop under moderate interlayer swelling.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0589:n1,P0589,iTE,built-in local electric fields,quantity,"The ferroelectric polarization and oxygenvacancy-rich surfaces of SrTiO3 generate built-in local electric fields and ion-selective anchoring sites, which promote ion dissociation and amplify cation-anion migration asymmetry.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0589:n2,P0589,iTE,ion-selective anchoring sites,state_structure,"The ferroelectric polarization and oxygenvacancy-rich surfaces of SrTiO3 generate built-in local electric fields and ion-selective anchoring sites, which promote ion dissociation and amplify cation-anion migration asymmetry.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0589:n3,P0589,iTE,ion dissociation,mechanism_process,"The ferroelectric polarization and oxygenvacancy-rich surfaces of SrTiO3 generate built-in local electric fields and ion-selective anchoring sites, which promote ion dissociation and amplify cation-anion migration asymmetry.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0589:n4,P0589,iTE,cation-anion migration asymmetry,quantity,"The ferroelectric polarization and oxygenvacancy-rich surfaces of SrTiO3 generate built-in local electric fields and ion-selective anchoring sites, which promote ion dissociation and amplify cation-anion migration asymmetry.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0590:n1,P0590,iTE,DBS-anions anchor at the biphasic interface,mechanism_process,"In this system, the amphiphilic DBS-anions anchor at the biphasic interface, which not only suppresses their own thermal migration but also promotes the thermodiffusion of cations via coordination suppression, yielding a high thermopower of up to 30.37 mV K-1.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0590:n2,P0590,iTE,thermal migration,mechanism_process,"In this system, the amphiphilic DBS-anions anchor at the biphasic interface, which not only suppresses their own thermal migration but also promotes the thermodiffusion of cations via coordination suppression, yielding a high thermopower of up to 30.37 mV K-1.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0590:n3,P0590,iTE,thermodiffusion of cations,mechanism_process,"In this system, the amphiphilic DBS-anions anchor at the biphasic interface, which not only suppresses their own thermal migration but also promotes the thermodiffusion of cations via coordination suppression, yielding a high thermopower of up to 30.37 mV K-1.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0591:n1,P0591,iTE,CMHC,material_entity,"Here, we propose an n-type ionic thermoelectric (i-TE) eutectogel through doping ZnCl2 into a soft carboxymethyl hemicellulose (CMHC)/poly(acrylic acid) matrix, using deep eutectic solvent (DES) as the medium. CMHC simultaneously immobilizes Zn2+ and reinforces the mechanical performance.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0591:n2,P0591,iTE,immobilizes Zn2+,mechanism_process,"Here, we propose an n-type ionic thermoelectric (i-TE) eutectogel through doping ZnCl2 into a soft carboxymethyl hemicellulose (CMHC)/poly(acrylic acid) matrix, using deep eutectic solvent (DES) as the medium. CMHC simultaneously immobilizes Zn2+ and reinforces the mechanical performance.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0591:n3,P0591,iTE,mechanical performance,performance_function,"Here, we propose an n-type ionic thermoelectric (i-TE) eutectogel through doping ZnCl2 into a soft carboxymethyl hemicellulose (CMHC)/poly(acrylic acid) matrix, using deep eutectic solvent (DES) as the medium. CMHC simultaneously immobilizes Zn2+ and reinforces the mechanical performance.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0592:n1,P0592,iTE,concentration of ionic liquid,quantity,"In this paper, a technique to enhance the ion transport properties of polymers through the introduction of ionic liquids is presented. The polymer is in the form of a nanofiber scaffold produced using the electrospinning technique. These fibers were then soaked in different ionic liquids based on substituted imidazolium such as 1-ethyl-3-methylimidazolium chloride or 1-butyl-3-methylimidazolium bromide. This method was applied to electrospun polyacrylonitrile and a mixture of polyvinyl alcohol and chitosan polymers. The ion transport properties of the membranes have been observed to increase with increasing concentration of ionic liquid, with maximum electrical conductivity of 1.20 x 10(-1) S/cm measured at room temperature.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0592:n2,P0592,iTE,ion transport properties,quantity,"In this paper, a technique to enhance the ion transport properties of polymers through the introduction of ionic liquids is presented. The polymer is in the form of a nanofiber scaffold produced using the electrospinning technique. These fibers were then soaked in different ionic liquids based on substituted imidazolium such as 1-ethyl-3-methylimidazolium chloride or 1-butyl-3-methylimidazolium bromide. This method was applied to electrospun polyacrylonitrile and a mixture of polyvinyl alcohol and chitosan polymers. The ion transport properties of the membranes have been observed to increase with increasing concentration of ionic liquid, with maximum electrical conductivity of 1.20 x 10(-1) S/cm measured at room temperature.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0593:n1,P0593,iTE,coexistence of amorphous main phase and crystallites,state_structure,"Most crystalline inorganic materials, except for metals and some layer materials, exhibit bad flexibility because of strong ionic or covalent bonds, while amorphous materials usually display poor electrical properties due to structural disorders. Here, we report the simultaneous realization of extraordinary room temperature flexibility and thermoelectric performance in Ag2Te1-xSx-based materials through amorphization. The coexistence of amorphous main phase and crystallites results in exceptional flexibility and ultralow lattice thermal conductivity.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0593:n2,P0593,iTE,flexibility,performance_function,"Most crystalline inorganic materials, except for metals and some layer materials, exhibit bad flexibility because of strong ionic or covalent bonds, while amorphous materials usually display poor electrical properties due to structural disorders. Here, we report the simultaneous realization of extraordinary room temperature flexibility and thermoelectric performance in Ag2Te1-xSx-based materials through amorphization. The coexistence of amorphous main phase and crystallites results in exceptional flexibility and ultralow lattice thermal conductivity.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0593:n3,P0593,iTE,ultralow lattice thermal conductivity,quantity,"Most crystalline inorganic materials, except for metals and some layer materials, exhibit bad flexibility because of strong ionic or covalent bonds, while amorphous materials usually display poor electrical properties due to structural disorders. Here, we report the simultaneous realization of extraordinary room temperature flexibility and thermoelectric performance in Ag2Te1-xSx-based materials through amorphization. The coexistence of amorphous main phase and crystallites results in exceptional flexibility and ultralow lattice thermal conductivity.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0594:n1,P0594,iTE,lower film thickness and intrinsic carrier concentration,quantity,"A combination of lower film thickness and intrinsic carrier concentration leads to an enhanced ionic liquid-gated response, resulting in an 18-fold enhancement in power factor at room temperature for a 14 nm thin 4% Nb-STO film at gate voltages within +/- 3.0 V.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0594:n2,P0594,iTE,ionic liquid-gated response,performance_function,"A combination of lower film thickness and intrinsic carrier concentration leads to an enhanced ionic liquid-gated response, resulting in an 18-fold enhancement in power factor at room temperature for a 14 nm thin 4% Nb-STO film at gate voltages within +/- 3.0 V.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0595:n1,P0595,iTE,EMIM DCA,material_entity,"The introduction of either ionic additive, 1-ethyl-3-methylimidazolium dicyanamide (EMIM DCA) or sodium dicyanamide (Na DCA), improves network connectivity and structural ordering of SWCNTs, thereby increasing electrical conductivity. Notably, unlike Na DCA, EMIM DCA modulates the electronic structure of SWCNTs and induces pronounced counter-ion exchange through ionic interactions with CMC, resulting in a substantial increase in the Seebeck coefficient and an over eightfold improvement in the power factor compared to pristine films.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0595:n2,P0595,iTE,electronic structure of SWCNTs,state_structure,"The introduction of either ionic additive, 1-ethyl-3-methylimidazolium dicyanamide (EMIM DCA) or sodium dicyanamide (Na DCA), improves network connectivity and structural ordering of SWCNTs, thereby increasing electrical conductivity. Notably, unlike Na DCA, EMIM DCA modulates the electronic structure of SWCNTs and induces pronounced counter-ion exchange through ionic interactions with CMC, resulting in a substantial increase in the Seebeck coefficient and an over eightfold improvement in the power factor compared to pristine films.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0595:n3,P0595,iTE,counter-ion exchange,mechanism_process,"The introduction of either ionic additive, 1-ethyl-3-methylimidazolium dicyanamide (EMIM DCA) or sodium dicyanamide (Na DCA), improves network connectivity and structural ordering of SWCNTs, thereby increasing electrical conductivity. Notably, unlike Na DCA, EMIM DCA modulates the electronic structure of SWCNTs and induces pronounced counter-ion exchange through ionic interactions with CMC, resulting in a substantial increase in the Seebeck coefficient and an over eightfold improvement in the power factor compared to pristine films.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0595:n4,P0595,iTE,Seebeck coefficient,performance_function,"The introduction of either ionic additive, 1-ethyl-3-methylimidazolium dicyanamide (EMIM DCA) or sodium dicyanamide (Na DCA), improves network connectivity and structural ordering of SWCNTs, thereby increasing electrical conductivity. Notably, unlike Na DCA, EMIM DCA modulates the electronic structure of SWCNTs and induces pronounced counter-ion exchange through ionic interactions with CMC, resulting in a substantial increase in the Seebeck coefficient and an over eightfold improvement in the power factor compared to pristine films.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0596:n1,P0596,iTE,chemical bonding engineering,design_strategy,"In addition, this chemical bonding engineering induces bond softening and forms multiscale hierarchical structures, resulting in a significant reduction in lattice thermal conductivity.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0596:n2,P0596,iTE,bond softening,mechanism_process,"In addition, this chemical bonding engineering induces bond softening and forms multiscale hierarchical structures, resulting in a significant reduction in lattice thermal conductivity.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0596:n3,P0596,iTE,multiscale hierarchical structures,state_structure,"In addition, this chemical bonding engineering induces bond softening and forms multiscale hierarchical structures, resulting in a significant reduction in lattice thermal conductivity.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0596:n4,P0596,iTE,lattice thermal conductivity,quantity,"In addition, this chemical bonding engineering induces bond softening and forms multiscale hierarchical structures, resulting in a significant reduction in lattice thermal conductivity.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0597:n1,P0597,iTE,ionic materials (perfluoroalkoxy and Ni) with alternating triboelectric charges,material_entity,"Here, we report a novel thermoelectric generator (TEG) design aimed at boosting output voltage through the incorporation of ionic materials (perfluoroalkoxy and Ni) with alternating triboelectric charges. The ionic materials are attached to the cooling part of p-type BiSbTe and n-type BiTeSe TEGs, respectively. This significantly increases the electric potential difference inside the p-n junction TEG from 7.14 to 12.12 mV at the temperature difference of 20 K and the enhanced output voltage is maintained over 24 h.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0597:n2,P0597,iTE,electric potential difference,performance_function,"Here, we report a novel thermoelectric generator (TEG) design aimed at boosting output voltage through the incorporation of ionic materials (perfluoroalkoxy and Ni) with alternating triboelectric charges. The ionic materials are attached to the cooling part of p-type BiSbTe and n-type BiTeSe TEGs, respectively. This significantly increases the electric potential difference inside the p-n junction TEG from 7.14 to 12.12 mV at the temperature difference of 20 K and the enhanced output voltage is maintained over 24 h.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0598:n1,P0598,iTE,all-solid-state feature,state_structure,The LFICE also presents durable environmental stability due to the all-solid-state feature.,node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0598:n2,P0598,iTE,environmental stability,performance_function,The LFICE also presents durable environmental stability due to the all-solid-state feature.,node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0599:n1,P0599,iTE,PU ionogels,material_entity,"The PU ionogels with 30 wt % ILs have a high mechanical stretchability (300%), good tensile strength (1.61 MPa), and suitable Young's modulus (0.79 MPa).",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0599:n2,P0599,iTE,mechanical stretchability,performance_function,"The PU ionogels with 30 wt % ILs have a high mechanical stretchability (300%), good tensile strength (1.61 MPa), and suitable Young's modulus (0.79 MPa).",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0599:n3,P0599,iTE,tensile strength,performance_function,"The PU ionogels with 30 wt % ILs have a high mechanical stretchability (300%), good tensile strength (1.61 MPa), and suitable Young's modulus (0.79 MPa).",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0600:n1,P0600,iTE,ion-polymer matrix interaction,interaction,We show that the ion-polymer matrix interaction is crucial to control the sign and magnitude of the ionic Seebeck coefficient.,node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0600:n2,P0600,iTE,sign and magnitude of the ionic Seebeck coefficient,performance_function,We show that the ion-polymer matrix interaction is crucial to control the sign and magnitude of the ionic Seebeck coefficient.,node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0601:n1,P0601,iTE,localized diffusional jumps of the copper ions within a confined octahedral environment,mechanism_process,"Liquid-like mobile ions are effective at disrupting phonon propagation, hence suppressing thermal conduction. However, high ionic mobility leads to the degradation of liquid-like thermoelectric materials under operating conditions due to ion migration and metal deposition at the cathode, hindering their practical application. Here, a new type of behavior, incipient ionic conduction, which leads to ultralow thermal conductivity, while overcoming the issues of degradation inherent in liquid-like materials, is identified. Using neutron spectroscopy and molecular dynamics (MD) simulations, it is demonstrated that in tetrahedrite, an established thermoelectric material with a remarkably low thermal conductivity, copper ions, although mobile above 200 K, are predominantly confined to cages within the crystal structure. Hence the undesirable migration of cations to the cathode can be avoided. These findings unveil a new approach for the design of materials with ultralow thermal conductivity, by exploring systems in which incipient ionic conduction may be present. In tetrahedrite, copper ions are mobile at temperatures of 200 K or above, but confined to cages within the crystal structure. The localized diffusional jumps of the copper ions within a confined octahedral environment are effective at suppressing thermal conduction.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
