node_id,node_type,label,evidence_status,year,doi,discovery_status
insight:INSIGHT_EE7A41E7F8,iTE_insight,"temperature gradients affect thermodiffusion and electrical double layers, changing resistance, capacitance, noise, and Seebeck response",A_direct_evidence_ready,2020.0,10.1016/j.sna.2020.112369,eligible_for_complementarity_rules
insight:INSIGHT_314A7E0377,iTE_insight,"A-site configurational entropy, oxygen deficiency, point defects, local disorder, and mass fluctuation preserve electrical properties while scattering phonons",D_cross_domain_inspiration,2022.0,10.1039/d2ta06576b,retained_inventory_not_auto_translated
insight:INSIGHT_69EA87C5CE,iTE_insight,smaller transition-metal ionic radii thin Bi2Se3 quintuple layers and impurity-induced magnetic/compressive strain alters phonon dynamics for thermoelectric regulation,D_cross_domain_inspiration,2023.0,10.3390/cryst13030456,retained_inventory_not_auto_translated
insight:INSIGHT_02BF2C3D9D,iTE_insight,light-induced thermal fields trap particles through solvent layered structures at particle-solvent interfaces rather than ionic thermoelectric forces,A_direct_evidence_ready,2018.0,10.1021/acs.jpcc.8b03828,eligible_for_complementarity_rules
insight:INSIGHT_D3FC117B99,iTE_insight,AgI/AgCl-Al2O3 interfaces create space-charge regions that enhance Ag+ mobility/concentration,B_direct_needs_evidence_repair,1995.0,10.1007/bf00351874,retained_inventory_not_auto_translated
insight:INSIGHT_FF00216386,iTE_insight,thermopower supports free-ion superionic transport,B_direct_needs_evidence_repair,1995.0,10.1007/bf00351874,retained_inventory_not_auto_translated
insight:INSIGHT_80C520DBDC,iTE_insight,"A-site ionic radius controls resistivity/carrier concentration while A-site atomic weight mainly reduces thermal conductivity, separately tuning S, rho, and kappa",U_unresolved_or_outside,2006.0,10.1063/1.2362922,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_511F2C2707,iTE_insight,aligned LCE mesogens and tailored LCE/ionic-liquid interactions boost thermopower and ionic/electrical conductivity while enabling adaptive heat-source contact,B_direct_needs_evidence_repair,2025.0,10.1038/s41467-025-60103-x,eligible_for_complementarity_rules
insight:INSIGHT_D89CDF9B5A,iTE_insight,"Li doping increases carrier concentration and electrical conductivity, raises ionic activation energy, and reduces mobile-Cu-ion phonon effects",U_unresolved_or_outside,2018.0,10.1007/s12598-018-1007-0,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_1973BABC46,iTE_insight,"KCl supplies mobile ions in gelatin while carbon microtubes provide conductive pathways, enabling Seebeck temperature sensing and pressure response",U_unresolved_or_outside,2024.0,10.1039/d3ra08471j,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_EF6DEA8867,iTE_insight,"Mg/Cu site occupation changes rattling Cu environment, weakens ionic-covalent bonds, increases bond strain/instability, and may induce n-type behavior above x > 1",U_unresolved_or_outside,2022.0,10.1016/j.commatsci.2022.111681,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_4061BEF331,iTE_insight,"Gd3+ replacing Sr2+ introduces ionic-radius and mass mismatch, causing boundary and phonon-impurity scattering that suppresses thermal conductivity",U_unresolved_or_outside,2022.0,10.1039/d2ra04829a,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_C6AC72579D,iTE_insight,Seebeck coefficient is framed as steady-state hot/cold carrier concentration imbalance,R_review,2021.0,10.1063/5.0055367,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_9CE343BD82,iTE_insight,ionic Seebeck/Soret effect follows chemical-kinetic and thermodynamic principles,R_review,2021.0,10.1063/5.0055367,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_CA6D603DEB,iTE_insight,"stacked [REO] and [ZnSb] layers with polar covalent/ionic-like bonding yield p-type semiconducting behavior, high Seebeck, and low thermal conductivity",U_unresolved_or_outside,2011.0,10.1039/c1dt10721f,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_062EB49B97,iTE_insight,"DES addition/post-treatment removes excess insulating PSS and drives PEDOT/PSS phase separation, increasing conductivity and power factor",U_unresolved_or_outside,2015.0,10.1002/polb.23718,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_7A91B3A2E5,iTE_insight,polar solvents with lower thermal conductivity reduce IL thermal conductivity and alter its temperature dependence,C_adjacent_enabling_evidence,2022.0,10.1016/j.molliq.2022.118674,retained_inventory_not_auto_translated
insight:INSIGHT_4D32FD85E0,iTE_insight,"ionic-liquid-assisted BN exfoliation plus mercapto surface activation strengthens filler-matrix networks, improving thermal conductivity and mechanical properties",C_adjacent_enabling_evidence,2022.0,10.1016/j.compositesa.2022.106869,retained_inventory_not_auto_translated
insight:INSIGHT_E63C6C7BEC,iTE_insight,"multi-cation lattice distortion and band convergence lower lattice thermal conductivity while increasing effective mass, Seebeck, and ZT",D_cross_domain_inspiration,2022.0,10.1021/acs.chemmater.2c02344,retained_inventory_not_auto_translated
insight:INSIGHT_549FCE997C,iTE_insight,measured thermochemical/thermophysical property relationships among oxide-inclusion perovskites inform heat transport and fuel safety evaluation,U_unresolved_or_outside,2005.0,10.1016/j.jnucmat.2005.04.017,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_2AF3C234AC,iTE_insight,"Pb-terminated CTBs weaken ionic Pb-Te bonds, nucleate partial dislocations, and transform toward Te-CTBs through bond breaking/reforming to enhance ductility",U_unresolved_or_outside,2022.0,10.1016/j.matt.2022.03.010,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_96142D347C,iTE_insight,radial nanoscale dimensions lower ion-hopping barriers while long axial interface-free paths enable quasi-1D superionic conduction,C_adjacent_enabling_evidence,2022.0,10.1021/acsnano.2c03732,retained_inventory_not_auto_translated
insight:INSIGHT_3BB9CC1CDE,iTE_insight,Seebeck-effect-induced interface electric fields redistribute ionic Mn solute,U_unresolved_or_outside,1997.0,10.1016/s0022-0248(97)00351-5,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_A4DE97697D,iTE_insight,radial gradient inversion suppresses radial thermoelectric power and homogenizes solute distribution,U_unresolved_or_outside,1997.0,10.1016/s0022-0248(97)00351-5,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_6021C60E8D,iTE_insight,"ionic bonding, ferromagnetic electronic structure, magneto-optical Kerr response, and temperature-dependent Seebeck/power factor support generator applications",U_unresolved_or_outside,2024.0,10.1142/s0217984923502536,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_8C875C4CEE,iTE_insight,"dopant-Zn ionic-radius mismatch creates lattice strain that affects grain growth, crystallinity, mobility, carrier concentration, and thermoelectric power factor",U_unresolved_or_outside,2021.0,10.1063/5.0063497,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_126A99D25C,iTE_insight,"Ti substitution widens band gap, lowers dc conductivity, introduces ionic conduction contribution, and limits thermoelectric figure of merit",D_cross_domain_inspiration,2012.0,10.1016/j.jssc.2012.02.056,retained_inventory_not_auto_translated
insight:INSIGHT_6C8F173890,iTE_insight,bimetallic selenide electrodes provide electrochemical charge storage and thermoelectrochemical heat-to-electricity conversion in alkaline electrolyte,P_coupled_precedent,2025.0,10.1016/j.est.2025.116568,eligible_for_complementarity_rules
insight:INSIGHT_D704919386,iTE_insight,"EMIM:TCM reorganizes PEDOT:PSS from core-shell to rod-like morphology, separates PEDOT from PSS, and lowers oxidation level to optimize conductivity and Seebeck",U_unresolved_or_outside,2022.0,10.1038/s41528-022-00138-y,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_9F8F0C7C46,iTE_insight,alkylphosphane impurities activate tellurium into soluble phosphane tellurides that react on metal surfaces to form solid tellurides at low temperature,U_unresolved_or_outside,2021.0,10.1002/open.202000249,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_CC5B3F924F,iTE_insight,optically induced thermoelectric fields gather nanoparticles into reconfigurable colloidal photonic crystals with tunable spectrum and shape,U_unresolved_or_outside,2025.0,10.1002/lpor.202400889,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_67227A815E,iTE_insight,quasi-isotropic 3D Li diffusion combines 1D channels and 2D planes,U_unresolved_or_outside,2016.0,10.1021/acs.chemmater.6b02424,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_1D43B30C15,iTE_insight,high-temperature decomposition degrades ionic conductivity,U_unresolved_or_outside,2016.0,10.1021/acs.chemmater.6b02424,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_73DED64A5B,iTE_insight,anisotropic phonon group velocity and intrinsic puckered structure create strongly anisotropic thermal transport; cages enable ionic/molecular engineering,C_adjacent_enabling_evidence,2024.0,10.1007/s11467-023-1354-7,retained_inventory_not_auto_translated
insight:INSIGHT_6637BD54D2,iTE_insight,"Ba/Ca substitution on Bi sites weakens Coulombic bonding between [Bi/A/O] and [Cu2Se2] layers, expanding c-axis and altering structure-property relations",U_unresolved_or_outside,2017.0,10.1016/j.solidstatesciences.2017.08.006,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_F4D79C7BC9,iTE_insight,"Co2+/Ru4+ substitution changes grain size and carrier type; conduction involves polarons plus space-charge-limited, ionic hopping, Poole-Frenkel, and Schottky mechanisms",U_unresolved_or_outside,2016.0,10.1140/epjb/e2016-60471-6,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_34733A9328,iTE_insight,SIMS identifies nitrogen/oxygen impurities and implantation-induced defect zones behind implanted layers,U_unresolved_or_outside,1992.0,10.1051/jp3:1992211,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_6B14051C4A,iTE_insight,"thermally activated intrinsic localized modes alter thermal expansion, diffusion, ionic conductivity, damage annealing, void growth, and suppress lattice thermal conductivity",U_unresolved_or_outside,2010.0,10.1016/j.actamat.2010.01.021,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_8961A1FCF5,iTE_insight,"Al raises conductivity; Mn substitutes Zn, causes point-defect phonon scattering and secondary spinel phase formation, lowering thermal conductivity but increasing resistivity",U_unresolved_or_outside,2016.0,10.2109/jcersj2.15282,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_2D7F4FB999,iTE_insight,ionic-liquid precursor chemistry controls chalcogenide nanoparticle formation; reactive bismuth chloro/iodo imidazolium salts direct Bi2Se3 phase purity and composition,U_unresolved_or_outside,2017.0,10.1002/zaac.201600325,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_3E42B73700,iTE_insight,Sr/Ba guests are largely ionic Zintl donors to the Ga-Ge framework; guest-framework charge transfer and cage binding underlie thermoelectric clathrate behavior,D_cross_domain_inspiration,2003.0,10.1002/chem.200304837,retained_inventory_not_auto_translated
insight:INSIGHT_39EA2284A2,iTE_insight,site-selective Ga NMR shows Sr rattling couples to specific 24k Ga sites; weak covalent guest-cage effects modify electron-phonon coupling beyond a purely ionic model,U_unresolved_or_outside,2013.0,10.7566/jpsj.82.014703,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_E58C16EF80,iTE_insight,binary ionic liquid increases Bi/Te precursor solubility and cathodic stability,U_unresolved_or_outside,2014.0,10.1016/j.electacta.2014.06.036,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_2DA5440B3A,iTE_insight,deposition potential and precursor ratio yield stoichiometric n-type Bi2Te3 coatings,U_unresolved_or_outside,2014.0,10.1016/j.electacta.2014.06.036,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_37E8E15A6C,iTE_insight,"ionic-liquid/surfactant dialysis improves CNT-biomolecule dispersion and protein coverage, reducing CNT bundle size and thermal conductivity while preserving wearable TE output",U_unresolved_or_outside,2022.0,10.1021/acsaem.2c00142,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_6A481538B1,iTE_insight,porosity affects ionic and thermal conductivity with different Bruggemann scaling,U_unresolved_or_outside,2022.0,10.1021/acsmaterialslett.2c00846,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_684D31A614,iTE_insight,diffusive thermal transport by diffusons explains ultralow thermal conductivity,U_unresolved_or_outside,2022.0,10.1021/acsmaterialslett.2c00846,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_67FB0819D2,iTE_insight,"interfacial bonds with mixed ionic/covalent character determine bonding strength, electron localization, electrical conductivity, and thermal conductivity",U_unresolved_or_outside,2022.0,10.1016/j.surfin.2022.102027,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_30CCAE469A,iTE_insight,"spontaneous ion exchange decouples PEDOT from PSS, drives PEDOT/PSS nanophase segregation, and leaves IL anions supporting uniform p-doping for high conductivity",C_adjacent_enabling_evidence,2018.0,10.1021/jacs.7b10306,retained_inventory_not_auto_translated
insight:INSIGHT_966BF96F29,iTE_insight,planarized feedthroughs plus ionic-glass thin films enable room-temperature low-voltage anodic bonding for hermetic thermoelectric sensor encapsulation,U_unresolved_or_outside,2018.0,10.1088/1361-6439/aab86f,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_E7EE94779E,iTE_insight,"ionic Nd/Pr/La/Co-O character, p-type semiconducting gaps, optical absorption, and high carrier mobility support photovoltaic and thermoelectric behavior",U_unresolved_or_outside,2022.0,10.1016/j.ssc.2022.114684,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_86E3359560,iTE_insight,"atomic migration creates ionic Ti-Sb bonds that redistribute electrons, weaken Co-Sb stiffness, and switch tensile failure from Co-Sb to Sb-Sb bond breaking",U_unresolved_or_outside,2018.0,10.1007/s11664-017-5930-x,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_5A06D56B80,iTE_insight,"A-site ionic radius changes rock-salt/CoO2 lattice misfit and interlayer dynamic interference, controlling phonon thermal conductivity",U_unresolved_or_outside,2016.0,10.1007/s11664-015-3938-7,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_A9C7D3912E,iTE_insight,"ionic cross-linking improves crystalline morphology and ordered conductive domains, lowering carrier-transport barriers while maintaining doping level and Seebeck coefficient",U_unresolved_or_outside,2020.0,10.1021/acsami.9b17009,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_A77C4DB528,iTE_insight,"ionic A-S bonding, direct p-type semiconducting gaps, visible absorption, and Boltzmann transport support photovoltaic, optoelectronic, and thermoelectric use",U_unresolved_or_outside,2022.0,10.1016/j.ijleo.2022.169077,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_4AF76F545B,iTE_insight,diffusion-controlled Te deposition and BiTe/SbTe co-deposition are governed by redox processes in the ionic-liquid eutectic electrolyte,U_unresolved_or_outside,2009.0,,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_512AA9BDB2,iTE_insight,ionic wind generates secondary vortices and coupled impingement/barrier/entrance effects that suppress hotspots in confined electronic-device spaces,C_adjacent_enabling_evidence,2021.0,10.1016/j.ijthermalsci.2021.107087,retained_inventory_not_auto_translated
insight:INSIGHT_4A27A343F9,iTE_insight,thermal diffusion in ionic liquids is measured by thermoelectric/optical methods,C_adjacent_enabling_evidence,1999.0,10.1051/jcp:1999197,retained_inventory_not_auto_translated
insight:INSIGHT_6166B97075,iTE_insight,microgravity suppresses free convection that disturbs ion diffusion,C_adjacent_enabling_evidence,1999.0,10.1051/jcp:1999197,retained_inventory_not_auto_translated
insight:INSIGHT_D97B32B50B,iTE_insight,thermoelectric power is interpreted through extended Faber-Ziman transport using partial structure factors and energy-dependent t-matrix scattering,U_unresolved_or_outside,2000.0,10.1080/13642810008205759,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_49C246D88C,iTE_insight,"ionic crystal salt templates stabilize excess alkali dopants against oxidation/deintercalation, enabling charge transfer that alters band structure, superconductivity, and thermoelectric performance",D_cross_domain_inspiration,2022.0,10.1103/physrevlett.129.266401,retained_inventory_not_auto_translated
insight:INSIGHT_31DA534AFE,iTE_insight,"rare-earth ionic radius and substitution change structure, activation energy, carrier concentration, polaron/hopping conduction, and n/p thermopower behavior",U_unresolved_or_outside,2009.0,10.1016/j.matchemphys.2008.07.032,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_5985A6D176,iTE_insight,"coexisting covalent O-V/Pd, ionic O-Ti/Ca, and metallic Ti/V bonding plus electronic structure determine thermoelectric and optoelectronic properties",U_unresolved_or_outside,2022.0,10.1016/j.rinp.2022.105977,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_83D873FA79,iTE_insight,La3+ substitution isolates the Bi3+ lone-pair effect; Bi lone pairs stabilize anomalously high charge-ordering temperature reflected in resistivity and thermopower hysteresis,U_unresolved_or_outside,2007.0,10.1088/0953-8984/19/29/296205,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_4826389C75,iTE_insight,"filler ionic radius and valence control lattice expansion, hole concentration, electrical transport, and lattice thermal resistivity/rattling; Ce/Pr/Nd give high ZT",U_unresolved_or_outside,2011.0,10.1063/1.3553842,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_618600ABBC,iTE_insight,M3+ substitution creates donor levels,D_cross_domain_inspiration,2007.0,10.1088/0022-3727/40/24/033,retained_inventory_not_auto_translated
insight:INSIGHT_2D2575B0F2,iTE_insight,increasing dopant ionic radius reduces mobility while heavier dopants increase phonon scattering and suppress phase-transition anomalies,D_cross_domain_inspiration,2007.0,10.1088/0022-3727/40/24/033,retained_inventory_not_auto_translated
insight:INSIGHT_7E36C8C1DD,iTE_insight,"interfacial molecule-ion repulsion tunes long-range ion-pair interactions, cluster diffusion, and ion relaxation time for thermal memory",C_adjacent_enabling_evidence,2025.0,10.1039/d5nr01895a,eligible_for_complementarity_rules
insight:INSIGHT_A02D344FC4,iTE_insight,"cation concentration, humidity, and temperature differences create hydrothermal chemical ionic flux and gate-controlled voltage without external temperature difference",C_adjacent_enabling_evidence,2024.0,10.1002/smll.202400477,eligible_for_complementarity_rules
insight:INSIGHT_8A9BA189F2,iTE_insight,temperature and concentration gradients generate exclusion-diffusion potentials,C_adjacent_enabling_evidence,2014.0,10.1002/2014jb011249,eligible_for_complementarity_rules
insight:INSIGHT_6BB057DB0A,iTE_insight,pore radius and salinity determine ionic diffusion/exclusion contributions after electrode-effect correction,C_adjacent_enabling_evidence,2014.0,10.1002/2014jb011249,eligible_for_complementarity_rules
insight:INSIGHT_0991FF73E1,iTE_insight,Al3+ aliovalent doping raises carrier concentration while ZnS coating causes coherent phonon scattering that lowers lattice thermal conductivity,U_unresolved_or_outside,2021.0,10.1002/adfm.202105008,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_C2054EDAFE,iTE_insight,"3D difference PDF reveals two-dimensionally ordered layers and third-dimension stacking disorder, linking local disorder to anomalous phase-transition transport",D_cross_domain_inspiration,2019.0,10.1107/s2053273319004820,retained_inventory_not_auto_translated
insight:INSIGHT_D928858C19,iTE_insight,dopant ionic radii/site preferences alter lattice constants,U_unresolved_or_outside,2015.0,10.1007/s11664-014-3508-4,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_F665F59798,iTE_insight,"Al has concentration-dependent Si/Mg/interstitial occupancy while Sb favors Si sites, tuning Seebeck behavior",U_unresolved_or_outside,2015.0,10.1007/s11664-014-3508-4,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_166FD09DA1,iTE_insight,"RGO/PEDOT:PSS conductive networks overcome Fe3O4 electronic/ionic conductivity limits, improving electron transfer, supercapacitor behavior, and flexible thermoelectric properties",U_unresolved_or_outside,2023.0,10.3390/polym15163453,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_8DE780435E,iTE_insight,ionic alkali-metal framework stabilizes pentagon ribbons; alkali ions scatter acoustic-optical phonons and become superionic at high temperature,U_unresolved_or_outside,2022.0,10.1021/acs.inorgchem.2c03054,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_8884417523,iTE_insight,alkyl side-chain engineering tunes organic mixed ionic-electronic conduction for OECT mobility and doped thermoelectric conductivity/power factor,D_cross_domain_inspiration,2022.0,10.1021/jacs.2c00735,retained_inventory_not_auto_translated
insight:INSIGHT_DBB8616341,iTE_insight,two-step diffusion plus anion exchange increases doping efficiency and conductivity,U_unresolved_or_outside,2024.0,10.1016/j.xcrp.2024.102197,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_6D8B88B3F5,iTE_insight,molecular-weight tuning balances conductivity and Seebeck coefficient,U_unresolved_or_outside,2024.0,10.1016/j.xcrp.2024.102197,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_67A3C96528,iTE_insight,microwave-solvothermal reductant-free PEG system controls Bi2Te3 nanocrystal morphology under simplified reagent conditions,U_unresolved_or_outside,2014.0,10.1246/cl.130833,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_6B72308257,iTE_insight,structural transition and dissociation of ionic GeTe4 assemblies drive semiconductor-metal transition seen in conductivity and thermoelectric power,U_unresolved_or_outside,1993.0,10.1143/jpsj.62.1272,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_D3D1AD7C58,iTE_insight,"ionic-radius-based tolerance factors, metallic bands, brittle mechanics, and temperature-dependent transport determine predicted thermoelectric response",U_unresolved_or_outside,2022.0,10.1140/epjp/s13360-022-02580-3,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_B21C3F8DB5,iTE_insight,"R3+ ionic radius expands orthorhombic cell volume and dopant identity tunes n-type resistivity/thermopower, with Ca0.9Yb0.1MnO3 giving highest power factor",D_cross_domain_inspiration,2014.0,10.1016/j.powtec.2014.05.022,retained_inventory_not_auto_translated
insight:INSIGHT_3F0CB1AEDA,iTE_insight,"mixed covalent/ionic bonding, stable wide-gap electronic structure, optical conductivity, and Boltzmann transport yield potential LED, switching, and thermoelectric performance",U_unresolved_or_outside,2023.0,10.1007/s10825-023-02073-1,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_3E26FF7CC4,iTE_insight,"ionic-liquid cation/anion choice controls Sb2Te3 morphology and microstructure, thereby tuning electrical/thermal conductivity and Seebeck coefficient",U_unresolved_or_outside,2017.0,10.1039/c6dt04323b,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_999A6A84F6,iTE_insight,"acid and zwitterionic AYP K+ tune hydrogel electrical, thermodynamic, thermoelectric, and mechanical properties while MXene@PPy electrodes add photothermal/electrochemical performance",C_adjacent_enabling_evidence,2024.0,10.1002/cey2.562,eligible_for_complementarity_rules
insight:INSIGHT_623BCE52FC,iTE_insight,"selenium deposits first, then BiSeTe and Bi-rich ternary films form",C_adjacent_enabling_evidence,2012.0,,retained_inventory_not_auto_translated
insight:INSIGHT_5AB31704B7,iTE_insight,electrolyte and potential govern ternary deposition/dissolution,C_adjacent_enabling_evidence,2012.0,,retained_inventory_not_auto_translated
insight:INSIGHT_9BFE562453,iTE_insight,"deposition potential and surfactant type control Bi2Te3 morphology, crystal orientation, film growth, and photoelectrochemical performance",U_unresolved_or_outside,2015.0,10.1016/j.jelechem.2015.09.019,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_308C0C75BD,iTE_insight,"molecular design controls electrolyte-ion interaction, charge-carrier mobility, volumetric capacitance, operational stability, and n-type OECT performance",R_review,2024.0,10.1002/adem.202301860,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_C0D2B6F333,iTE_insight,"ionic thermopower converts temperature gradients/fire heating into voltage while flame-retardant hydrogel network enables fire warning, self-extinguishing, adhesion, and strain sensing",A_direct_evidence_ready,2022.0,10.1039/d2ta05737a,retained_inventory_not_auto_translated
insight:INSIGHT_0321F39BD9,iTE_insight,"ionic bonding, direct UV-absorbing semiconductor gaps, ductility, and Boltzmann transport give solar-cell and thermoelectric potential",U_unresolved_or_outside,2022.0,10.1016/j.physb.2022.414277,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_7EE0063891,iTE_insight,"weakly bonded anharmonic Cu sublattice causes selective Cu-dominated phonon quasiparticle breakdown, liquid-like ionic mobility, and low thermal conductivity",U_unresolved_or_outside,2019.0,10.1038/s41567-018-0298-2,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_3431AE1172,iTE_insight,"DES hydrogen bonding and charge stabilization induce PEDOT:PSS supramolecular gelation, boosting mixed ionic-electronic conductivity and direct-ink-writing processability",C_adjacent_enabling_evidence,2023.0,10.1039/d3mh00310h,eligible_for_complementarity_rules
insight:INSIGHT_F42115173A,iTE_insight,"nanoconfinement suppresses thermal decomposition below 400 C, while electron beam and high temperature drive nanobubble/liquid-film multiphase evolution",C_adjacent_enabling_evidence,2025.0,10.1016/j.ijheatmasstransfer.2025.127111,retained_inventory_not_auto_translated
insight:INSIGHT_B8E9450C63,iTE_insight,microfluidic control of fluids in channels enables fabrication/integration of flexible electronic materials and devices,R_review,2021.0,10.1016/j.mattod.2020.08.017,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_F6D7A6ED38,iTE_insight,"Zn2+-cellulose coordination, hydrogen bonding, and ion-dipole interactions strengthen gel while confined nanostructure favors Cl- transport for n-type ionic thermopower",A_direct_evidence_ready,2023.0,10.1039/d2ta09068f,eligible_for_complementarity_rules
insight:INSIGHT_687A462A4A,iTE_insight,mobile-ion hopping causes non-Lorentzian asymmetric number-density fluctuations in the dynamical structure factor,U_unresolved_or_outside,1998.0,10.1143/jpsj.67.1667,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_C656DA4AC8,iTE_insight,electrolyte/growth conditions create ordered films,U_unresolved_or_outside,2017.0,10.1016/j.electacta.2017.01.019,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_6CC7C2E9B0,iTE_insight,electronic transport dominates Seebeck response while EDOT units provide electrochromic stability,U_unresolved_or_outside,2017.0,10.1016/j.electacta.2017.01.019,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_1A813F6ED3,iTE_insight,"microstructure, thickness, current collector, and CGO composite design tune electrode reaction resistance and durability while maintaining electrolyte compatibility",U_unresolved_or_outside,2011.0,10.1016/j.jpowsour.2011.02.030,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_296456D490,iTE_insight,interlocked ionic skin microstructures provide high pressure sensitivity while thermoelectric nanogenerator supplies self-powered multimodal sensing,U_unresolved_or_outside,2024.0,10.1002/eem2.12767,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_29B8F100B3,iTE_insight,"Li diffusion occurs along b-axis channels with tetrahedral voids but Bi3+ disorder blocks pathways, limiting ionic conductivity",D_cross_domain_inspiration,2016.0,10.1016/j.jssc.2016.03.010,retained_inventory_not_auto_translated
insight:INSIGHT_C6C927ACD4,iTE_insight,ionic liquids enable ambient oxidation of polar Zintl anions into empty Ge clathrate framework for optoelectronic/thermoelectric framework materials,U_unresolved_or_outside,2006.0,10.1038/nature05145,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_AC8B8C6447,iTE_insight,mobile oxygen interstitial concentration controls oxygen ionic conductivity,U_unresolved_or_outside,2005.0,10.1016/j.jssc.2005.04.018,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_83452A2638,iTE_insight,oxygen partial pressure tunes p-type electronic contribution and stability,U_unresolved_or_outside,2005.0,10.1016/j.jssc.2005.04.018,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_86C149C016,iTE_insight,"nanoparticles migrate along ionic thermoelectric fields under thermal gradients, with thermoelectrophoresis and double-layer energy controlling Soret coefficient",A_direct_evidence_ready,2015.0,10.1103/physreve.92.042311,eligible_for_complementarity_rules
insight:INSIGHT_61423E6FF6,iTE_insight,dopant atomic mass lowers lattice thermal conductivity and dopant ionic radius tunes ZT through transport/disorder effects,U_unresolved_or_outside,2014.0,10.1016/j.jpcs.2014.01.002,retained_inventory_requires_scope_or_study_type_review
insight:INSIGHT_1BF76976FA,iTE_insight,"IL doping raises PEDOT:PSS hydrogel conductivity, enabling larger thermoelectric output power, EMI shielding, stretchability, and self-healing",U_unresolved_or_outside,2022.0,10.1002/adma.202109904,retained_inventory_requires_scope_or_study_type_review
