mention_id,paper_id,domain,local_node_id,raw_phrase,legacy_role,semantic_role,claim_id,quote,phrase_location_status,phrase_start_char,phrase_end_char,phrase_span_candidates,semantic_review_status,reconstruction_run_id,audit_id,draft_concept_id,draft_definition,source_role,abstract_locator
TG:P0156:n3,P0156,TG,n3,voltage output,performance,,TG:P0156:claim_block,"Currently, thermoelectric generators are centered around harnessing the temperature difference between body heat and the environment for electricity generation. Nevertheless, in certain regions with year-round warm climates, the effective temperature difference (Delta T) is frequently markedly inadequate. Therefore, it is necessary to explore novel thermoelectric devices that are not driven by body heat. In this study, an integrated photothermoelectric (PTE) device was fabricated. This device consists of a cotton/PPy photothermal layer and a thermoelectric hydrogel, with [Fe(CN)6]3-/4- serving as a redox couple. The PTE device demonstrated remarkable stability, sustaining a consistent voltage output of 31.42 mV under the solar intensity of 150 mW cm-2. When four PTE devices were connected in series and integrated with a voltage amplifier, they exhibited the capacity to power small electronic devices under illumination. Intriguingly, the PTE devices also functioned as thermogalvanic units intrinsically. In the absence of light, they retained their electricity-generation ability by harnessing body heat. This research significantly broadens the application scope of gel-based thermoelectric materials and offers novel insights for the design of integrated PTE devices.",exact_unique_in_quote,694,708,"[[694, 708]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g023,draft:v2:TG:7529c9ec98f7878481fc,热驱动输出电压,performance_function,inputs/raw/paper_coverage.csv::domain=TG;paper_id=P0156
TG:P0173:n3,P0173,TG,n3,output voltage,performance,,TG:P0173:claim_block,"Fire safety in enclosed spaces is frequently compromised by power failures, creating an urgent need for self-powered monitoring systems. However, designing devices that simultaneously achieve high detection sensitivity and sufficient power drive remains a formidable challenge. Here, this work proposes an asymmetric thermal cell (ATC) that utilizes high-entropy-change driven mechanism and strategically designed redox couples of the FeCl3/K4[Fe(CN)6] with opposite temperature coefficient. This design synergistically amplifies the output voltage by combination of the thermogalvanic effect and electrochemical potential. Crucially, this mechanism enables a single ATC to achieve 0.71 V (with a similar to 33% thermal contribution at 90 degrees C) and sustain high-current discharge at 70-90 degrees C without a spatial temperature gradient, making it ideal for fire scenarios with nearly spatially uniform temperature across the device. Accordingly, the ATC delivering a high temperature coefficient of 2.8 mV/K, a peak power density of 11.34 W/m2, and a high specific energy density of 87.7 mAh/g. A prototype of five series-connected ATC units successfully generated a stable 3.15 V output under simulated fire conditions, powering both an LED escape indicator and a wireless smoke alarm. This work offers a feasible way toward self-powered, heat-triggered emergency evacuation system that operate independently of external power grids.",exact_unique_in_quote,534,548,"[[534, 548]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g023,draft:v2:TG:dfe8b2271356244caa30,热与化学势复合总电压,performance_function,inputs/raw/paper_coverage.csv::domain=TG;paper_id=P0173
TG:P0178:n2,P0178,TG,n2,output voltage,performance,,TG:P0178:claim_block,"Converting body heat into electricity is a promising strategy for supplying power to wearable electronics. To avoid the limitations of traditional solid-state thermoelectric materials, such as frangibility and complex fabrication processes, we fabricated two types of thermogalvanic gel electrolytes with positive and negative thermo-electrochemical Seebeck coefficients, respectively, which correspond to the n-type and p-type elements of a conventional thermoelectric generator. Such gel electrolytes exhibit not only moderate thermoelectric performance but also good mechanical properties. Based on these electrolytes, a flexible and wearable thermocell was designed with an output voltage approaching 1 V by utilizing body heat. This work may offer a new train of thought for the development of self-powered wearable systems by harvesting low-grade body heat.",exact_unique_in_quote,678,692,"[[678, 692]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g023,draft:v2:TG:7529c9ec98f7878481fc,热驱动输出电压,performance_function,inputs/raw/paper_coverage.csv::domain=TG;paper_id=P0178
TG:P0204:n3,P0204,TG,n3,voltage,performance,,TG:P0204:claim_block,"Efficient low-grade heat recovery can help to reduce greenhouse gas emission as over 70% of primary energy input is wasted as heat, but current technologies to fulfill the heat-to-electricity conversion are still far from optimum. Here we report a direct thermal charging cell, using asymmetric electrodes of a graphene oxide/platinum nanoparticles cathode and a polyaniline anode in Fe2+/Fe3+ redox electrolyte via isothermal heating operation. When heated, the cell generates voltage via a temperature-induced pseudocapacitive effect of graphene oxide and a thermogalvanic effect of Fe2+/Fe3+, and then discharges continuously by oxidizing polyaniline and reducing Fe3+ under isothermal heating till Fe3+ depletion. The cell can be self-regenerated when cooled down. Direct thermal charging cells attain a temperature coefficient of 5.0 mV K-1 and heat-to-electricity conversion efficiency of 2.8% at 70 degrees C (21.4% of Carnot efficiency) and 3.52% at 90 degrees C (19.7% of Carnot efficiency), outperforming other thermoelectrochemical and thermoelectric systems.",exact_unique_in_quote,478,485,"[[478, 485]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g023,draft:v2:TG:f25dc08cc10148156de1,热充电电池复合电压,performance_function,inputs/raw/paper_coverage.csv::domain=TG;paper_id=P0204
TG:P0210:n3,P0210,TG,n3,output voltage,performance,,TG:P0210:claim_block,"Harvesting heat from the low-grade heat (below 100 degrees C) into electricity has the signification to enhance the utilization of energy and lower carbon emissions by a simple device. Herein we demonstrate a thermally chargeable ammonium ion capacitor (TAIC) by employing graphene-polyimide (rGO-PI) synthesized through polycondensation of 1,4,5,8-naphthalene-tetracarboxylic dianhydride and ethylenediamine as cold electrode, N-doped hollow carbon nanofibers as hot electrode to directly convert waste heat into electricity. Combining thermodiffusion effect of electrolyte with thermogalvanic effect of a redox couple (C=O/C-O-NH4+), as-assembled TAIC can deliver a high output voltage of 624 mV, power density of 82 mu Wcm(-2) and average Seebeck coefficient of 9.07 mVK(-1) at temperature difference of 45 K. Meanwhile, with the introduction of polyacrylamide-polyacrylic acid-based gel electrolyte, the assembled flexible device can well serve in various bending states, and the power density can attain a satisfying value of 1.92 mu Wcm(-2). This quasi-solid-state TAIC shows great potential as one promising candidate for high value-added conversion from low-grade heat into electricity as well as wearable applications.",exact_unique_in_quote,673,687,"[[673, 687]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g023,draft:v2:TG:7529c9ec98f7878481fc,热驱动输出电压,performance_function,inputs/raw/paper_coverage.csv::domain=TG;paper_id=P0210
TG:P0221:n4,P0221,TG,n4,direct voltage,performance,,TG:P0221:claim_block,"Herein we report a self-powered multimodal temperature and force sensor based on the reverse electrowetting effect and the thermogalvanic effect in a liquid droplet. The deformation of the droplet and the temperature difference across the droplet can induce an alternating pulse voltage and a direct voltage, respectively, which is easy to separate/analyze and can be utilized to sense the external force and temperature simultaneously. In addition, an integral display system that can derive information from external temperature/force concurrently is constructed. Combined with advantages of excellent sensing properties and a simple structure, the droplet sensor has promising applications in a wide range of intelligent electronics.",exact_unique_in_quote,293,307,"[[293, 307]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g023,draft:v2:TG:7529c9ec98f7878481fc,热驱动输出电压,performance_function,inputs/raw/paper_coverage.csv::domain=TG;paper_id=P0221
iTE:P0358:n3,P0358,iTE,n3,thermoelectric voltage,physical_consequence,,iTE:P0358:claim_block,"In this work, we develop a stretchable fabric-based ionic thermoelectric generator that integrated passive radiative cooling and synergized moisture-induced potential with thermoelectric voltage in vertical units, enabling large electric generation in multi-environment.",exact_unique_in_quote,688,710,"[[688, 710]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g026,draft:v2:iTE:06a7b58a12339f4ae933,离子热电压,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0358
iTE:P0369:n5,P0369,iTE,n5,thermoelectric voltage,performance,,iTE:P0369:claim_block,"The results show not only the porosity and pore connectivity, but also the higher specific surface area of cement matrix is an important parameter for improving the ionic Seebeck coefficient of cementitious materials. The finer pore distribution in the cement matrix will cause a larger thermoelectric voltage.",exact_unique_in_quote,1381,1403,"[[1381, 1403]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g026,draft:v2:iTE:06a7b58a12339f4ae933,离子热电压,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0369
iTE:P0397:n3,P0397,iTE,n3,thermally generated voltage,performance,,iTE:P0397:claim_block,"We attribute the enhanced thermally generated voltage to the highly-coordinated configuration of Cu2+ - Cl-, which converts the independent thermal motion of Cu2+ and Cl- to the higher ion transport heat of [CuCl4](2-) anion via carboxylated cellulose, while this phenomenon do not occur in the other transition metal chlorides.",exact_unique_in_quote,690,717,"[[690, 717]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g026,draft:v2:iTE:06a7b58a12339f4ae933,离子热电压,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0397
iTE:P0403:n2,P0403,iTE,n2,high thermovoltage,performance,,iTE:P0403:claim_block,"Here, we demonstrate quasi-solid state ionogels made of ionic liquids and SiO2 nanoparticles. They can have high thermovoltage and ionic conductivity.",exact_unique_in_quote,569,587,"[[569, 587]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g026,draft:v2:iTE:e73fdaf430d39fc86e12,高热电压,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0403
iTE:P0458:n2,P0458,iTE,n2,voltage between the two electrodes,physical_consequence,,iTE:P0458:claim_block,"Cations and anions can accumulate at the two ends of an ionic conductor under temperature gradient, which is the so-called Soret effect. This can generate a voltage between the two electrodes, and the thermopower can be higher than that of the electronic conductors because of the Seebeck effect by 1-2 orders in magnitude.",exact_unique_in_quote,157,191,"[[157, 191]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g026,draft:v2:iTE:06a7b58a12339f4ae933,离子热电压,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0458
iTE:P0524:n2,P0524,iTE,n2,thermoelectric voltage,physical_consequence,,iTE:P0524:claim_block,"Asymmetric ion rearrangement is proposed on two ionic liquid/electrode interfaces when temperature varies, accounting for the generation of thermoelectric voltage.",exact_unique_in_quote,730,752,"[[730, 752]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g026,draft:v2:iTE:06a7b58a12339f4ae933,离子热电压,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0524
iTE:P0567:n3,P0567,iTE,n3,thermal voltage,performance,,iTE:P0567:claim_block,"Inspired by thermally sensitive ion channels in human skin, a polarized membrane composed of a ferroelectric polymer fiber matrix is used to double the heat-induced potential in ionic thermoelectric devices. The comparison of the thermal potentials between different directions of polarization and temperature gradient indicates the importance of cation-dipole interactions for the enhancement. Adding a polarized membrane to ionic thermoelectric devices induces dipole-ion interaction and enhances the thermal voltage by more than double.",exact_unique_in_quote,503,518,"[[503, 518]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g026,draft:v2:iTE:06a7b58a12339f4ae933,离子热电压,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0567
iTE:P0597:n2,P0597,iTE,n2,electric potential difference,physical_consequence,,iTE:P0597:claim_block,"Here, we report a novel thermoelectric generator (TEG) design aimed at boosting output voltage through the incorporation of ionic materials (perfluoroalkoxy and Ni) with alternating triboelectric charges. The ionic materials are attached to the cooling part of p-type BiSbTe and n-type BiTeSe TEGs, respectively. This significantly increases the electric potential difference inside the p-n junction TEG from 7.14 to 12.12 mV at the temperature difference of 20 K and the enhanced output voltage is maintained over 24 h.",exact_unique_in_quote,346,375,"[[346, 375]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g026,draft:v2:iTE:bd87629d2e23db9e5376,p-n结内部电势差,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0597
iTE:P0629:n2,P0629,iTE,n2,thermovoltage,performance,,iTE:P0629:claim_block,"We evaluated the electrode-dependent temperature sensitivity of the double layer capacitance of these hydrogels, which revealed that the thermally induced polarization of ions at the interface is one of the main contributors to the thermovoltage.",exact_unique_in_quote,934,947,"[[934, 947]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g026,draft:v2:iTE:06a7b58a12339f4ae933,离子热电压,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0629
iTE:P0697:n3,P0697,iTE,n3,thermally generated voltage,performance,,iTE:P0697:claim_block,We attribute the enhanced thermally generated voltage to the movement of H+ in the strong hydrogen bond system of PVA hydrogels and the restrictive effect of the strong hydrogen bond system on anions.,exact_unique_in_quote,615,642,"[[615, 642]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g026,draft:v2:iTE:06a7b58a12339f4ae933,离子热电压,performance_function,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0697
TG:P0022:n2,P0022,TG,n2,reaction entropy change,physical_consequence,,TG:P0022:claim_block,"The electrochemical reaction involving the Cu electrode, ethylenediamine (en), and their chelated compound Cu(en)2 2+ exhibits a significant reaction entropy change, resulting in an enhanced temperature coefficient (alpha).",exact_unique_in_quote,452,475,"[[452, 475]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g029,draft:v2:TG:c902b1c79e665c3b7901,Cu-乙二胺电化学反应熵差,quantity,inputs/raw/paper_coverage.csv::domain=TG;paper_id=P0022
TG:P0084:n3,P0084,TG,n3,entropy difference of the [Fe(CN)6]3-/4-redox couple,physical_consequence,,TG:P0084:claim_block,"Meanwhile, ZnAl-LDH selectively binds with Fe(CN)64-, increasing the entropy difference of the [Fe(CN)6]3-/4-redox couple in water-methanol mixtures and creating additional transport pathways for anions.",exact_unique_in_quote,618,670,"[[618, 670]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g029,draft:v2:TG:0164f0bb4569f2e3cc33,铁氰/亚铁氰红氧熵差,quantity,inputs/raw/paper_coverage.csv::domain=TG;paper_id=P0084
TG:P0085:n2,P0085,TG,n2,redox entropy difference,physical_consequence,,TG:P0085:claim_block,"These interactions modify the hydration shell of the redox couple, thereby increasing the redox entropy difference and significantly improving the Seebeck coefficient.",exact_unique_in_quote,662,686,"[[662, 686]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g029,draft:v2:TG:0164f0bb4569f2e3cc33,铁氰/亚铁氰红氧熵差,quantity,inputs/raw/paper_coverage.csv::domain=TG;paper_id=P0085
TG:P0090:n2,P0090,TG,n2,entropy difference of the redox couple,physical_consequence,,TG:P0090:claim_block,The results reveal that guanidinium and urea synergistically enlarge the entropy difference of the redox couple and significantly increase the Seebeck effect.,exact_unique_in_quote,713,751,"[[713, 751]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g029,draft:v2:TG:0164f0bb4569f2e3cc33,铁氰/亚铁氰红氧熵差,quantity,inputs/raw/paper_coverage.csv::domain=TG;paper_id=P0090
TG:P0146:n2,P0146,TG,n2,entropy change of redox reaction,physical_consequence,,TG:P0146:claim_block,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.",exact_unique_in_quote,643,675,"[[643, 675]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g029,draft:v2:TG:1a5a7853fc79cda3c26c,红氧反应熵差,quantity,inputs/raw/paper_coverage.csv::domain=TG;paper_id=P0146
TG:P0182:n4,P0182,TG,n4,entropy difference of thermogalvanic ions,physical_consequence,,TG:P0182:claim_block,"In this work, the challenges are addressed by introducing a synergistic chaotropic effect to destruct strong hydrogen bonds, increase polymers' entropic elasticity, and enlarge the entropy difference of thermogalvanic ions.",exact_unique_in_quote,619,660,"[[619, 660]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g029,draft:v2:TG:1a5a7853fc79cda3c26c,红氧反应熵差,quantity,inputs/raw/paper_coverage.csv::domain=TG;paper_id=P0182
TG:P0192:n3,P0192,TG,n3,entropy change of the overall redox system,physical_consequence,,TG:P0192:claim_block,"Thermogalvanic cell (thermocell) represents a promising technology for converting low grade waste heat to electricity. For the cell to be attractive, however, the voltage generated for a given temperature difference has to be high. We report that the electrochemical thermopower can be more than doubled to 2.9 mV K-1 when an organic solvent with an appropriate solubility parameter is added to the aqueous electrolyte of ferri/ferrocyanide. This value is better than any reported for the redox couples in aqueous electrolyte as well as in organic solvents. The addition causes a significant rearrangement of the solvation shell, which leads to an increase in the entropy change of the overall redox system and thus an increase in the electrochemical thermopower. For an evaluation of thermoelectric conversion performance, a thermocell with a circulating electrolyte is fabricated as a candidate technology for harvesting thermal energy from liquid cooling systems. The maximum power density obtained, normalized to the square of the inter-electrode temperature difference (similar to 4.1 degrees C), is 0.64 mW m(-2)K(-2), which is approximately 1.8 times higher compared with the thermocell based on pure aqueous electrolyte.",exact_unique_in_quote,664,706,"[[664, 706]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g029,draft:v2:TG:0164f0bb4569f2e3cc33,铁氰/亚铁氰红氧熵差,quantity,inputs/raw/paper_coverage.csv::domain=TG;paper_id=P0192
TG:P0201:n3,P0201,TG,n3,redox reaction entropy,physical_consequence,,TG:P0201:claim_block,"In this perspective article, we discuss similarities and differences of i-TE materials from electronic-based thermoelectric materials and also different i-TE thermoelectric effects including the thermodiffusion (Soret) effect and the thermogalvanic effect, in which the latter includes redox reaction entropy and the Soret effect.",exact_unique_in_quote,806,828,"[[806, 828]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g029,draft:v2:TG:1a5a7853fc79cda3c26c,红氧反应熵差,quantity,inputs/raw/paper_coverage.csv::domain=TG;paper_id=P0201
iTE:P0593:n3,P0593,iTE,n3,ultralow lattice thermal conductivity,physical_consequence,,iTE:P0593:claim_block,"Most crystalline inorganic materials, except for metals and some layer materials, exhibit bad flexibility because of strong ionic or covalent bonds, while amorphous materials usually display poor electrical properties due to structural disorders. Here, we report the simultaneous realization of extraordinary room temperature flexibility and thermoelectric performance in Ag2Te1-xSx-based materials through amorphization. The coexistence of amorphous main phase and crystallites results in exceptional flexibility and ultralow lattice thermal conductivity.",exact_unique_in_quote,518,555,"[[518, 555]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:062424b7af67cb295d34,低值状态阈值待核实:0,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0593
iTE:P0610:n2,P0610,iTE,n2,low lattice conductivity,physical_consequence,,iTE:P0610:claim_block,"Based on Boltzmann transport theory, we found that the bonding heterogeneity in CdTe2 favors low lattice conductivity.",exact_unique_in_quote,770,794,"[[770, 794]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:f58bfd0ec476ceb89609,低值状态阈值待核实:1,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0610
iTE:P0631:n2,P0631,iTE,n2,ultra-low lattice thermal conductivity,physical_consequence,,iTE:P0631:claim_block,"The strong phonon-phonon scattering in BaAgSb exhibits ultra-low lattice thermal conductivity of 0.59 W.m(-1).K-1 along c-axis at 800 K, and high thermoelectric performance ZT = 0.94 at 400 K.",exact_unique_in_quote,365,403,"[[365, 403]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:956d4d9d5e92b038a43e,低值状态阈值待核实:2,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0631
iTE:P0638:n2,P0638,iTE,n2,low lattice thermal conductivity,physical_consequence,,iTE:P0638:claim_block,"In the whole measured temperature range, Ag2S demonstrates an intrinsically low lattice thermal conductivity (below 0.6 W.m(-1).K-1). The calculated phonon dispersion indicates that the weak chemical bonding between Ag and S is responsible for the low lattice thermal conductivity observed in the monoclinic Ag2S.",multiple_exact_matches_in_quote,,,"[[1441, 1473], [1613, 1645]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:f6c1fe7722cbed9edba3,低值状态阈值待核实:3,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0638
iTE:P0986:n2,P0986,iTE,n2,ultralow lattice thermal conductivity,physical_consequence,,iTE:P0986:claim_block,"Identifying approaches that reduce thermal conductivity with little impact on electrical transport performance remains a central challenge for the thermoelectric community. Here, we use density functional theory calculations to demonstrate that K2CdX (X=Sn, Pb), with a crystal structure composed of a one-dimensional zigzag Cd-X chain sublattice and an isolated alkali metal K atom, exhibits favorable electronic and phonon transport as well as superior thermoelectric conversion efficiency. We reveal that the presence of a long-range ionic bond and multiple band characteristics lead to electron crystal-like electrical transport performance. On the other hand, the ultralow lattice thermal conductivity (kappa(L)) of the K2CdX compound mainly originates from the strong structural anharmonicity, which is caused by a low-dimensional sublattice combined with the heterogeneity of a weak chemical bond and the rattling vibration of K atoms in a crystal matrix. As a result, high average carrier mobility (>20 cm(2) V-1 S-1), low lattice thermal conductivity below 0.4 W/mK, and spectacularly high average zT larger than 2.0 predicted for the K2CdPb system highlight the direction for identifying compounds with potential thermoelectric performance in this crystal family.",exact_unique_in_quote,669,706,"[[669, 706]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:c602764b2e8bdbb7dbaf,低值状态阈值待核实:4,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P0986
iTE:P1094:n2,P1094,iTE,n2,ultralow kappa(L),physical_consequence,,iTE:P1094:claim_block,"State-of-the-art first-principles calculations are performed to investigate the thermoelectric transport properties in thallium-based fluoride perovskites TlXF3 (X = Hg, Sn, Pb) by considering anharmonic renormalization of the phonon energy and capturing reasonable electron relaxation times. The lattice thermal conductivity, kappa(L), of the three compounds is very low, among which TlPbF3 is only 0.42 W m(-1) K-1 at 300 K, which is less than half of that of quartz glass. The low acoustic mode group velocity and strong three-phonon scattering caused by the strong anharmonicity of the Tl atom are the origin of the ultralow kappa(L). Meanwhile, the strong ionic bonds between X (X = Hg, Sn, Pb) and F atoms provide good electrical transport properties. The results show that the ZT value of TlHgF3 at 900 K is 1.58, which is higher than the 1.5 value of FeNbSb at 1200 K. TlSnF3 and TlPbF3 also exceed 1, which is close to the classical thermoelectric material PbTe:Na. Furthermore, we present the methods and expected effects of improving the ZT value through nanostructures.",exact_unique_in_quote,620,637,"[[620, 637]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:5fc0db291ed1486604a6,低值状态阈值待核实:5,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1094
iTE:P1098:n2,P1098,iTE,n2,intrinsically low lattice thermal conductivity,physical_consequence,,iTE:P1098:claim_block,"Although the Cu1.8S compound consisting of cheap and earth-abundant elements has been reported to be a potential candidate of thermoelectric material, its thermoelectric performance is not very high. In this work, a fast doping strategy is offered to introduce both point defects and nanostructures into thermoelectric materials to improve the performance. Ball-milled Cu1.8S powders were mixed with different amounts of In2S3 powders and were then sintered into bulk samples by the spark plasma sintering (SPS) technique. During the SPS process, In2S3 was doped into the Cu1.8S matrix at 723 K for 10 min, and the fast doping process results in point defects and nanostructures of the Cu1.8S bulk sample including nanopores and those with an included second phase. On the one hand, In doping increased the effective mass of charge carriers in Cu1.8S and improved the Seebeck coefficient, whereas on the other hand, the nanostructures reduced thermal conductivity significantly. The phase structure and microstructure of Cu1.8S bulks are highly dependent on the In2S3 content. Density functional theory calculations revealed that Cu1.8S has an intrinsically low lattice thermal conductivity because of low-frequency localized vibrations from the Cu ionic migration and Cu vacancies. As a result, Cu1.8S+3 wt% In2S3 bulk sample achieved a ZT value of similar to 1.4 at 773 K compared with that of 0.45 at 773 K for the pristine Cu1.8S sample; this value is the highest ZT value in sulfide thermoelectric materials at this temperature. The fast doping strategy demonstrated in this work can also be applied for reducing thermal conductivity and improving ZT values of other thermoelectric systems. (C) 2019 Elsevier Ltd. All rights reserved.",exact_unique_in_quote,1144,1190,"[[1144, 1190]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:b105c8d29cdf8255edcd,低值状态阈值待核实:6,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1098
iTE:P1114:n2,P1114,iTE,n2,ultralow kappa l,physical_consequence,,iTE:P1114:claim_block,"High-efficiency thermoelectric materials require two essential characteristics; low lattice thermal conductivity (kappa l) and high power factor (PF). Although group-III chalcogenides exhibit extremely high PF, their high kappa l hinders their practical applications. Through first-principles calculations, we have discovered that the LiMTe2 (M = Al, Ga, and In) monolayers, which have a similar structure stacking as the group-III chalcogenides, simultaneously possess the two key characteristics mentioned above. The kappa l values of the LiMTe2 monolayers are as low as 1.4-2.0 W m ¡1 K ¡1 at room temperature. Detailed analysis of bonding characteristics and phonon scattering rates suggests that the ultralow kappa l can be mainly attributed to the strong bond anharmonicity, which is a result of the cooperative endeavor of bond heterogeneity (coexistence of strong covalent bonds and weak ionic bonds) and the existence of lone-pair electrons. Additionally, the pudding-mold type of the conduction band near the Fermi level contributes to the high power factor of LiMTe2 monolayers. Therefore, the ZT values of n-type doped LiMTe2 monolayers exceed 1 at T = 800 K and carrier conentration of 1.71 x 1012-3.32 x 1012 cm ¡2, indicating the great potential of the 2D LiMTe2-family under n-type doping as high-temperature thermoelectric materials. The current work suggests that increasing bond complexity and the introduction of lone-pair electrons are strategic pathways for designing high-performance thermoelectric materials.",exact_unique_in_quote,705,721,"[[705, 721]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:e20f40f2e288b6b94f40,低值状态阈值待核实:7,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1114
iTE:P1135:n1,P1135,iTE,n1,ultralow lattice thermal conductivity,physical_consequence,,iTE:P1135:claim_block,"The double perovskites (DPs) are outstanding materials for renewable energy and other optoelectronic applications. Here in this paper, the thermoelectric and optical behavior of X2HfI6 (X = Ga, In, Tl) have been explained systematically by DFT. The structural stability has been certified using ionic radii in terms of tolerance factor, and dynamic stability has been confirmed by positive phonon dispersion frequencies in acoustic modes. The band structure findings show the direct band gaps for (Ga, In, Tl) based DPs. The optical properties have been investigated by dispersion, absorption, refection, and related other optical characteristics. The absorption bands are existing in ultraviolet region and shifted to higher energy (blue shift). The reflection and optical loss of light are noted less than 0.3 which increases their potential for optoelectronic devices. The high Seebeck coefficient and electrical conductivity along with ultralow lattice thermal conductivity confirm the high figure of merit at and below the room temperature.",exact_unique_in_quote,940,977,"[[940, 977]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:f0b06ffa33ecbd324d4d,低值状态阈值待核实:8,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1135
