projection_group_id,domain,subject_concept_id,object_concept_id,raw_predicate,assertion_type,direction,joint_factor_group,condition_annotation_status,evidence_count,relation_ids,paper_ids,aggregation_status
relation_projection:b9840478bc836696cb88,iTE,draft:v2:iTE:e3d1904729378d12fead,draft:v2:iTE:e20f40f2e288b6b94f40,suggested main cause,hypothesis,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1114:r001""]","[""P1114""]",navigation_only_no_evidence_deduplication
relation_projection:4c8633c7971bdf5d3fff,iTE,draft:v2:iTE:e401c8766210ea011c9d,draft:v2:iTE:f55a351ee639929fce70,favorable according to calculation,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1063:r001""]","[""P1063""]",navigation_only_no_evidence_deduplication
relation_projection:678236cc0b70ef269420,iTE,draft:v2:iTE:e4757275644c1c9ee640,draft:v2:iTE:10769179943797785050,reduces,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1259:r001""]","[""P1259""]",navigation_only_no_evidence_deduplication
relation_projection:8ceb457ade6fd747f029,iTE,draft:v2:iTE:e4a013773794f213f633,draft:v2:iTE:957643182c2c66a9e8c3,enables,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0457:r001""]","[""P0457""]",navigation_only_no_evidence_deduplication
relation_projection:119dc4dba89242bc4175,iTE,draft:v2:iTE:e4a2d3ed390047bdcaab,draft:v2:iTE:b7bc55dc05908f1a42bd,increasing concentration increases,association,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0592:r001""]","[""P0592""]",navigation_only_no_evidence_deduplication
relation_projection:73875ff6d1db4ec68535,iTE,draft:v2:iTE:e4d5c504799d0b53903e,draft:v2:iTE:94287cdc5de46b2227dd,locally enhances,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1015:r001""]","[""P1015""]",navigation_only_no_evidence_deduplication
relation_projection:08861d37c5b47161eec7,iTE,draft:v2:iTE:e4eae518eea31fc10ea4,draft:v2:iTE:e715aeaa03462b5e2f60,enables,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1735:r001""]","[""P1735""]",navigation_only_no_evidence_deduplication
relation_projection:a24e840e16af676e7c98,iTE,draft:v2:iTE:e5155e7ddf0017ac1115,draft:v2:iTE:f7199aa10e5c8ac4565c,higher values may account for improvement,hypothesis,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0515:r001""]","[""P0515""]",navigation_only_no_evidence_deduplication
relation_projection:f6f7600b6db8515a5a72,iTE,draft:v2:iTE:e5571681bbf7d60b3153,draft:v2:iTE:e20748ee271085ff7483,might explain,hypothesis,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1746:r001""]","[""P1746""]",navigation_only_no_evidence_deduplication
relation_projection:722115d40d272d5d32b3,iTE,draft:v2:iTE:e5735dc4bd054daf9110,draft:v2:iTE:06a7b58a12339f4ae933,accounts for enhancement,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0397:r002""]","[""P0397""]",navigation_only_no_evidence_deduplication
relation_projection:606fa2fe1e2750b66302,iTE,draft:v2:iTE:e5735dc4bd054daf9110,draft:v2:iTE:31acdf0f04f1a1e4948f,produces via carboxylated cellulose,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0397:r001""]","[""P0397""]",navigation_only_no_evidence_deduplication
relation_projection:cf56bdb3fbcfd1d0571d,iTE,draft:v2:iTE:e5735dc4bd054daf9110,draft:v2:iTE:a5a8952bd5cf6d9878a4,jointly enables negative value,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0696:r003""]","[""P0696""]",navigation_only_no_evidence_deduplication
relation_projection:c452573282baea0bf8b9,iTE,draft:v2:iTE:e57fbb8c9d01bb1c1b4c,draft:v2:iTE:dbb8b3f27c7b4e4a4984,proposed to restrain at low temperature,hypothesis,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1704:r001""]","[""P1704""]",navigation_only_no_evidence_deduplication
relation_projection:2e4f1daab9b864e2633b,iTE,draft:v2:iTE:e5ad4c468c9db2bdd8cc,draft:v2:iTE:95066e80f5d44d169f95,reduces by 2 degrees C,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0849:r001""]","[""P0849""]",navigation_only_no_evidence_deduplication
relation_projection:2a6a91ab4f1c0f05dda4,iTE,draft:v2:iTE:e5ccfad7e2e0d3ba78ac,draft:v2:iTE:c688adf664a35068cef9,delivers,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1880:r001""]","[""P1880""]",navigation_only_no_evidence_deduplication
relation_projection:be9fde8386a93067b4dd,iTE,draft:v2:iTE:e61a08fdef8b0ab0f4ed,draft:v2:iTE:5883a82faf5dbe82c908,stabilizes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1728:r001""]","[""P1728""]",navigation_only_no_evidence_deduplication
relation_projection:f4b2a65d5efad775a2f0,iTE,draft:v2:iTE:e670033cb43398321ac7,draft:v2:iTE:b9fc167674953e681008,accounts for,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1955:r001""]","[""P1955""]",navigation_only_no_evidence_deduplication
relation_projection:911b16d53dc9a3466d62,iTE,draft:v2:iTE:e6f53efa7cfb8329bb27,draft:v2:iTE:a44e396850671c2fa0ea,causes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1560:r001""]","[""P1560""]",navigation_only_no_evidence_deduplication
relation_projection:d4a9f2492e9c2720407f,iTE,draft:v2:iTE:e6f55f59837e51c74646,draft:v2:iTE:c1ecf9ee95000b67d586,reduced atmosphere favors,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1550:r001""]","[""P1550""]",navigation_only_no_evidence_deduplication
relation_projection:65070b6ad5a9363c6ad8,iTE,draft:v2:iTE:e6f55f59837e51c74646,draft:v2:iTE:d2c1fdca047c136054c9,ambient atmosphere exhibits,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1550:r002""]","[""P1550""]",navigation_only_no_evidence_deduplication
relation_projection:cb456b369af02d402e06,iTE,draft:v2:iTE:e7319b400a1b3f4f38ca,draft:v2:iTE:01cc948eb8ed4549f747,design aims to enhance,hypothesis,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0467:r001""]","[""P0467""]",navigation_only_no_evidence_deduplication
relation_projection:4977ae08e7e923aa37ef,iTE,draft:v2:iTE:e7319b400a1b3f4f38ca,draft:v2:iTE:077f0488c317ddb172d6,enhances,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0414:r001""]","[""P0414""]",navigation_only_no_evidence_deduplication
relation_projection:509b71b10cd4c1652767,iTE,draft:v2:iTE:e7319b400a1b3f4f38ca,draft:v2:iTE:78b868a9313a140840cd,design aims to enhance,hypothesis,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0467:r002""]","[""P0467""]",navigation_only_no_evidence_deduplication
relation_projection:073fbe292bc6df7656bd,iTE,draft:v2:iTE:e7319b400a1b3f4f38ca,draft:v2:iTE:a5a8952bd5cf6d9878a4,enhances,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0414:r002""]","[""P0414""]",navigation_only_no_evidence_deduplication
relation_projection:495c609f7fde5c95c171,iTE,draft:v2:iTE:e787e81434fb7f84e8bc,draft:v2:iTE:031135c293fd363a5b14,explains,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1948:r001""]","[""P1948""]",navigation_only_no_evidence_deduplication
relation_projection:6cf93b7e0f83bbfdd3ae,iTE,draft:v2:iTE:e7c90dc84b60501aeb60,draft:v2:iTE:92454efd3574d27f5118,reduces relative to comparisons,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1638:r001""]","[""P1638""]",navigation_only_no_evidence_deduplication
relation_projection:3219b3d806f61d4a69b0,iTE,draft:v2:iTE:e7d71df0a2546e2c667a,draft:v2:iTE:3d210a8c3b00d895382e,enhances through MWCNT supports,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1169:r001""]","[""P1169""]",navigation_only_no_evidence_deduplication
relation_projection:ba8b66ab93d5e4c70deb,iTE,draft:v2:iTE:e7eafd579564f7b90cbc,draft:v2:iTE:0e9577318d1092589a5e,inhibits,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1132:r001""]","[""P1132""]",navigation_only_no_evidence_deduplication
relation_projection:a7a6497912bf147190ba,iTE,draft:v2:iTE:e7eafd579564f7b90cbc,draft:v2:iTE:abab1f0bfafa1959a1f2,increases,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1004:r001""]","[""P1004""]",navigation_only_no_evidence_deduplication
relation_projection:34dd9980265c66d342e6,iTE,draft:v2:iTE:e81d84df0036c4da3a74,draft:v2:iTE:a866a67ced0c03cf4bb4,attributed origin of large value,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0779:r001""]","[""P0779""]",navigation_only_no_evidence_deduplication
relation_projection:45debb45567a52a4836f,iTE,draft:v2:iTE:e844f224397978778d51,draft:v2:iTE:9ce73e8b6f3685749081,enhances,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1415:r001""]","[""P1415""]",navigation_only_no_evidence_deduplication
relation_projection:2d80186c0019aad674c4,iTE,draft:v2:iTE:e848f00905f7f043e37e,draft:v2:iTE:84ba8f3ebd86134f18ea,tunes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1016:r001""]","[""P1016""]",navigation_only_no_evidence_deduplication
relation_projection:b6a651976f1e4aaa6782,iTE,draft:v2:iTE:e84c3854164a0d2231e8,draft:v2:iTE:37c58210df51f7289192,suppresses,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1658:r002""]","[""P1658""]",navigation_only_no_evidence_deduplication
relation_projection:5c52ea3d7152c53179ed,iTE,draft:v2:iTE:e88c45ea70b018b3a60b,draft:v2:iTE:d62eb9fab51ad7d99eeb,jointly enhances,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0916:r002""]","[""P0916""]",navigation_only_no_evidence_deduplication
relation_projection:26ed646c382d00691ace,iTE,draft:v2:iTE:e88c784b71b1c10db102,draft:v2:iTE:65f38c4b967a64c8402b,suggests,hypothesis,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0939:r001""]","[""P0939""]",navigation_only_no_evidence_deduplication
relation_projection:3eca6dbb11ce4cf94c5b,iTE,draft:v2:iTE:e8a0afb931e1e9be0831,draft:v2:iTE:f55a351ee639929fce70,formation can improve,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0675:r001""]","[""P0675""]",navigation_only_no_evidence_deduplication
relation_projection:6dc79ddc867e181678e4,iTE,draft:v2:iTE:e8a8391b592abbcc03f5,draft:v2:iTE:1413b8242ed78b1f5bbd,provides,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0355:r001""]","[""P0355""]",navigation_only_no_evidence_deduplication
relation_projection:5ba126f85b5fe60e44d1,iTE,draft:v2:iTE:e8ac36db3a899ebadb40,draft:v2:iTE:050b8553df31d0f84dcd,attributed cause of in AgxTe RRAM,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1796:r001""]","[""P1796""]",navigation_only_no_evidence_deduplication
relation_projection:b599389f4df6635aa6b6,iTE,draft:v2:iTE:e8d5da11a128aee46cb8,draft:v2:iTE:1e4a96eb007ce21f4d90,followed by in simulations,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1292:r001""]","[""P1292""]",navigation_only_no_evidence_deduplication
relation_projection:93fba0147791546087e5,iTE,draft:v2:iTE:e8dede598c8a610e524f,draft:v2:iTE:dc45733a6ee9bda13b42,increases,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1491:r002""]","[""P1491""]",navigation_only_no_evidence_deduplication
relation_projection:9a551ab4f24c671f354b,iTE,draft:v2:iTE:e91d5d0e0794ee178e01,draft:v2:iTE:510e0b87a250723329f4,increases or decreases depending on interface,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1608:r001""]","[""P1608""]",navigation_only_no_evidence_deduplication
relation_projection:40a898e4ffd89cd3aa63,iTE,draft:v2:iTE:e965bfab48db356f0852,draft:v2:iTE:51aefdbd0c427070bdc7,accounts for unusual behavior,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0700:r001""]","[""P0700""]",navigation_only_no_evidence_deduplication
relation_projection:e6b70d77a6dfa5592490,iTE,draft:v2:iTE:e984c22bc5a9c5e1ab8e,draft:v2:iTE:ffb12506ac6fb36b9460,charge-density calculation indicates formation between,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1764:r001""]","[""P1764""]",navigation_only_no_evidence_deduplication
relation_projection:b78bc9c489a79da2f22a,iTE,draft:v2:iTE:e9b25627287c16a38b6b,draft:v2:iTE:00e16241baba18b43cc1,suggest suitability of NaMgCl3 for,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1953:r001""]","[""P1953""]",navigation_only_no_evidence_deduplication
relation_projection:13ac217366098b772385,iTE,draft:v2:iTE:e9fe55311d26a74674a5,draft:v2:iTE:dc192422b147012d0d11,changes through antisolvent,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0602:r001""]","[""P0602""]",navigation_only_no_evidence_deduplication
relation_projection:1dbb176f320afdefdf5c,iTE,draft:v2:iTE:ea3c717656fe4f777795,draft:v2:iTE:dc710e9bf53677a5edf7,causes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0904:r001""]","[""P0904""]",navigation_only_no_evidence_deduplication
relation_projection:0102444a8cc6b2c16c53,iTE,draft:v2:iTE:eab48ea935087dd66031,draft:v2:iTE:c1a334ff06f0a4c8295a,supports reported value,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1520:r003""]","[""P1520""]",navigation_only_no_evidence_deduplication
relation_projection:eca6add2c603a879b7ac,iTE,draft:v2:iTE:eaeb17f29bb7602bdbdd,draft:v2:iTE:1954c4c58cac019e3cec,successfully produces,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1815:r001""]","[""P1815""]",navigation_only_no_evidence_deduplication
relation_projection:859c16434d6c8d638df9,iTE,draft:v2:iTE:eafc22dfa37c2c7e3039,draft:v2:iTE:d71ced8b986e587dace6,largest impact among calculated mechanisms,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0877:r001""]","[""P0877""]",navigation_only_no_evidence_deduplication
relation_projection:071e4357ab939b60f8c3,iTE,draft:v2:iTE:eb147915e93663d27b7b,draft:v2:iTE:76ac05e3649df87dccc1,associated with,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0843:r001""]","[""P0843""]",navigation_only_no_evidence_deduplication
relation_projection:b25b189a10ded7634ce0,iTE,draft:v2:iTE:ebafcf85a450275fe2cb,draft:v2:iTE:0be30c2ac450c4614c14,enables,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1542:r003""]","[""P1542""]",navigation_only_no_evidence_deduplication
relation_projection:d28016ae79ee5d06000d,iTE,draft:v2:iTE:ebd0cdc668efafcff48c,draft:v2:iTE:f3641bae43b30cd5b6ea,causes upon Ba/Ca substitution,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1278:r001""]","[""P1278""]",navigation_only_no_evidence_deduplication
relation_projection:639a5ff3d652c3ace056,iTE,draft:v2:iTE:ec2369f7e29b5726ace4,draft:v2:iTE:b105c8d29cdf8255edcd,accounts for,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1098:r001""]","[""P1098""]",navigation_only_no_evidence_deduplication
relation_projection:43523ac82b5348830f90,iTE,draft:v2:iTE:ec3d93c124309941d512,draft:v2:iTE:13c33eeed6c42cf3e29e,chemical doping confers,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0508:r001""]","[""P0508""]",navigation_only_no_evidence_deduplication
relation_projection:298f5b97a2cfb59ac336,iTE,draft:v2:iTE:ec42bbb6d42481f44602,draft:v2:iTE:e7ea848692e5389b94db,improves,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1082:r001""]","[""P1082""]",navigation_only_no_evidence_deduplication
relation_projection:c8bb92349af4be2c6d86,iTE,draft:v2:iTE:ec44f369f9fa46edf50a,draft:v2:iTE:5201a4d8c41a77b161ff,enables,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0349:r003""]","[""P0349""]",navigation_only_no_evidence_deduplication
relation_projection:1a7a82942498321196d9,iTE,draft:v2:iTE:ec4d3ef0eea6a951908d,draft:v2:iTE:819ae98766ede986742b,changes by introducing Mn2+,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1423:r001""]","[""P1423""]",navigation_only_no_evidence_deduplication
relation_projection:9cfd808a45b886a49180,iTE,draft:v2:iTE:ec77569953b78352b648,draft:v2:iTE:51aefdbd0c427070bdc7,dominates,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0745:r001""]","[""P0745""]",navigation_only_no_evidence_deduplication
relation_projection:fe0db46582e24003a7ba,iTE,draft:v2:iTE:ecbced3e330258b079e9,draft:v2:iTE:6d7e8cf81c129c4ff49b,achieves compared with natural convection,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1825:r001""]","[""P1825""]",navigation_only_no_evidence_deduplication
relation_projection:4a0bceea1913539dd157,iTE,draft:v2:iTE:ecf174705f24847b8f84,draft:v2:iTE:8ee252b279843441c056,facilitates under polar fields,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1760:r001""]","[""P1760""]",navigation_only_no_evidence_deduplication
relation_projection:0792fb64890672581bfb,iTE,draft:v2:iTE:ed2f31ee14824a0e2086,draft:v2:iTE:aaa67493a154dc04cc67,provides operating principle,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0485:r001""]","[""P0485""]",navigation_only_no_evidence_deduplication
relation_projection:a10e32cf412912f25639,iTE,draft:v2:iTE:ed303dfcfeaf2107b355,draft:v2:iTE:e10cc73f5ee553b06a4f,increases,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1666:r001""]","[""P1666""]",navigation_only_no_evidence_deduplication
relation_projection:44209f4e52db34c7585f,iTE,draft:v2:iTE:ed4c41519e2165563591,draft:v2:iTE:3eef967059d889da9d7a,induces near653K,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1160:r001""]","[""P1160""]",navigation_only_no_evidence_deduplication
relation_projection:313ade443e7cbde9a55f,iTE,draft:v2:iTE:ed519fde877cf549d7df,draft:v2:iTE:a2986cd9e55965e2fa6c,undergoes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0407:r001""]","[""P0407""]",navigation_only_no_evidence_deduplication
relation_projection:f0fed2d9dcbabc452bdc,iTE,draft:v2:iTE:ed541f01fd4e7b776308,draft:v2:iTE:39511d563dffa2e9b699,yields reported maximum,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1512:r002""]","[""P1512""]",navigation_only_no_evidence_deduplication
relation_projection:627c2503afb1f58177a6,iTE,draft:v2:iTE:ed541f01fd4e7b776308,draft:v2:iTE:a5a8952bd5cf6d9878a4,improves reported value,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1512:r001""]","[""P1512""]",navigation_only_no_evidence_deduplication
relation_projection:9ce22937f154b3c38d06,iTE,draft:v2:iTE:ed8e9088064e7010309e,draft:v2:iTE:b61a10e1dfb1788f9fae,enables,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0541:r001""]","[""P0541""]",navigation_only_no_evidence_deduplication
relation_projection:39fc369dfaffeac9353a,iTE,draft:v2:iTE:ed9148198a72617ebcfc,draft:v2:iTE:2719852921701fe13767,causes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0982:r001""]","[""P0982""]",navigation_only_no_evidence_deduplication
relation_projection:bbe1c3cab0fecf6e9927,iTE,draft:v2:iTE:edd170dd35ae71ab7aeb,draft:v2:iTE:72539ea2b633a0f95a53,increases,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0650:r002""]","[""P0650""]",navigation_only_no_evidence_deduplication
relation_projection:080d2203396c81e8038c,iTE,draft:v2:iTE:edd170dd35ae71ab7aeb,draft:v2:iTE:9cc5f26cd66f7e979761,accounts for improvement,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0548:r002""]","[""P0548""]",navigation_only_no_evidence_deduplication
relation_projection:0180ccd19ce8c3e9749e,iTE,draft:v2:iTE:ee0621208801a5e2c36a,draft:v2:iTE:0bcc37e5e6565d392136,jointly increases,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0932:r001""]","[""P0932""]",navigation_only_no_evidence_deduplication
relation_projection:656593199699e1b02980,iTE,draft:v2:iTE:ee1616a421bf549c3855,draft:v2:iTE:a990136a8e16063326bd,switches transport polarity,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1627:r003""]","[""P1627""]",navigation_only_no_evidence_deduplication
relation_projection:ba3fe540f058edc40f8f,iTE,draft:v2:iTE:ee17b3d6d8b2895f9faa,draft:v2:iTE:4eaa671cc9036d45dbb6,associated with,association,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0927:r001""]","[""P0927""]",navigation_only_no_evidence_deduplication
relation_projection:baf6809900fd7d61e381,iTE,draft:v2:iTE:ee17b3d6d8b2895f9faa,draft:v2:iTE:b07ab3331bac0b5dcf98,suggested to modify,hypothesis,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1036:r001""]","[""P1036""]",navigation_only_no_evidence_deduplication
relation_projection:2207654cb2e0fee1872c,iTE,draft:v2:iTE:ee4c76fadef08a6424d1,draft:v2:iTE:67161899b353bfec9ee4,jointly causes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1585:r001""]","[""P1585""]",navigation_only_no_evidence_deduplication
relation_projection:f638f4944a65f1eb6271,iTE,draft:v2:iTE:ee4edb5f29144f87882b,draft:v2:iTE:9b42b810f5aae845e641,used to interpret,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0653:r001""]","[""P0653""]",navigation_only_no_evidence_deduplication
relation_projection:86e97fe0dbfffbc1bf0a,iTE,draft:v2:iTE:ee85cbf2fd6be5acea88,draft:v2:iTE:5a6947958b396b4631a8,synergistically accounts for,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0587:r002""]","[""P0587""]",navigation_only_no_evidence_deduplication
relation_projection:b2e3ebc53b18e4660d54,iTE,draft:v2:iTE:eeadef74bfead92fa83e,draft:v2:iTE:51f8f3d7116892365790,enables in V2O5,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1277:r001""]","[""P1277""]",navigation_only_no_evidence_deduplication
relation_projection:a0387bf52d8cd42981f5,iTE,draft:v2:iTE:eec748fc5bee2e12b850,draft:v2:iTE:9cc5f26cd66f7e979761,exhibits high value,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0559:r002""]","[""P0559""]",navigation_only_no_evidence_deduplication
relation_projection:02a8a41916aad24ef401,iTE,draft:v2:iTE:eec748fc5bee2e12b850,draft:v2:iTE:a5a8952bd5cf6d9878a4,exhibits high value,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0559:r001""]","[""P0559""]",navigation_only_no_evidence_deduplication
relation_projection:d30097d039a6d6917a7e,iTE,draft:v2:iTE:ef3e99ac19c8230fa099,draft:v2:iTE:0bedef5afb7b9359a276,controls in immobile charge-balancing layers,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1207:r001""]","[""P1207""]",navigation_only_no_evidence_deduplication
relation_projection:bf074204d944a7732f56,iTE,draft:v2:iTE:ef4ba070bb4b5636de1c,draft:v2:iTE:80aa78742ce4cc05321d,induces,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0914:r002""]","[""P0914""]",navigation_only_no_evidence_deduplication
relation_projection:8a5117c1a329ecd13a96,iTE,draft:v2:iTE:ef666b26465c24027683,draft:v2:iTE:a4003deb96cd53dafac3,increases,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1386:r001""]","[""P1386""]",navigation_only_no_evidence_deduplication
relation_projection:9372416fc4931483889c,iTE,draft:v2:iTE:ef75e191146f5bf20981,draft:v2:iTE:31597a617a17197dec92,synergistically realizes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0990:r001""]","[""P0990""]",navigation_only_no_evidence_deduplication
relation_projection:b92625af3096270f9baa,iTE,draft:v2:iTE:eff9def7c8b74970fbcf,draft:v2:iTE:ad2ded5ed6d05307c38c,rare-earth substitution enhances,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0703:r001""]","[""P0703""]",navigation_only_no_evidence_deduplication
relation_projection:d734bfa30a8e536e3c9d,iTE,draft:v2:iTE:f013d585ddd112ee899b,draft:v2:iTE:fad6ec839105bde739f3,enhanced distortion reduces through bond bending/band narrowing,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1414:r001""]","[""P1414""]",navigation_only_no_evidence_deduplication
relation_projection:143abfe6563d79b230a8,iTE,draft:v2:iTE:f03f1745c1edb64005c0,draft:v2:iTE:d8f225941a43a041ad20,reported to enable high value,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0502:r001""]","[""P0502""]",navigation_only_no_evidence_deduplication
relation_projection:9386fd8d5dbcb1879091,iTE,draft:v2:iTE:f05572484cd9ef6d32d1,draft:v2:iTE:6aa962676f87f4729b7a,suppresses,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1282:r001""]","[""P1282""]",navigation_only_no_evidence_deduplication
relation_projection:bd666c4ef9e07b10db02,iTE,draft:v2:iTE:f064ec8181967e4b3ed5,draft:v2:iTE:4c293ea0220fad48e03b,may contribute,hypothesis,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1465:r001""]","[""P1465""]",navigation_only_no_evidence_deduplication
relation_projection:06b3268d8ffdb01282a8,iTE,draft:v2:iTE:f0667a49ed0e9ac52483,draft:v2:iTE:abab1f0bfafa1959a1f2,decreases above400K,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1072:r001""]","[""P1072""]",navigation_only_no_evidence_deduplication
relation_projection:0172f1800b9792175ab4,iTE,draft:v2:iTE:f0923fb6c751938ca659,draft:v2:iTE:a789a1a863a5f03b6da5,inversely proportional,association,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1551:r001""]","[""P1551""]",navigation_only_no_evidence_deduplication
relation_projection:f7b52eecfe04933fbf01,iTE,draft:v2:iTE:f0a026fe79f38b2916fa,draft:v2:iTE:216c35138a309e3d6199,promotes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0607:r001""]","[""P0607""]",navigation_only_no_evidence_deduplication
relation_projection:e14dcaae21bba40630c9,iTE,draft:v2:iTE:f0b06ffa33ecbd324d4d,draft:v2:iTE:a92903b3a4307ad1b226,jointly with high Seebeck and conductivity supports,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1135:r001""]","[""P1135""]",navigation_only_no_evidence_deduplication
