semantic_audit_order,audit_order,candidate_id,review_adjusted_evidence_grade,review_adjusted_evidence_grade_order,review_adjusted_ite_side_level,review_adjusted_tg_side_level,review_adjusted_evidence_floor,review_adjusted_evidence_ceiling,ite_semantic_relation_review_status,tg_semantic_relation_review_status,semantic_review_scope,semantic_reviewer_type,human_confirmation_status,evidence_tier,evidence_tier_order,evidence_tier_reason,strict_syntax_supported_side,ite_side_evidence_level,tg_side_evidence_level,evidence_floor,evidence_ceiling,evidence_grade,evidence_grade_order,shared_global_concept_id,shared_label,shared_category,shared_node_focus_eligible,other_endpoints_focus_eligible,focus_eligible,shared_ite_document_frequency,shared_tg_document_frequency,shared_ite_incident_pair_degree,shared_tg_incident_pair_degree,ite_pair_id,ite_pair_key,ite_pair_label,ite_other_global_concept_id,ite_other_label,ite_other_category,ite_pair_paper_count,ite_pair_sentence_count,ite_pair_strict_syntax_relation_paper_count,ite_pair_human_confirmed_relation_paper_count,ite_strict_relation_ids,ite_human_confirmed_relation_ids,ite_authoritative_provenance_fk,tg_pair_id,tg_pair_key,tg_pair_label,tg_other_global_concept_id,tg_other_label,tg_other_category,tg_pair_paper_count,tg_pair_sentence_count,tg_pair_strict_syntax_relation_paper_count,tg_pair_human_confirmed_relation_paper_count,tg_strict_relation_ids,tg_human_confirmed_relation_ids,tg_authoritative_provenance_fk,closure_group_id,cross_endpoint_pair_key,cross_endpoint_pair,cross_endpoint_status_in_iTE,cross_endpoint_status_in_TG,human_relation_review_status,cross_paper_compatibility_status,cross_endpoint_evaluation_status,novelty_status,novelty_claim_allowed,scientific_claim_status,candidate_interpretation,minimum_relation_support,total_relation_support,minimum_human_confirmed_relation_support,total_human_confirmed_relation_support,minimum_pair_paper_count,sum_pair_paper_count,minimum_pair_sentence_count,sum_pair_sentence_count,shared_minimum_document_frequency,closure_path_count,shared_candidate_path_count,within_shared_node_support_rank,within_shared_node_tier_support_rank,focus_within_shared_node_support_rank,focus_within_shared_node_tier_support_rank,review_adjusted_within_shared_node_rank
10623,44067,TC_011074b9e4e7,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_1a52f2a8d14f,GC_708a5286c31b::GC_d18c91f9affa,sno2 + temperature difference,GC_708a5286c31b,sno2,literal_formula,1,1,0,0,,,TP_1a52f2a8d14f,CL_5353e796c7b1,GC_708a5286c31b::GC_99e309048536,optimal output power + sno2,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2882,2811,2102,2039,2102
10624,44068,TC_abe409310c63,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_1ff32a4b3167,GC_85bcb1f79794::GC_d18c91f9affa,energy storage coefficient + temperature difference,GC_85bcb1f79794,energy storage coefficient,outcome_or_property,1,1,0,0,,,TP_1ff32a4b3167,CL_eeab35bf83c5,GC_85bcb1f79794::GC_99e309048536,optimal output power + energy storage coefficient,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2883,2812,2103,2040,2103
10625,44069,TC_f579e97c3938,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_3892728e5423,GC_bbb29d51b9cd::GC_d18c91f9affa,output voltage + temperature difference,GC_bbb29d51b9cd,output voltage,outcome_or_property,1,1,0,0,,,TP_3892728e5423,CL_38a7e60f20a7,GC_99e309048536::GC_bbb29d51b9cd,optimal output power + output voltage,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2884,2813,2104,2041,2104
10626,44070,TC_8ebecd4b1c99,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_38dd1ddc7978,GC_d18c91f9affa::GC_f8594c410875,temperature difference + power density,GC_f8594c410875,power density,outcome_or_property,1,1,0,0,,,TP_38dd1ddc7978,CL_e27a4733643f,GC_99e309048536::GC_f8594c410875,optimal output power + power density,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2885,2814,2105,2042,2105
10627,44071,TC_c39af4827605,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_3d9d81d330be,GC_56a51e7cc5ee::GC_d18c91f9affa,carnot efficiency + temperature difference,GC_56a51e7cc5ee,carnot efficiency,outcome_or_property,1,1,0,0,,,TP_3d9d81d330be,CL_584e783f3727,GC_56a51e7cc5ee::GC_99e309048536,optimal output power + carnot efficiency,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2886,2815,2106,2043,2106
10628,44072,TC_53b11fe0f99e,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_4273ee1c83b5,GC_3de6bbd46484::GC_d18c91f9affa,k4fe + temperature difference,GC_3de6bbd46484,k4fe,literal_formula,1,1,0,0,,,TP_4273ee1c83b5,CL_863029925347,GC_3de6bbd46484::GC_99e309048536,optimal output power + k4fe,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2887,2816,2107,2044,2107
10629,44073,TC_36346da6e826,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_429dd9a15d4b,GC_46bb42014996::GC_d18c91f9affa,short current + temperature difference,GC_46bb42014996,short current,outcome_or_property,1,1,0,0,,,TP_429dd9a15d4b,CL_03d4420294cf,GC_46bb42014996::GC_99e309048536,optimal output power + short current,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2888,2817,2108,2045,2108
10630,44074,TC_49e4e19d0aa6,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_45d687af1354,GC_4b2bb4f3be59::GC_d18c91f9affa,desalination kinetics + temperature difference,GC_4b2bb4f3be59,desalination kinetics,mechanism_or_process,1,1,0,0,,,TP_45d687af1354,CL_5612635fc7d5,GC_4b2bb4f3be59::GC_99e309048536,optimal output power + desalination kinetics,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2889,2818,2109,2046,2109
10631,44075,TC_9287127616b6,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_47012cec68c7,GC_805d81e9242f::GC_d18c91f9affa,sno2 electrode + temperature difference,GC_805d81e9242f,sno2 electrode,material_or_structure,1,1,0,0,,,TP_47012cec68c7,CL_99b19bb169d0,GC_805d81e9242f::GC_99e309048536,optimal output power + sno2 electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2890,2819,2110,2047,2110
10632,44076,TC_ea7a543593c2,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_4871653ee385,GC_234b2810632d::GC_d18c91f9affa,open circuit voltage + temperature difference,GC_234b2810632d,open circuit voltage,outcome_or_property,6,6,0,0,,,TP_4871653ee385,CL_68e5981f77cb,GC_234b2810632d::GC_99e309048536,optimal output power + open circuit voltage,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,7,1,7,27,1,3826,147,76,126,63,126
10633,44077,TC_ed396a3e18ee,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_4bf0f5a064e9,GC_39874facf974::GC_d18c91f9affa,short current density + temperature difference,GC_39874facf974,short current density,outcome_or_property,1,1,0,0,,,TP_4bf0f5a064e9,CL_9d5141041318,GC_39874facf974::GC_99e309048536,optimal output power + short current density,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2891,2820,2111,2048,2111
10634,44080,TC_dc22b51bac27,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_618d8f057445,GC_4047e4c70d3e::GC_d18c91f9affa,cell directly power + temperature difference,GC_4047e4c70d3e,cell directly power,outcome_or_property,1,1,0,0,,,TP_618d8f057445,CL_7917866c0d40,GC_4047e4c70d3e::GC_99e309048536,optimal output power + cell directly power,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2893,2822,2112,2049,2112
10635,44081,TC_10a986e532cb,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_695b2524351a,GC_bc0d4d508515::GC_d18c91f9affa,alternating pulse voltage + temperature difference,GC_bc0d4d508515,alternating pulse voltage,outcome_or_property,1,1,0,0,,,TP_695b2524351a,CL_56ac851009a4,GC_99e309048536::GC_bc0d4d508515,optimal output power + alternating pulse voltage,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2894,2823,2113,2050,2113
10636,44082,TC_597f801282bd,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_69eb5ce424bc,GC_6f0f083fb15f::GC_d18c91f9affa,maximum power density + temperature difference,GC_6f0f083fb15f,maximum power density,outcome_or_property,4,4,0,0,,,TP_69eb5ce424bc,CL_73fa11c731c3,GC_6f0f083fb15f::GC_99e309048536,optimal output power + maximum power density,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,5,1,5,27,1,3826,326,255,226,163,226
10637,44083,TC_689dee97e13e,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_6b01e376507f,GC_03d36ca09f6d::GC_d18c91f9affa,prepared thermogalvanic gel + temperature difference,GC_03d36ca09f6d,prepared thermogalvanic gel,material_or_structure,1,1,0,0,,,TP_6b01e376507f,CL_41063d7882ed,GC_03d36ca09f6d::GC_99e309048536,optimal output power + prepared thermogalvanic gel,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2895,2824,2114,2051,2114
10638,44086,TC_dcfcb2e995ee,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_7321465f9f33,GC_c2d00d7f1242::GC_d18c91f9affa,ion transport + temperature difference,GC_c2d00d7f1242,ion transport,mechanism_or_process,1,1,0,0,,,TP_7321465f9f33,CL_1da328df22e0,GC_99e309048536::GC_c2d00d7f1242,optimal output power + ion transport,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2898,2827,2115,2052,2115
10639,614,TC_817b3dbf17d1,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,machine_relation_rejected_retain_cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_49cbaa9c099d,GC_99e309048536::GC_a51be089433c,optimal output power + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,50,50,45,45,45
10640,44089,TC_b01e38d5900c,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_77fa4a0c41f1,GC_b4161e5a2631::GC_d18c91f9affa,direct voltage + temperature difference,GC_b4161e5a2631,direct voltage,outcome_or_property,1,1,0,0,,,TP_77fa4a0c41f1,CL_d90e37014f30,GC_99e309048536::GC_b4161e5a2631,optimal output power + direct voltage,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2901,2830,2116,2053,2116
10641,44090,TC_4ed5ec1e2fc9,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_7a3e031d6fed,GC_35c951ddac4c::GC_d18c91f9affa,widely available aqueous electrolyte + temperature difference,GC_35c951ddac4c,widely available aqueous electrolyte,material_or_structure,1,1,0,0,,,TP_7a3e031d6fed,CL_93b9b9a29ca7,GC_35c951ddac4c::GC_99e309048536,optimal output power + widely available aqueous electrolyte,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2902,2831,2117,2054,2117
10642,44091,TC_ef4a402eb500,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_7bbe75b2764f,GC_c2a122dae280::GC_d18c91f9affa,heat to power + temperature difference,GC_c2a122dae280,heat to power,outcome_or_property,1,1,0,0,,,TP_7bbe75b2764f,CL_0ba906fc025f,GC_99e309048536::GC_c2a122dae280,optimal output power + heat to power,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2903,2832,2118,2055,2118
10643,44093,TC_bf01d5e626e5,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_807e0bc3f4ef,GC_aba3ccb8601b::GC_d18c91f9affa,reproducible thermopower + temperature difference,GC_aba3ccb8601b,reproducible thermopower,outcome_or_property,1,1,0,0,,,TP_807e0bc3f4ef,CL_64e4e9f1cf72,GC_99e309048536::GC_aba3ccb8601b,optimal output power + reproducible thermopower,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2905,2834,2119,2056,2119
10644,44095,TC_95c8fe4047ae,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ae28ec0200e9,GC_99e309048536::GC_d18c91f9affa,optimal output power + temperature difference,GC_99e309048536,optimal output power,outcome_or_property,1,1,0,0,,,IP_ae28ec0200e9,TP_857b99968f1d,GC_d18c91f9affa::GC_fa25ba3079cc,temperature difference + cathode electrode,GC_fa25ba3079cc,cathode electrode,material_or_structure,1,1,0,0,,,TP_857b99968f1d,CL_91a084766e89,GC_99e309048536::GC_fa25ba3079cc,optimal output power + cathode electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,2907,2836,2120,2057,2120
