audit_order,candidate_id,evidence_tier,evidence_tier_order,evidence_tier_reason,strict_syntax_supported_side,ite_side_evidence_level,tg_side_evidence_level,evidence_floor,evidence_ceiling,evidence_grade,evidence_grade_order,shared_global_concept_id,shared_label,shared_category,shared_node_focus_eligible,other_endpoints_focus_eligible,focus_eligible,shared_ite_document_frequency,shared_tg_document_frequency,shared_ite_incident_pair_degree,shared_tg_incident_pair_degree,ite_pair_id,ite_pair_key,ite_pair_label,ite_other_global_concept_id,ite_other_label,ite_other_category,ite_pair_paper_count,ite_pair_sentence_count,ite_pair_strict_syntax_relation_paper_count,ite_pair_human_confirmed_relation_paper_count,ite_strict_relation_ids,ite_human_confirmed_relation_ids,ite_authoritative_provenance_fk,tg_pair_id,tg_pair_key,tg_pair_label,tg_other_global_concept_id,tg_other_label,tg_other_category,tg_pair_paper_count,tg_pair_sentence_count,tg_pair_strict_syntax_relation_paper_count,tg_pair_human_confirmed_relation_paper_count,tg_strict_relation_ids,tg_human_confirmed_relation_ids,tg_authoritative_provenance_fk,closure_group_id,cross_endpoint_pair_key,cross_endpoint_pair,cross_endpoint_status_in_iTE,cross_endpoint_status_in_TG,human_relation_review_status,cross_paper_compatibility_status,cross_endpoint_evaluation_status,novelty_status,novelty_claim_allowed,scientific_claim_status,candidate_interpretation,minimum_relation_support,total_relation_support,minimum_human_confirmed_relation_support,total_human_confirmed_relation_support,minimum_pair_paper_count,sum_pair_paper_count,minimum_pair_sentence_count,sum_pair_sentence_count,shared_minimum_document_frequency,closure_path_count,shared_candidate_path_count,within_shared_node_support_rank,within_shared_node_tier_support_rank,focus_within_shared_node_support_rank,focus_within_shared_node_tier_support_rank
46916,TC_b71c77f6af04,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_248623398994,GC_bd6b4e8482b9::GC_f50bbe3cdc5d,thermoelectric conversion property + temperature gradient,GC_bd6b4e8482b9,thermoelectric conversion property,outcome_or_property,1,1,0,0,,,IP_248623398994,TP_b14b29501049,GC_30808d38707c::GC_f50bbe3cdc5d,thermoelectrochemical cell + temperature gradient,GC_30808d38707c,thermoelectrochemical cell,device_or_context,1,1,0,0,,,TP_b14b29501049,CL_6fc16aa74b35,GC_30808d38707c::GC_bd6b4e8482b9,thermoelectric conversion property + thermoelectrochemical cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,2,2366,496,422,,
46919,TC_2239290563f0,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_248623398994,GC_bd6b4e8482b9::GC_f50bbe3cdc5d,thermoelectric conversion property + temperature gradient,GC_bd6b4e8482b9,thermoelectric conversion property,outcome_or_property,1,1,0,0,,,IP_248623398994,TP_b80ebf54ded0,GC_428b6ae04b6e::GC_f50bbe3cdc5d,non isothermal cell + temperature gradient,GC_428b6ae04b6e,non isothermal cell,device_or_context,1,1,0,0,,,TP_b80ebf54ded0,CL_14271ed14f61,GC_428b6ae04b6e::GC_bd6b4e8482b9,thermoelectric conversion property + non isothermal cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,499,425,,
46920,TC_8afba975ee43,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_248623398994,GC_bd6b4e8482b9::GC_f50bbe3cdc5d,thermoelectric conversion property + temperature gradient,GC_bd6b4e8482b9,thermoelectric conversion property,outcome_or_property,1,1,0,0,,,IP_248623398994,TP_bf349e8aa83c,GC_bfa67b12b5ea::GC_f50bbe3cdc5d,cost effective + temperature gradient,GC_bfa67b12b5ea,cost effective,untyped_extractive_keyword,1,1,0,0,,,TP_bf349e8aa83c,CL_b55ba544c10a,GC_bd6b4e8482b9::GC_bfa67b12b5ea,thermoelectric conversion property + cost effective,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,500,426,,
46922,TC_7acf247f125e,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_248623398994,GC_bd6b4e8482b9::GC_f50bbe3cdc5d,thermoelectric conversion property + temperature gradient,GC_bd6b4e8482b9,thermoelectric conversion property,outcome_or_property,1,1,0,0,,,IP_248623398994,TP_c9a24f9934d2,GC_82322e409c3c::GC_f50bbe3cdc5d,light emitting + temperature gradient,GC_82322e409c3c,light emitting,untyped_extractive_keyword,1,1,0,0,,,TP_c9a24f9934d2,CL_9acec324c0d5,GC_82322e409c3c::GC_bd6b4e8482b9,thermoelectric conversion property + light emitting,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,502,428,,
46925,TC_46e5270e58dd,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_248623398994,GC_bd6b4e8482b9::GC_f50bbe3cdc5d,thermoelectric conversion property + temperature gradient,GC_bd6b4e8482b9,thermoelectric conversion property,outcome_or_property,1,1,0,0,,,IP_248623398994,TP_fa0e2a8b3321,GC_43b26f832b52::GC_f50bbe3cdc5d,redox split thermogalvanic cell + temperature gradient,GC_43b26f832b52,redox split thermogalvanic cell,device_or_context,1,1,0,0,,,TP_fa0e2a8b3321,CL_82e9dfcb0f81,GC_43b26f832b52::GC_bd6b4e8482b9,thermoelectric conversion property + redox split thermogalvanic cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,505,431,,
46927,TC_056fc4fbf084,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_248623398994,GC_bd6b4e8482b9::GC_f50bbe3cdc5d,thermoelectric conversion property + temperature gradient,GC_bd6b4e8482b9,thermoelectric conversion property,outcome_or_property,1,1,0,0,,,IP_248623398994,TP_fc9767e40899,GC_eac287438ce0::GC_f50bbe3cdc5d,hand writing + temperature gradient,GC_eac287438ce0,hand writing,untyped_extractive_keyword,1,1,0,0,,,TP_fc9767e40899,CL_709042baa237,GC_bd6b4e8482b9::GC_eac287438ce0,thermoelectric conversion property + hand writing,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,507,433,,
46929,TC_e34b307a7f46,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_24c77deacd8d,GC_cc7c2e17932c::GC_f50bbe3cdc5d,ion selective transport + temperature gradient,GC_cc7c2e17932c,ion selective transport,mechanism_or_process,1,1,0,0,,,IP_24c77deacd8d,TP_0f371a5e88ae,GC_cffc202398bb::GC_f50bbe3cdc5d,redox split + temperature gradient,GC_cffc202398bb,redox split,untyped_extractive_keyword,1,1,0,0,,,TP_0f371a5e88ae,CL_736a1093e392,GC_cc7c2e17932c::GC_cffc202398bb,ion selective transport + redox split,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,509,435,,
46931,TC_ff74790b0b72,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_24c77deacd8d,GC_cc7c2e17932c::GC_f50bbe3cdc5d,ion selective transport + temperature gradient,GC_cc7c2e17932c,ion selective transport,mechanism_or_process,1,1,0,0,,,IP_24c77deacd8d,TP_1b8860a0df94,GC_3be2e7216e42::GC_f50bbe3cdc5d,self powered + temperature gradient,GC_3be2e7216e42,self powered,untyped_extractive_keyword,1,1,0,0,,,TP_1b8860a0df94,CL_d2561c3e349c,GC_3be2e7216e42::GC_cc7c2e17932c,ion selective transport + self powered,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,511,437,,
46937,TC_37db710473c6,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_24c77deacd8d,GC_cc7c2e17932c::GC_f50bbe3cdc5d,ion selective transport + temperature gradient,GC_cc7c2e17932c,ion selective transport,mechanism_or_process,1,1,0,0,,,IP_24c77deacd8d,TP_438dccfa3417,GC_f50bbe3cdc5d::GC_fd16c7a7dd86,temperature gradient + nickel bipyridine,GC_fd16c7a7dd86,nickel bipyridine,untyped_extractive_keyword,1,1,0,0,,,TP_438dccfa3417,CL_28c79d76d63c,GC_cc7c2e17932c::GC_fd16c7a7dd86,ion selective transport + nickel bipyridine,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,517,443,,
46938,TC_fa1439c2d271,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_24c77deacd8d,GC_cc7c2e17932c::GC_f50bbe3cdc5d,ion selective transport + temperature gradient,GC_cc7c2e17932c,ion selective transport,mechanism_or_process,1,1,0,0,,,IP_24c77deacd8d,TP_46ca4329a5e7,GC_d7e4ea27d643::GC_f50bbe3cdc5d,quasi solid + temperature gradient,GC_d7e4ea27d643,quasi solid,untyped_extractive_keyword,1,1,0,0,,,TP_46ca4329a5e7,CL_1c2c5d4f4230,GC_cc7c2e17932c::GC_d7e4ea27d643,ion selective transport + quasi solid,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,518,444,,
46942,TC_d8d2bca4c5c5,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_24c77deacd8d,GC_cc7c2e17932c::GC_f50bbe3cdc5d,ion selective transport + temperature gradient,GC_cc7c2e17932c,ion selective transport,mechanism_or_process,1,1,0,0,,,IP_24c77deacd8d,TP_67b606be9144,GC_6f3be58a8f19::GC_f50bbe3cdc5d,real time + temperature gradient,GC_6f3be58a8f19,real time,untyped_extractive_keyword,1,1,0,0,,,TP_67b606be9144,CL_bc80c098750c,GC_6f3be58a8f19::GC_cc7c2e17932c,ion selective transport + real time,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,522,448,,
46943,TC_9251b3029ce2,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_24c77deacd8d,GC_cc7c2e17932c::GC_f50bbe3cdc5d,ion selective transport + temperature gradient,GC_cc7c2e17932c,ion selective transport,mechanism_or_process,1,1,0,0,,,IP_24c77deacd8d,TP_6a5c0f7275fb,GC_482ada6383fc::GC_f50bbe3cdc5d,pin structured + temperature gradient,GC_482ada6383fc,pin structured,untyped_extractive_keyword,1,1,0,0,,,TP_6a5c0f7275fb,CL_f064bbadaa9a,GC_482ada6383fc::GC_cc7c2e17932c,ion selective transport + pin structured,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,523,449,,
46944,TC_ff1fae272ab4,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_24c77deacd8d,GC_cc7c2e17932c::GC_f50bbe3cdc5d,ion selective transport + temperature gradient,GC_cc7c2e17932c,ion selective transport,mechanism_or_process,1,1,0,0,,,IP_24c77deacd8d,TP_87322232a271,GC_4480e95a9620::GC_f50bbe3cdc5d,non isothermal + temperature gradient,GC_4480e95a9620,non isothermal,untyped_extractive_keyword,1,1,0,0,,,TP_87322232a271,CL_c2b8c7f452e7,GC_4480e95a9620::GC_cc7c2e17932c,ion selective transport + non isothermal,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,524,450,,
46946,TC_2c6aa206aad8,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_24c77deacd8d,GC_cc7c2e17932c::GC_f50bbe3cdc5d,ion selective transport + temperature gradient,GC_cc7c2e17932c,ion selective transport,mechanism_or_process,1,1,0,0,,,IP_24c77deacd8d,TP_a0398f685f92,GC_3ea8786de366::GC_f50bbe3cdc5d,thermogalvanic cell + temperature gradient,GC_3ea8786de366,thermogalvanic cell,device_or_context,3,3,0,0,,,TP_a0398f685f92,CL_32912328caf9,GC_3ea8786de366::GC_cc7c2e17932c,ion selective transport + thermogalvanic cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,4,1,4,18,1,2366,87,13,,
46947,TC_024bb8814c59,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_24c77deacd8d,GC_cc7c2e17932c::GC_f50bbe3cdc5d,ion selective transport + temperature gradient,GC_cc7c2e17932c,ion selective transport,mechanism_or_process,1,1,0,0,,,IP_24c77deacd8d,TP_b14b29501049,GC_30808d38707c::GC_f50bbe3cdc5d,thermoelectrochemical cell + temperature gradient,GC_30808d38707c,thermoelectrochemical cell,device_or_context,1,1,0,0,,,TP_b14b29501049,CL_4b1eae69a670,GC_30808d38707c::GC_cc7c2e17932c,ion selective transport + thermoelectrochemical cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,526,452,,
46950,TC_5049e133fe58,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_24c77deacd8d,GC_cc7c2e17932c::GC_f50bbe3cdc5d,ion selective transport + temperature gradient,GC_cc7c2e17932c,ion selective transport,mechanism_or_process,1,1,0,0,,,IP_24c77deacd8d,TP_b80ebf54ded0,GC_428b6ae04b6e::GC_f50bbe3cdc5d,non isothermal cell + temperature gradient,GC_428b6ae04b6e,non isothermal cell,device_or_context,1,1,0,0,,,TP_b80ebf54ded0,CL_aa9e79e17d52,GC_428b6ae04b6e::GC_cc7c2e17932c,ion selective transport + non isothermal cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,529,455,,
46951,TC_71031040d4a1,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_24c77deacd8d,GC_cc7c2e17932c::GC_f50bbe3cdc5d,ion selective transport + temperature gradient,GC_cc7c2e17932c,ion selective transport,mechanism_or_process,1,1,0,0,,,IP_24c77deacd8d,TP_bf349e8aa83c,GC_bfa67b12b5ea::GC_f50bbe3cdc5d,cost effective + temperature gradient,GC_bfa67b12b5ea,cost effective,untyped_extractive_keyword,1,1,0,0,,,TP_bf349e8aa83c,CL_064bf97afbac,GC_bfa67b12b5ea::GC_cc7c2e17932c,ion selective transport + cost effective,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,530,456,,
46953,TC_e651f679c0b3,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_24c77deacd8d,GC_cc7c2e17932c::GC_f50bbe3cdc5d,ion selective transport + temperature gradient,GC_cc7c2e17932c,ion selective transport,mechanism_or_process,1,1,0,0,,,IP_24c77deacd8d,TP_c9a24f9934d2,GC_82322e409c3c::GC_f50bbe3cdc5d,light emitting + temperature gradient,GC_82322e409c3c,light emitting,untyped_extractive_keyword,1,1,0,0,,,TP_c9a24f9934d2,CL_e2bbcb0fc014,GC_82322e409c3c::GC_cc7c2e17932c,ion selective transport + light emitting,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,532,458,,
46956,TC_9048217a1402,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_24c77deacd8d,GC_cc7c2e17932c::GC_f50bbe3cdc5d,ion selective transport + temperature gradient,GC_cc7c2e17932c,ion selective transport,mechanism_or_process,1,1,0,0,,,IP_24c77deacd8d,TP_fa0e2a8b3321,GC_43b26f832b52::GC_f50bbe3cdc5d,redox split thermogalvanic cell + temperature gradient,GC_43b26f832b52,redox split thermogalvanic cell,device_or_context,1,1,0,0,,,TP_fa0e2a8b3321,CL_f11622bbeb2d,GC_43b26f832b52::GC_cc7c2e17932c,ion selective transport + redox split thermogalvanic cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,535,461,,
46958,TC_d34833dd35a7,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_24c77deacd8d,GC_cc7c2e17932c::GC_f50bbe3cdc5d,ion selective transport + temperature gradient,GC_cc7c2e17932c,ion selective transport,mechanism_or_process,1,1,0,0,,,IP_24c77deacd8d,TP_fc9767e40899,GC_eac287438ce0::GC_f50bbe3cdc5d,hand writing + temperature gradient,GC_eac287438ce0,hand writing,untyped_extractive_keyword,1,1,0,0,,,TP_fc9767e40899,CL_c2eddc4c5bec,GC_cc7c2e17932c::GC_eac287438ce0,ion selective transport + hand writing,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,537,463,,
46960,TC_bb343200e394,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_26cc942478b0,GC_5a966339bf3f::GC_f50bbe3cdc5d,stable thermovoltage + temperature gradient,GC_5a966339bf3f,stable thermovoltage,outcome_or_property,1,1,0,0,,,IP_26cc942478b0,TP_0f371a5e88ae,GC_cffc202398bb::GC_f50bbe3cdc5d,redox split + temperature gradient,GC_cffc202398bb,redox split,untyped_extractive_keyword,1,1,0,0,,,TP_0f371a5e88ae,CL_06a1a8396cff,GC_5a966339bf3f::GC_cffc202398bb,stable thermovoltage + redox split,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,539,465,,
46962,TC_fe357e0c1ceb,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_26cc942478b0,GC_5a966339bf3f::GC_f50bbe3cdc5d,stable thermovoltage + temperature gradient,GC_5a966339bf3f,stable thermovoltage,outcome_or_property,1,1,0,0,,,IP_26cc942478b0,TP_1b8860a0df94,GC_3be2e7216e42::GC_f50bbe3cdc5d,self powered + temperature gradient,GC_3be2e7216e42,self powered,untyped_extractive_keyword,1,1,0,0,,,TP_1b8860a0df94,CL_87a5137dcbea,GC_3be2e7216e42::GC_5a966339bf3f,stable thermovoltage + self powered,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,541,467,,
46968,TC_65a5ec6c9966,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_26cc942478b0,GC_5a966339bf3f::GC_f50bbe3cdc5d,stable thermovoltage + temperature gradient,GC_5a966339bf3f,stable thermovoltage,outcome_or_property,1,1,0,0,,,IP_26cc942478b0,TP_438dccfa3417,GC_f50bbe3cdc5d::GC_fd16c7a7dd86,temperature gradient + nickel bipyridine,GC_fd16c7a7dd86,nickel bipyridine,untyped_extractive_keyword,1,1,0,0,,,TP_438dccfa3417,CL_2f5f65e15d2a,GC_5a966339bf3f::GC_fd16c7a7dd86,stable thermovoltage + nickel bipyridine,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,547,473,,
46969,TC_98eb640268d3,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_26cc942478b0,GC_5a966339bf3f::GC_f50bbe3cdc5d,stable thermovoltage + temperature gradient,GC_5a966339bf3f,stable thermovoltage,outcome_or_property,1,1,0,0,,,IP_26cc942478b0,TP_46ca4329a5e7,GC_d7e4ea27d643::GC_f50bbe3cdc5d,quasi solid + temperature gradient,GC_d7e4ea27d643,quasi solid,untyped_extractive_keyword,1,1,0,0,,,TP_46ca4329a5e7,CL_5d3fce31db9a,GC_5a966339bf3f::GC_d7e4ea27d643,stable thermovoltage + quasi solid,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,548,474,,
46973,TC_b430c0d451ad,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,False,False,35,18,74,32,IP_26cc942478b0,GC_5a966339bf3f::GC_f50bbe3cdc5d,stable thermovoltage + temperature gradient,GC_5a966339bf3f,stable thermovoltage,outcome_or_property,1,1,0,0,,,IP_26cc942478b0,TP_67b606be9144,GC_6f3be58a8f19::GC_f50bbe3cdc5d,real time + temperature gradient,GC_6f3be58a8f19,real time,untyped_extractive_keyword,1,1,0,0,,,TP_67b606be9144,CL_fd952b931704,GC_5a966339bf3f::GC_6f3be58a8f19,stable thermovoltage + real time,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,18,1,2366,552,478,,
