review_queue_order,audit_order,candidate_id,evidence_tier,evidence_tier_order,evidence_tier_reason,strict_syntax_supported_side,ite_side_evidence_level,tg_side_evidence_level,evidence_floor,evidence_ceiling,evidence_grade,evidence_grade_order,shared_global_concept_id,shared_label,shared_category,shared_node_focus_eligible,other_endpoints_focus_eligible,focus_eligible,shared_ite_document_frequency,shared_tg_document_frequency,shared_ite_incident_pair_degree,shared_tg_incident_pair_degree,ite_pair_id,ite_pair_key,ite_pair_label,ite_other_global_concept_id,ite_other_label,ite_other_category,ite_pair_paper_count,ite_pair_sentence_count,ite_pair_strict_syntax_relation_paper_count,ite_pair_human_confirmed_relation_paper_count,ite_strict_relation_ids,ite_human_confirmed_relation_ids,ite_authoritative_provenance_fk,tg_pair_id,tg_pair_key,tg_pair_label,tg_other_global_concept_id,tg_other_label,tg_other_category,tg_pair_paper_count,tg_pair_sentence_count,tg_pair_strict_syntax_relation_paper_count,tg_pair_human_confirmed_relation_paper_count,tg_strict_relation_ids,tg_human_confirmed_relation_ids,tg_authoritative_provenance_fk,closure_group_id,cross_endpoint_pair_key,cross_endpoint_pair,cross_endpoint_status_in_iTE,cross_endpoint_status_in_TG,human_relation_review_status,cross_paper_compatibility_status,cross_endpoint_evaluation_status,novelty_status,novelty_claim_allowed,scientific_claim_status,candidate_interpretation,minimum_relation_support,total_relation_support,minimum_human_confirmed_relation_support,total_human_confirmed_relation_support,minimum_pair_paper_count,sum_pair_paper_count,minimum_pair_sentence_count,sum_pair_sentence_count,shared_minimum_document_frequency,closure_path_count,shared_candidate_path_count,within_shared_node_support_rank,within_shared_node_tier_support_rank,focus_within_shared_node_support_rank,focus_within_shared_node_tier_support_rank,round_robin_round,review_selection_reason,selection_policy_id,review_selected
276,40064,TC_67b4a42cb1ad,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_bfab31d6e65a,electrostatic interaction,mechanism_or_process,True,True,True,4,1,17,5,IP_0be594d77c2c,GC_1f740b9fe27e::GC_bfab31d6e65a,oh- + electrostatic interaction,GC_1f740b9fe27e,oh-,literal_formula,1,1,0,0,,,IP_0be594d77c2c,TP_2299cbab6c70,GC_3b0b96a78888::GC_bfab31d6e65a,cnts + electrostatic interaction,GC_3b0b96a78888,cnts,literal_formula,1,1,0,0,,,TP_2299cbab6c70,CL_8bce81aadd83,GC_1f740b9fe27e::GC_3b0b96a78888,oh- + cnts,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,1,1,85,1,1,1,1,1,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
277,40266,TC_d898bd7f9279,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_c193d91329df,charge transport,mechanism_or_process,True,True,True,3,3,8,7,IP_022d073f756c,GC_bc536166f47d::GC_c193d91329df,ionic conductivity + charge transport,GC_bc536166f47d,ionic conductivity,outcome_or_property,1,1,0,0,,,IP_022d073f756c,TP_0ac5440e17a4,GC_583fd7c565e9::GC_c193d91329df,ti3c2tx + charge transport,GC_583fd7c565e9,ti3c2tx,literal_formula,1,1,0,0,,,TP_0ac5440e17a4,CL_18f66bfbacec,GC_583fd7c565e9::GC_bc536166f47d,ionic conductivity + ti3c2tx,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,3,1,56,1,1,1,1,1,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
278,40323,TC_f26b55b4a3f6,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_c19a90a7850d,triiodide ion,material_or_structure,True,True,True,1,1,3,2,IP_00b3ad1a7aa9,GC_05203ac208f7::GC_c19a90a7850d,host guest complexation + triiodide ion,GC_05203ac208f7,host guest complexation,mechanism_or_process,1,1,0,0,,,IP_00b3ad1a7aa9,TP_be7326b35592,GC_96a5e1f0372e::GC_c19a90a7850d,complexation + triiodide ion,GC_96a5e1f0372e,complexation,mechanism_or_process,1,1,0,0,,,TP_be7326b35592,CL_df6a80e1c1b7,GC_05203ac208f7::GC_96a5e1f0372e,host guest complexation + complexation,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,1,2,5,2,2,1,1,1,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
279,40579,TC_ed9711da7a6d,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_c2d00d7f1242,ion transport,mechanism_or_process,True,True,True,13,5,23,16,IP_712dd5636819,GC_3c432d56645d::GC_c2d00d7f1242,thermal gradient + ion transport,GC_3c432d56645d,thermal gradient,mechanism_or_process,3,3,0,0,,,IP_712dd5636819,TP_7e86bdc0137a,GC_4a92e5f4fe38::GC_c2d00d7f1242,hydrogel + ion transport,GC_4a92e5f4fe38,hydrogel,material_or_structure,2,2,0,0,,,TP_7e86bdc0137a,CL_66e32a932a9e,GC_3c432d56645d::GC_4a92e5f4fe38,thermal gradient + hydrogel,already_observed_in_iTE,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,2,5,2,5,5,3,368,1,1,1,1,1,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
280,40833,TC_158be6bdba6a,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_c466b5b6a256,evaporative cooling,mechanism_or_process,True,True,True,1,1,1,1,IP_0a275002ce71,GC_c466b5b6a256::GC_cdd4189e3e2a,evaporative cooling + intermittent heating,GC_cdd4189e3e2a,intermittent heating,mechanism_or_process,1,1,0,0,,,IP_0a275002ce71,TP_83eda03cde51,GC_4a92e5f4fe38::GC_c466b5b6a256,hydrogel + evaporative cooling,GC_4a92e5f4fe38,hydrogel,material_or_structure,1,1,0,0,,,TP_83eda03cde51,CL_8263ab3ba16a,GC_4a92e5f4fe38::GC_cdd4189e3e2a,intermittent heating + hydrogel,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,1,1,1,1,1,1,1,1,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
281,40835,TC_e1e241ebd5ca,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_c5590b164e57,migration,mechanism_or_process,True,True,True,5,1,13,2,IP_252112547bd8,GC_8cb686e832c4::GC_c5590b164e57,diffusion difference + migration,GC_8cb686e832c4,diffusion difference,mechanism_or_process,1,1,0,0,,,IP_252112547bd8,TP_a2f3b8618ead,GC_9f138d3cd94d::GC_c5590b164e57,diffusion + migration,GC_9f138d3cd94d,diffusion,mechanism_or_process,1,1,0,0,,,TP_a2f3b8618ead,CL_17055b6006f6,GC_8cb686e832c4::GC_9f138d3cd94d,diffusion difference + diffusion,already_observed_in_iTE,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,1,1,25,2,2,1,1,1,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
282,40976,TC_8ff98beb185c,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_cf402379d512,concentration gradient,mechanism_or_process,True,True,True,3,5,4,19,IP_0758751d080f,GC_cf402379d512::GC_fd67e6523f72,concentration gradient + bulk diffusion,GC_fd67e6523f72,bulk diffusion,mechanism_or_process,1,1,0,0,,,IP_0758751d080f,TP_66726162657b,GC_41374fb28f21::GC_cf402379d512,redox ion + concentration gradient,GC_41374fb28f21,redox ion,material_or_structure,2,2,0,0,,,TP_66726162657b,CL_c045a98714d9,GC_41374fb28f21::GC_fd67e6523f72,bulk diffusion + redox ion,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,3,1,3,3,1,76,23,1,19,1,1,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
283,44552,TC_080370a60a9d,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ce8e1246423f,GC_6cdb23f33c74::GC_d18c91f9affa,seebeck coefficient + temperature difference,GC_6cdb23f33c74,seebeck coefficient,outcome_or_property,4,4,0,0,,,IP_ce8e1246423f,TP_4871653ee385,GC_234b2810632d::GC_d18c91f9affa,open circuit voltage + temperature difference,GC_234b2810632d,open circuit voltage,outcome_or_property,6,6,0,0,,,TP_4871653ee385,CL_c2d85665749e,GC_234b2810632d::GC_6cdb23f33c74,seebeck coefficient + open circuit voltage,not_observed_in_frozen_iTE_abstract_corpus,already_observed_in_TG,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,4,10,4,10,27,8,3826,72,1,64,1,1,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
284,46029,TC_32bc9f19bc28,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_daf4dde5060a,micellization,mechanism_or_process,True,True,True,1,1,2,2,IP_97da886070c6,GC_daf4dde5060a::GC_f224b08b0027,micellization + dbs-,GC_f224b08b0027,dbs-,literal_formula,1,1,0,0,,,IP_97da886070c6,TP_422954c942b4,GC_dad97d797387::GC_daf4dde5060a,redox reaction + micellization,GC_dad97d797387,redox reaction,mechanism_or_process,1,1,0,0,,,TP_422954c942b4,CL_e555b0724f81,GC_dad97d797387::GC_f224b08b0027,dbs- + redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,1,1,4,1,1,1,1,1,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
285,46041,TC_e688dde4236d,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_e25dfa9dcbd3,composite hydrogel,material_or_structure,True,True,True,1,1,1,9,IP_6a7bc4bf1cbe,GC_bb1d4a0ae120::GC_e25dfa9dcbd3,neutralizing cl- migration + composite hydrogel,GC_bb1d4a0ae120,neutralizing cl- migration,mechanism_or_process,1,1,0,0,,,IP_6a7bc4bf1cbe,TP_f11d8afd9860,GC_92e433d013d4::GC_e25dfa9dcbd3,composite hydrogel electrolyte + composite hydrogel,GC_92e433d013d4,composite hydrogel electrolyte,material_or_structure,1,3,0,0,,,TP_f11d8afd9860,CL_7ca3e3bcd992,GC_92e433d013d4::GC_bb1d4a0ae120,neutralizing cl- migration + composite hydrogel electrolyte,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,4,1,1,9,1,1,1,1,1,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
286,46590,TC_bc29a874a16b,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f22b98b878db,entropy difference,mechanism_or_process,True,True,True,1,4,3,13,IP_36210dc9d872,GC_5ce88e5ad7e0::GC_f22b98b878db,thermal migration + entropy difference,GC_5ce88e5ad7e0,thermal migration,mechanism_or_process,1,1,0,0,,,IP_36210dc9d872,TP_d768d544e42c,GC_5f9395c3b80a::GC_f22b98b878db,entropy + entropy difference,GC_5f9395c3b80a,entropy,mechanism_or_process,4,5,0,0,,,TP_d768d544e42c,CL_7be3aa5ca339,GC_5ce88e5ad7e0::GC_5f9395c3b80a,thermal migration + entropy,already_observed_in_iTE,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,5,1,6,1,3,38,4,1,4,1,1,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
287,47021,TC_7ae0371f5bcc,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_2bf8ba37b1de,GC_854d252d9a45::GC_f50bbe3cdc5d,thermodiffusion + temperature gradient,GC_854d252d9a45,thermodiffusion,mechanism_or_process,3,3,0,0,,,IP_2bf8ba37b1de,TP_04dbc9dfa618,GC_3ead572f9849::GC_f50bbe3cdc5d,augments thermopower + temperature gradient,GC_3ead572f9849,augments thermopower,outcome_or_property,1,1,0,0,,,TP_04dbc9dfa618,CL_67995eee66a9,GC_3ead572f9849::GC_854d252d9a45,thermodiffusion + augments thermopower,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,4,1,4,18,1,2366,90,16,68,1,1,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
288,741,TC_cd26cab6f0c4,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_02772d498f8b,heat transfer,mechanism_or_process,True,True,True,2,6,7,10,IP_58369dd4078f,GC_02772d498f8b::GC_6cdb23f33c74,heat transfer + seebeck coefficient,GC_6cdb23f33c74,seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_58369dd4078f,TP_293ab79e9785,GC_02772d498f8b::GC_a1699d56d371,heat transfer + mass transport,GC_a1699d56d371,mass transport,mechanism_or_process,1,2,0,0,,,TP_293ab79e9785,CL_c789d777b84e,GC_6cdb23f33c74::GC_a1699d56d371,seebeck coefficient + mass transport,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,3,2,1,70,2,2,2,2,2,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
289,802,TC_5bb6f4ca3126,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_028a986f2d99,organic solvent,material_or_structure,True,True,True,2,5,1,12,IP_d2f182e5f327,GC_028a986f2d99::GC_82f863b160b5,organic solvent + thermoelectric property,GC_82f863b160b5,thermoelectric property,outcome_or_property,1,1,0,0,,,IP_d2f182e5f327,TP_1ccb7898c2c5,GC_028a986f2d99::GC_6cdb23f33c74,organic solvent + seebeck coefficient,GC_6cdb23f33c74,seebeck coefficient,outcome_or_property,1,1,0,0,,,TP_1ccb7898c2c5,CL_be166becbcf0,GC_6cdb23f33c74::GC_82f863b160b5,thermoelectric property + seebeck coefficient,already_observed_in_iTE,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,2,4,12,3,3,2,2,2,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
290,814,TC_fcca36973eb4,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_030e2d8d54dd,double network,material_or_structure,True,True,True,3,2,4,7,IP_0ffcff47061e,GC_030e2d8d54dd::GC_bbfbb296c2c5,double network + miec hydrogel,GC_bbfbb296c2c5,miec hydrogel,material_or_structure,1,1,0,0,,,IP_0ffcff47061e,TP_6a92b2f53da6,GC_030e2d8d54dd::GC_a10d7ca8e148,double network + integrating transition metal oxide,GC_a10d7ca8e148,integrating transition metal oxide,material_or_structure,1,1,0,0,,,TP_6a92b2f53da6,CL_2757a8588817,GC_a10d7ca8e148::GC_bbfbb296c2c5,miec hydrogel + integrating transition metal oxide,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,2,1,28,2,2,2,2,2,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
291,893,TC_5dfda6d9fa80,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_06f57a9bca46,polymer electrolyte,material_or_structure,True,True,True,3,1,4,3,IP_b9a798e09bc5,GC_06f57a9bca46::GC_a38f73911454,polymer electrolyte + ionic thermoelectric seebeck coefficient,GC_a38f73911454,ionic thermoelectric seebeck coefficient,outcome_or_property,1,1,0,0,,,IP_b9a798e09bc5,TP_e7dfd6db078b,GC_06f57a9bca46::GC_7db5cb690dfe,polymer electrolyte + proton exchange membrane,GC_7db5cb690dfe,proton exchange membrane,material_or_structure,1,1,0,0,,,TP_e7dfd6db078b,CL_36d20fd52aa8,GC_7db5cb690dfe::GC_a38f73911454,ionic thermoelectric seebeck coefficient + proton exchange membrane,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,1,1,12,6,6,2,2,2,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
292,937,TC_3702e5a2fb67,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_0958e69b1fba,thermoelectric hydrogel,material_or_structure,True,True,True,3,1,14,1,IP_386d809324dc,GC_0958e69b1fba::GC_ccf65ea14aef,thermoelectric hydrogel + coordination interaction,GC_ccf65ea14aef,coordination interaction,mechanism_or_process,1,1,0,0,,,IP_386d809324dc,TP_6c479aa55a27,GC_0958e69b1fba::GC_49990adc781e,thermoelectric hydrogel + energy conversion,GC_49990adc781e,energy conversion,mechanism_or_process,1,1,0,0,,,TP_6c479aa55a27,CL_183f81d78cbc,GC_49990adc781e::GC_ccf65ea14aef,coordination interaction + energy conversion,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,1,1,14,2,2,2,2,2,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
293,1424,TC_810f95216e53,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_0ca6bf1bbab3,power conversion,mechanism_or_process,True,True,True,1,5,2,16,IP_db2526f250f7,GC_0ca6bf1bbab3::GC_b9907a1743da,power conversion + htecs,GC_b9907a1743da,htecs,literal_formula,1,1,0,0,,,IP_db2526f250f7,TP_f57d8db4fe1c,GC_0ca6bf1bbab3::GC_e49423da4792,power conversion + short circuit current,GC_e49423da4792,short circuit current,outcome_or_property,2,2,0,0,,,TP_f57d8db4fe1c,CL_2b357417447d,GC_b9907a1743da::GC_e49423da4792,htecs + short circuit current,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,3,1,3,1,1,32,6,6,2,2,2,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
294,1453,TC_707bb99c347e,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_0f4681a9cd6b,thermal transport,mechanism_or_process,True,True,True,2,2,6,6,IP_56557c96ff79,GC_0f4681a9cd6b::GC_4da12ab049a4,thermal transport + thermal transport property,GC_4da12ab049a4,thermal transport property,outcome_or_property,1,1,0,0,,,IP_56557c96ff79,TP_599b2a2f4f32,GC_0f4681a9cd6b::GC_fa33573849df,thermal transport + redox entropy,GC_fa33573849df,redox entropy,mechanism_or_process,1,1,0,0,,,TP_599b2a2f4f32,CL_fa30d0909270,GC_4da12ab049a4::GC_fa33573849df,thermal transport property + redox entropy,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,2,1,35,8,8,2,2,2,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
295,1482,TC_1d44aeb3b3d8,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_0fe733725a97,p n pair,material_or_structure,True,True,True,3,2,1,2,IP_f99498123e32,GC_0fe733725a97::GC_20a78f035f24,p n pair + total thermopower,GC_20a78f035f24,total thermopower,outcome_or_property,2,2,0,0,,,IP_f99498123e32,TP_d9074a65adf0,GC_0fe733725a97::GC_672c27ecf51b,p n pair + maximum output voltage,GC_672c27ecf51b,maximum output voltage,outcome_or_property,1,1,0,0,,,TP_d9074a65adf0,CL_78553b8f2b53,GC_20a78f035f24::GC_672c27ecf51b,total thermopower + maximum output voltage,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,3,1,3,2,1,2,2,2,2,2,2,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
296,7317,TC_e6e6e51a239f,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_1e4633c244ec,coupling,mechanism_or_process,True,True,True,6,4,25,9,IP_45a2641d4b25,GC_1e4633c244ec::GC_66f64b2e393b,coupling + thermal diffusion,GC_66f64b2e393b,thermal diffusion,mechanism_or_process,2,2,0,0,,,IP_45a2641d4b25,TP_8b0fac691696,GC_1e4633c244ec::GC_65d1061f2500,coupling + composite electrode,GC_65d1061f2500,composite electrode,material_or_structure,1,1,0,0,,,TP_8b0fac691696,CL_e40d77502613,GC_65d1061f2500::GC_66f64b2e393b,thermal diffusion + composite electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,3,1,3,4,1,225,13,13,2,2,2,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
297,8048,TC_948578f985dd,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,True,True,25,20,41,31,IP_7d62585397af,GC_21faa67da1fd::GC_d18c91f9affa,conversion + temperature difference,GC_d18c91f9affa,temperature difference,mechanism_or_process,2,2,0,0,,,IP_7d62585397af,TP_8c448d0d2490,GC_21faa67da1fd::GC_3570b0c90433,conversion + thermogalvanic hydrogel,GC_3570b0c90433,thermogalvanic hydrogel,material_or_structure,2,2,0,0,,,TP_8c448d0d2490,CL_f90ec0bb3797,GC_3570b0c90433::GC_d18c91f9affa,temperature difference + thermogalvanic hydrogel,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,2,4,2,4,20,2,1267,3,3,2,2,2,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
298,9399,TC_23a4df69fb40,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_27998e08b8e3,hydration,mechanism_or_process,True,True,True,9,2,21,10,IP_2f3956f3a91b,GC_27998e08b8e3::GC_a6f9556eafa0,hydration + ionic hydrogel,GC_a6f9556eafa0,ionic hydrogel,material_or_structure,3,3,0,0,,,IP_2f3956f3a91b,TP_533b56f218e6,GC_27998e08b8e3::GC_6cdb23f33c74,hydration + seebeck coefficient,GC_6cdb23f33c74,seebeck coefficient,outcome_or_property,1,1,0,0,,,TP_533b56f218e6,CL_b56b8e54100d,GC_6cdb23f33c74::GC_a6f9556eafa0,ionic hydrogel + seebeck coefficient,already_observed_in_iTE,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,4,1,4,2,4,210,12,2,8,2,2,within_shared_node_top_3_cooccurrence_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
