relation_id,edge_id,edge_type,analysis_layer,paper_id,doi,title,sentence_id,evidence_sentence,source_global_concept_id,source_label,source_node_id,predicate_surface,predicate_normalized,target_global_concept_id,target_label,target_node_id,pair_id,pair_key,assertion_status,risk_reasons,strict_syntax_eligible,semantic_verdict,direct_sentence_entailment,claim_context,human_confirmation_status,review_basis,decision_rationale,edge_state,directed,graph_eligible,production_graph_eligible,graph_edge_status
AR_3ade68bd3312,AR_3ade68bd3312,direct_relation_candidate_audit,iTE,P0600,10.1038/s41467-019-08930-7,Polymer gels with tunable ionic Seebeck coefficient for ultra-sensitive printed thermopiles,7,We show that the ion-polymer matrix interaction is crucial to control the sign and magnitude of the ionic Seebeck coefficient.,GC_1fe26aec9da5,ion polymer matrix interaction,LN_93c6a8a397a5,control,control,GC_c44c08236fb4,ionic seebeck coefficient,LN_e3e09bb3cf41,IP_23fe0ce9745e,GC_1fe26aec9da5::GC_c44c08236fb4,purpose_or_design,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_89c744854609,AR_89c744854609,direct_relation_candidate_audit,iTE,P0604,10.1016/j.cej.2022.138433,Integration of an electronic thermoelectric material with ionogels to harvest heat from both temperature gradient and temperature fluctuation,3,The hybrid inorganic-ionic thermoelectric converter composed of a Bi0.4Sb1.6Te3 layer and an ionogel layer can generate power from both the temperature gradient via the Seebeck effect of Bi(0.4)Sb(1.6)Te(3 )and the temperature fluctuation via the Soret effect of the ionogel.,GC_e7888ba5e114,ionogel,LN_a183927bfcc4,generate,generate,GC_f50bbe3cdc5d,temperature gradient,LN_8529233df78b,IP_a9d2ed6ffe5a,GC_e7888ba5e114::GC_f50bbe3cdc5d,hypothetical_or_modal,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_b2ccef4ff3f7,AR_b2ccef4ff3f7,direct_relation_candidate_audit,iTE,P0609,10.1016/j.compscitech.2022.109771,High ionic thermopower in flexible composite hydrogel for wearable self-powered sensor,5,"Herein, a highly flexible composite hydrogel with ultrahigh thermoelectric output power is designed, wherein hydrogel containing NaCl is prepared by radical polymerization and metal ion complexation, in which the CaCl2 provide the second crosslinking network.",GC_51e3bdc6aec8,metal ion complexation,LN_40af7d6c1da6,provide,provide,GC_98cd68e452e5,second crosslinking,LN_66072f728c84,IP_a1519ca71239,GC_51e3bdc6aec8::GC_98cd68e452e5,observed_assertion,risk_cross_clause,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_c24ca661508a,AR_c24ca661508a,direct_relation_candidate_audit,iTE,P0609,10.1016/j.compscitech.2022.109771,High ionic thermopower in flexible composite hydrogel for wearable self-powered sensor,10,The results demonstrated that the ionic-conductive hydrogels with excellent ionic thermovoltage and the ultrahigh power density may be a potential candidate to realize the self-powered performance of hydrogel wearable sensor.,GC_edd0b2ecc9a5,ultrahigh power density,LN_fadab2093a2e,realize,realize,GC_4a92e5f4fe38,hydrogel,LN_6b8cc44fec86,IP_b7ef0df1dd0e,GC_4a92e5f4fe38::GC_edd0b2ecc9a5,purpose_or_design,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_d69f738a9f73,AR_d69f738a9f73,direct_relation_candidate_audit,iTE,P0609,10.1016/j.compscitech.2022.109771,High ionic thermopower in flexible composite hydrogel for wearable self-powered sensor,2,"Meanwhile, the hydrogel can use the heat continuously released from human body to generate thermal voltage by relying on the thermal diffusion effect and achieving thermoelectric conversion.",GC_4a92e5f4fe38,hydrogel,LN_6b8cc44fec86,generate,generate,GC_66f64b2e393b,thermal diffusion,LN_df0e38f2a523,IP_2d56b553470b,GC_4a92e5f4fe38::GC_66f64b2e393b,purpose_or_design,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_3164de1c111a,AR_3164de1c111a,direct_relation_candidate_audit,iTE,P0612,10.1039/d2ta03120e,Mesogenic polymer composites for temperature-programmable thermoelectric ionogels,4,The LCI film for the iTE device shows a phase-controlled ionic Seebeck coefficient of -5.9 mV K-1 at 80% RH and produces a maximum thermoelectric power factor of 2.4 nW m(-1) K-2.,GC_9c1ed03880f1,phase controlled ionic seebeck coefficient,LN_7807bece27d1,produces,produce,GC_88d5965d29ea,maximum thermoelectric power factor,LN_d697082fdb76,IP_029300fa0f71,GC_88d5965d29ea::GC_9c1ed03880f1,observed_assertion,risk_coordinated_inherited_subject; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_3d6d401bcf70,AR_3d6d401bcf70,direct_relation_candidate_audit,iTE,P0612,10.1039/d2ta03120e,Mesogenic polymer composites for temperature-programmable thermoelectric ionogels,3,"The LCI film shows reversible temperature programmability as well as fast transmittance switching at 65 degrees C, at which temperature the nematic-isotropic phase transition occurs.",GC_847e96743cc0,lci film,LN_e311f5012d71,shows,show,GC_f82a13453a0a,nematic isotropic phase transition,LN_1547b110bb3a,IP_9ba881a7010a,GC_847e96743cc0::GC_f82a13453a0a,observed_assertion,risk_cross_clause; risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_5de68926f671,AR_5de68926f671,direct_relation_candidate_audit,iTE,P0612,10.1039/d2ta03120e,Mesogenic polymer composites for temperature-programmable thermoelectric ionogels,4,The LCI film for the iTE device shows a phase-controlled ionic Seebeck coefficient of -5.9 mV K-1 at 80% RH and produces a maximum thermoelectric power factor of 2.4 nW m(-1) K-2.,GC_847e96743cc0,lci film,LN_e311f5012d71,shows,show,GC_9c1ed03880f1,phase controlled ionic seebeck coefficient,LN_7807bece27d1,IP_039c55c4afa4,GC_847e96743cc0::GC_9c1ed03880f1,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_f8cc785fca81,AR_f8cc785fca81,direct_relation_candidate_audit,iTE,P0620,10.1039/d1tc04466d,The role of absorbed water in ionic liquid cellulosic electrolytes for ionic thermoelectrics,5,We discovered that the absorbed water from the atmosphere into the cellulose/ionic liquid gel dramatically increases the apparent ionic Seebeck coefficient from 3 to 12.5 mV K-1.,GC_4b07fde4639b,cellulose/ionic liquid gel,LN_9026a3782b74,increases,increase,GC_fc9b99620496,apparent ionic seebeck coefficient,LN_ac9e6a239531,IP_46f805996fd2,GC_4b07fde4639b::GC_fc9b99620496,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_1509d2e14c14,AR_1509d2e14c14,direct_relation_candidate_audit,iTE,P0622,10.1002/aenm.202001633,Ultrahigh Thermoelectric Power Generation from Both Ion Diffusion by Temperature Fluctuation and Hole Accumulation by Temperature Gradient,9,"Because the temperature of waste heat usually fluctuates, the HTECs can give rise to much higher heat-to-electricity power conversion than normal thermoelectric generators with electronic conductors only.",GC_b9907a1743da,htecs,LN_93cf099ad28f,give rise to,give_rise_to,GC_0ca6bf1bbab3,power conversion,LN_19d55d1848f6,IP_db2526f250f7,GC_0ca6bf1bbab3::GC_b9907a1743da,hypothetical_or_modal,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_cc4128c73b73,AR_cc4128c73b73,direct_relation_candidate_audit,iTE,P0622,10.1002/aenm.202001633,Ultrahigh Thermoelectric Power Generation from Both Ion Diffusion by Temperature Fluctuation and Hole Accumulation by Temperature Gradient,7,"In addition to the heat-to-electricity conversion by the electronic unit from a temperature gradient due to the Seebeck effect, the ionic unit can generate electricity from temperature fluctuations owing to thermal ionic diffusion (Soret effect).",GC_f50bbe3cdc5d,temperature gradient,LN_8529233df78b,generate,generate,GC_7fb4fd8a0af1,thermal ionic diffusion,LN_c05e7560b1ee,IP_e3c5c8861a33,GC_7fb4fd8a0af1::GC_f50bbe3cdc5d,hypothetical_or_modal,risk_cross_clause,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_87b7ff43d2fc,AR_87b7ff43d2fc,direct_relation_candidate_audit,iTE,P0625,10.1063/5.0043498,Cation effect of inorganic salts on ionic Seebeck coefficient,5,"Conversely, cations with a sufficiently negative softness parameter exhibit fast thermal diffusion due to weak binding to PSS- and, thus, lead to a positive Seebeck coefficient.",GC_8f0d18cd95a7,fast thermal diffusion,LN_e2c755bdc5d6,lead to,lead_to,GC_070354244e6f,positive seebeck coefficient,LN_fbde7e17907a,IP_35124a085555,GC_070354244e6f::GC_8f0d18cd95a7,observed_assertion,risk_cross_clause; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_1aaefc322dfa,AR_1aaefc322dfa,direct_relation_candidate_audit,iTE,P0650,10.1016/j.electacta.2019.134575,Synthesis and characterization of novel p-type chemically cross-linked ionogels with high ionic seebeck coefficient for low-grade heat harvesting,14,A decrease in glass transition temperature of IGs with an increase in ionic liquid content was observed from DSC curves corresponding to an increase in mobility of cations and anions.,GC_2cd60fcfe737,glass transition,LN_c593715342cb,increase,increase,GC_1e03a3994ac6,mobility,LN_dcd2168ca341,IP_d686e5d17205,GC_1e03a3994ac6::GC_2cd60fcfe737,observed_assertion,risk_nominal_predicate; risk_other_predicate_between_endpoints; risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_891520c613f8,AR_891520c613f8,direct_relation_candidate_audit,iTE,P0670,10.1002/advs.202414389,Cation-Anchoring-Induced Efficient n-Type Thermo-Electric Ionogel with Ultra-High Thermopower,5,"The synergistic combination of photo-polymerization and hydrogen-bonding networks effectively immobilizes imidazolium cations while enabling rapid chloride ion transport, creating a pronounced cation-anion mobility disparity that yields a substantial negative ionic Seebeck coefficient of -7.16 mV K-1.",GC_86b6d47df12b,pronounced cation anion mobility,LN_eee3baaef197,yields,yield,GC_b9f06a781120,negative ionic seebeck coefficient,LN_1b36e79e5499,IP_053b04e7d31d,GC_86b6d47df12b::GC_b9f06a781120,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_ecd71c02796a,AR_ecd71c02796a,direct_relation_candidate_audit,iTE,P0670,10.1002/advs.202414389,Cation-Anchoring-Induced Efficient n-Type Thermo-Electric Ionogel with Ultra-High Thermopower,5,"The synergistic combination of photo-polymerization and hydrogen-bonding networks effectively immobilizes imidazolium cations while enabling rapid chloride ion transport, creating a pronounced cation-anion mobility disparity that yields a substantial negative ionic Seebeck coefficient of -7.16 mV K-1.",GC_18768952b49a,hydrogen bonding network,LN_57798185082f,immobilizes,immobilize,GC_aec9f23524d1,rapid chloride ion transport,LN_dee31afc7157,IP_1016a65a7d61,GC_18768952b49a::GC_aec9f23524d1,observed_assertion,risk_cross_clause,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_3dd965c675ed,AR_3dd965c675ed,direct_relation_candidate_audit,iTE,P0680,10.1016/j.cej.2025.168809,Mixed ion-electron conductors with ultrahigh thermopower for heat harvesting from both fluctuated and steady temperature gradients,7,"An ionogel blended with Ag nanowires (AgNWs) is used as the active material of the MTEGs, and it is a mixed ion-electron conductor because the ionic liquid is an ionic conductor while the AgNWs can form electronically conductive networks.",GC_cb00bd87759e,agnws,LN_4f2d21ceadec,form,form,GC_73004248e2ac,electronically conductive network,LN_b699a2300e9e,IP_a60ed6f9165d,GC_73004248e2ac::GC_cb00bd87759e,hypothetical_or_modal,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_630e79b1a107,AR_630e79b1a107,direct_relation_candidate_audit,iTE,P0682,10.1038/s41467-022-28689-8,Enhancing hydrovoltaic power generation through heat conduction effects,3,"In the hybrid heat conduction effect enhanced hydrovoltaic power generator, the ionic thermoelectric gelatin material can effectively improve the heat conduction between hydrovoltaic generator and near environment, thus increasing the water evaporation rate to improve the output voltage.",GC_f5b2b50c0510,water evaporation rate,LN_f296769ca292,improve,improve,GC_bbb29d51b9cd,output voltage,LN_17edb3569855,IP_340f4d2782f1,GC_bbb29d51b9cd::GC_f5b2b50c0510,purpose_or_design,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_c923ed03003c,AR_c923ed03003c,direct_relation_candidate_audit,iTE,P0682,10.1038/s41467-022-28689-8,Enhancing hydrovoltaic power generation through heat conduction effects,3,"In the hybrid heat conduction effect enhanced hydrovoltaic power generator, the ionic thermoelectric gelatin material can effectively improve the heat conduction between hydrovoltaic generator and near environment, thus increasing the water evaporation rate to improve the output voltage.",GC_2d8ae397bc53,hydrovoltaic power,LN_37dae82eca1c,improve,improve,GC_f5b2b50c0510,water evaporation rate,LN_f296769ca292,IP_8328507c9791,GC_2d8ae397bc53::GC_f5b2b50c0510,hypothetical_or_modal,risk_cross_clause; risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_5089495184c7,AR_5089495184c7,direct_relation_candidate_audit,iTE,P0683,10.1016/j.cej.2024.155161,Regulation of thermal migration channel in cellulose hydrogel to enhance thermopower,5,"Then, sodium alginate as polyanion was doped and multi-valance ion cross-linking was carried out, to further enhance the channel-Cl-interaction, and a high thermopower of 22.09 mV center dot K- 1 was realized.",GC_6ac9fb6515a5,multi valance ion,LN_fdc229eb0072,enhance,enhance,GC_37cd25818475,channel cl interaction,LN_48a00f947cda,IP_1019b23a149b,GC_37cd25818475::GC_6ac9fb6515a5,purpose_or_design,risk_cross_clause,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_daba8b04c935,AR_daba8b04c935,direct_relation_candidate_audit,iTE,P0684,10.1007/s10118-026-3583-z,Thermopower Modulation of Chitosan Hydrogel via Complexation between Chitosan and Metal Ions,5,"The present work not only demonstrates the correlation between gel structure, intermolecular interactions, and thermoelectric performance, but also provides a simple approach for the fabrication and regulation of natural polymer-based thermoelectric materials.",GC_b5a9925163a6,intermolecular interaction,LN_37fbc0df255e,provides,provide,GC_7320e2b5d0b7,regulation,LN_a845722623b9,IP_830aa09185ef,GC_7320e2b5d0b7::GC_b5a9925163a6,observed_assertion,risk_cross_clause; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_80cff76868d1,AR_80cff76868d1,direct_relation_candidate_audit,iTE,P0685,10.1002/app.70650,Green Hybrid Nanocomposite Gel of Cellulose Nanofibers and Carbon Nanotubes Impregnated With DES for Renewable Low-Grade Heat Energy Harvesting,3,"The incorporation of a deep eutectic solvent (DES) significantly enhances ionic mobility, yielding a Seebeck coefficient of 4.00 mV K-1, a power factor of 115.09 mu W m(-1) K-2, and an ionic conductivity of 10.35 mS cm-1.",GC_7802ae4324c7,deep eutectic solvent,LN_285f857d7b1d,enhances,enhance,GC_ac42a7cc3dd5,ionic mobility,LN_643b116800a1,IP_fbec877d92b7,GC_7802ae4324c7::GC_ac42a7cc3dd5,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_d74ea081cf11,AR_d74ea081cf11,direct_relation_candidate_audit,iTE,P0686,10.1002/adfm.75062,"Highly Hydrophobic, Self-Healing, and Stretchable N-type Ionogels for High-Performance Wearable Thermoelectrics",3,"The fluorine-rich copolymer network and dynamic noncovalent interactions enable exceptional multifunctionality: ultrahigh stretchability (1659% elongation), rapid self-healing (6 h), underwater adhesion, and thermal stability up to 300 degrees C.",GC_5475df61a3f4,dynamic noncovalent interaction,LN_48a8cc3ee38b,enable,enable,GC_435243ebfa58,thermal stability,LN_948a6206edc9,IP_5be038117a07,GC_435243ebfa58::GC_5475df61a3f4,observed_assertion,risk_cross_clause; risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_10fd0def2854,AR_10fd0def2854,direct_relation_candidate_audit,iTE,P0689,10.1126/sciadv.abj3019,Giant and bidirectionally tunable thermopower in nonaqueous ionogels enabled by selective ion doping,5,A thermopower regulation strategy through ion doping to selectively induce ion aggregates to enhance ion-ion interactions is proposed.,GC_885d0ea2c6dc,ion doping,LN_adad1fbe68ee,induce,induce,GC_4851f3b91754,ion ion interaction,LN_6df0f74f6bae,IP_32fbf5968efa,GC_4851f3b91754::GC_885d0ea2c6dc,purpose_or_design,risk_other_predicate_between_endpoints,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_8011cb5b6901,AR_8011cb5b6901,direct_relation_candidate_audit,iTE,P0689,10.1126/sciadv.abj3019,Giant and bidirectionally tunable thermopower in nonaqueous ionogels enabled by selective ion doping,5,A thermopower regulation strategy through ion doping to selectively induce ion aggregates to enhance ion-ion interactions is proposed.,GC_885d0ea2c6dc,ion doping,LN_adad1fbe68ee,enhance,enhance,GC_4851f3b91754,ion ion interaction,LN_6df0f74f6bae,IP_32fbf5968efa,GC_4851f3b91754::GC_885d0ea2c6dc,purpose_or_design,risk_other_predicate_between_endpoints,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_09c27e38df2f,AR_09c27e38df2f,direct_relation_candidate_audit,iTE,P0693,10.1002/eem2.12562,Enhanced Ion-Selective Diffusion Achieved by Supramolecular Interaction for High Thermovoltage and Thermal Stability,7,"Meanwhile, the remarkable stability of the supramolecular structure provides the i-TE hydrogels with a thermal stability of up to 80 C.",GC_917c47d737a9,remarkable stability,LN_f734c87a312d,provides,provide,GC_435243ebfa58,thermal stability,LN_948a6206edc9,IP_f311b3e14f31,GC_435243ebfa58::GC_917c47d737a9,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_975e6ac1a99c,AR_975e6ac1a99c,direct_relation_candidate_audit,iTE,P0696,10.1021/acsami.3c03143,Giant Negative Thermopower Enabled by Bidirectionally Anchored Cations in Multifunctional Polymers,4,"In this work, we propose a strategy for bidirectionally anchoring cations to synergistically generate a giant negative thermopower and high ionic conductivity.",GC_bfdd4dad7f6d,bidirectionally anchoring,LN_bcd88ccc12d7,generate,generate,GC_7f4070e606de,giant negative thermopower,LN_b64493717118,IP_64504fd1c260,GC_7f4070e606de::GC_bfdd4dad7f6d,purpose_or_design,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_47758fb837c0,AR_47758fb837c0,direct_relation_candidate_audit,iTE,P0705,10.1002/advs.202204120,Heat-Driven Iontronic Nanotransistors,2,"However, despite the nanoscale nature of the ionic thermodiffusion processes underlying thermoelectric efficiency boost in polyelectrolytes, to date no evidence for direct probing of ionic diffusion on its relevant length and time scale has been reported.",GC_4d25a8d5aa42,ionic thermodiffusion,LN_f763b070473e,boost,boost,GC_9499b442f328,ionic diffusion,LN_4a8af1748ed0,IP_6fc3ebaeacfb,GC_4d25a8d5aa42::GC_9499b442f328,observed_assertion,risk_cross_clause; risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_4cd47ec3bce4,AR_4cd47ec3bce4,direct_relation_candidate_audit,iTE,P0713,10.1002/smll.202308102,The Origin of Thermal Gradient-Induced Voltage in Polyelectrolytes,9,"The thermal voltage of polyelectrolyte films largely depends on the water concentration gradient under a temperature difference, which can be optimized to promote the generated total voltage up to over 30 mV K-1.",GC_d18c91f9affa,temperature difference,LN_942c8fffcbe6,promote,promote,GC_d68efbd34caa,generated total voltage,LN_2ee54dd80eb5,IP_d3f0a9f20f3b,GC_d18c91f9affa::GC_d68efbd34caa,purpose_or_design,risk_cross_clause,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_22a0a47b2b1a,AR_22a0a47b2b1a,direct_relation_candidate_audit,iTE,P0828,10.1016/j.cej.2026.174810,Bioinspired water-driven ion reciprocating migration enables continuous power generation in cellulose-based ionic thermoelectrics,6,"This biomimetic ion reciprocating migration strategy not only enables the (LCP/KI) i-TE to achieve a high ionic Seebeck coefficient of 35 mV K-1 under small temperature differences (<1 K), but also overcomes the core bottleneck of conventional ionic thermoelectric capacitors (i-TECs)-the necessity for intermittent operation due to ion polarization saturation.",GC_6519e08e8bbb,biomimetic ion reciprocating migration,LN_ecf23b67dfbb,enables,enable,GC_c44c08236fb4,ionic seebeck coefficient,LN_e3e09bb3cf41,IP_f22b8a036950,GC_6519e08e8bbb::GC_c44c08236fb4,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_ef284c6bcbb6,AR_ef284c6bcbb6,direct_relation_candidate_audit,iTE,P0828,10.1016/j.cej.2026.174810,Bioinspired water-driven ion reciprocating migration enables continuous power generation in cellulose-based ionic thermoelectrics,9,"This ion reciprocating migration strategy that provides a straightforward and efficient pathway for achieving continuous power output from i-TECs, opening new avenues for the sustainable harvesting and utilization of low-grade thermal energy.",GC_6c3e8e50489a,ion reciprocating migration,LN_01e053399227,provides,provide,GC_79490fc9abbf,achieving continuous power,LN_1219efb5e435,IP_6bc25b1f56ed,GC_6c3e8e50489a::GC_79490fc9abbf,observed_assertion,risk_intervening_target_head,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_48725597dd2f,AR_48725597dd2f,direct_relation_candidate_audit,iTE,P0864,10.1016/j.cej.2025.172278,Synergistic ionic doping for enhanced thermopower and switchable polarity in PEDOT: PSS ionic thermoelectrics,4,"Mechanistic analysis reveals that tetrahedral [CuCl4](2-) complexes, identified by synchrotron X-ray absorption and Raman spectroscopy, promote anion-dominated thermodiffusion and boost the power factor to 23.77 mW m(-1) K-2, among the highest for iTEs.",GC_72ae90a5de4e,cucl4,LN_206f5d1971f2,promote,promote,GC_0c0ef9eecc10,anion dominated thermodiffusion,LN_6508abda4a4d,IP_be24e6e0c199,GC_0c0ef9eecc10::GC_72ae90a5de4e,observed_assertion,risk_cross_clause; risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_b9eef84aa51c,AR_b9eef84aa51c,direct_relation_candidate_audit,iTE,P0864,10.1016/j.cej.2025.172278,Synergistic ionic doping for enhanced thermopower and switchable polarity in PEDOT: PSS ionic thermoelectrics,4,"Mechanistic analysis reveals that tetrahedral [CuCl4](2-) complexes, identified by synchrotron X-ray absorption and Raman spectroscopy, promote anion-dominated thermodiffusion and boost the power factor to 23.77 mW m(-1) K-2, among the highest for iTEs.",GC_0c0ef9eecc10,anion dominated thermodiffusion,LN_6508abda4a4d,boost,boost,GC_5efc27b241e5,power factor,LN_9cadbea56001,IP_536dda285e70,GC_0c0ef9eecc10::GC_5efc27b241e5,observed_assertion,risk_coordinated_inherited_subject; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_ffe9cc3e41ac,AR_ffe9cc3e41ac,direct_relation_candidate_audit,iTE,P0882,10.1039/d5ta00734h,Sustainable and recyclable ionogels for ionic thermoelectric supercapacitor application,3,"The initial ionogel, designated as LACIG-0% is formulated with 1-butyl-3-methylimidazolium chloride (BMIM:Cl) to enhance the mechanical strain properties and ion mobility.",GC_5b00c3b12d8c,initial ionogel,LN_2a84a08abfba,enhance,enhance,GC_40fccee326c6,ion mobility,LN_a24064c7d55e,IP_d311eebd1661,GC_40fccee326c6::GC_5b00c3b12d8c,purpose_or_design,risk_cross_clause; risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_2191d219398a,AR_2191d219398a,direct_relation_candidate_audit,iTE,P0938,10.1007/s42765-023-00353-w,Ionic Power Generation on a Scalable Cellulose@polypyrrole Membrane: The Role of Water and Thermal Gradients,3,"The excellent ionic power generation is intimately related to the water and thermal gradients across the membrane, which not only induces fast water evaporation but also synergistically promotes the transport of counterions in charged nanochannels, and the corresponding mechanism is attributed to the streaming potential resulting from the ionic electrokinetic effect and the ionic thermoelectric potential originating from the Soret effect.",GC_3c432d56645d,thermal gradient,LN_44bf675ae30c,promotes,promote,GC_a8e6012e4ab8,transport,LN_1a86a9a998d2,IP_878225975275,GC_3c432d56645d::GC_a8e6012e4ab8,observed_assertion,risk_cross_clause; risk_other_predicate_between_endpoints; risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_3fa8a4bff204,AR_3fa8a4bff204,direct_relation_candidate_audit,iTE,P0938,10.1007/s42765-023-00353-w,Ionic Power Generation on a Scalable Cellulose@polypyrrole Membrane: The Role of Water and Thermal Gradients,4,"Under one sun illumination, the CC@PPy film can produce a sustained voltage output of similar to 0.7 V and a water evaporation rate up to 1.67 kg m(-2) h(-1) when an adequate water supply is available.",GC_49003675a4af,cc@ppy film,LN_646adff5a30a,produce,produce,GC_dfa78d030588,sustained voltage,LN_e4e2874dc3ab,IP_ee8970c0efab,GC_49003675a4af::GC_dfa78d030588,hypothetical_or_modal,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_7a6e3dc8a475,AR_7a6e3dc8a475,direct_relation_candidate_audit,iTE,P0938,10.1007/s42765-023-00353-w,Ionic Power Generation on a Scalable Cellulose@polypyrrole Membrane: The Role of Water and Thermal Gradients,3,"The excellent ionic power generation is intimately related to the water and thermal gradients across the membrane, which not only induces fast water evaporation but also synergistically promotes the transport of counterions in charged nanochannels, and the corresponding mechanism is attributed to the streaming potential resulting from the ionic electrokinetic effect and the ionic thermoelectric potential originating from the Soret effect.",GC_3c432d56645d,thermal gradient,LN_44bf675ae30c,induces,induce,GC_a8e6012e4ab8,transport,LN_1a86a9a998d2,IP_878225975275,GC_3c432d56645d::GC_a8e6012e4ab8,observed_assertion,risk_cross_clause; risk_other_predicate_between_endpoints; risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_cb5e78226927,AR_cb5e78226927,direct_relation_candidate_audit,iTE,P1026,10.1038/s41467-025-68011-w,Engineering liquid crystal elastomer unlocks high thermopower for fiber-shaped ionic thermoelectric capacitors,4,"These high n- and p-type performance further ensure the successful integration of a homogeneous pi-type fiber-shaped i-TE capacitor, where three p/n pairs yield an output voltage of 402.5 mV under a tiny temperature difference of 2.5 K.",GC_4e3296bde52b,p/n pair,LN_d2c7ccb9f09a,yield,yield,GC_acf7640f6e24,tiny temperature difference,LN_c10389a71236,IP_ed7d29100a9e,GC_4e3296bde52b::GC_acf7640f6e24,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_5dc0a0bd8544,AR_5dc0a0bd8544,direct_relation_candidate_audit,iTE,P1053,10.1016/j.ijheatmasstransfer.2023.124454,Effect of hydrodynamic slip on thermoelectric response in negatively-charged nanofluidic channels,7,"The slip-enhancement of the Seebeck coefficient, i.e., the thermoelectric voltage at open-circuit condition, is not significant due to the increase in surface conductivity caused by slip-amplified electroosmosis, es-pecially at low electrolyte concentrations.",GC_f99f14bc2e66,thermoelectric voltage,LN_87cf17802458,increase,increase,GC_de174e00813f,surface conductivity,LN_1c278e9ddb06,IP_40d41d1957ef,GC_de174e00813f::GC_f99f14bc2e66,negated,risk_nominal_predicate; risk_cross_clause,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
