relation_id,paper_id,domain,subject_mention_id,object_mention_id,raw_predicate,assertion_type,direction,claim_id,quote,limitations,joint_factor_group,condition_annotation_status,semantic_review_status,graph_status,reconstruction_run_id
iTE:P1823:r001,P1823,iTE,iTE:P1823:n1,iTE:P1823:n2,improves n-type organic thermoelectric performance leading to,author_claim,subject_to_object_as_exported,iTE:P1823:claim_block,"A pre-formed Meisenheimer complex of a naphthalenediimide (NDI) with tetrabutylammonium fluoride (TBAF) is obtained in a simple way by mixing dibrominated 4,9-dibromo-2,7-bis(2-octyldodecyl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone and TBAF in solution and used as a dopant for n-type organic thermoelectrics. Two n-type polymers PNDIClTVT and PBDOPVTT are synthesized, n-doped, and characterized as conductive and thermoelectric materials. PNDIClTVT doped with NDI-TBAF presents a high sigma value of 0.20 S cm(-1), a Seebeck coefficient (S) of -1854 mu V K-1, and a power factor (PF) of 67 mu W m(-1) K-2, among the highest reported PF in solution-processed conjugated n-type polymer thermoelectrics. Using 4-(1,3-dimethyl-2,3-dihydro-1H-benzoimidazol-2-yl)phenyl)dimethylamine and NDI-TBAF as co-dopants, PNDIClTVT has a PF > 35 mu W m(-1) K-2; while for PBDOPVTT sigma = 0.75 S cm(-1) and PF = 58 mu W m(-1) K-2. In this study it is found that an ionic adduct together with a neutral dopant improves the performance of n-type organic thermoelectrics leading to an enhanced power factor, and more generally, the role of such an adduct in polymer doping is also elucidated.",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1824:r001,P1824,iTE,iTE:P1824:n1,iTE:P1824:n2,predicted bonding respectively,author_claim,subject_to_object_as_exported,iTE:P1824:claim_block,"In this work, we report the results of theoretical calculations on structural, electronic, optical and thermodynamic properties of SrFCuTe compound using full-potential linearized augmented plane-wave (FP-LAPW) method and quasi-harmonic Debye model. The generalized gradient approximation as proposed by Wu-Cohen (GGA-WC) and Tran-Blaha modified Becke-Johnson exchange potential are adopted for the treatment of the electron exchange-correlation interaction. Our calculated structural parameters are in good consistence with other available experimental and theoretical ones. The band gap computed with mBJ potential is 2.137 eV and the bonding in [Sr2F2](2+) and [Cu2Te2](2-) blocks is ionic and covalent, respectively. Meanwhile the spin-orbit coupling does not play important role on electronic properties of studied material. The optical properties of SrFCuTe such as reflectivity R(omega), absorption coefficient alpha(omega), refractive index n(omega) and optical conductivity sigma(omega) are derived from its complex dielectric function which is calculated from the band structure obtained with mBJ potential. Finally, the thermodynamic properties including bulk modulus B, heat capacities C-v and C-p, Debye temperature Theta(D) and thermal expansion alpha of SrFCuTe are calculated and analyzed in detail.",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1825:r001,P1825,iTE,iTE:P1825:n1,iTE:P1825:n2,achieves compared with natural convection,author_claim,subject_to_object_as_exported,iTE:P1825:claim_block,"High-power light-emitting diodes (LEDs) face critical thermal challenges owing to their high heat flux and compact size. Conventional cooling technologies, such as heat sinks, thermoelectric coolers, and forced air convection, often face limitations in terms of size, noise, and power consumption. This study experimentally investigated an optimized multi-nozzle electrospray cooling system designed for the efficient thermal management of high-power LEDs. A deionized water-ethanol mixture was atomized using three 26G nozzles, and the effects of voltage (4-10 kV), flow rate (10-20 ml/h), and power input (15-25 W) on the thermal performance were analyzed. The maximum voltage enhancement ratio was 1.62 at 10 kV and 20 ml/h for the optimized multinozzle, outperforming single-nozzle configurations in all conditions despite having a lower electric field strength. The results showed that the surface temperatures decreased by more than 50 % as a result of cooling compared to natural convection and significantly higher temperature decreases compared to the values reported in the literature. Furthermore, the system achieved this performance without the need for fans or moving components, highlighting its potential as a silent and energy-efficient cooling solution for high-power LED modules in the future.",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1826:r001,P1826,iTE,iTE:P1826:n1,iTE:P1826:n2,respectively associated with in single-crystal TiO2,association,subject_to_object_as_exported,iTE:P1826:claim_block,"The present work reports the electrical properties of high-purity single-crystal TiO2 from measurements of the electrical conductivity in the temperature range 1073-1323 K and in gas phases of controlled oxygen activities in the range 10(-13) to 10(5) Pa. The effect of the oxygen activity on the electrical conductivity indicates that oxygen vacancies are the predominant defects in the studied ranges of temperature and oxygen activities. The electronic and ionic lattice charge compensations were revealed at low and high oxygen activities, respectively. The determined semiconducting quantities include: the activation energy of the electrical conductivity (E-sigma = 125-205 kJ (.) mol(-1)), the activation energies of the electrical conductivity components associated with electrons (E-n = 218 kJ (.) mol(-1)), electron holes (E-p = 34 kJ (.) mol(-1)), and ions (E-i = 227 kJ (.) mol(-1)), and the enthalpy of motion for electronic defects (Delta H-m = 4 kJ/ mol). The electrical conductivity data are considered in terms of the components related to electrons, holes, and ions. The obtained data allow the determination of the n-p demarcation line in terms of temperature and oxygen activities. The band gap determined from the electronic component of the electrical conductivity is 3.1 eV.",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1827:r001,P1827,iTE,iTE:P1827:n1,iTE:P1827:n2,causes increase in La-doped BaSnO3,author_claim,subject_to_object_as_exported,iTE:P1827:claim_block,"In this study, electrically conductive perovskite lanthanum-doped barium stannate, LaxBa1-xSnO3-delta(x = 0, 0.05, 0.1 and 0.15) ceramics were synthesized through polymerized complex method. The evolution of BaSnO3 phase with temperature and effect of La doping was investigated. Doping of La increased the lattice parameter from 4.1165 to 4.1208 angstrom, up to solubility limit (x = 0.1); doping further, secondary phase La2Sn2O7 appeared. BaSnO3 phase crystallization initiated at similar to 528 degrees C from the reaction of BaCO3 and SnO2 and was retarded by La doping causing an increment in phase formation temperature from 528.4 to 531.1 degrees C. Fourier transform infrared spectroscopy evidence substantial increment in (SnO3)(2-) absorption band with temperature strengthening diffraction responses. An incremental response in the electrical conductivity was observed by La doping with a maximum value of similar to 25 S cm(-1), attributed to the generation of charge carriers by substitution of Ba with La ion and oxygen vacancies. In parallel, generated charge carriers also contributed towards the ionic reduction of Sn4+ to Sn2+ aiding the lattice enhancement. La-doped BaSnO3 ceramics can have a potential application in optoelectronic, thermoelectric devices and humidity sensors.",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1828:r001,P1828,iTE,iTE:P1828:n1,iTE:P1828:n2,enables across interface and improves photoactivity,author_claim,subject_to_object_as_exported,iTE:P1828:claim_block,"Nanoheterostructures with multiple components and interfaces have gained much attention due to their promising photophysical properties. Here, we have synthesized rod-shaped Bi2S3/AgBiS2 heterostructures via a cation exchange reaction, starting from the binary parent compound Bi2S3. The effective ionic radius of monovalent Ag+ ion is proved to be the key factor for the intercalation of Ag+ ions into the consecutive layers of the orthorhombic Bi2S3 (212) plane and finally for the total conversion of Bi2S3 to AgBiS2. Incorporation of Ag+ ions into the Bi2S3 matrix keeps the morphology of the system intact during this total conversion process. The feasibility of this transformation has been well understood through heat of reaction energy required to exchange one Bi and S atom with an Ag atom using density functional theory based on first-principle calculations. A type-I band alignment is observed at the interface of the Bi2S3/AgBiS2 heterostructure, which has been confirmed from cyclic voltammetry studies. Due to the low band offset between conduction bands of Bi2S3 and AgBiS2, electrons can easily move from one component to another through the interface, which improves the photoactivity of the nanoheterostructure. The high light absorption coefficient of both Bi2S3 and AgBiS2 is proved to be the most effective for the enhancement of the photoinduced properties.",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1829:r001,P1829,iTE,iTE:P1829:n1,iTE:P1829:n2,nature controls europium acting as,author_claim,subject_to_object_as_exported,iTE:P1829:claim_block,"The bonding nature between chalcogenides and rare-earth-elements is typically described as ionic in the spirit of the Zintl-Klemm formalism; yet, recent efforts showed that lanthanides also act as d-metals in transition-metal-post-transition-metal-element bonding. Hence, how can we describe the bonding nature between chalcogen and europium atoms, which have frequently acted as electron-donors like group-I/II-elements? To answer this question, we prototypically explored the electronic structure of Eu2CuSe3, which was obtained in considerable yields from solid-state reactions of the pure elements at 600 degrees C. The crystal structure of Eu2CuSe3 was determined based on X-ray diffraction experiments and it is composed of diverse types of linear chains of selenium polyhedra enclosing the copper and europium atoms. These chains are condensed into infinity 2 [EuCuSe3] layers, which are separated by additional europium atoms. From analyses of the crystal structure and electronic structure of Eu2CuSe3, it is clear that there are two different europium valence states, whose nature controls if europium acts as an electron-donor like a group-I/II-element or as a d-metal.",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1830:r001,P1830,iTE,iTE:P1830:n1,iTE:P1830:n2,explains,author_claim,subject_to_object_as_exported,iTE:P1830:claim_block,"Six samples of the system Cd1-xCoxFe2O4 were prepared by the tartarate precursor method with x = 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0. The formation of ferrispinels were studied by X-ray powder diffraction, infrared spectroscopy, electrical conductivity, thermoelectric power, magnetic hysteresis, initial magnetic susceptibility and Mossbauer spectroscopy. The data of the temperature variation of the direct current electrical conductivity showed a definite kink (similar to 390 degreesC) except x = 0.0 and 0.2, which corresponds to the ferrimagnetic to paramagnetic transitions. Magnetic properties of the samples with x greater than or equal to 0.6 showed definite hysteresis loops. The observed low magnetic moment can be explained in terms of the non collinear spin arrangement. A well defined hyperfine Zeeman spectra are observed for samples with x greater than or equal to 0.6 at room temperature and resolved into two sextets corresponding to octahedral and tetrahedral sites. The electrical, magnetic and Mossbauer properties suggest that, a canted spin arrangement upto x = 0.8 and Neel's configuration above this composition. The probable ionic configuration for the system is suggested as (Cd-1-x(2+) Fe-x(3+)) (A) [Fe2-x3+Cox2+](B) O-4(2-). (C) 2001 Kluwer Academic Publishers.",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1831:r001,P1831,iTE,iTE:P1831:n1,iTE:P1831:n2,associated with gradual change in AgxMo9Se11 transport,association,subject_to_object_as_exported,iTE:P1831:claim_block,"We present a detailed study of the evolution of the electrical, galvanomagnetic, and thermodynamic properties of polycrystalline AgxMo9Se11 compounds for 3.4 <= x <= 3.8 at low temperatures (2-350 K). In agreement with density functional theory calculations, the collected data show an overall gradual variation in the transport properties from metallic to semiconducting behavior on going from x = 3.4 to 3.8. The results evidence subtle variations in the electronic properties with the Ag content, typified by both positive and negative phonon-drag effects together with thermopower and Hall coefficient of opposite signs. Analysis of the data suggests that these features may be due to peculiarities of the dispersion of the valence bands in the vicinity of the chemical potential. A drastic influence of the Ag content on the thermal transport was evidenced by a pronounced change in the temperature dependence of the specific heat below 10 K. Nonlinearities in the C-p(T-3) data are correlated to the concentration of Ag atoms, with an increase in x resulting in a more pronounced departure from a Debye law. The observed behavior mirrors that of ionic conductors, suggesting that AgxMo9Se11 for x >= 3.6 might belong to this class of compounds.",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1832:r001,P1832,iTE,iTE:P1832:n1,iTE:P1832:n2,strongly affects via Coulomb repulsion and Mg-vacancy association,author_claim,subject_to_object_as_exported,iTE:P1832:claim_block,"A statistical thermodynamic approach to analyze defect thermodynamics in strongly nonideal solid solutions was proposed and validated by a case study focused on the oxygen intercalation processes in mixed-conducting LaGa0.65Mg0.15Ni0.20O3-delta perovskite. The oxygen nonstoichiometry of Ni-doped lanthanum gallate, measured by coulometric titration and thermogravimetric analysis at 923-1223 K in the oxygen partial pressure range 5x10(-5) to 0.9 atm, indicates the coexistence of Ni2+, Ni3+, and Ni4+ oxidation states. The formation of tetravalent nickel was also confirmed by the magnetic susceptibility data at 77-600 K, and by the analysis of p-type electronic conductivity and Seebeck coefficient as function of the oxygen pressure at 1023-1223 K. The oxygen thermodynamics and the partial ionic and hole conductivities are strongly affected by the point-defect interactions, primarily the Coulombic repulsion between oxygen vacancies and/or electron holes and the vacancy association with Mg2+ cations. These factors can be analyzed by introducing the defect interaction energy in the concentration-dependent part of defect chemical potentials expressed by the discrete Fermi-Dirac distribution, and taking into account the probabilities of local configurations calculated via binomial distributions.",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1833:r001,P1833,iTE,iTE:P1833:n1,iTE:P1833:n2,together with single/double ionized oxygen vacancies accounts for,author_claim,subject_to_object_as_exported,iTE:P1833:claim_block,"The single crystals of lead-free Na0.5Bi0.5TiO3 were grown using the Czochralski method. The energy gaps determined from X-ray photoelectron spectroscopy (XPS) and optical measurements were approximately 2.92 eV. The current-voltage characteristics, depolarization current, dc (sigma(dc)) and ac (sigma(ac)) electrical conductivity, and Seebeck coefficient of the crystals were investigated. The frequency/temperature-dependent electrical properties were also measured and analyzed through complex impedance spectroscopy. An overlapping reversible insulator-metal transition (resistive switching) on nanoscales, caused by the electric field, was detected. Most of these properties were measured for the first time. The activation energy values determined from the conductivity data, the imaginary part of the electric impedance and the modulus indicate that the relaxation process in the high-temperature range is attributable to both single and double ionized oxygen vacancies, in combination with the hopping of electrons between Ti4+ and Ti3+. P-type electrical conductivity was also found. These discoveries create new possibilities of reducing the electrical conductivity of NBT and improving the process of effectively poling this material. Our results indicate the possibility of tuning the material properties by intentionally creating non-stoichiometry/structural defects (oxygen vacancies, cation excess and cation deficiency).",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1834:r001,P1834,iTE,iTE:P1834:n1,iTE:P1834:n2,pressure-induced reduction leads to,author_claim,subject_to_object_as_exported,iTE:P1834:claim_block,"Structural, electronic, optical, and mechanical properties of cubic SnZrO3 and SnHfO3 have been studied under different hydrostatic pressures within the framework of density functional theory. A strong atomic interaction resulting from a considerable drop in the lattice parameter and bond length was observed. The Sn-O and Hf/Zr-O showed strong ionic and weak covalent characteristics, respectively, and the bond strengths are found to enhance under the applied pressure. Poisson's ratio of these compounds also supports the bonding nature. The external pressure remarkably changed the optical absorption and conductivity of the materials to a higher value in the UV region of the solar spectrum and the direct bandgap of Sn(Zr/Hf)O-3 significantly reduced, thereby enhancing the conductivity. Likewise, in other optical parameters, the elastic properties exhibited some noticeable changes: the stiffness, ductility, anisotropy, hardness, and machinability of these materials were significantly increased due to external pressure. All the findings indicate the high potentiality of these compounds to be used in optoelectronics and photovoltaic applications in the UV spectrum under hydrostatic pressure.",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1835:r001,P1835,iTE,iTE:P1835:n1,iTE:P1835:n2,increases and shifts conductivity minimum to higher oxygen pressures,author_claim,subject_to_object_as_exported,iTE:P1835:claim_block,"Point defects diagrams for the Cu2 +/-delta O, both pure and doped with M2+ metal ions with all the types of defects in the cation sublattice considered are presented in this work. The calculations of the diagrams were performed by a novel method. The calculations were based on the data from the results of the studies of the deviation from stoichiometry and the electrical conductivity in the temperature range of 873-1473 K. The values of Delta G(o) of the formation of Frenkel-type defects, of copper vacancies, and of interstitial copper atoms were determined and their temperature dependence. It was shown that character of the dependence of the sum of concentrations of electronic defects ([h(center dot)]+b[e']) on p(O2), is fully consistent with its dependence of the electrical conductivity. Their mobility (mu(e)/mu(h)=b), vary from 1300 to 30. The dope M2+ increases the concentration of electrons and shifts the minimum of electrical conductivity toward higher oxygen pressures. (C) 2012 Elsevier Inc. All rights reserved.",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1836:r001,P1836,iTE,iTE:P1836:n1,iTE:P1836:n2,leads to and produces low-energy localized optical phonon bands,author_claim,subject_to_object_as_exported,iTE:P1836:claim_block,"Chemical bonding present in crystalline solids has a significant impact on how heat moves through a lattice, and with the right chemical tuning, one can achieve extremely low thermal conductivity. The desire for intrinsically low lattice thermal conductivity (kappa lat) has gained widespread attention in thermoelectrics, in refractories, and nowadays in photovoltaics and optoelec-tronics. Here we have synthesized a high-quality crystalline ingot of cubic metal halide CuBiI4 and explored its chemical bonding and thermal transport properties. It exhibits an intrinsically ultralow kappa lat of similar to 0.34-0.28 W m-1 K-1 in the temperature range 4-423 K with an Umklapp crystalline peak of 1.82 W m-1 K-1 at 20 K, which is surprisingly lower than other copper-based halide or chalcogenide materials. The crystal orbital Hamilton population analysis shows that antibonding states generated just below the Fermi level (Ef), which arise from robust copper 3d and iodine 5p interactions, cause copper-iodide bond weakening, which leads to reduction of the elastic moduli and softens the lattice, finally to produce extremely low kappa lat in CuBiI4. The chemical bonding hierarchy with mixed covalent and ionic interactions present in the complex crystal structure generates significant lattice anharmonicity and a low participation ratio in low-lying optical phonon modes originating mostly from localized copper-iodide bond vibrations. We have obtained experimental evidence of these low-lying modes by low-temperature specific heat capacity measurement as well as Raman spectroscopy. The presence of strong p-d antibonding interactions between copper and iodine leads to anharmonic soft crystal lattice which gives rise to low-energy localized optical phonon bands, suppressing the heat-carrying acoustic phonons to steer intrinsically ultralow kappa lat in CuBiI4.",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1837:r001,P1837,iTE,iTE:P1837:n1,iTE:P1837:n2,charge-density contours show between,author_claim,subject_to_object_as_exported,iTE:P1837:claim_block,"We have examined structural, electronic and optical properties of TM-GaO3 (TM = Sc, Ti, Ag) perovskite oxides by means of first Principles study based on density functional theory (DFT). TM represents transition metal elements. To investigate structural properties, exchange correlation potential was determined by employing Full Potential Linearly Augmented Plane Wave (FP-LAPW) technique along with Perdew-Burke-Ernzerhof - GeneralizedGradient Approximation (PBE-GGA) functional. Moreover, Hubbard U-eff parameter LDA + U was used to overcome limitations of PBE-GGA functional. All compounds TM-GaO3 (TM = Sc, Ti, Ag) seem semi-conductor in nature because indirect band gap in each case has been observed with energies 1.33 eV, 0.75 eV and 1.95 eV, respectively. Partial density of states (PDOS) analyses portrayed that 3d orbitals of Sc & Ti, 4d orbital of Ag, and 2p orbital of anions contribute mainly to increase electronic conductivity of the studied compounds. Charge density contour plots depicted ionic nature of TM-cations, while, significant sharing of isolines between O and Ga atoms showed covalent character between them. These contours have also confirmed accumulation of charges around O atoms. Optical analysis revealed that the considered perovskite oxides show sharp increase in optical conductivity and absorptivity in higher energy range when energetic photons are incident upon. Remarkably, they displayed poor reflectivity. However, defect states introduced in the band gap region might be due to cations. These composites are suitable for photovoltaics and other optoelectronic applications",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1838:r001,P1838,iTE,iTE:P1838:n1,iTE:P1838:n2,produces stable liquid dispersions of,author_claim,subject_to_object_as_exported,iTE:P1838:claim_block,"Phosphorene is a mono-elemental, two-dimensional (2D) substance with outstanding, highly directional properties and a bandgap that depends on the number of layers of the material(1-8). Nanoribbons, meanwhile, combine the flexibility and unidirectional properties of one-dimensional nanomaterials, the high surface area of 2D nanomaterials and the electron-confinement and edge effects of both. The structures of nanoribbons can thus lead to exceptional control over electronic band structure, the emergence of novel phenomena and unique architectures for applications(5,6,9-24). Phosphorene's intrinsically anisotropic structure has motivated numerous theoretical calculations of phosphorene nanoribbons (PNRs), predicting extraordinary properties(5,6,12-24). So far, however, discrete PNRs have not been produced. Here we present a method for creating quantities of high-quality, individual PNRs by ionic scissoring of macroscopic black phosphorus crystals. This top-down process results in stable liquid dispersions of PNRs with typical widths of 4-50 nm, predominantly single-layer thickness, measured lengths of up to 75 mu m and aspect ratios of up to 1,000. The nanoribbons are atomically flat single crystals, aligned exclusively in the zigzag crystallographic orientation. The ribbons have remarkably uniform widths along their entire lengths, and are extremely flexible. These properties-together with the ease of downstream manipulation via liquid-phase methods-should enable the search for predicted exotic states(6,12-14,17-19,21), and an array of applications in which PNRs have been predicted to offer transformative advantages. These applications range from thermoelectric devices to high-capacity fast-charging batteries and integrated high-speed electronic circuits(6,14-16,20,23,24).",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1839:r001,P1839,iTE,iTE:P1839:n1,iTE:P1839:n2,calculated to have unlike indirect-gap CsBaVS4,author_claim,subject_to_object_as_exported,iTE:P1839:claim_block,"In this paper, we study the optoelectronic properties of quaternary metal chalcogenide semiconductor ABaMQ(4) (A = Rb, Cs; M = P, V; and Q = 5) compounds using state-of-the-art density functional theory (DFT) with TB-mBJ approximation for the treatment of exchange-correlation energy. In particular, the electronic and optical properties of the relaxed geometries of these compounds are investigated. Our first-principles ab-initio calculations show that the CsBaPS4 and RbBaPS4 compounds have direct bandgaps whereas the CsBaVS4 compound exhibits indirect bandgap nature. Importantly, the theoretically calculated values of the bandgaps of the compounds are consistent with experiment. Furthermore, our analysis of the electronic charge densities of these compounds indicates that the above quaternary chalcogenides have mixed covalent and ionic bonding characters. The effective masses of these compounds are also calculated which provide very useful information about the band structure and transport characteristics of the investigated compounds. Similarly, high absorptivity in the visible and ultraviolet regions of the electromagnetic spectrum possibly predicts and indicates the importance of these materials for potential optoelectronic applications in this range.",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1840:r001,P1840,iTE,iTE:P1840:n1,iTE:P1840:n2,inhibits during sintering,author_claim,subject_to_object_as_exported,iTE:P1840:claim_block,"Recently Y-doped SrTiO3 (YST) perovskite has been reported as a promising alternative for Ni/YSZ cermets as anode material for solid oxide fuel cells due to its mixed, ionic and electronic conduction. In this work SrTiO3 was synthesized by solid-state reaction method, calcined, and sinterized to obtain undoped (ST), 4% (YST04) and 8% (YST08) of Y-dopant and as a heterojunction with yttria-stabilized zirconia (YST08/YSZ). The effects of calcination atmosphere and dopant concentration on formation of the perovskite and grain size distribution of the material were investigated. It was observed that calcination under Ar/5%H-2 atmosphere have increased the dopant maximum concentration in the SrTiO3 cubic crystal structure when compared to inert atmosphere. When the Y solubility limit was exceeded, a pyrochlore phase Y2Ti2O7 was formed at the intergranular region due to the deficiency of oxygen vacancies, especially in the presence of inert atmosphere. TGA and DTA curves present a peak of water desorption and two overlapping peaks of SrCO3 phase change and decomposition. Ceramic microstructure was studied by SEM-EDS and the results showed that Y incorporation inhibits the grain growth in sintering step; reaching a smallest amount value of grain size in YST08/YSZ heterojunction under Ar/5%H-2 atmosphere.",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1841:r001,P1841,iTE,iTE:P1841:n1,iTE:P1841:n2,electron-density study supports structure described as,author_claim,subject_to_object_as_exported,iTE:P1841:claim_block,"FeSb(2)exhibits a colossal Seebeck coefficient (S) and a record-breaking high thermoelectric power factor. It also has an atypical shift from diamagnetism to paramagnetism with increasing temperature, and the fine details of its electron correlation effects have been widely discussed. The extraordinary physical properties must be rooted in the nature of the chemical bonding, and indeed, the chemical bonding in this archetypical marcasite structure has been heavily debated on a theoretical basis since the 1960s. The two prevalent models for describing the bonding interactions in FeSb(2)are based on either ligand-field stabilization of Fe or a network structure of Sb hosting Fe ions. However, neither model can account for the observed properties of FeSb2. Herein, an experimental electron density study is reported, which is based on analysis of synchrotron X-ray diffraction data measured at 15 K on a minute single crystal to limit systematic errors. The analysis is supplemented with density functional theory calculations in the experimental geometry. The experimental data are at variance with both the additional single-electron Sb-Sb bond implied by the covalent model, and the large formal charge and expectedd-orbital splitting advocated by the ionic model. The structure is best described as an extended covalent network in agreement with expectations based on electronegativity differences.",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1842:r001,P1842,iTE,iTE:P1842:n1,iTE:P1842:n2,proposed to allow in all three spatial directions,author_claim,subject_to_object_as_exported,iTE:P1842:claim_block,"Multijunction multiband solar cells consisting of series-stacked p-n junction layers offer a significant improvement in efficiency over single-junction by generating power over a larger spectrum of sunlight. However, this paper presents a novel 3D multijunction multiband photovoltaic solar cell design that utilizes doped semiconductor bundled-multiwalled carbon nanotube (BMWCNT) and other nanomaterial. The 3D multijunction multiband photovoltaic based doped bundled-multiwalled carbon nanotube cultivates photons in three dimensions (vertical and lateral directions). It allows the creation of electron-hole pair not only from the top layer to bottom layer (z-axis direction) as the traditional 1D multijunction multiband but also in the x-axis (abscissa) and y-axis (ordinate) directions. The 3D multijunction multiband photovoltaic solar cell based doped semiconductor bundled-multiwalled carbon nanotube can optimize the efficiency beyond the limits of the current existing technology. This optimized efficiency is achieved by harvesting visible light and all spectrums of the light including the utilization of thermoelectric and the thermo-ionic features exist in nanotubes. [DOI: 10.1115/1.4007299]",Design-level claim; no quantified experimental efficiency in abstract.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
iTE:P1843:r001,P1843,iTE,iTE:P1843:n1,iTE:P1843:n2,associated with from optical calculations,association,subject_to_object_as_exported,iTE:P1843:claim_block,"This study presents a comprehensive first-principles investigation of the structural, electronic, optical, mechanical, phonon, and thermodynamic properties of novel L3FO (L = K, Rb, Cs) anti-perovskites using density functional theory (DFT) within the GGA-PBE framework, supported by meta-GGA (RSCAN) and hybrid (HSE06) functionals. All compounds crystallize in a stable cubic (Pm-3 m) structure with negative formation energies and tolerance factors between 0.72-0.80, confirming thermodynamic and geometric stability. The calculated band gaps decrease systematically from K3FO (1.94 eV) to Cs3FO (1.42 eV) using HSE06, indicating indirect semiconducting behavior suitable for optoelectronic applications. Mulliken and Hirshfeld analyses reveal predominantly ionic bonding with oxygen-centered charge localization. Mechanical analyses demonstrate that Rb3FO possesses the highest stiffness and isotropy, while K3FO and Cs3FO exhibit moderate and soft elastic responses, respectively. Phonon spectra confirm the dynamic stability of K3FO and Rb3FO, whereas Cs3FO shows minor imaginary modes, suggesting marginal instability. Optical analyses reveal strong absorption in the ultraviolet region, with refractive indices and dielectric functions indicating enhanced polarizability for heavier cations. Thermodynamic and molecular dynamics results validate the structural robustness of L3FO compounds at elevated temperatures. These insights establish L3FO anti-perovskites as environmentally benign, stable, and tunable materials with promising potential for next-generation optoelectronic, thermoelectric, and renewable energy applications.",Core-claim first pass; not exhaustive; independently unreviewed.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
